Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities,Appliances,Elevator,Room Area,Balcony,Floor,Links
House,Stone,400 sq.m.,3,8+,3+,Major Renovation,1200 sq.m.,"Armenak Armenakyan Street, Yerevan","$4,000 monthly",USD,"In Nork Marash community, A. A spacious and beautiful 3-storey private house is for rent on Armenakyan street.The area of the building is 400 square meters, and the total land is 1200 square meters.The house is fully renovated in accordance with the latest European standards, heated by a gas boiler. The house is partially furnished.It is located on the ground floor of a private housethe game hall,the kitchen,the bathroom,warehouse.On the second floor is:lobby,living room,office,open balcony,bathroom:It is located on the third floor:spacious lobby,4 bedrooms, two of which have their own bathrooms.* The area is completely fenced. It has a spacious, well-maintained yard with a barbecue, a summer kitchen and a guard post.Code 15286438Translated from Armenian",Nov-24-2022_22-56,,,8+,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/15286438
House,Monolith,900 sq.m.,1,8+,1,Designer Renovation,,"Karapet Ulnetsi Street, Yerevan","$6,900 monthly",USD,"A beautiful private house with interesting design solutions is for rent in Kanaker-Zeytun community, on Botanical street. The total area of the land is 900 square meters, and the area of the building is 750 square meters.The house has: 1 spacious entrance hall, 1 living room, 3 bedrooms, 7 bathrooms (3 of which have a shower room), 2 kitchens, one summer. The residential part of the private house is capitally renovated, equipped with the necessary furniture and household appliances. The floor is covered with marble and parquet.Stained glass windows are installed, which allow to admire the beautiful view of the yard, due to which the rooms have become brighter. The heating system is fan coil, it is possible to heat with a boiler, and the floor is heated. The roof of the house serves as a storage room, but can be changed if necessary. In the basement it is planned for a playroom and gym, but the final repair works are not finished.The house has a beautiful, indoor swimming pool, which can be used all year round. The water of the pool is filtered, and thanks to the big screen next to the pool, your entertainment will become even more enjoyable. The house has a garage for 4 cars. A security system is installed.Code 11201135Translated from Armenian",Nov-24-2022_22-56,,,5,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/11201135
House,Stone,415 sq.m.,2,4,3+,Major Renovation,940 sq.m.,"Hovsep Emin street, Yerevan","$3,500 monthly",USD,"In Arabkir community, H. 2-storey house with a basement floor, a mansard, with beautiful furniture, with a building area of 415 square meters, is for long-term rent on Emin street. The land is 940 square meters. The house is fully renovated. 1st floor: Kitchen, living room, gym with shower room, sauna, bathroom and garage. 2nd floor: Entrance hall, living room, kitchen, 3 bedrooms, 2 bathrooms, 2 open balconies, storage room. Attic floor - an area that can be used as needed. The house is heated by a gas boiler. The yard of the private house is very well-kept, green, there is a pavilion, a swimming pool, fruit-decorative trees, a tonir, a barn, a dog house.Code 12996973Translated from Armenian",Nov-24-2022_22-56,,,8+,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/12996973
House,Stone,520 sq.m.,3,6,3+,Major Renovation,1000 sq.m.,"Karapet Ulnetsi Street, Yerevan","$13,500 monthly",USD,"A newly built three-storey private house is for rent in the upper part of the monument.The area of the land is 1000 square metersThe area of the building is 520 square metersCeiling height: 3.4 mThe house is completely renovated and furnished.1st floor:Living room kitchenEntrance hall3 bedrooms, one of which has its own private bathroom and dressing room.2nd floor:1 office + expansion possibility.-1 floor:Living roomkitchengame roombathroomlaundry roomboiler houseThe house is heated by an individual system, it has a heated floor.In the yard there is a swimming pool, summer kitchen, parking space for 2 + cars. Deer and ornamental plants are planted.Price is negotiableCode 17465944Translated from Armenian",Nov-24-2022_22-56,,,8+,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/17465944
House,Stone,120 sq.m.,2,2,1,Partial Renovation,,Yerevan › Arabkir,"300,000 ֏ monthly",AMD,A 3-room house is for rent with a view of Masis.Translated from Armenian,Nov-24-2022_22-56,,,4,No,No,Included,1 month,,,,,,,https://list.am/en/item/17884867
House,Stone,32 sq.m.,1,2,1,Euro Renovation,10 sq.m.,"Aragats street, Yerevan","90,000 ֏ monthly",AMD,"Two-room private house for rent. It is located in the third part. Euro-renovated. Has constant hot and cold water. The fee for one person is AMD 30,000. Only working or studying girls should apply. For other options, please don't bother.Men, don't call in vain, please.Translated from Armenian",Nov-24-2022_22-56,Available,Not available,1,No,No,Not included,Without prepayment,,,,,,,https://list.am/en/item/16091389
House,Stone,72 sq.m.,1,3,1,Euro Renovation,50 sq.m.,"Nerqin Shengavit 2-nd street, Yerevan","300,000 ֏ monthly",AMD,Is busy.A 3-room mansion in the inner courtyard is for rent.2 bedrooms.Property with appliances.Heating with tank system.It has the possibility to park a car in a fenced yard.The price is final.Call for more informationTranslated from Armenian,Nov-24-2022_22-56,,,4,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/14387490
House,Stone,90 sq.m.,2,2,1,Cosmetic Renovation,30 sq.m.,"Դավիթ Բեկի փողոց 55, Երևան","15,000 ֏ daily",AMD,"The second floor of a 2-story private house is for daily rent with 3 rooms for responsible, clean, modest people. All utilities are available: Bathroom, separate kitchen... The house is located at Davit Bek...Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/18211085
House,Stone,45 sq.m.,1,1,1,Euro Renovation,400 sq.m.,"Proshyan Street, Yerevan","300,000 ֏ monthly",AMD,"1 room apartment is for rent in Proshyan - Baghramyan sectionThe house has all the utilitiescommon yard, separate housebaxidepositAgency 50%Code KA401Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,2,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/13603366
House,Stone,1000 sq.m.,3,8+,2,Euro Renovation,400 sq.m.,"Simeon Yerevantsi street, Yerevan",$180 daily,USD,Сдается посуточно шикарный дом в центре Еревана. Минимум 3 дня.6 спальных мест.2 санузлов.2 больших зала.Бассейн.180$ в день.Для подробностей позвоните на указанный номер.,Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/18187860
House,Stone,500 sq.m.,4+,7,3+,Major Renovation,1500 sq.m.,"Vahagni street, Yerevan","$4,500 monthly",USD,"The house has a spacious green garden with many trees and flowers.The house is provided with constant hot and cold water and gasThere is a beautiful view from the balconies,Land area: 1000 square metersBuilding area - 500 square metersConsists of 6 rooms:1 Living room1 Kitchen + dining room4 bedrooms (two of which have their own bathrooms)-1 entertainment hall (cinema)4 Bathrooms2 Open balconyParking:Code 7258Translated from Armenian",Nov-24-2022_22-56,,,6,Yes,No,Not included,2 months,,,,,,,https://list.am/en/item/17610725
House,Stone,165 sq.m.,2,4,2,Partial Renovation,40 sq.m.,"Nor Aresh 7th street, Yerevan","450,000 ֏ monthly",AMD,"Տրվում է վարձով 4 սենյականոց 2հարկանի սեփական տուն, սեփականատիրոջ կողմից։Տունը արևկող է ունի ընդարձակ բակ, տրվում է գույքի և տեխնիկայի հետ միասին։ Գինը սակարկելի։Տունը ազատ է։Здаеться в аренду 2-х этажный 4-ех комнатный собственный дом от собственника, есть прасторный двор, дом здаеться с мебелью и эл. Техникой, цена по договорённости. Дом свободен",Nov-24-2022_22-56,,Not available,6,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/18162126
House,Stone,290 sq.m.,3,6,3+,Major Renovation,1000 sq.m.,"Moldovakan street, Yerevan","$4,000 monthly",USD,"3-storey stone private house is for rent in Nor-Nork 2nd block, Moldovakan str. In: The total area of the land is 1000 square meters, the house is 290. It has 5 bedrooms and 4 bathrooms. In one of the bedrooms there is a separate large wardrobe (wardrobe) It is fully renovated. All the furniture and equipment - expensive and quality. It is provided with constant water and gas. Individual heating system and euro windows are installed. The kitchen floor is heated. The bathrooms are tiled. There is a large balcony. The 3rd floor is planned to become a playroom or library (according to preference) It has an exit from the kitchen to the yard with a beautiful view. There is a kitchen in the yard. There is a well-maintained yard, a large swimming pool, expensive decorative trees. Outside there is night lighting, parking for a car, a separate garage, as well as a large basement. Electric blinds are installed on the 1st floor for safety reasons.Code 7551Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17706355
House,Stone,300 sq.m.,2,4,3+,Major Renovation,50 sq.m.,"Lvovyan street, Yerevan","$3,000 monthly",USD,"Thoroughly reconstructed,furnished, appliances,individual heating system2-bedrooms, 2-bathrooms, small yard.Code 0766Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17599186
House,Stone,240 sq.m.,2,5,3+,Major Renovation,720 sq.m.,"Bagrevand 24th street, Yerevan","$3,000 monthly",USD,"In Bagrand, a two-storey private house is for sale or rent near the main road, the total area of the residential building is 240 square meters, and the land adjacent to the house is 720 square meters. The house is fully repaired, metal entrance door, euro windows are installed, the floor is covered with ornate heated granite. It is heated by a gas boiler. The parking lot is located on the 1st floor, which is designed for 4 cars. The 1st floor consists of a large area, which can be replanned as desired and 1 bathroom. The 2nd floor consists of a living room, a spacious studio kitchen, 3 bedrooms and 2 bathrooms. There is a laundry room, storage room and an open balcony. The kitchen and the rooms are comfortable and furnished in a modern style, equipped with the necessary appliances and with all household items. The yard is well-kept, has a beautiful green area, summer conversation. The house is fenced, located on an asphalt road.Code 41684Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17019486
House,Stone,567 sq.m.,2,5,3+,Major Renovation,560 sq.m.,"Tsarav Aghbyuri Street, Yerevan","$3,500 monthly",USD,"Tsarav Aghbyur street2-storey private houseLand area: 1000 square meters. M:Building area: 567 square meters. M:It has 4 bedrooms, 2 kitchens, a living room, a large garage, a summer kitchen, a swimming pool, a sauna, etc.Code 08561Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/16776322
House,Stone,150 sq.m.,2,4,3+,Euro Renovation,100 sq.m.,"Sarmen street 33, Yerevan",$150 daily,USD,The mansion has all the amenities for parkingTranslated from Armenian,Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17526355
House,Stone,90 sq.m.,1,3,1,Euro Renovation,90 sq.m.,"Sarmen street 33, Yerevan","25,000 ֏ daily",AMD,The house has all the amenities of a beautiful yardTranslated from Armenian,Nov-24-2022_22-56,,,3,Yes,No,Included,Without prepayment,,,,,,,https://list.am/en/item/17526068
House,Stone,1000 sq.m.,2,3,2,Major Renovation,296 sq.m.,"Bagrevand street, Yerevan","$3,000 monthly",USD,"CODE: 7087A two-story private house with 3 bedrooms and two bathrooms is for rent in the picturesque area of Yerevan.It is equipped with excellent household appliances, dishes and bedding.90 sq. M. In the basement there is a wine cellar with shelves.There is a beautiful swimming pool in the yard, a garage for 2 cars.Translated from Armenian",Nov-24-2022_22-56,Available,2 spots,7,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/14078725
House,Stone,16 sq.m.,1,1,1,Euro Renovation,,Yerevan › Kentron,"400,000 ֏ daily",AMD,"I rent a room in a guest house. The room has its own bathroom. There is a summer kitchen in the yard with an electric stove, microwave, refrigerator, pots and pans. The monthly price is indicated.Translated from Armenian",Nov-24-2022_22-56,,,2,No,No,Included,1 month,,,,,,,https://list.am/en/item/17828957
House,Stone,200 sq.m.,2,5,3+,Major Renovation,30 sq.m.,"Sose street, Yerevan","$1,800 monthly",USD,"A fully renovated, furnished, two-story stone house is for rent in Arabkir, on Sosey Street, in the back of the American University. Individual heating system, air conditioners are installed. Provided with all utilities.There are also apartments and houses of other quality, size and price in different parts of the city.Code 0015Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/18237309
House,Stone,1000 sq.m.,3,8+,3+,Major Renovation,940 sq.m.,"Tsarav Aghbyuri Street, Yerevan","$13,000 monthly",USD,"A 3-storey detached house with an area of 1000 square meters and a land area of 940 square meters is for long-term rent or rent, located on Tsarav Aghbyurum street, Tsarav Aghbyurum. The house has been completely renovated. All 3 bathrooms and the kitchen are covered with European-made tiles and are equipped with high-quality sanitary ware. The mansion has 9 rooms and 5 bedrooms on the 2nd and 3rd floors. There is a parking space for 10 cars in the yard, a green area with fruit trees. It can serve as a medical center, an office, a family home. Shops, banks, schools, cafes, entertainment places, transport stops are nearby.Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17461302
House,Stone,700 sq.m.,2,7,3+,Designer Renovation,600 sq.m.,Yerevan › Arabkir,"$5,000 monthly",USD,Unique Mansion in Arabkir.* 7 Rooms* Sauna* Barbecue* Outdoor ակ Indoor pool* Beautiful view to the gorgeStubborn call for details+ 374 (viber) (Whatsapp)Translated from Armenian,Nov-24-2022_22-56,,,8+,Yes,Yes,By Agreement,By Agreement,,,,,,,https://list.am/en/item/14635074
House,Stone,650 sq.m.,2,8+,3+,Designer Renovation,600 sq.m.,Yerevan › Arabkir,"$5,000 monthly",USD,"KOD V18Յուրօրինակ Առանձնատուն ԱրաբկիրումԻդեալական տարբերակSpacious and Luxury Villa On KomitasCOMFORTABLE, OriginalԳները փոփոխական են ՝ կախված վարձակալության ժամկետից:Price can be changed depending the number of people and days!Առկա են բոլոր անհրաժեշտ և հարմարավետ պայմանները բնակվելու համար՝ կահավորված կահույքով, տեխնիկայով և այլն․․․Բաց և մեծ լողավազան ֆիլտրվողԱմառային խոհանոցՄանղալ - ԽորովածանոցինտերնետՕդորակիչԱնկողնային պարագաներ, խոհանոցային պարագաներԳինը կախված օրերի քանակից) կարող եք զանգահարել -Viber / WHATSAPP / ՄԻՇՏ ՀԱՍԱՆԵԼԻNice and Spacious Villa with big GardenOpen-air Swimming-Pool,Summer KitchenFireplace Barbeque Place in Garden,SITING AREA.Fully furnished and equipped, 24/7 hot and cold water,Wi-Fi internet.All necessary bedding and kitchen utensils included․Parking area for cars.For Further information and making Reservation contact with me via VIBER on the mentioned number + 374 country codeСовременная и Просторная вилла с большим садом,открытый плавательный бассейн,летняя кухня, камин-мангал,зона отдыха.Полностью меблирована и оборудована, 24/7 горячая и холодная вода,Wi-Fi доступ в Интернет. Все необходимые постельные и кухонные принадлежности включены. Имеет парковку на машины.Для получения дополнительной информации вы можете связаться со мной `позвоните или напишите черезVIBER/ WHATSAPP",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/14606284
House,Stone,90 sq.m.,1,4,1,Euro Renovation,,"Nerqin Shengavit 2-nd street, Yerevan","350,000 ֏ monthly",AMD,Private house.Thoroughly reconstructed.Not yet inhabited.With the Bucks system.Heated floor.The property is for rent with equipment.It has 2 bedrooms.Living room.Entrance hall.Corridor.With a small yard.Mankhalov.2nd floor is not habitableTranslated from Armenian,Nov-24-2022_22-56,,,4,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/14060802
House,Stone,100 sq.m.,1,3,1,Major Renovation,,"Nerqin Shengavit 2-nd street, Yerevan","350,000 ֏ monthly",AMD,"A house in Nerkin Shengavit.Fully renovated, not yet inhabited.It has a heating system.Heated floor.The windows are of European production.It is fully equipped with the property.He has a mankhal.Constant hot and cold waterTranslated from Armenian",Nov-24-2022_22-56,,,3,No,Yes,Not included,1 month,,,,,,,https://list.am/en/item/12564095
House,Stone,80 sq.m.,1,3,1,Euro Renovation,10 sq.m.,"Nerqin Shengavit 10-th street 9, Yerevan","300,000 ֏ monthly",AMD,Mansion in Shengavit.It is located 500m from Shengavit metro station.Thoroughly reconstructed.Property with appliances.Translated from Armenian,Nov-24-2022_22-56,,,4,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/10176931
House,Stone,100 sq.m.,1,4,1,Major Renovation,200 sq.m.,Yerevan › Malatia-Sebastia,"420,000 ֏ monthly",AMD,It is for rent near Astghik Medical HospitalTranslated from Armenian,Nov-24-2022_22-56,Available,3 or more spots,4,Yes,No,By Agreement,By Agreement,,,,,,,https://list.am/en/item/13874556
House,Stone,100 sq.m.,2,4,1,Major Renovation,,Yerevan › Kentron,"$1,000 monthly",USD,"House for rent near CascadeThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/12810139
House,Stone,110 sq.m.,2,4,2,Major Renovation,50 sq.m.,"Aygedzor street, Yerevan","$3,000 monthly",USD,"The house is renovated,Individual heating system, air conditioneropen balcony3-bedrooms, 2-bathrooms.Code GH164Translated from Armenian",Nov-24-2022_22-56,,1 spot,5,Yes,No,By Agreement,2 months,,,,,,,https://list.am/en/item/17129992
House,Stone,525 sq.m.,4+,7,3+,Major Renovation,770 sq.m.,"Qeri street, Yerevan","$3,500 monthly",USD,"Four-storey private house in Blur district (behind Mergelyan Institute), with a view of the gorge. The area of the building is 525 square meters, the total area of the land is 770 square meters. The house is fully renovated. It has 6 bedrooms, two of which have their own bathroom, a private room, a kitchen, a living room, a rest room, a game room, a laundry room, a storage room, 7 bathrooms. All bedrooms have an open balcony. It is provided with constant water and gas, heating system, air conditioners. The house has an orchard, yard, fireplace, garage.Code 41804Translated from Armenian",Nov-24-2022_22-56,,1 spot,8+,Yes,No,Not included,2 months,,,,,,,https://list.am/en/item/17142650
House,Stone,260 sq.m.,2,8+,3+,Major Renovation,100 sq.m.,"Marshal Baghramyan avenue, Yerevan","$2,000 monthly",USD,"Adjacent to Baghramyan Avenue, Khnko Aper StreetThe house is renovatedindividual heating systemair conditionerSuitable for any activity.Code GH110Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17125267
House,Stone,210 sq.m.,3,5,3+,Major Renovation,300 sq.m.,"Moldovakan street, Yerevan","750,000 ֏ monthly",AMD,"5-room private house is for rentAll the necessary utilities are available:Constant hot and cold water,Gas, gas stove, individual heating system,, has 3 bathrooms, 3 bedrooms, yard with pavilion.Code 75237Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17871737
House,Stone,350 sq.m.,2,7,3+,Major Renovation,,"Hakobiants street, Yerevan","$6,000 monthly",USD,"Code VART163:2 houses are for long-term rent on Hakobyants street. The total area is 350 square meters. The house is fully renovated. Euro windows, heating system are installed, the floor is covered with laminate, the bathroom is tiled. The house has 7 rooms, 5 bathrooms.Code VART-163Translated from Armenian",Nov-24-2022_22-56,,,5,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/17551979
House,Stone,530 sq.m.,3,6,3+,Major Renovation,576 sq.m.,Yerevan › Nork-Marash,"$4,500 monthly",USD,"Code 2408a,A three-story renovated private house is for rent in Nork-Marash community.1st floor - living room, kitchen, office, bathroom,2nd floor - 4 bedrooms, 3 of which have their own bathrooms, laundry room, balcony,in the semi-basement floor there is a swimming pool, a sauna, a storage room,green yard, garage,the house is fencedTranslated from Armenian",Nov-24-2022_22-56,,2 spots,8+,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/18081129
House,Stone,390 sq.m.,3,7,3+,Major Renovation,1700 sq.m.,Yerevan › Nork-Marash,"$4,500 monthly",USD,"ID 4527:The house is fully renovated, it is rented for at least 3 months,long - 1 year - more, in case of rent the price will be negotiated,1st floor - living room, kitchen, 1 bedroom, bathroom2nd floor - 4 bedrooms / 1 with its own bathroom /, 1 bathroom, balconybasement - playroom, gym, sauna, bathroomsummer kitchen, pavilions, fireplaceGarage for 2 cars, parkingThe house is fencedTranslated from Armenian",Nov-24-2022_22-56,,,8+,Yes,No,Not included,2 months,,,,,,,https://list.am/en/item/15009202
House,Stone,650 sq.m.,3,7,3+,Major Renovation,400 sq.m.,"Noy District, Yerevan","$5,000 monthly",USD,"ID-1928The private house is renovated, it is also available for short-term rent at $350 per day.In the semi-basement floor there is a training room, a storage roomOn the 1st floor is the living room, kitchen and one bathroomOn the 2nd floor there are 5 bedrooms, one of which has its own bathroom, dressing room, 2 more bathrooms, open balcony.In the yard there is a summer kitchen, a pavilion, a swimming poolThe house is fencedTranslated from Armenian",Nov-24-2022_22-56,,,6,Yes,No,Not included,2 months,,,,,,,https://list.am/en/item/14076184
House,Stone,43 sq.m.,2,2,1,Major Renovation,10 sq.m.,"Vantyan street, Yerevan","250,000 ֏ monthly",AMD,"A 2-room private house for rent, with all utilities, completely renovated. 43 square metersTranslated from Armenian",Nov-24-2022_22-56,Available,Not available,3,No,No,By Agreement,By Agreement,"TElevision, internet","FRidge, washing machine",,,,,https://list.am/en/item/17736885
House,Stone,80 sq.m.,1,2,1,Euro Renovation,20 sq.m.,"Azatamartikneri Street, Yerevan","200,000 ֏ monthly",AMD,The house is newly renovatedTranslated from Armenian,Nov-24-2022_22-56,Available,2 spots,4,Yes,No,Not included,By Agreement,,,,,,,https://list.am/en/item/18097284
House,Stone,47 sq.m.,1,2,1,Cosmetic Renovation,10 sq.m.,"Ohanov street 32, Yerevan","150,000 ֏ monthly",AMD,"1-storey private house for rent. Renovated and furnished, with all utilities.Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/18189690
House,Stone,220 sq.m.,2,6,3+,Designer Renovation,200 sq.m.,"Armenak Armenakyan Street, Yerevan","600,000 ֏ monthly",AMD,"Private house for rent, in Nork Marash, designed with unique design solutions, 1 living room, 5 bedrooms, 4 bathrooms, 1 office, 2 kitchens, 2 open balconies, garden. 200 square meters of land, 220 square meters of living space, 2 floors.Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,6,Yes,Yes,Not included,2 weeks,,,,,,,https://list.am/en/item/17644342
House,Stone,570 sq.m.,2,4,3+,Designer Renovation,,"Bagrevand street, Yerevan","$5,000 monthly",USD,"Բագրևանդ թաղամասում վաճառվում և երկարաժամկետ վարձակալության է տրվում երկհարկանի առանձնատուն: Ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ, ունի եռաֆազ հոսանք։ Ընդհանուր մակերեսը կազմում է 800 ք. Մ. ։ Առանձնատունն ունի 4 սանհանգույց, 3 պատշգամբ, բակում կա թոնիր, ամառային խոհանոց, ավտոտնակ: Վաճառվում է գույքի հետ միասին:",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/13929680
House,Stone,880 sq.m.,2,6,2,Euro Renovation,,Yerevan › Arabkir,"$2,500 monthly",USD,"Երկարաժամկետ վարձակալությամբ է տրվում 1 հարկանի առանձնատուն բնակելի՝ 180 քմ. Մակերեսով և 700 քմ. Տնամերձ հողատարածքով, որը գտնվում է Արաբկիր համայնքում՝ Սևաստոպոլյան փողոցում՝ հանգիստ, անաղմուկ հատվածումԱռանձնատանը առկա են բոլոր անհրաժեշտ կոմունալ հարմարությունները՝• 4 ննջասենյակ, 2 սանհանգույց• Մշտական տաք և սառը ջուր,• Գազ, գազօջախ, գազի վառարան,• Ջեռուցման համակարգ,• Սառնարան, աման լվալու մեքենա,• Ավտոմատ լվացքիմեքենա,• TV, INTERNET, օդորակիչ• Բաց պատշգամբ, պարտեզ",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/13965048
House,Stone,200 sq.m.,1,4,2,Major Renovation,830 sq.m.,"Ghapantsian street, Yerevan","450,000 ֏ daily",AMD,"It is available for daily rent, it is also possible to stay overnight, it has a chat room, a swimming pool, a very convenient mansion, call for details.Translated from Armenian",Nov-24-2022_22-56,,,7,Yes,Yes,Not included,2 months,,,,,,,https://list.am/en/item/18099535
House,Stone,250 sq.m.,3,7,2,Designer Renovation,,"Kalents Street, Yerevan","$2,600 monthly",USD,The house is renovated. It has 2 bathrooms and an open balcony. It is heated by an individual heating system (BAXI)Code AV0480Translated from Armenian,Nov-24-2022_22-56,Available,1 spot,8+,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/18133941
House,Stone,500 sq.m.,2,5,3+,Designer Renovation,,"Charents street, Yerevan","$3,500 monthly",USD,"House for rent on Charents street, near the stadiumThe house has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Code KA161Translated from Armenian",Nov-24-2022_22-56,,,8+,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/13046833
House,Stone,300 sq.m.,2,5,2,Euro Renovation,,"Adana street, Yerevan","$2,500 monthly",USD,"5-room private house is for rent in CiliciaThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Code KA62Translated from Armenian",Nov-24-2022_22-56,Available,3 or more spots,7,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/13324001
House,Stone,250 sq.m.,2,5,3+,Major Renovation,,"Aygedzor street, Yerevan","$1,500 monthly",USD,"House for rent in Aygedzor - Baghramyan sectionThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Code KA331Translated from Armenian",Nov-24-2022_22-56,Available,2 spots,7,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/15239118
House,Stone,120 sq.m.,1,4,1,Designer Renovation,170 sq.m.,"Nalbandyan street, Yerevan","25,000 ֏ daily",AMD,‼Օրավարձով է տրվում գեղեցիկ առանձնատուն ԿենտրոնումԱռկա են բոլոր հարմարություններըՕդորակիչWIFIՄարդկանց և օրերի քանակից կախված արժեքը կարող է փոփոխվել‼Посуточно сдается красивый дом в ЦентреЕсть все удобстваКондиционерWIFIЦена может поменяться в зависимости от суток пребывания и числа проживающих‼A beautiful home is for daily rent in the CenterAll the amenities are availableAir conditionerWIFIThe price may vary depending on the number of days and people,Nov-24-2022_22-56,Available,Not available,3,Yes,Negotiable,Included,By Agreement,,,,,,,https://list.am/en/item/16860487
House,Monolith,180 sq.m.,1,5,3+,Major Renovation,,"Եղիշե Չարենցի փողոց 113/1, Երևան","120,000 ֏ daily",AMD,House for rent on Charents street has all the amenities air conditioner heating photo gas water garage renovatedTranslated from Armenian,Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/9693892
House,Stone,370 sq.m.,3,6,3+,Euro Renovation,1070 sq.m.,"Vahagni street, Yerevan","$3,000 monthly",USD,"Code 1030,A renovated private house in Vahagn district is for long-term rent.The private house consists of two residential and lower ground floors,1st floor - living room, kitchen, 1 bedroom with its own bathroom, bathroom,2nd floor - 3 bedrooms, bathroom,there is another bedroom and bathroom on the lower ground floor,the private house is rented without furnitureTranslated from Armenian",Nov-24-2022_22-56,,,6,Yes,No,Not included,2 months,,,,,,,https://list.am/en/item/18226094
House,Stone,230 sq.m.,2,4,3+,Designer Renovation,600 sq.m.,"Vahagni street, Yerevan","$4,000 monthly",USD,"2-storey newly built private house is for rent in ecologically clean elite city of Yerevan, in Vahagn district. The total area of the building is 230 square meters, the land is 600 square meters. The house is well-repaired, panoramic windows are installed, individual heating system, air conditioners, the floor is covered with high-quality laminate-press granite, the bathrooms are tiled with European tiles, they are equipped with quality sanitary ware. It consists of a spacious living room, kitchen, 3 bedrooms, 3 bathrooms and 3 open balconies with beautiful views. The rooms are bright, comfortable, furnished with modern furniture, equipped with appliances, all the necessary household items. Vahagn district has all the conditions for a prosperous, carefree life. There is a round-the-clock security service in the district, green areas are constantly taken care of by gardeners, the streets are clean and improved, garbage collection is carried out. There are private houses of different styles, townhouses, an artificial lake called ""Shant"", ""Ararat Valley"" club with a swimming pool, large golf courses, tennis courts and a playground.Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17940489
House,Stone,200 sq.m.,2,4,2,Major Renovation,650 sq.m.,Yerevan › Nor Nork,"$2,200 monthly",USD,"A two-storey private house is for rentcapitally renovated, furnished, yard,4-bedroom, 2-bathroom.Code 42400Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17575600
House,Stone,600 sq.m.,2,5,3+,Major Renovation,500 sq.m.,"Արաբկիր 45-րդ փողոց 1, Երևան","$2,500 monthly",USD,"A luxurious private house is for rent.Is available,5 rooms2 bathroomsyard, swimming poolheating system and air conditionerCode 24367Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17805863
