Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,60 sq.m.,2,3,1,Available,Not available,Designer Renovation,2000 sq.m.,5,Yes,No,By Agreement,By Agreement,Lorri › Dsegh,"50,000 ֏ daily",AMD,"Վարձով է տրվում առանձնատուն Դսեղում օրավարձով՝ Նոր տարվա օրերին 31-6 ներառյալ։ Տոներից հետո կարող ենք քննարկել նաև օրավարձով տալը կամ ամսավճարով տալը։Լիովին վերանորոգված, չբնակեցված դիզայներական ոճով: Առկա են բոլոր հարմարությունները, ջեռուցում, տաք ջուր, սպասք, կահույք 5-6 հոգով բնակվելու համար։Դիմացը 2000 քմ տարածքով մեծ այգի է։House rent in Dsegh, Lori on a daily and on monthly bases. There is a beautiful garden in front of the house-2000 sq. Meters. The renovation has been done by designers. 2 bedrooms -one double bed, the other with 3 beds.In the living room section are a table, 4 chairs wardrobe, and a sofa.",Dec-15-2022_21-45,"Television, internet","Fridge, stove, coffee maker, washing machine, iron, hair dryer",https://list.am/en/item/18685361
House,Stone,60 sq.m.,2,3,1,Available,Not available,Cosmetic Renovation,1000 sq.m.,2,Yes,Yes,Not included,By Agreement,Lorri › Vanadzor,"35,000 ֏ monthly",AMD,"In Kirovakan, in a wooded area called ""Shahumyan's dachas"", a private house is for rent, immersed in the forest, in a high area. 3 rooms, with a fireplace, a stove built into the wall and an indescribable view and surroundings. The main features of the house are the location and the views from 4 sides, higher than all the houses, there is a gate behind the house, which opens you into the forest. There is an open balcony, a cellar, an outside area for baking bread and barbecue. Fruit trees. The water is a few steps down from the house, the bathroom is outside. It is given along with the furniture.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18581261
House,Stone,500 sq.m.,2,5,1,Available,Not available,Major Renovation,350 sq.m.,8+,Yes,No,Not included,1 month,Lorri › Margahovit,"140,000 ֏ monthly",AMD,"В аренду сдается дом в село Маргаовит (расположение между Ванадзором и Дилиджаном), со всеми удобствами, Бакси, холодная горячая вода круглый год, в доме капитальний ремонт, на участке плодовые деревя, грецкий орех, яблоко, сливы, дом можно снимать частично с хозяином, в селе чистейший воздух и вся инфраструктура, школа, детский сад, в селе присутствуют участки для различных отдыха, вокруг сосновый лес и и других породов.",Dec-15-2022_21-45,,,https://list.am/en/item/18437606
House,Stone,100 sq.m.,2,2,1,Available,1 spot,Major Renovation,500 sq.m.,4,No,No,Not included,1 month,"21-я улица Тавроса 14, Ванадзор","200,000 ֏ monthly",AMD,"Здается второй этаж дома, ход отдельно.",Dec-15-2022_21-45,,,https://list.am/en/item/18419796
Country House,Stone,250 sq.m.,3,5,2,Available,3 or more spots,Major Renovation,1500 sq.m.,8+,Yes,No,By Agreement,By Agreement,Lorri › Arjut,"300,000 ֏ monthly",AMD,"3 հարկանի սեփական տուն կոմունալ բոլոր հարմարություններով: Մշտական տաք և սառը ջուր, սպասքի պարագաներ, հագեցած տեղնիկա, Wi-Fi router: Տեղադրված է բաքսի համակարգ: Տանը կան բոլոր հարմարությունները:3-х этажный частный дом со всеми коммуникациями. Постоянная горячая и холодная вода, посуда, оборудованная локальная, Wi-Fi роутер. Есть отапление. В доме есть все удобства.",Dec-15-2022_21-45,"Television, internet, swimming pool, sauna, fireplace, barbecue oven, gazebo, alarm system","Fridge, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18434272
House,Stone,50 sq.m.,1,2,1,Available,1 spot,Euro Renovation,100 sq.m.,4,Yes,Yes,Not included,Without prepayment,"Nairi street, Vanadzor","130,000 ֏ monthly",AMD,Дом находится в городе Ванадзор. Около дома есть участок. Есть место для парковки машин. Евроремонт сделан год назад. Для питомцев тоже есть место для жилья. Аренда,Dec-15-2022_21-45,,,https://list.am/en/item/18396928
Country House,Stone,250 sq.m.,1,3,1,Available,Not available,Partial Renovation,2000 sq.m.,6,Yes,No,By Agreement,By Agreement,Lorri › Stepanavan,"40,000 ֏ daily",AMD,Дом находится в городе степана ване На очень красивом месте рядом лес свежий воздух большой дом большая площадка Подходит для идеального отдыха для семей Есть все коммунальные услуги газ вода электричество. Зимой дом Топится паставлень газовый печь Во дворе мангал парковка от 6 до 7 машин всё остальное вы можете посмотреть на фото Или позвонить по номеру интересующим вопросам,Dec-15-2022_21-45,"Television, internet, gazebo","Fridge, stove, microwave, coffee maker, washing machine, iron",https://list.am/en/item/18272010
Townhouse,Monolith,650 sq.m.,2,5,3+,Available,Not available,Major Renovation,400 sq.m.,6,Yes,Negotiable,Included,1 month,"Վահագնի թաղամաս, Վահագնի թաղամաս","$4,000 monthly",USD,"Capital renovated and nicely furnished private house in Vahagn district.On the first floor there is a hall, a spacious living room, a kitchen, one bedroom and a bathroom.On the second floor there is a laundry room, a bathroom, 3 bedrooms, one of which also includes a separate bathroom.The living room has access to a green yard.There is also a garage.Total area: 650 square meters (residential area: 250 square meters, land: 400 square meters)For details, call the indicated phone number.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18702577
Country House,Stone,24 sq.m.,1,2,1,Available,Not available,Major Renovation,2500 sq.m.,8+,Yes,Yes,Not included,By Agreement,"Moskovyan Street 7, Vanadzor","340,000 ֏ monthly",AMD,"Guest house with all amenities. The guest house has a swimming pool, table tennis and a children's playgroundHouse for sale in Karadzor 1/3-30 1 улица, 3 тупик, дом 30Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18418481
House,Stone,65 sq.m.,1,2,1,Available,Not available,Major Renovation,,3,Negotiable,No,Not included,By Agreement,Lorri › Vanadzor,"180,000 ֏ monthly",AMD,"Տրվում է վարձով 2 սենյականոց սեփական տուն (1 հարկ) դիմաց թաղամասում`*կապիտալ վերանորոգված եւ չբնակեցված,*գույքը եւ տեխնիկան բացարձակ նոր եւ չօգտագործված,*կոմունալ բոլոր հարմարություններով,*ջեռուցման համակարգով,* շատ արեւոտ ու տաք(Տեխնիկան` Գազօջախ, սառնարան, լվացքի մեքենա, թեյնիկ... , չեք տեսնում նկարներում, բայց տեղադրված կլինեն մինչեւ ձեր տեղափոխվելը) ։Сдается 2-комнатный частный дом (1 этаж) в районе Димас.*капитальный ремонт,*Мебель и оборудование абсолютно новые,* со всеми коммунальными услугами,*с системой отопления,* очень солнечно и тепло(Техника: Газовая плита, холодильник, стиральная машина, чайник... На фото не видно, но будут установлены перед заселением)Translated from Armenian",Dec-15-2022_21-45,Internet,"Fridge, stove, washing machine, water Heater",https://list.am/en/item/18695564
House,Stone,200 sq.m.,2,4,1,Available,3 or more spots,Cosmetic Renovation,1000 sq.m.,7,Yes,Yes,Not included,2 months,Lorri › Pambak,"100,000 ֏ monthly",AMD,Сдаётся в аренду двухэтажный дом ллорийская область село Памбак для подробности звоните,Dec-15-2022_21-45,,,https://list.am/en/item/18591025
House,Stone,100 sq.m.,1,3,2,,,Cosmetic Renovation,,5,Yes,No,Included,By Agreement,Lorri › Vanadzor,"12,000 ֏ daily",AMD,"Private house for daily rent in Vanadzor city (Vanadzor district) with all utilities, has constant hot and cold water, spacious yard, heating (baxi)Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18561642
House,Stone,100 sq.m.,1,3,2,Available,1 spot,Cosmetic Renovation,,6,Yes,No,Not included,By Agreement,Lorri › Vanadzor,"100,000 ֏ monthly",AMD,"For rent or daily rent (12.000 drams) own house in Vanadzor city (Vanadzor district) with all utilities, has constant hot and cold water, spacious yard, heating (baxi)Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18538411
House,Monolith,100 sq.m.,1,3,2,Available,Not available,Cosmetic Renovation,200 sq.m.,4,Yes,No,Included,By Agreement,Lorri › Vanadzor,"12,000 ֏ daily",AMD,"Сдается посуточно частный дом в г. Ванадзор (Ванадзорский район) со всеми коммуникациями, постоянной горячей и холодной водой, просторным двором, отоплением (бакси)Viber/WhatsApp",Dec-15-2022_21-45,,"Fridge, stove, microwave, washing machine",https://list.am/en/item/18566307
House,Stone,1000 sq.m.,2,4,1,Available,Not available,Cosmetic Renovation,,1,Yes,No,Not included,1 month,"Ереванское шоссе, Ванадзор","70,000 ֏ monthly",AMD,Рядом есть магазин астановка и тд... Отопления газ цена не окончательная,Dec-15-2022_21-45,,,https://list.am/en/item/18502524
House,Stone,360 sq.m.,3,8+,3+,Available,Not available,Major Renovation,800 sq.m.,8+,Yes,No,By Agreement,By Agreement,Lorri › Shnogh,"70,000 ֏ daily",AMD,"The guest house is rented out on a daily and long-term basis. The house has 5 bedrooms with separate bathrooms, living room and kitchen. On the first floor there is a sauna and an indoor swimming pool with constant hot and cold water.There is a pavilion and a grill in the yard.Translated from Armenian",Dec-15-2022_21-45,"Air conditioner, swimming pool, sauna, barbecue oven, gazebo, alarm system","Fridge, stove, coffee maker, water Heater",https://list.am/en/item/18690867
House,Stone,130 sq.m.,1,5,1,Available,2 spots,Euro Renovation,330 sq.m.,6,Yes,No,Not included,2 months,"Հակոբ Պարոնյան փողոց 16, Վանաձոր","170,000 ֏ monthly",AMD,"All utilities are available, there is a heating system, constant hot and cold water.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18510081
House,Stone,140 sq.m.,1,3,1,,,Cosmetic Renovation,1300 sq.m.,,,,,,Lorri › Tsater,"200,000 ֏ monthly",AMD,"Designed for 6-8 people. All utilities are availableThere are 3 bedrooms.Furnished, has all utilities, constant hot and cold water, WThe most beautiful place to welcome the New Year is a private house in the village of Tsater, Lori region, which has a wonderful view.There is a large garden, a wooden pavilion for 40 people with all its facilities, a barbecue and a corner for a campfire.Designed for 6-8 people. All utilities are availableThere are 3 bedrooms.Furnished, has all utilities, constant hot and cold water, WTranslated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18383704
Country House,Stone,100 sq.m.,1,4,1,Available,3 or more spots,Major Renovation,408 sq.m.,7,Yes,Yes,Not included,1 month,Lorri › Gyulagarak,"200,000 ֏ monthly",AMD,"Summer house for rent near the arboretumthoroughly reconstructed3 large bedroomsan individual heating system is installedWi-FiComes with property and appliancesA daily wage of 20,000 drams is also providedTranslated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18378547
House,Stone,520 sq.m.,2,4,1,Available,1 spot,Euro Renovation,200 sq.m.,5,Yes,No,Not included,1 month,"Nizami street, Yerevan","300,000 ֏ monthly",AMD,"Two-story private house for rent in K. In Vanadzor. The surface of the land is 520 square meters, and the building is 200 square meters. It is renovated in Euro, it is heated with a heating system, there is Internet (Wi-Fi), a garage, a fireplace. The house is equipped with the necessary furniture and appliances. For details, call SiranushTranslated from Armenian",Dec-15-2022_21-45,Television,,https://list.am/en/item/18190027
House,Stone,100 sq.m.,2,3,1,Available,1 spot,Euro Renovation,1000 sq.m.,4,Yes,No,Not included,By Agreement,"Սասունցիների փողոց, Վանաձոր","250,000 ֏ monthly",AMD,"Սեփական տուն հողամասով, 1հյուրասենյակ, 2ննջարան։ ապրելու համար բոլոր պայմանները կան, անհատական ջեռուցում։Сдаю в аренд второй этаж дома, кроме одной комнаты, где собраны мои индивидуальные вещи, большой балкон, большой двор с беседкой. Есть все удобства для нормальной жизни. Можно поместить боле 4 человек. 100 метр от автобусной остановки.Translated from Armenian",Dec-15-2022_21-45,"Television, internet, barbecue oven, gazebo","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18415063
Country House,Stone,100 sq.m.,2,4,1,Not available,3 or more spots,Cosmetic Renovation,"35,000 sq.m.",6,Yes,No,By Agreement,By Agreement,Lorri › Debet,"10,000 ֏ daily",AMD,"LORI village DEBIT + river DebitThe house is located in Debet villageWith all amenitiesBathroom, hot and cold water3 bedrooms, covered balconyOpen balcony 24 sq. M. TiledBeautiful viewBig yard, green garden10,000 AMD per day for 2 people. Minimum 2 days4 - 6 people 20,000 dirhams per day.30,000 dirhams per day for more than 6 days.100,000 AMD per month from SeptemberTranslated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/17887518
House,Stone,1100 sq.m.,2,4,1,,,Cosmetic Renovation,,,,,,,Lorri › Vanadzor,"200,000 ֏ monthly",AMD,"Сдаётся дом от собственника Ванадзор Гугарг, два этажа 3 спальни большой зал, кухня, отопление, горячая вода, стиральная машина балкон с видом во двор, ограждение парковка для авто, интернет (Wi Fi) Имеется сад, беседка, маленький пруд. Оплата за месяц 200.000 драм, можно и посуточно.",Dec-15-2022_21-45,,,https://list.am/en/item/18423731
House,Stone,1111 sq.m.,2,4,1,,,Partial Renovation,,,,,,,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"Private two-story house for daily rent in Bovadzor village of Lori region (5 km from Stepanavan) with all utilities and equipped with wifi. On the first floor there is a bedroom, living room, kitchen, bathroom. On the 2nd floor there are two bedrooms. It has a large yard and gardenTranslated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18381523
House,Stone,80 sq.m.,1,2,1,Available,Not available,Partial Renovation,,4,Yes,Yes,Not included,By Agreement,"Vardanants Street 35Ա, Երևան","65,000 ֏ monthly",AMD,"Վարձով է տրվում 1 հարկանի քարե տուն Վանաձորում, քաղաքի կենտրոնում` Վարդանանց փողոցում, մոտակայքում են գտնվում դպրոցներ, մանկապարտեզներ, մանկական կենտրոն, խանութներ...Մասնակի վերանորոգում, կոմունալ հարմարություններով, կահույք, սպասք...Տունը գտվում է ""Իդեալ"" համակարգի հարևանությամբСдаётся 1 комнатная, в Центре - около 1 школе.•2-комнатный дом•Ванадзор•частичный ремонтВ доме 1 спальна, 1 просторная гостиная, 1 кухня, 1 ванная. Доступны все необходимые утилиты:• Газ, газовая плита, отопленияДиван в гостиной также раскладывается, предоставляя два дополнительных места. Дом также имеет двор и находится недалеко от Ванадзорского ботанического сада, центрального парка и центра города.",Dec-15-2022_21-45,Television,"Fridge, water Heater",https://list.am/en/item/18710783
House,Stone,50 sq.m.,1,2,2,Available,1 spot,Euro Renovation,550 sq.m.,2,No,No,Not included,1 month,Lorri › Vanadzor,"100,000 ֏ monthly",AMD,"It is for rent from February 1, long-term. The house is located in Bangladesh district, 700m. At a distance from the round department store. 50m from St. Petersburg street. At a distance. Call for questions. Responsible spouses are desirable.Translated from Armenian",Dec-15-2022_21-45,"Television, internet, barbecue oven, gazebo, alarm system","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18709200
House,Stone,144 sq.m.,1,4,1,Partial Furniture,Not available,Major Renovation,600 sq.m.,5,No,No,Not included,1 month,Lorri › Arjut,"150,000 ֏ monthly",AMD,The price is not negotiable.Call after 16:30.Do not write.Translated from Armenian,Dec-15-2022_21-45,Television,"Fridge, stove, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18685369
House,Stone,150 sq.m.,2,4,1,,,Euro Renovation,1500 sq.m.,6,Yes,Yes,Not included,1 month,Lorri › Stepanavan,"150,000 ֏ monthly",AMD,"Сдается частный дом в окружении лорийских лесов в Степанаванском районе. В доме есть 3 комнаты, гостиная, все коммунальные удобства, сад, беседка. Дом находится в 120 км от Еревана, 60 от Гюмри и от Дилижана.От дома до границы Грузии 40 км, до Тбилиси - 150.По всем вопросам звоните или пишите.",Dec-15-2022_21-45,,,https://list.am/en/item/18387260
House,Stone,60 sq.m.,2,2,2,Available,Not available,Major Renovation,60 sq.m.,4,Yes,No,By Agreement,2 weeks,"Պարույր Սևակի փողոց, Վանաձոր","140,000 ֏ monthly",AMD,"It is for daily rent, the first floor of a private house, the second floor is inhabited, completely renovated, gas, electricity, water, Baxi heating system is installed, two rooms, kitchen, separate bathroom.Translated from Armenian",Dec-15-2022_21-45,"Internet, barbecue oven","Fridge, stove",https://list.am/en/item/18581034
House,Wooden,60 sq.m.,1,2,1,Not available,Not available,Old Renovation,150 sq.m.,4,Yes,Yes,Not included,2 months,"Sankt Peterburg street, Vanadzor","25,000 ֏ monthly",AMD,"URGENT! A 2-room house with utilities is for rent. There is no gas. For details, call the second number.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18543486
House,Stone,56 sq.m.,1,2,1,Available,1 spot,Euro Renovation,1000 sq.m.,4,Yes,No,Not included,By Agreement,"Улица Хачатура Абовяна 2/3, Ванадзор","130,000 ֏ monthly",AMD,"2-room apartment for rent, with its own large yard, bisetka, barbecue grill, fruit garden, garage, all utilities. Baxi system is available.Translated from Armenian",Dec-15-2022_21-45,"Television, barbecue oven","Fridge, stove, coffee maker, washing machine, water Heater, iron",https://list.am/en/item/18587396
House,Stone,130 sq.m.,1,4,2,Available,1 spot,Designer Renovation,2000 sq.m.,8+,Yes,Yes,Not included,By Agreement,Lorri › Karadzor,"350,000 ֏ monthly",AMD,"Private house for rent, with all amenities: Two cottages, separate kitchen and dining room, children's playground, tennis hall, barbecue, heating, wi-fi. It is located in c. Karadzor 1 st. , 30 years Address:HOUSE FOR RENT WITH ALL AMENITIES.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18426147
House,Stone,300 sq.m.,2,8+,3+,Available,Not available,Major Renovation,1000 sq.m.,8+,Yes,Yes,Not included,2 months,"Սասունցիների փողոց 52, Վանաձոր","600,000 ֏ monthly",AMD,"It is provided with the whole property, there is a sauna, an outdoor swimming pool, a playground, a gym, a large hall for celebrations, barbecues, 5 bedrooms with their own bathrooms, a common kitchen, a lobby, internet, a security system.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18541063
House,Stone,130 sq.m.,1,3,1,Available,1 spot,Major Renovation,250 sq.m.,4,Yes,No,Not included,By Agreement,"Knunyants street, Vanadzor","180,000 ֏ monthly",AMD,Сдается в аренду дом от собственникаВ доме есть все коммунальные услугиудобства:* Новый ремонт* Система отопления BAXI* Газовая плита* Телевизор* Холодильник* Автоматическая стиральная машинаЗвоните для более подробной информации,Dec-15-2022_21-45,Television,"Fridge, stove, microwave, coffee maker, washing machine, water Heater",https://list.am/en/item/18510716
House,Wooden,2030 sq.m.,1,2,1,Available,Not available,Cosmetic Renovation,2030 sq.m.,3,Yes,Yes,Not included,1 month,"11-րդ փողոց 34, Արջուտ","50,000 ֏ monthly",AMD,"Mobile home with metal utilities, garden with fruit trees. The picture is not a picture of a garden and a house.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18673786
House,Stone,75 sq.m.,1,3,1,Available,1 spot,Designer Renovation,100 sq.m.,6,Yes,Yes,Not included,By Agreement,"Օրբելի փողոց 26, Վանաձոր","18,000 ֏ daily",AMD,"A 3-room house renovated in 2022 is for rent in the city of Vanadzor. The house has 2 bedrooms, 1 kitchen, 1 bathroom, 1 balcony. All necessary utilities are available:• Gas, gas stove, individual heating system• Wi-Fi, TV, automatic washing machine.The sofa in the living room also opens up, providing 2 additional seats. The house also has a yard and is close to the Vanadzor Botanical Garden, the central park and the city center.*Dram 18,000 is only for 1-2 people, the price will be changed for more than 2 people (the cost of each new person is 7,000 AMD)1/2 person = 18,0003 people = 27,0004 people = 36,000Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/17433193
House,Stone,45 sq.m.,1,1,1,Available,Not available,Major Renovation,45 sq.m.,2,Yes,No,Not included,By Agreement,"Մեսրոպ Մաշտոցի փողոց, Վանաձոր","30,000 ֏ daily",AMD,"1-room private house for rent, new, fully renovated, with all utilities. The house is equipped with high-speed Wi-Fi, constant hot and cold water, a refrigerator, all the necessary furniture and accessories. The house is located 10 minutes from the city center in a quiet neighborhood. Intended for 2-3 persons.Translated from Armenian",Dec-15-2022_21-45,,"Fridge, stove, microwave, coffee maker, washing machine, water Heater",https://list.am/en/item/17808598
Country House,Stone,80 sq.m.,1,3,2,,,Cosmetic Renovation,80 sq.m.,,,,,,"Մեսրոպ Մաշտոցի փողոց 22, Վանաձոր","130,000 ֏ monthly",AMD,"The house has three rooms, two bathrooms. It is fully renovated, provided with 24/7 hot and cold water, solar energy generating system, all utilities, automatic washing machine, refrigerator, high quality WiFi, Baksi heating system. It is located in a quiet, peaceful neighborhood. It has a spacious balcony with a wonderful forest view, an orchard with relaxation corners and a grill. There is a school and a kindergarten right next to the house. There are also grocery stores nearby. The distance from the city center is 700 meters to 1 km. Suitable for both remote working teams and families.With a solar power system, some of the energy you use will be free, allowing you to pay less utility bills.The monthly fee is AMD 130,000 and is given for a minimum of 6 months.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/17443790
House,Stone,50 sq.m.,2,4,1,Available,Not available,Cosmetic Renovation,,6,Yes,No,Not included,By Agreement,"Մեղապարտի փողոց 7, Ստեփանավան","130,000 ֏ monthly",AMD,"Own house for rent with all amenities, call for details.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18454986
House,Stone,50 sq.m.,2,1,1,Available,Not available,Partial Renovation,50 sq.m.,3,Yes,No,Not included,1 month,"Batumi street, Vanadzor","60,000 ֏ monthly",AMD,"Own house for rent: One room + bathroom + kitchen + open balcony + parking space. The house has necessary property, hot and cold water. It is given exclusively to pure and responsible people, preferably to newlyweds or a family with 1 child.Translated from Armenian",Dec-15-2022_21-45,"Television, internet, barbecue oven","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18589402
House,Stone,100 sq.m.,2,4,1,Available,Not available,Euro Renovation,100 sq.m.,5,Yes,No,Not included,1 month,"Բաթումի փողոց, Վանաձոր","150,000 ֏ monthly",AMD,"Сдаю двухэтажный частный дом в центре города Ванадзор.Можно арендовать отдельно первый или второй этаж.На первом этаже: Две комнаты, ванная, санузел, кухня.На втором этаже: Три комнаты, ванная/ санузел, кухня, балкон с видом на город.В доме дорогостоящая мебель, вся необходимая техника для комфортного проживания.Все коммуникации, отопление бакси.До центральной площади города 10 -15 минут пешком. Сдам по демократичной цене порядочным чистоплотный арендаторамՏրվում է վարձով սեփական տուն՝ եվրովերանորոգված, առկա է սառնարան լվացքի մեքենա, բաքսի, ննջարանի կահույք, խոհանոցի և այլն։ Տրվում է մաքրասեր, պատասխանատու ընտանիքի։Translated from Armenian",Dec-15-2022_21-45,"Television, internet, air conditioner, barbecue oven","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18589423
Country House,Stone,400 sq.m.,3,8+,3+,Available,1 spot,Major Renovation,3000 sq.m.,8+,Yes,Yes,Included,By Agreement,"Ներսիսյան փողոց 13, Վանաձոր","230,000 ֏ daily",AMD,Spend the New Year holiday with us.Translated from Armenian,Dec-15-2022_21-45,"Television, internet, barbecue oven, gazebo","Fridge, stove, microwave, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18657300
House,Stone,104 sq.m.,2,5,1,Available,1 spot,Old Renovation,,6,Yes,No,Not included,1 month,"Զաքարյան փողոց, Վանաձոր","150,000 ֏ monthly",AMD,"Сдается двухэтажный собственный дом со всеми удобствами на длительный срок. Дом расположен в курортной части города, на улице Закаряна, напротив здания резиденции епископа Гугаркской епархии. Общая площадь составляет 104 кв. М. Имеются 3 спальни, гостиная, столовая, кухня, санузел, гараж и маленький участок с фруктовыми деревьями. Отапливается системой Baxi. Рассматривается также сдача дома под офисное помещение.",Dec-15-2022_21-45,"Television, internet","Fridge, stove, washing machine, water Heater",https://list.am/en/item/18655889
Country House,Stone,60 sq.m.,1,3,2,Available,2 spots,Major Renovation,600 sq.m.,6,Yes,No,Not included,By Agreement,"Անտառային փողոց 4-րդ նրբանցք 20, Ստեփանավան","160,000 ֏ monthly",AMD,"The house is fully renovated, equipped with necessary property and equipment.It is located in the most beautiful Antara district of Stepanavan.I can send other photos of the house.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18380224
House,Stone,160 sq.m.,2,6,2,Available,2 spots,Major Renovation,250 sq.m.,7,Yes,Yes,Not included,By Agreement,"Улица Ван, Ташир","550,000 ֏ monthly",AMD,Собственный двухэтажный дом со всеми удобствами. Можно разместить 2 или 3 пары или 6 человек.,Dec-15-2022_21-45,,,https://list.am/en/item/18407440
House,Stone,50 sq.m.,2,2,1,Available,Not available,Partial Renovation,150 sq.m.,3,Yes,Yes,Not included,2 months,"Բանակի փողոց 1-ին փակուղի 1, Վանաձոր","200,000 ֏ monthly",AMD,"A house for rent near the city park. There is heating, European windows.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18468753
House,Wooden,100 sq.m.,1,3,2,,,Old Renovation,1000 sq.m.,,,,,,"Միքայել Նալբանդյանի փողոց 2, Ստեփանավան","5,000 ֏ daily",AMD,Private house in Gyulagarak is for rent 93 Vera 830 to this number 618Translated from Armenian,Dec-15-2022_21-45,,,https://list.am/en/item/17814090
House,Stone,100 sq.m.,2,3,1,Available,2 spots,Euro Renovation,600 sq.m.,5,Yes,No,Included,By Agreement,Lorri › Stepanavan,"160,000 ֏ monthly",AMD,"Сдается 3-х комнатная дом в в городе степанаване, В доме есть все коммунальные удобства (газ, свет, горячая, холодная вода, отопление), необходимая бытовая техника (холодильник, стиральная машина, телевизор) и необходимые предметы быта.",Dec-15-2022_21-45,,,https://list.am/en/item/18542931
House,Stone,140 sq.m.,1,4,1,Available,Not available,Cosmetic Renovation,,1,Yes,Yes,Not included,By Agreement,Lorri › Pambak,"45,000 ֏ monthly",AMD,"A 4-room private house for rent in Pambak, k. B. H, with property. The house has constant hot and cold water, bathroom, washing machine. It is located next to the village hall, close to the bus stop and the store.Translated from Armenian",Dec-15-2022_21-45,"Television, internet","Fridge, stove, microwave, washing machine",https://list.am/en/item/18607412
House,Stone,38 sq.m.,1,2,1,Available,Not available,Old Renovation,,4,Yes,No,Not included,1 month,"Ստեփան Զորյանի փողոց 59, Վանաձոր","80,000 ֏ monthly",AMD,"Վարձով է տրվում սեփական տուն, 38ք․մ․ տարածքով։ Տունը ունի կոմունալ բոլոր հարմարությունները՝ գազ, լույս, ջուր։ Տունը կահավորված է՝ ունի ննջասենյակի, հյուրանոցի և խոհանոցի կահույք, ինչպես նաև լվածքի մեքենա, գազօջախ, գազի կաթսա և այլն։ Բակը ընդհանուր է՝ ևս մեկ ընտանիք է օգտվում։ Տունը ունի երկկողմանի մուտք՝ Սպանդարյան (ներկայիս՝ Զորյան) փողոցից և Ֆորտունա հեռուստաընկերության մուտքի ձախ կողմից։ Տունը գտնվում է քաղաքի կենտրոնում՝ հրապարակից 2-5 րոպե հեռավորության վրա։Сдается собственный дом, 38 кв. М. В доме есть все коммуникации: Газ, электричество, вода. Дом меблирован: В нем есть спальная, гостиничная и кухонная мебель, а также стиральная машина, газовая плита, газовый котел и т. Д. Двор общий, им пользуется также другая семья. Вход в дом двусторонний, с улицы Спандаряна (ныне Зоряна) и с левой стороны от входа на Фортуна. Дом расположен в центре города, в 2-5 минутах ходьбы от площади.",Dec-15-2022_21-45,,,https://list.am/en/item/18559693
House,Stone,360 sq.m.,3,7,2,,,Major Renovation,200 sq.m.,,,,,,Lorri › Vanadzor,"$3,000 monthly",USD,"Сдается в аренду 3 этажный жилой дом в городе Ванадзор. В доме есть газ, горячая и холодная вода (по графику), отопление.На первом этаже находятся 2 гаража (на 4 машины)На втором этаже:1. Кухня обустроенная всеми удобствами.2. Душевая и санузел.3. 3 спальни с мебелью4. Большая гостиная5. Большой коридор и выход во дворНа третьем этаже 4 спальни и посередине большой зал-гостиная",Dec-15-2022_21-45,,,https://list.am/en/item/18388534
House,Stone,100 sq.m.,2,4,1,,Not available,Euro Renovation,30 sq.m.,7,Yes,No,Not included,1 month,"Sayat-Nova street, Vanadzor","55,000 ֏ monthly",AMD,"In Lager district, partial property is for long-term rent. There is constant hot and cold water, gas, electricity. It is given to a family or a small group. You will pay the rent for the month of Araj in advance.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18427726
