Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Appliances,Window Views,Links
Stone,No,Not available,4,35 sq.m.,2,1,from 2.8 m,2,Open balcony,Available,Major Renovation,"2-я улица, Раздан","14,000,000 ֏",AMD,Продаётся однокомнатная квартира переделанная в две. Продаётся со всей техникой и мебелью. Шикареый вариант для отдыха в Цахкадзоре (10 км) Заходи и живи! Цена окончательная... Звонить реальным покупателям!,Dec-15-2022_22-16,,,"Air conditioner, fridge, stove, washing machine",Yard view,https://list.am/en/item/18636269
Stone,No,Not available,5,48 sq.m.,1,2,from 2.75 m,2,Closed balcony,Not available,Old Renovation,"Komitas Avenue, Yerevan","$31,500",USD,"Արևկողմ, գազ, բարվոք վիճակ, դատարկ, չեխական նախաիծ",Dec-15-2022_22-16,,,,,https://list.am/en/item/18267504
Stone,No,Not available,5,48 sq.m.,1,1,from 2.75 m,2,Closed balcony,Not available,Cosmetic Renovation,"Kurghinyan street, Yerevan","$32,000",USD,"Czech project, sunny, gas, tile metlakh, emptyTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18568177
Panels,No,Available,9,62 sq.m.,3,1,from 2.8 m,1,Not available,By agreement,Euro Renovation,"Քոչինյան փողոց, Երևան","$75,000",USD,"3-room apartment for sale in ️JRVEZHUM ️ on Kochinyan StreetThe total area is 62 sq. M.Euro-renovatedOn the 1st floor of a 9-storey buildingNearby Yerevan City supermarket, school, kindergartenTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18718152
Stone,No,Not available,5,50 sq.m.,2,1,from 2.7 m,5,Closed balcony,Available,Major Renovation,"4-я улица, Раздан","$30,000",USD,"The apartment is sold with property and equipment, write or call for detailsTranslated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,"Air conditioner, fridge",Street view,https://list.am/en/item/18718088
Panels,No,Available,9,60 sq.m.,2,1,from 2.8 m,6,Closed balcony,Available,Major Renovation,Kotayk › Charentsavan,"$45,000",USD,"2-room apartment for sale in Charentsavan city, completely renovated, 5 blocks, near 3 schools, the hospital, the bus stop to Yerevan. The apartment is equipped with all utilities, there is no work to be done on the house, you need to live there. For irrelevant and pointless questions, please do not call, what is in the picture is clear, please call only for real prices.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18526425
Stone,No,Not available,5,42 sq.m.,2,1,from 2.8 m,3,Closed balcony,Not available,Major Renovation,"Զորավար Անդրանիկի պողոտա 95, Հրազդան","$32,000",USD,"Newly renovated and uninhabited, separate bedroom and separate kitchen, bright and sunny corner location, cash system.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18583213
Stone,No,Not available,5,64 sq.m.,3,2,from 2.8 m,2,Not available,Available,Major Renovation,Kotayk › Charentsavan,"$49,000",USD,"Luxurious apartment with all utilities. Furniture, equipment. All equipment is included in the price.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18564715
Stone,No,Not available,5,58 sq.m.,2,1,from 2.6 m,5,Not available,By agreement,Old Renovation,"Yeritasardakan street, Abovyan","$47,500",USD,"A 2-room apartment is for sale in the central part of the city of Abovyan, Kotayk marz, on Yeritasan street.~ The apartment is partially renovated, it is located on the 5th floor of a 5-story stone building. The roof is completely repaired.~ There is 1 living room, 1 bedroom, separate bathroom and shower room, separate kitchen.~ An individual heating system is installed.~ The floors are covered with parquet.~ The apartment is sold partially furnished.~ All necessary infrastructures are nearby.To get detailed information, write or call the specified number.The apartment is shown with a real estate showing contract.The service commission is 2% of the sales price.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18645772
Stone,No,Not available,5,56 sq.m.,2,1,from 2.8 m,1,Closed balcony,By agreement,Cosmetic Renovation,"Hanrapetutian Avenue 1/1, Abovyan","$52,000",USD,"Located in c. A first floor apartment in the center of Abovyan has a heating system, call for detailsTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18698390
Stone,No,Not available,2,130 sq.m.,4,2,from 2.7 m,1,Closed balcony,,Major Renovation,Kotayk › Charentsavan,"$75,000",USD,"Վաճառվում է 4 սենյականոց բնակարան Չարոնցավան քաղաքում 6 թաղամաս, բնակարանի ընդհանուր մակերեսը-130 քառակուսի մետր է որից 100 քառակուսին կապիտալ վերանորոգված է, ունի ջեռուցման համակարգ, վաճառվում է կահույքի և տեխնիկայի հետ միասին, բնակարանը գտնվում է 1 հարկում, առանձին մուտքով սեփական բակով։զանգեն ռեալ գնորդները գինը սակարկելի։Продается 4-х комнатная квартира в Чаронцаване, 6 район, общая площадь квартиры -130 кв. М, из них 100 кв. М капитальный ремонт, есть система отопления, продается вместе с мебелью и техникой, квартира находится на первом этаже, с отдельным входом и с собственном двором,Звонить только реальным покупателям.",Dec-15-2022_22-16,,,,,https://list.am/en/item/17471301
Stone,Yes,Not available,4,63 sq.m.,3,1,from 3 m,1,Not available,Available,Cosmetic Renovation,"Գարեգին Նժդեհի փողոց, Քասախ","$45,000",USD,"Urgently for sale along with a part of the property, it has all the appliances, it has a high ceiling, it has a basement, it is affordable from the market price, there are schools, kindergartens, clothes, food, hardware stores, Viberis pharmacy, hospital, in a word, everything is nearby.Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,,Yard view,https://list.am/en/item/18664780
Stone,No,Not available,5,75 sq.m.,3,1,from 2.8 m,4,Closed balcony,Available,Partial Renovation,Kotayk › Yeghvard,"$55,000",USD,"The apartment is located in the very center of the city, on the first floor of the building and there are many shops nearby, the apartment has an open and closed balcony, euro windows, water and sewer pipes have been completely changed, it has a yard of 250 l, the floor is laminated and tiled, I have a 20 square meter shed on the porch more convenient for cans and extra household items, I leave the kitchen furniture, I will collect it from Vega in the hallway and leave it in the closet, I will leave it in the bedroom closet, in short, call me to answer all your questions, call Viber, also offer an exchangeTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18512718
Monolith,Yes,Available,12,52 sq.m.,2,1,from 3 m,3,Closed balcony,Available,Euro Renovation,"Antarayin 1st blok 10, Tsaghkadzor","$86,000",USD,"In a newly built building with furniture and equipment, with a beautiful view of the forestTranslated from Armenian",Dec-15-2022_22-16,Playground,,"Fridge, washing machine",,https://list.am/en/item/18717251
Stone,Yes,Not available,3,60 sq.m.,2,1,from 2.7 m,2,Open balcony,Not available,No Renovation,"Այգեգործական փողոց, Ձորաղբյուր","$60,000",USD,"Dzoraghbyur, Gajats, Styazhka, the pipes are drawn, the door and windows are installed, only the interior finishing works remainTranslated from Armenian",Dec-15-2022_22-16,,Outdoor parking,,,https://list.am/en/item/18665488
Stone,No,Not available,4,48 sq.m.,2,1,from 3 m,4,Closed balcony,By agreement,Old Renovation,"International street, Abovyan","$40,000",USD,"It is in good condition, old renovated but well maintained, + 1 room is on the roof, please call 10:00-18:00Translated from Armenian",Dec-15-2022_22-16,,,,Street view,https://list.am/en/item/18697598
Bricks,No,Not available,4,38 sq.m.,2,1,from 2.75 m,4,Not available,Partial Furniture,Old Renovation,"Օղակաձև փողոց 50, Բյուրեղավան","$18,500",USD,"HURRY!A 2-room apartment is for sale in Byureghavan community of Kotayk region.The price is negotiable.For details, call the LAST MENTIONED PHONE NUMBER.Translated from Armenian",Dec-15-2022_22-16,,,Fridge,Yard view,https://list.am/en/item/18683717
Panels,No,Available,9,65 sq.m.,2,1,from 2.75 m,9,Closed balcony,Partial Furniture,Cosmetic Renovation,Kotayk › Abovian,"$55,000",USD,"The apartment is in a clean condition. There is an iron door, euro windows, heating system, kitchen furniture is for sale. There is a storage room at the entrance. The roof is repaired.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18717008
Stone,Yes,Not available,4,41 sq.m.,2,1,from 3.2 m,3,Not available,Available,Designer Renovation,"Վահան Տերյանի 1-ին փողոց, Առինջ","42,500,000 ֏",AMD,"An apartment is for sale in a newly built Sunland stylish and comfortable family residential area. It is located in Avan district, just 600 meters away from Yerevan City supermarket. The apartment is fully renovated in designer style, all utilities are available. It is sold with high-quality appliances and furniture. The apartment has air conditioner, refrigerator, stove, dishwasher and washing machine. The apartment is sunny, with high-quality doors and windows. The entrance door is iron. In front of the building and on the first floor there are closed and open parking spaces, green areas and playgrounds for children, there is also a guard post.For details, you can call the indicated phone number.Translated from Armenian",Dec-15-2022_22-16,"Intercom entry, playground","Outdoor parking, covered parking","Air conditioner, fridge, stove, dishwasher, washing machine","Yard view, park view",https://list.am/en/item/18646594
Panels,No,Available,9,57 sq.m.,2,1,from 2.7 m,8,Not available,By agreement,Old Renovation,"Սևանի փողոց, Երևան","$46,000",USD,"In the city of Abovyan, Kotayk region, on Sevan street, a converted 2-3 room apartment is for sale.~ The apartment has been cosmetically renovated and is in a clean condition.~ There is 1 living room, 2 bedrooms, bathroom, separate kitchen.~ An individual heating system is installed.~ The floors are covered with parquet and tiles.~ The apartment is sold partially furnished.To get detailed information, write or call the specified number.The apartment is shown with a real estate showing contract.The service commission is 2% of the sales price.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18680050
Panels,No,Available,12,61 sq.m.,2,1,from 2.7 m,8,Closed balcony,Not available,Euro Renovation,Kotayk › Abovian,"$63,000",USD,"A 2-room apartment converted into 3 is for sale in Abovyan. The apartment is renovated, has an individual heating system, the windows have been changed, the door is iron.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18564160
Stone,No,Not available,5,160 sq.m.,6,1,from 2.7 m,1,Not available,Not available,Euro Renovation,Kotayk › Abovian,"$90,000",USD,"A 6-room apartment is for sale in the city of Abovyan. The apartment is renovated, has an individual heating system, the windows have been changed, the iron door is on the sunny side.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18453550
Panels,No,Available,9,95 sq.m.,4,1,from 2.7 m,1,Not available,Not available,Major Renovation,Kotayk › Abovian,"$101,000",USD,"A 4-room apartment is for sale in the city of Abovyan. The apartment is completely renovated, it has an individual heating system, it faces the sun.Translated from Armenian",Dec-15-2022_22-16,,,,Yard view,https://list.am/en/item/18591288
Stone,No,Not available,2,66 sq.m.,4,1,from 2.8 m,1,Not available,By agreement,Partial Renovation,Kotayk › Nor Hachen,"$72,000",USD,"A 4-room apartment for sale on the 1st floor of a 2-story stone building, outside the city of Nor Hach. The total area is 66m2, 3 bedrooms, 1 common living-dining room, kitchen, bathroom. It is also possible to exchange 1-2 units with 1-2-room apartments in Nor Hachn. A 900m2 stone fenced fruit garden is also for sale next to the apartment. There are 3 stone cattle sheds of about 60m2 in the park.Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,,"Yard view, street view, park view, view of Ararat",https://list.am/en/item/18666146
Panels,No,Available,9,74 sq.m.,3,3+,from 2.8 m,1,Closed balcony,By agreement,Partial Renovation,"Օգոստոսի 23 փողոց 66, Հրազդան","$40,000",USD,"The building is located on the 8th av. Adjacent to the school, Kotayk regional state college and kindergarten, the yard of the building is paved, for other questions callTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18689739
Stone,No,Not available,3,590 sq.m.,5,3+,from 3 m,3,Multiple balconies,Available,Major Renovation,"Barekamutyan Street, Ձորաղբյուր","$260,000",USD,The house is fully renovated.Translated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18478758
Panels,No,Available,14,100 sq.m.,3,2,from 2.75 m,8,Closed balcony,Available,Major Renovation,"Hanrapetutian Avenue, Abovyan","$120,000",USD,"A 3-room apartment for sale in Abovyan city with all new furniture and appliances. Very close to main street, supermarket, hospital and kindergarten/school.The area of the apartment is 100 square metersTranslated from Armenian",Dec-15-2022_22-16,"Intercom entry, playground",Outdoor parking,"Air conditioner, fridge, stove, washing machine, drying machine","Yard view, street view, city view, view of Ararat",https://list.am/en/item/18667004
Stone,No,Not available,5,69 sq.m.,3,2,from 2.7 m,5,Closed balcony,By agreement,Old Renovation,"Nairyan Street, Abovyan","$62,000",USD,A 3-room apartment is for sale on the 5th floor of a stone building near the stadium.Translated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18611245
Stone,No,Not available,2,26 sq.m.,1,1,from 2.6 m,2,Open balcony,Not available,Partial Renovation,"Զովունի 6 փողոց, Զովունի","$23,000",USD,"The agent is not located in Zovuni, on the 6th street, near the school kindergarten, on the main street, on the 2nd floor of a 2-story building with a separate entrance, it has no connection with the building. Read it carefully, just call, it's your own house, not an apartment. It is privatized, there is no problem with the documents.Translated from Armenian",Dec-15-2022_22-16,,Outdoor parking,,,https://list.am/en/item/18406060
Stone,Yes,Not available,4,80 sq.m.,4,1,from 3 m,2,Closed balcony,Not available,No Renovation,"Arinj 6th Street 28, Arinj",$720,USD,"Super solid stone building, euro window plaster. There is an apartment on the 2nd floor, 52.3 square meters, $35,000. In the back of the house there will be a garden and a parking place for common use. The apartments will be delivered with the internal cuts made and the front door installed. All utilities are available. There is a school, kindergarten and shops in the area. There is no income tax law.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/17744233
Panels,No,Available,9,100 sq.m.,5,1,from 2.7 m,4,Closed balcony,Not available,No Renovation,Kotayk › Abovian,"$70,000",USD,"A 5-room apartment is for sale in the city of Abovyan. The apartment is in need of repair, the windows are mostly of European production, it is gasified, the door is iron, facing the sun.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18234918
Stone,No,Not available,5,76 sq.m.,3,1,from 2.7 m,3,Closed balcony,Not available,Old Renovation,Kotayk › Abovian,"$62,000",USD,"A 3-room apartment is for sale in the city of Abovyan. The apartment is in a clean condition, the iron door is on the sunny side. It is sold with a garage, the price of the apartment includes the garage.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code C3 069Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/17287489
Monolith,No,Available,9,68 sq.m.,3,1,from 2.75 m,1,Closed balcony,By agreement,Euro Renovation,Kotayk › Charentsavan,"$37,000",USD,Call for detailsTranslated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18556231
Stone,Yes,Not available,4,70 sq.m.,3,1,from 2.8 m,1,Closed balcony,,Euro Renovation,"Միկրոշրջան թաղամաս, Հրազդան","$30,000",USD,"Urgent sale completely renovated, call for questionsTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18396776
Stone,Yes,Not available,2,60 sq.m.,3,1,from 3 m,1,Not available,Not available,Major Renovation,"Վազգեն Սարգսյանի փողոց, Քասախ","$55,000",USD,"3-room apartments for sale in Kasakh, available on the first and second floors. They are completely renovated. The front door is a strong, beautiful iron door. It is a newly built building, it has not been inhabited. Call for details.Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,,View of Ararat,https://list.am/en/item/18604886
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,2,Closed balcony,Available,Cosmetic Renovation,"Միկրոշրջան թաղամաս, Հրազդան","$26,000",USD,URGENT!The apartment is sold together with property and appliances. A high-quality heating system is installed. It's sunny.Translated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18598498
Monolith,Yes,Available,8,70 sq.m.,3,1,from 3 m,3,Open balcony,Not available,No Renovation,"Sevani street, Abovyan","25,416,000 ֏",AMD,"Newly built apartments for sale in Abovyan city, 49-96 sq. M1 sq. Price, 360,000-400,000 AMD.Address c. Abovyan E. Petrosyan 1/4 in front of the Winter Garden (Зимний сад)The apartments will be handed over in 2024. In NovemberThe buildings are two eight-story apartments with only 52 units2-room 49 sq. M. M:3-room 70.6 sq. M. M:4-room 96 sq. M:The price is indicated at 70 c. For MFor more information callTranslated from Armenian",Dec-15-2022_22-16,Playground,,,,https://list.am/en/item/18677689
Monolith,Yes,Available,8,49 sq.m.,2,1,from 3 m,3,Open balcony,Not available,No Renovation,"Սևանի փողոց 1/4, Աբովյան","17,640,000 ֏",AMD,"Newly built apartments for sale in Abovyan city, 49-96 sq. M 1 sq. M. Price, 360,000-400,000 AMD.Address c. Abovyan E. Petrosyan 1/4 in front of the Winter Garden (Зимний сад)The apartments will be handed over in 2024. In NovemberThe buildings are two eight stories highThere are only 52 residential apartments2-room 49 sq. M. M:3-room 70.6 sq. M. M:4-room 96 sq. M:The price is indicated at 49 c. For MPartner: AmeriabankFor more information callTranslated from Armenian",Dec-15-2022_22-16,Playground,,,,https://list.am/en/item/18675312
Stone,No,Not available,5,56 sq.m.,2,1,from 2.7 m,5,Open balcony,Available,Old Renovation,"Gai Street, Nor Hachin","$40,000",USD,"The windows are renovated, it is located in the center, there is gas, water, electricity, the boiler is under water, it is used together with the equipment of the property. It has a hook for cosmetic repairs.Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,"Fridge, stove, washing machine","Yard view, street view, park view",https://list.am/en/item/18437590
Stone,No,Not available,3,70 sq.m.,3,1,from 2.8 m,1,Closed balcony,Not available,No Renovation,Kotayk › Hrazdan,"$8,500",USD,"In one of the most hidden corners of Armenia, not far from Tsaghkadzor, a 3-room apartment with the possibility of making it 4 is for sale. This sunny apartment has a direct view of the Meghradzor reserve forest. The Marmarik River flows opposite. The area is known for its clean air and water with an exceptionally beneficial composition.It is one of the main tourist destinations for both summer and winter tourism.You have the opportunity to make a terrace in front of the apartment with an open view overlooking the forest.NEGOTIABLE.It will be of interest to all those who like to create their own comfort according to their taste and ideas. Working in the city while enjoying the tranquility of nature. URGENT!Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18579970
Panels,No,Available,9,80 sq.m.,3,2,from 2.75 m,7,Closed balcony,,Partial Renovation,Kotayk › Hrazdan,"$31,000",USD,"In the city of HrazdanUrgent sale️3-room apartment. The apartment is located on the 7th floor of a 9-story building in Raykom district, the total area is 80 square meters.Price NegotiableTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18575104
Stone,No,Not available,5,110 sq.m.,5,1,from 2.75 m,1,Closed balcony,Not available,Old Renovation,"Shirak street, Yeghvard","30,000,000 ֏",AMD,"Hot առը cold water, baxi 4Bedroom 1 living room.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/17595608
Stone,No,Not available,5,77 sq.m.,3,1,from 2.75 m,5,Multiple balconies,Available,Cosmetic Renovation,Kotayk › Yeghvard,"$55,000",USD,It is sold together with the property.Translated from Armenian,Dec-15-2022_22-16,,,,"Yard view, city view",https://list.am/en/item/18660576
Stone,No,Not available,2,68 sq.m.,3,1,from 3 m,2,Open balcony,By agreement,Major Renovation,Kotayk › Zovuni,"$55,000",USD,"Fully renovated 3-room apartment in Zovuni is for sale URGENTLY. Heating system, euro windows, kitchen furniture are installed.It has a beautiful and well-maintained yard, very close to the bus stop.Only 5 minutes by transport from Davitashen to Zovun.The bathroom is tiled, the apartment is fully renovated. It is possible to sell together with furniture and appliances.Translated from Armenian",Dec-15-2022_22-16,,Outdoor parking,,,https://list.am/en/item/18715002
Panels,No,Available,12,85 sq.m.,3,1,from 2.75 m,8,Closed balcony,,Major Renovation,"Hrachya Acharyan street, Yerevan","35,500,000 ֏",AMD,"It is in excellent condition, el. The wires are all changed, the windows are of European production, the outside door is iron, the apartment is for sale with furniture. The garage of 28 sq. M. Is for sale with the house. NegotiableTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/17688062
Stone,No,Not available,1,2700 sq.m.,7,1,from 3 m,1,Not available,By agreement,Partial Renovation,"Khachatur Kecharetsi Street 23, Tsaghkadzor","$400,000",USD,"1300 sq. M. __ 3400 sq. M. Land with his apartment is for sale, it is located in the central part, for conditions call the mentioned tel. (Viber, WhatsApp) or 098Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/17472870
Panels,No,Available,9,73 sq.m.,3,1,from 2.8 m,5,Closed balcony,Not available,Partial Renovation,Kotayk › Hrazdan,"$50,000",USD,"The apartment is partially renovated. The doors, windows have been changed...Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,,"Yard view, street view",https://list.am/en/item/18599237
Panels,No,Available,9,79 sq.m.,3,1,from 3.2 m,5,Multiple balconies,Not available,Partial Renovation,Kotayk › Hrazdan,"$43,000",USD,"On the 5th floor of the 9th floor, the balconies were changed, the walls were thickened with penoflex, the parquet from the Czech oak was changed, there are some things to do with the bathroom, the rest of the issues with the technicianTranslated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,,Street view,https://list.am/en/item/18646934
Stone,Yes,Not available,2,138 sq.m.,4,2,from 3 m,2,Open balcony,Not available,Partial Renovation,"38-րդ փողոց 25, Զովունի","$96,000",USD,"A newly built apartment is for sale in the center of Zovuni village on thirty-eighth street, in a total of two hundred meters of land, utilities are attached, bright and asphalted road, ZOVUNI, ZOVUNI.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18441358
Panels,No,Available,9,90 sq.m.,4,1,from 2.7 m,8,Open balcony,Not available,No Renovation,Kotayk › Hrazdan,"$33,500",USD,"A 4-room apartment is for sale in Hrazdan, in the micro-district, on the 8th floor, 4 rooms, 90 square meters. The apartment is facing the sun. It is sold only for cash, no mortgage or other option. Urgently negotiable.Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,Stove,Yard view,https://list.am/en/item/18714216
Monolith,Yes,Available,12,31 sq.m.,1,1,from 3 m,2,Open balcony,Available,Designer Renovation,"Antarayin 1st blok, Tsaghkadzor","$75,000",USD,"Վաճառվում է բնակարան Ծաղկաձորում, նորակառույց Կեչի հաուս համալիրում։Առնց միջնորդի։Բնակարանը 31քմ է, կահավորված է բոլոր հարմարություններով։ Ունի բաց պատշգամբ գեղեցիկ տեսարանով։Մանրամասները ռուսերեն տեքստում։Продою однокомнатнкю квартиру в новостройке Kechi House, в городе Цахкадзор (Армения)БЕЗ ПОСРЕДНИКАСтудио-квартира находится на 2-ом этаже, размером 31кв. М. Обеспечена всеми удобствами.*Отдельный интернет и WiFI️️*Микроволновка*Стиральная машина*Smart TV с 200 + каналов️️*Двуспальная кровать размером 160*200*Раскладной диван️️*Открытый балкон с красивой панорамой отличным видом на горы.В жилом комплексе есть.*Холодная и горячая вода*Отопление*В комплексе функционируют несколько лифтов*Круглосуточная охрана, камеры наблюдения в коридорах*Бесплатная парковка*Футбольная площадка*Просторный двор*Мини маркетПосредникам не звонить. Цена окончательная.",Dec-15-2022_22-16,,"Outdoor parking, covered parking","Fridge, stove, washing machine",Park view,https://list.am/en/item/18714037
Monolith,Yes,Not available,3,58 sq.m.,2,1,from 3 m,1,Open balcony,Not available,Major Renovation,"Sevan Street 5/10, Abovyan","$60,000",USD,"Stylish renovated apartment in a newly built building, never lived in. It's a high first floor, it can be seen in the pictures. There is an open balcony. It has 2 entrances, can also be used as a commercial space. 1 square meter - $1,000.Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,,"Street view, park view",https://list.am/en/item/18498482
Stone,Yes,Not available,2,65 sq.m.,2,1,from 2.8 m,2,Closed balcony,Not available,Major Renovation,"Կոտայքի փողոց, Բյուրեղավան","21,000,000 ֏",AMD,"Two-room apartment for sale in a newly built building, uninhabited sunny side, call for other questionsTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18429182
Stone,No,Not available,4,32 sq.m.,2,1,from 2.7 m,4,Not available,Not available,Euro Renovation,Kotayk › Byureghavan,"$30,000",USD,"2-room apartment for sale in Byureghavan c. 4/4 32 sq/ The apartment is completely renovated, there is a heater in the apartment (Baxi Katsol system), a bathroom, hot water and hot water. Building (dorm), call for detailsTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18713689
Stone,Yes,Not available,5,75 sq.m.,3,1,from 3 m,3,Open balcony,Available,Cosmetic Renovation,"5 district 6, Charentsavan","$42,000",USD,"A 3-room apartment is for sale, it is in good condition, the property is for sale, the house faces the sun on both sides. (NEGOTIABLE)Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18519709
Stone,No,Not available,5,38 sq.m.,1,1,from 2.75 m,2,Closed balcony,Available,Old Renovation,Kotayk › Hrazdan,"$16,000",USD,"1-room apartment for sale in In Hrazdan, in the M/sh district. The apartment is sunny, old renovation. It is possible to add a room.Negotiable.Translated from Armenian",Dec-15-2022_22-16,,,"Fridge, stove","Yard view, street view",https://list.am/en/item/18535940
Stone,No,Not available,5,39 sq.m.,1,1,from 2.7 m,5,Closed balcony,Available,Euro Renovation,"Միկրոշրջան թաղամաս 1, Հրազդան","$30,000",USD,"K. Hrazdan Mikro• Sunbathing• Permanent hot and cold water,• Gas. Bucks• The kitchen is tiled and has furniture• European airports• 1 living room• Large hallway• has a closed balcony• cabinets• sofa• washing machine• microwave oven• Refrigerator• Television• the roof is repaired• Vacuum cleanerThe price is finalTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18597022
Panels,No,Not available,5,80 sq.m.,3,1,from 2.8 m,5,Closed balcony,By agreement,Partial Renovation,"4 փողոց, Հրազդան","$42,000",USD,"The apartment is located in a micro-district, water (hot/cold), gas, electricity, fireplace, boiler are available.All doors are newly replaced, exterior iron door, all windows are EuroCompletely renovated, only cosmetic repairs are neededThe furniture in the picture is the backI will bid on Real GnoidTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18585549
Panels,No,Available,9,81 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Available,Major Renovation,"4-й микрорайон 26շ, Абовян","5,350,000 ₽",RUB,"The house is in good condition, call if you have any questions.Translated from Armenian",Dec-15-2022_22-16,Intercom entry,Outdoor parking,"Air conditioner, fridge, stove, washing machine","Yard view, street view",https://list.am/en/item/18632082
Panels,No,Available,9,66 sq.m.,2,2,from 2.75 m,4,Open balcony,Not available,No Renovation,Kotayk › Abovian,"$56,000",USD,The apartment needs renovationTranslated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18713190
Stone,No,Not available,5,80 sq.m.,3,2,from 2.7 m,5,Closed balcony,Not available,No Renovation,"Erevanyan street, Yeghvard","$42,000",USD,"A 3-room apartment is for sale near Yeghvard Municipality. Stone building, Czech project, 5/5 floor, 80 square meters, European windows, gas, balcony, roof repaired, state of the art.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/13103573
Stone,No,Not available,5,55 sq.m.,2,1,from 3 m,1,Closed balcony,Not available,Euro Renovation,"Улица Наирян, Абовян","$46,000",USD,"Продаётся двухкомнатная квартира в городе Абовяна, напротив стадиона. Цена 46000 $. (цена последняя)Напишите письмо!",Dec-15-2022_22-16,,,,,https://list.am/en/item/18472440
Stone,No,Not available,3,75 sq.m.,3,1,from 2.7 m,1,Not available,,Major Renovation,"7-րդ փողոց 6, Մրգաշեն համայնք","16,500,000 ֏",AMD,"URGENT! An apartment for sale in Mrgashen. Fully renovated. With all utilities. With a heating system, internet service available. It has a small room that is used as a pantry. The entrance is separate from the yard. The area in front of the house is fenced. There are flowers in the yard. PRICE NEGOTIABLE. For details, call Viberi number.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18502131
Stone,No,Not available,5,78 sq.m.,3,2,from 2.75 m,3,Closed balcony,Not available,Cosmetic Renovation,Kotayk › Abovian,"$61,000",USD,"Code: S301The apartment is in a clean condition, there is an iron door, a heating system, the windows have been partially changed. Water pipes and electric wires have been changed.Translated from Armenian",Dec-15-2022_22-16,,,,"Yard view, street view",https://list.am/en/item/18610743
