Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Service Lines,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Appliances,Links
House,Stone,120 sq.m.,1,3,1,Not available,Not available,Partial Renovation,,500 sq.m.,Ararat › Azatashen,"$65,000",USD,"Ararat region, village Azatashen/ near the central street, 4 km from Yerevan/500/120 square metersResidential house, good condition, gas, waterCultivated landBasementCode VM958Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18168276
House,Stone,90 sq.m.,1,4,1,,,Partial Renovation,,700 sq.m.,"1-ին փողոցի 2-րդ նրբանցք 14, Մասիս","$35,000",USD,"1st alley, 2nd alley 4, MasisTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17799466
House,Stone,160 sq.m.,2,4,3+,,,No Renovation,,400 sq.m.,"6th Street, Norabac","$88,000",USD,"Newly built 2-storey detached house for sale, 3 bathrooms, laundry room, 3 bedrooms, garage, 150 square meters, 100 square meters in front, 200 square meters of newly planted garden in the back. In the new district, village Norabats, 1 km from Charbakh metro station.Works have been completed. Light, water, sewage, with European windows, land area 400 square meters, sunny side, call for details.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17759336
House,Stone,100 sq.m.,1,5,1,Not available,Not available,Major Renovation,,350 sq.m.,Ararat › Geghanist,"$79,000",USD,"SAYERS. LtdA newly built private house is for sale directly from the developer. THE RIGHT OF THE RA LAW TO RETURN WITH THE INCOME TAX IS VALID.Newly built house in Geghanist1st floor, 4 rooms, renovated, euro windows, euro doors, tiled bathroom, yard, the land is completely fenced, individual sewerage.For more information call…* Located in GEGHANIST Immediately from the developer ** SAYERS construction company offers to build a private house of your project and Taste *Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17406729
House,Stone,120 sq.m.,1,5,1,By agreement,3 or more spots,Euro Renovation,,360 sq.m.,"17-я улица 24, Айнтап","$75,000",USD,"Euro repaired, euro windows and doors, with fruit trees, individual heating system works with wood and electricity, gas one meter away from the house, permanent water, bathroom in the house, partially fenced, closed garage.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/12743769
House,Stone,120 sq.m.,1,4,1,Available,1 spot,Old Renovation,,1800 sq.m.,"7-րդ փողոց 29, Ղուկասավան","$35,000,000",USD,Call for questions. It is also possible to exchange with an apartment in Bangladesh for an additional fee from you.Translated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/18018902
House,Stone,150 sq.m.,1,3,1,,,Old Renovation,,1000 sq.m.,Ararat › Arevshat,"$35,000",USD,"Own house for sale in Arevshat village, call for more informationTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17955454
House,Stone,160 sq.m.,2,5,2,Available,Not available,Designer Renovation,,,"17-я улица 14/1, Нор Харберт","$65,000",USD,Продам дом 2 этаж.,Nov-25-2022_00-18,,,https://list.am/en/item/15679129
House,Stone,144 sq.m.,2,3,1,,,Euro Renovation,,72 sq.m.,"20-th street, Ayntap Border","$55,000",USD,"A two-story stone house is for sale. It has been renovated and has all utilities. The ground floor has a garage, one bedroom, a living room, and a bathroom. On the first floor, two bedrooms, one living room, kitchen, bathroom, bathroomTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/15896691
House,Stone,100 sq.m.,1,4,1,,,Designer Renovation,,300 sq.m.,Ararat › Geghanist,"$79,000",USD,"SAYERS. LtdIn Geghanist A newly built private house is for sale directly from the developer. THE RIGHT OF THE RA LAW TO RETURN WITH THE INCOME TAX IS VALID.The total area is 300 square meters, of which 100 square meters is the house.Iron door, euro windows, tiled bathroom.The house is fully renovated, fenced.Blacksmith drive, bars, yard fully tiled, individual sewer…Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/16550041
Country House,Stone,136 sq.m.,3,4,1,,,Euro Renovation,,600 sq.m.,Ararat › Nor Kharberd,"$35,000",USD,"Located in Kharberd village, 3 streets, has electricity, drinking and irrigation waterTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17523862
House,Stone,1900 sq.m.,2,7,1,Available,1 spot,Old Renovation,,,Ararat › Artashat,"$93,000",USD,"A 3-storey house for sale in the village of Burastan, Artashat region, 18 km from the 1st part, 7 rooms, stone, quality built building, completely renovated garage, for 2-3 cars, the house has a swimming pool, parquet, the land area is 1500 square meters. , house 400 square meters. The house, water, electricity, basementTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/15698211
House,Stone,1760 sq.m.,2,5,1,Not available,Not available,Partial Renovation,,217 sq.m.,Ararat › Getapnya,"$85,000",USD,"BB1134Own house for saleArarat, Getapnya• 1760/217 square meters area• 5 rooms• 2-storey/new construction/_•partially renovated• euro windows•Heating System• air conditioner• gratings• fenced• garden, treesTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18236196
House,Stone,250 sq.m.,2,4,2,,,Partial Renovation,,2200 sq.m.,Ararat › Artashat,"$63,000",USD,"2 floors, 4 rooms. 1 floor, 2 rooms, partial renovation, 1 floor. 2 floors, dining room, furnished bathroom, toilet, furnished house, gas, electricity, water, 2 large refrigerators for storing fruit, 16 tons, garage and three-phase electricity, wifi available, rear land of 2200 meters, house of 250 square meters, for sale for $63,000, negotiableAraratr marz Artashat village old fort Narekatsi Poghot house 8Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18226588
House,Monolith,441 sq.m.,3,7,3+,,,Major Renovation,,900 sq.m.,Ararat › Argavand,"$700,000",USD,"3 հարկանի առանձնատուն, նորակառույցՇինության ընդհանուր մակերես ՝441 քմՀողատարածքի մակերես` 700 քմ + (200 քմ) պարսպապատԲաղկացած է 8 սենյակներից1 հյուրասենյակ4 Ննջասենյակ (որոնցից մեկըունի լոգասենյակ և աշխատանքային սենյակ)1 Խոհանոց (մեծ և առանձին)1 Ճաշասենյակ1 Աշխատասենյակ1 Ժամանցի սրահ1 Լվացքասենյակ3 Սանհանգույց1 Lողավազան բաց1 Ջակուզի1 գեղեցիկ զրուցարան (100 քմ)Առանձնատան նկուղային հարկը զբաղեցնում է խաղասրահը եվ սպորտզալ։Բակում բացօթյա լողավազանը։Ունի առանձին ամառային խոհանոց,Ունի կանաչապատ գեղեցիկ բակ:Պատշգամբներից բացվում է գեղեցիկ տեսարան:Առանձնատան բակը ևս շատ բարեկարգ է և գեղեցիկ՝ զրուցարան՝ իր մանղալով, կանաչապատ այգի՝ իր պտղատու և դեկորատիվ ծառերով։ Առանձնատունը պարսպապատ է, տեղադրված է հակահրդեհային և անվտանգության համակարգեր։ Վաճառվում է ողջ կահույքի և տեխնիկայի հետ միասին։Վաճառքի գին $ 700.000 USDԿոդ AH -T154Կոդ AH-T154",Nov-25-2022_00-18,,,https://list.am/en/item/15094141
House,Stone,110 sq.m.,1,4,1,,,Euro Renovation,,420 sq.m.,"1st Street, Nor Kharberd","$100,000",USD,"The house is located in the village of Nor Kharberd, Ararat Marz. It has been renovated with all utilities.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18013313
House,Stone,200 sq.m.,3,7,2,,,Major Renovation,,400 sq.m.,Ararat › Ararat,"$145,000",USD,"In Khachpar village, in the central part, a 3-storey private house is for sale, on the 1st floor there is a basement, the 2nd and 3rd floors are euro renovated, each floor has a tiled bathroom, equipped with sanitary ware, has individual heating system, windows are of European production. There is a kitchen on each floor. Open balcony.Land area: 400 square meters, beautiful yard.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/15008854
House,Stone,700 sq.m.,1,4,1,,,Cosmetic Renovation,,550 sq.m.,Ararat › Geghanist,"$130,000",USD,"Own house for sale in Geghanist.The house is fenced and there are fruit trees in the garden. In the yard there is a building that once functioned as a store.The total area is 700 square meters. , the living area is 150 square meters.The house is cosmetically renovated, has all utilities: Electricity, gas and water.It has a basement of 24 square meters. , the entrance from the house.It is sold partially furnished.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18331756
House,Stone,2100 sq.m.,2,6,1,,,Partial Renovation,,1800 sq.m.,Ararat › Ghukasavan,"$65,000",USD,"Private stone house for sale in Ghukasav. The total area of the house is 2200 square meters. The living area is 300 square meters. The house is partially renovated. It is provided with all the communal possibilities. For details, call the mentioned phone number.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17703469
House,Stone,350 sq.m.,1,4,1,,,No Renovation,,85 sq.m.,Ararat › Geghanist,"$70,000",USD,"Private house for saleArarat, Geghanist• 4 rooms• 350/85 square meters• 1st floor_• under construction• Euro windows• will be handed over in a fully renovated condition• Fenced• Gate:• Near the highway• Income tax law appliesCode BB951Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17602525
House,Stone,150 sq.m.,1,3,1,By agreement,1 spot,Old Renovation,,1500 sq.m.,"27-րդ փողոց 1, Մարմարաշեն","$40,000",USD,"There is a barn, a barn, a barn, a bakery, a refrigerator of 30 square meters, arable land in the garden, there are fruit trees. The house is located on 29th StreetTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17901099
House,Stone,2600 sq.m.,2,5,1,,,Major Renovation,,210 sq.m.,Ararat › Norabats,"$130,000",USD,"Private house for saleArarat, Newly opened• 5 rooms• 2600/210 square meters• 2 floors_•renovated•Heating System• Euro windows• Property / equipment• The bathroom is tiled• Fireplace• Glass operating greenhouse• Basement• 20 ton refrigerator• Parking• garden, fruit trees• Two entrances•bakery• FencedCode BB936Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17537812
House,Stone,120 sq.m.,1,4,1,By agreement,2 spots,Major Renovation,,1600 sq.m.,Ararat › Ararat,"$90,000",USD,"Code ART850:1-storey 4-room house is for sale on Nizami village, Andranik street. The land area is 1600 square meters, and the living area is 120 square meters. The house is fully renovated. Euro windows are installed, heating system, the floor is covered with laminate։ tiles, the bathroom is tiled. There are fruit trees in the yard.Code ART-850Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/16603638
House,Stone,150 sq.m.,1,4,1,Not available,Not available,Major Renovation,,1200 sq.m.,Ararat › Getapnya,"$75,000",USD,"For saleArarat, Getapnya village• 4 rooms• 1200/150 square meters• 1 storey / new building /_•renovated• Euro windows•Heating System• The bathroom is tiled• Pavilion•fruit gardenCode 32061Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17630314
House,Stone,80 sq.m.,1,3,1,Not available,Not available,Partial Renovation,,400 sq.m.,Ararat › Nor Kharberd,"$35,000",USD,"SG694:• A private house is for sale• Ararat, Nor Kharberd 14 street️ • 1 storey / stone /️ • 3 rooms️ • 400/80 sq. M.️ • partially renovated️ • euro windows• The bathroom is tiledCode 41784Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17803603
House,Stone,480 sq.m.,2,5,1,Not available,Not available,Major Renovation,,1280 sq.m.,Ararat › Norabats,"$110,000",USD,"BB529:5-room, 2-storey private house with an area of 1280/480 square meters is for saleArarat, Newly openedrenovatedheatingeuro doors / windowstileTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/16507344
House,Stone,125 sq.m.,1,3,1,,,Partial Renovation,,860 sq.m.,Ararat › Dashtavan,"$37,000",USD,"Private house for saleArarat region, Dashtavan village• 860/125 square meters• 3 rooms_• Good condition•fruit trees• With utilitiesCode VM704Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/16924416
House,Stone,90 sq.m.,1,4,1,,Not available,Major Renovation,,200 sq.m.,Ararat › Geghanist,"$76,000",USD,"Geghanist village, Ararat region200/90 square meters/ newly built/4 rooms connection. Renovated, gas, water, heating, fence, gate, very close to the main road/ Big s/p market back/Code BB1063Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18063532
House,Stone,1200 sq.m.,2,8+,2,By agreement,1 spot,No Renovation,,,"Աղայան փողոց, Արտաշատ","$100,000",USD,"Վաճառվում է երկհարկանի տուն, ամեն հարկը 250m, առկա է ապակուց ջերմոց 500m, մանրամասների համար զանգահարելհնարավոր է նաև փոխանակում, կլսեմ ձեր առաջարկությունները",Nov-25-2022_00-18,,,https://list.am/en/item/14228674
House,Stone,210 sq.m.,2,6,2,,,No Renovation,,,"Անդրանիկի փողոց 2, Դարբնիկ","$19,000",USD,Located near the schoolTranslated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/18330277
House,Stone,100 sq.m.,1,4,1,,,No Renovation,,1000 sq.m.,"Ներսիսյան փողոց 9, Արտաշատ","$12,500",USD,"Unfinished house in Getazat village of Artashat, 15 km away from Yerevan, permanent Garni water, gas and electricity, it is possible to build a house next to it with a big facade, call me and I will send the picturesTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/15903512
House,Stone,120 sq.m.,1,3,2,,,Cosmetic Renovation,,850 sq.m.,"5-րդ փողոց 91, Մասիս","$80,000",USD,"3 bedrooms, private bathroom, separate kitchen, permanent water, orchard.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17893093
House,Bricks,1026 sq.m.,1,5,1,Not available,1 spot,No Renovation,,,"Майская улица 60, Востан","$36,000",USD,A private house is for sale in the village of Vostan. It has a plot of land with productive trees and a garage. There is natural gas and water. The price is negotiable.Translated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/18180215
House,Stone,72 sq.m.,1,3,1,,Not available,Partial Renovation,,200 sq.m.,Ararat › Ayntap,"$35,000",USD,"The house is located in the village of Ayntap near Yerevan (11 * 6.6) The house is built of double stone, all the standards are observed.The roof is panel, the roof is tin (brown), the windows are European-made (brown), the entrance door is installed. The house also has a plot of land.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17606997
House,Stone,1200 sq.m.,1,7,1,,1 spot,Old Renovation,,1200 sq.m.,"1st Street, Nor Kharberd","$60,000",USD,"Urgent sale of a detached house with a garage, a barn, gas, water, irrigation water, fruit trees, the area is suitable for building 3 tons.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18328947
House,Stone,60 sq.m.,1,3,1,,2 spots,Partial Renovation,,880 sq.m.,"2-րդ փողոց 15, Մասիս","$70,000",USD,"A 3-room house for sale in Masis, on the 2nd street.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18328554
House,Stone,200 sq.m.,2,8+,2,,,Euro Renovation,,800 sq.m.,Ararat › Marmarashen,"$120,000",USD,"Business house. I am selling a house with its own 4 entrances, each house has 3 to 4 rooms. Suitable for rentNot selling separately, the whole house together.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18273660
House,Stone,200 sq.m.,2,4,2,,1 spot,Euro Renovation,,700 sq.m.,Ararat › Azatashen,"$130,000",USD,"Two-bedroom house for rent in a vacant building, 1 square meter, 100 square meters, the works are negotiable.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18090721
House,Stone,250 sq.m.,1,4,2,Not available,2 spots,Partial Renovation,,2200 sq.m.,Ararat › Noramarg,"$27,000",USD,"The house is located in Noramarg (Kalinino) village, Ararat region, is in good condition, has 4 rooms, separate bathroom and toilet (Total 250 sq. M.), garage, land (2200 sq. M.)For details, please call the mentioned phone number...Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17990808
House,Stone,340 sq.m.,2,5,2,,,Major Renovation,,,Ararat › Artashat,"9,700,000 ₽",RUB,"Продается 2 этажный дом в центре города Арташат. В доме сделан капитальный дизайнерский ремонт. На каждом этаже отдельно проведена система отопления. В доме 5 спален, 2 санузла. Во дворе отдельная лентяя кухня. Дом продается с мебелью. Без торга. Остались вопросы звоните и мы вам ответим.",Nov-25-2022_00-18,,,https://list.am/en/item/17298950
House,Stone,1200 sq.m.,2,6,1,Not available,1 spot,Old Renovation,,,"Կենտրոնական փողոց 19, Գեղանիստ","$80,000",USD,"A two stored house is for sale in Geghanist village (next to Argavand village) The house is located at the beginning of the village (by Argavand), on the edge of the main road of the village. The house next to the mentioned road has an area that is suitable for building a building for economic, commercial or other activities.The house has an irrigated land plot of 1180 square meters, on the other front of which there is also a street, there is an opportunity to build a residential or other type of building. On one side of the plot (along) դիմաց in front of the house there are vines and fruit trees, and the plot is suitable for cultivating agricultural crops or building a greenhouse.The first floor of the house is currently uninhabitable, the rooms, two of which are on the semi-basement floor, are used as a basement, cellar or storage room, but it is possible to make it habitable. Here is the garage for the car and the spacious covered yard.The second floor has 6 rooms, the most spacious of which is the living room with dimensions of 8.45 X 3.95, kitchen, bathroom-toilet and corridor.The outer walls of the house and the partitions are double and are built of large hewn stones. The house is provided with permanent drinking water, irrigation water, electricity and natural gas.Exchange is possible (not offered in deaf districts or suburbs)1) half of the house and land plot with one or two-room apartment of equivalent price in Yerevan;2) the whole house and the land plot with 2 one- or two-room apartments of equivalent price located in Yerevan.3) It is possible to sell half of the house in cash and exchange the other half for an equivalent price of one or two-room apartment in Yerevan.You can call the mentioned phone numbers 24 hours a day.Price is negotiable.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17560610
House,Monolith,120 sq.m.,1,4,1,,,Partial Renovation,,1000 sq.m.,"Masis highway, Marmarashen","$80,000",USD,"The house is newly built, has permanent irrigation water, heating system. It has a 60 square meter basement, a barn. The kitchen and bathroom have been completely renovated.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18299554
House,Stone,1000 sq.m.,1,2,1,Not available,Not available,Partial Renovation,,250 sq.m.,Ararat › Ararat,"$80,000",USD,"1-storey (on a solid foundation for a 3-storey building) 250/1000 sq. M. Private house for saleArarat, Getapnyacan serve as a house, workshop, warehouse, office space, etc.""There is also"" 2 garages with electric gatesGarden with fruit treesCode BB557Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/16558294
House,Stone,1887 sq.m.,1,4,1,,,Old Renovation,,,Ararat › Ararat,"$20,000",USD,: It is for sale urgently.Translated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/17350846
House,Stone,190 sq.m.,2,5,1,Not available,2 spots,Old Renovation,,1250 sq.m.,Ararat › Arbat,"$40,000",USD,"Վաճառվում է սեփական տուն Երևանից 3 կմ հեռավորության վրա, Զվարթնոց օդանավակայանի մոտ։ Տան բնակելի տարածքը 190 քմ (5 սենյակ, նույնքան քմ կիսանկուղ), 1250 քմ հողամաս, ավտոտնակ 40 քմ, անասնաշենք 26,5 քմ, ջերմոց 368,22 քմ, կաթսայատուն 2,8 քմ։ Հարմար է ֆերմերային բիզնեսի համար։ Հնարավոր է փոխանակում անշարժ գույքի հետ Ռուսաստանում։ Հարցերի համար զանգել ռուսական համարի WhatsApp-ին և Viber-ին։Продается собственный дом в 3 км от Еревана, недалеко от аэропорта Звартноц. Жилая площадь дома 190 кв. М. (5 комнат, столько же кв. М. Полуподвала), 1250 кв. М. Земли, 40 кв. М. Гаража, 26,5 кв. М. Хлева, 368,22 кв. М. Теплицы, котельной 2,8 кв. М. Подходит для фермерского бизнеса. Возможен обмен на недвижимость в России. По вопросам звоните по российскому номеру в WhatsApp и Viber.",Nov-25-2022_00-18,,,https://list.am/en/item/18183463
House,Stone,750 sq.m.,2,8+,2,,,Partial Renovation,,550 sq.m.,"Կասյան փողոց 31, Արտաշատ","$62,000",USD,"Two-storey private house is for sale, located on Kasyan street, Artashat, not far from the market. Total 600 square meters, the building is 200 square meters. Gas boiler heating, three-phase electricity, artesian, fruit trees. Negotiable.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/12769096
House,Stone,100 sq.m.,2,4,2,,,Major Renovation,,120 sq.m.,"4-th street, Ayntap Border","$65,000",USD,Call for detailsTranslated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/17048985
Townhouse,Stone,124 sq.m.,2,8+,3+,Not available,Not available,Partial Renovation,,500 sq.m.,Ararat › Norabats,"$70,000",USD,"Newly built houses for sale, 2 km from Yerevan. Next to the main road.With a beautiful wall in front. It is a very strong building and very beautifulThe ceilings are monolithicStone under twoQuality roofThe door is ironThe windows are made in EuropeThe walls are boarded upThe ceiling is plasterboardEach house has 4 rooms and 2 bathroomsThe place is very calm and quietAbout 70 trees can be planted on fertile soilThe street is litThe cadastre evaluates the house at the cadastral value of Shengavit. The bank evaluates it much higher than the estimated value.Very urgentlyThe building is very strong.Price listed is for oneIf you buy the whole building, i. E. 2 houses, the price will be $135,000 (minimum exchange rate of 400 drams), this price is very suitable for this house, it's just very urgent.I am not a brokerI will not be a device sellerThese types of houses are quite expensive in this placeIf repairs are made, each one will be rented for AMD 300,000Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17928301
House,Stone,136 sq.m.,1,4,1,,,Cosmetic Renovation,,1590 sq.m.,"Araratyan street, Masis","$50,000",USD,Village Sis new district one permanent drinking and irrigation water in case of questions callTranslated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/15193070
House,Bricks,73 sq.m.,1,4,1,Available,Not available,Old Renovation,,720 sq.m.,Ararat › Artashat,"$42,000",USD,"Վաճառվում է սեփական տուն քաղաք Արտաշատ, Մյասնիկյան 135։ Տունը ունի կոմունալ բոլոր հարմարությունները։ Ունի մառան16 քմ, անասնաշենքի տարածք 14քմ։ Հնարավոր է փոխանակում կվարտիրայի հետ (գնորդի կողմից հավելավճարով) ։Մանրամասները` Հեռախոսով։",Nov-25-2022_00-18,,,https://list.am/en/item/17241937
Country House,Stone,150 sq.m.,2,4,2,Available,2 spots,Euro Renovation,,750 sq.m.,"26-th Line, Nor Kharberd","$58,000",USD,For more information call.Code 0045Translated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/14711501
House,Stone,134 sq.m.,1,4,1,Available,2 spots,Major Renovation,,750 sq.m.,Ararat › Hayanist,"$100,000",USD,"Code ART912:1-storey 4-room private house is for sale in Hayanist, on Aram Khachatryan street. The land area is 750 square meters, and the residential area is 134 square meters. The house is fully renovated. Euro windows, heating system, air conditioner are installed, the floor is covered with press granite, which is heated with laminate, the bathroom is tiled. The house is fenced, has a green area. For sale together with partial furniture.Code ART-912Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/16875639
House,Stone,500 sq.m.,3,5,3+,Not available,1 spot,Major Renovation,,700 sq.m.,Ararat › Argavand,"$220,000",USD,"Կոդ՝ B-12318Վաճառվում է 3 հարկանի առանձնատուն Արգավանդում։ Առանձնատունը միջին վիճակում է (բնակելի մակերեսը՝ 500քմ) ։ Մուտքի դուռը՝ երկաթյա, հատակը՝ լամինատ, սալիկ, սանհանգույցը՝ սալիկապատ։ Առանձնատունն ունի բաց պատշգամբ, դարպաս, հող, նկուղ, ավտոտնակ, ապահոված է մշտական ջրով և գազով։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։3-storey house for sale in Argavand. The house is middle renovated and has 5 rooms. The entrance door is iron-made, the floor is covered by laminate and is tiled, the windows are euro-based, the bathroom is tiled. The house has a balcony, gate, garage, plot, cellar, eating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-18,,,https://list.am/en/item/10985752
House,Stone,700 sq.m.,1,5,1,Available,3 or more spots,Designer Renovation,,235 sq.m.,Ararat › Argavand,"$280,000",USD,"Կոդ՝ B-20902Վաճառվում է 1 հարկանի 5 սենյականոց առանձնատուն Արգավանդում։ Առանձնատունը նորաոճ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ: Սանհանգույցը՝ համակցված, նորաոճ սալիկապատ։ Ունի բաց լոջա, խորդանոց, ձեղնահարկ, ավտոտնակ՝ 130քմ, բարեկարգ բակ, քարե պարիսպ, դարպաս, տաղավար, լողավազան, այգի՝ պտղատու և դեկորատիվ ծառերով, ջեռուցման համակարգ, մշտական ջուր և գազ։ Առանձնատունը վաճառվում է նաև կահույքի և տեխնիկայի հետ միասին (+ 40000$) ։ Ունի տարածք սունկ աճեցնելու համար, որը կարող է ծառայել որպես բիզնես։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Argavand. The rooms quantity is 5 (1 hall and 4 bedrooms) The house is modern renovation and is stationed on the first line․ The entrance door is iron-made, the windows are euro-based, the floor is covered by solid granite. The bathroom is combined and modern tiled. The house has a balcony, storage room, attic, garage (130sq. M), well-maintained yard, stone fence, gate, pavilion, swimming pool, garden with fruitful and decorative trees, heating system and is supplied with constant water. The house is being sold also with furniture and technical devices (+ 40000$)The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-18,,,https://list.am/en/item/16749171
House,Stone,100 sq.m.,1,1,2,Available,Not available,Partial Renovation,,1500 sq.m.,Ararat › Argavand,"$155,000",USD,"Կոդ` B-22719Վաճառվում է 1 հարկանի 5 սենյականոց առանձնատուն Արգավանդում։ Առանձնատունը միջին վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ։ Սանհանգույցը (2) ՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բարեկարգ բակ, մետաղյա պարիսպ, դարպաս, ավտոկայանատեղի, այգի՝ դեկորատիվ և պտղատու ծառերով, ծաղկանոց, ամառային խոհանոց, խորդանոց, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Argavand. The rooms' quantity is 5 (a hall and 4 bedrooms) The house is middle renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate. The bathrooms (2) are combined and tiled. The house has well-maintained yard, metal fence, gate, parking, a garden with fruitful and decorative trees, flowerbed, summer kitchen, storage-room and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-18,,,https://list.am/en/item/18137173
House,Stone,96 sq.m.,1,4,2,Not available,Not available,Major Renovation,,306 sq.m.,Ararat › Nor Kharberd,"$85,000",USD,"Կոդ՝ B-20546Վաճառվում է 2 հարկանի առանձնատուն Նոր Խարբերդում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ; ։ Սանհանգույցը (2) ՝ համակցված, նորաոճ սալիկապատ։ Ունի խոհանոցի կահույք, խորդանոց, բարեկարգ բակ, ծաղկանոց, տաղավար, քարե պարիսպ, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Nor Kharberd. The rooms' quantity is 4 (a hall and 3 bedrooms) The house is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid granite. The bathrooms (2) are combined and modern tiled. The house has kitchen furniture, storage, well-maintained yard, flowerbed, pavilion, stone fence, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-18,,,https://list.am/en/item/14476678
