Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,Panels,133 sq.m.,,,,,"Charents street, Yerevan","$109,000",USD,"Կոդ՝ K-15954Վաճառվում է կոմերցիոն տարածք Չարենց փողոցում՝ 16 հարկանի պանելային շենքի 1-ին հարկում։ Տարածքը պետական վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի մշտական ջուր։ Մուտքը՝ բակից։ Տեսարանը՝ բակ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Charents Street. The area is in the state condition and is located on the ground floor of the 16-storey panel building. The entrance door is iron-made, the windows are euro-based, the floor is tiled. The area is supplied with constant water. The entrance is from the yard. The view is directed towards yard.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-56,,https://list.am/en/item/12562218
Everything Else,Stone,85 sq.m.,,,,,"Hanrapetutyun street, Yerevan","$120,000",USD,"K-22635Վաճառվում կամ տրվում է վարձով կոմերցիոն տարածք Հանրապետության փողոցում։ Տարածքը միջին վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ սալիկապատ։ Ունի խոհանոց, սանհանգույց, եռաֆազ հոսանք, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale/rent in Hanrapetutyan street. The area is middle renovated. The entrance door is iron-made, the windows are euro-based, he floor is tiled. The area has a kitchen, bathroom, three-phase electricity and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-56,,https://list.am/en/item/14584760
Multifunctional Space,Stone,105 sq.m.,,,,,Yerevan › Arabkir,"$140,000",USD,"K-14109Վաճառվում կամ վարձով է տրվում կոմերցիոն տարածք Կիևյան փողոցում (Կիևյան-Օրբելի խաչմերուկ) ՝ 4 հարկանի քարե շենքի կիսանկուղային հարկում։ Տարածքը նորաոճ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ ապակեպատ, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի ավտոկայանատեղ, անվտանգության և ջեռուցման համակարգեր, խոհանոց, ներկառուցված պահարաններ, սանհանգույց, օդորակիչ, մշտական ջուր և գազ։ Մուտքը՝ փողոցից և բակից։ Վարձը՝ 1200$:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale or rent in Kievyan Street (Kievyan-orbeli Crossroad) The rooms' quantity is 4. The area is modern renovated and is located on the the semi-basement floor of the 4-storey stone building, that is stationed on the first line. The entrance door is glass-made, the windows are euro-based, the floor is covered by solid-granite, the electric wires and pipes are newly changed. The area has a parking, kitchen, built-in-closet, bathroom, air-conditioner, security and heating system and is supplied with constant water and gas. The entrance is from the street and yard. The rent price is 1200$.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-56,,https://list.am/en/item/17332657
Everything Else,Stone,204 sq.m.,,,,,Yerevan › Kentron,"$639,000",USD,"Կոդ` K-6000Վաճառվում է կոմերցիոն տարածք Կորյուն փողոցում՝ 5 հարկանի քարե շենքի առաջին հարկում: Տարածքը միջին վերանորոգված է, առաջին գիծ: Մուտքի դուռը՝ ապակյա, մետաղյա, պատուհանները՝ երկաթյա, հատակը՝ սալիկապատ, էլ. Լարերը և խողովակները՝ փոխված: Ունի սանհանգույց, ջեռուցման համակարգ, մշտական ջուր և գազ: Մուտքը՝ փողոցից և բակից: Տեսարանը՝ դեպի Կորյուն փողոց:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Koryun Street. The area is middle renovated and is located on the ground floor of the 5-storey stone building, that is stationed on the first line. The entrance door is glass-made, the windows are iron-based, the floor is tiled, the electric wires and pipes are newly changed. The area has a bathroom, heating system and is supplied with constant water and gas. The entrance is from the street and yard. The view is towards Koryun Street.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.Koryun",Nov-24-2022_21-56,,https://list.am/en/item/13507858
Hotel,Stone,1000 sq.m.,,,,,Yerevan › Kentron,"$1,400,000",USD,"Կոդ՝ K-19949Վաճառվում է 4 հարկանի գործող հյուրանոց Նար-Դոսի փողոցում։ Հյուրանոցը նորաոճ վերանորոգված է։ Մուտքի դուռը՝ ապակեպատ, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ։ Էլ․ լարերը և խողովակները՝ փոխված։ Հյուրանոցն ունի ավտոկայանատեղ, լողավազան, նկուղ (450 քմ), սալիկապատ խոհանոց, ջեռուցման և օդափոխության համակարգեր, շարժական և ներկառուցված կահույք, օֆիսային տեխնիկա, օդորակիչ, ինտերնետ, մշտական ջուր, գազ, 10 սենյակ, որոնցից յուրաքանչյուրում առկա է սանհանգույց։ Շինության մակերեսը՝ 550 քմ։ Ճակատի երկարությունը՝ 15 մ։ Մուտքը՝ փողոցից։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։4-storey hotel for sale on Nar-Dos street. The rooms' quantity is 13. The hotel is modern renovated. The entrance door is glassed, the windows are euro-based, the floor is covered by solid granite. The electric wires and pipes are newly changed. The hotel has parking, swimming pool, cellar (450 sq. M.), tiled kitchen, ventilation and heating systems, built-in and movable furniture, office devices, air-conditioner, the Internet, 10 rooms, each of which has its own bathroom and is supplied with constant water and gas. The area of building is 550 sq. M. The front lenght is 15 m. The entrance is from the street.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-56,,https://list.am/en/item/11766382
Everything Else,Monolith,146 sq.m.,,,,,Yerevan › Kentron,"$195,000",USD,"Կոդ՝ K-16844Վաճառվում կամ վարձով է տրվում կոմերցիոն տարածք Ռոստոմի փողոցում (ԳՈՒՄ շուկայի հարևանությամբ) ։ Տարածքը վերանորոգման փուլում է, առաջին գիծ։ Մուտքի դուռը՝ ապակեպատ, պատուհանները՝ եվրո։ Ունի պահակային ծառայություն, վիտրաժներ, մշտական ջուր։ Մուտքը՝ բակից։ Տեսարանը՝ դեպի բակ։ Վարձավճարը՝ 1200USD:Գործակալության միջնորդավճարը կազմում է 50 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale/ for rent in Rostom Street (near the market ""GUM"") The area is in the renovation process and is stationed on the first line. The entrance door is glass-made, the windows are euro-based. The area has a guard service, stained glasses and is supplied with constant water. The entrance is from the yard. The view is towards the yard. The rent price is 1200USD.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.Rostom",Nov-24-2022_21-56,,https://list.am/en/item/13240915
Multifunctional Space,Stone,93 sq.m.,,,,,"Փավստոս Բուզանդի փողոց, Երևան","$200,000",USD,"Կոդ՝ K-20866Վաճառվում է կոմերցիոն տարածք Բուզանդ փողոցում՝ 4 հարկանի քարե շենքի կիսանկուղային հարկում։ Տարածքը պետական վիճակում է, առաջին գիծ։ Մուտքի դուռը և պատուհանները՝ փայտե։ Տարածքն ունի ավտոկայանատեղ, ցուցափեղկեր (3), սալիկապատ սանհանգույց, մշտական ջուր և գազ։ Մուտքը՝ բակից։ Առկա է փողոցից մուտք բացելու հնարավորություն։ Ճակատի երկարությունը՝ 10 մ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale on Buzand Street. The rooms' quantity is 3. The area is in the state condition and is located on the semi-basement floor of the 4-storey stone building, which is stationed on the 1st line. The entrance door and windows are wooden. The area has parking, showcases (3), tiled bathroom and is supplied with constant water and gas. The entrance is from the yard. There is possibilty to open an entrance from the street. The front lenght is 10 m.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-56,,https://list.am/en/item/16718841
Office Space,Stone,100 sq.m.,,,,,"Khorenatsi street, Yerevan","$270,000",USD,"Property, equipment, granite floorCode 70049Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17682842
Functioning Business,Stone,88 sq.m.,,,,,"Khorenatsi street, Yerevan","$248,000",USD,"It is sold together with the property and equipment, աշխատակից the employees of the dental clinic want to work after the sale.Code 70048Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17682814
Functioning Business,Monolith,42 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,"Ashot Hovhannisyan Street 1/1, Yerevan","$37,000",USD,"Multi-functional commercial space for sale, much cheaper than the market. Monolithic floor and roof.2nd floor option40m2 building + 20m2 basement7 m frontThe area is suitable for various business activities. Grocery store, home improvement store, beauty salon, pharmacy, office space. Developed infrastructure.Available are: Light (even Three Phase), constant waterEuro showcase. Tiled bathroom. ATTENTION,Land and Structure with certificate of completion. Buyers of rials should call. By the way, it is possible to exchange with an apartment, even with an additional fee.Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/18073574
Everything Else,Monolith,55 sq.m.,,,,,"Khaghag Don street, Yerevan","$110,000",USD,"Новое здание, разделно на 3 части",Nov-24-2022_21-56,,https://list.am/en/item/18161364
Office Space,Stone,92 sq.m.,,,,,"Vazgen Sargsyan street, Yerevan","$525,000",USD,"T268:Commercial area is for sale on Vazgen Sargsyan street. The total area is 92 square meters. In front of the area there is also an area of 20 square meters, which can be used. The area is provided with all the communal facilities. A security system is installed. There are 2 entrances from the street and from the business center. Suitable for any office activity.Code T-268Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/16951156
Industrial and Manufacturing,Stone,"10,000 sq.m.",Not available,Not available,Second Line,Separate from the Street,Yerevan › Erebuni,$80,USD,Light:In vainGas:Sewer:Warehouses10000 + 160000:Translated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/12658663
Retail Space,Bricks,40 sq.m.,,,,,"Սևանի փողոց 124/3, Երևան","$8,000",USD,"Has a bathroom, 2 bathrooms from the kitchen40 meters from the shoreLocated in SeanTranslated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/13638643
Retail Space,Stone,367 sq.m.,,,,,"Yervand Kochar street, Yerevan","$660,000",USD,"Բազմափունկցիոնալ եռահարկ կապիտալ առանձին շինություն, հարմար է ցանկացած գործութնեության համար, հողը սեփականաշնորհված է, 171.3 քմ, առաջին գիծ, մեծ վիտրաժներով, ճակատը 12 մետր, ունի եռաֆազ հոսանք, երկողմանի մուտքերով ճակատի և բակի կողմից",Nov-24-2022_21-56,,https://list.am/en/item/16047845
Multifunctional Space,Stone,95 sq.m.,,,,,Yerevan › Kanaker-Zeytun,"$99,500",USD,"Kanaker first line, Sarkavag street, private house can serve as a commercial area, 95 sq. M., 2 rooms, the front is 16 metersTranslated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/16641719
Functioning Business,Panels,265 sq.m.,,,,,"Vardanants Street, Yerevan","$520,000",USD,"Վաճառվում է եվրովերանորոգված տարածք 265 մ2, ներկայումս տրված է վարձով, աշխատում է վարսավիրանոց և սպորտ դահլիճ, շեյպինգ ։ Բոլոր կոմունալ հարմարություններով ։",Nov-24-2022_21-56,,https://list.am/en/item/14835452
Retail Space,Stone,41 sq.m.,,,,,Yerevan › Ajapnyak,"$67,000",USD,A commercial space is for sale on Halabyan Street. Suitable for dental clinic or office. Also available for rent: USD 450 per month.Code 90058Translated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/18247298
Multifunctional Space,Stone,150 sq.m.,,,,,"Erebuni street, Yerevan","$230,000",USD,"Code T281A 1-storey commercial space is for sale on Erebunu street. It occupies an area of 250 square meters. The area is renovated. There is a living room, kitchen, 4 bedrooms, 2 separate bathrooms. It is suitable for a hostel.Code T-281Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17051246
Automotive Service,Stone,1300 sq.m.,,,,,Yerevan › Kanaker-Zeytun,"$440,000",USD,"Code-14249: Existing car service point for sale in Kanaker, 1st line. There is a car spare parts store, a lubrication point, a waiting room and 11 boxes. Equipped with the necessary equipment (rented)Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/16923964
Multifunctional Space,Stone,170 sq.m.,,,,,Yerevan › Arabkir,"$200,000",USD,"Code 11613 Commercial area for sale in Arabkir. The area is fully repaired, the floor is completely laminated and tiled. The area can be used as a cafe, dental clinic, fitness club, shop, fast food restaurant or other activities.Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/10905489
Automotive Service,Stone,180 sq.m.,,,,,Yerevan › Shengavit,"$500,000",USD,Code 12987: An operating car service point is for sale in the 3rd part. Has the opportunity to expand 40 sq / m. Located in a busy area.Translated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/14627429
Multifunctional Space,Stone,85 sq.m.,By agreement,Not available,First Line,Separate from the Street,"David Anhaght street, Yerevan","$255,000",USD,"Code T230:Commercial area is for sale on Davit Anhaght street, on the first line. The area is capitally renovated. An air conditioner is installed. The total area is 85 square meters.Code T-230Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/11013107
Industrial and Manufacturing,Stone,205 sq.m.,Not available,Not available,Other,Separate from the Courtyard,Yerevan › Shengavit,"36,000,000 ֏",AMD,"The property is the property of the Bank as a result of the pledge.Q. Yerjan, Shengavit, Noragavit 1 street, 2-10 address, shop: 205.7 sq. M., land: 0.02378 ha, communal facilities are available.The property is free.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/10279635
Office Space,Monolith,260 sq.m.,,,,,Yerevan › Kentron,"$970,000",USD,2nd floor of the business centerCentral heating and coolingThe building is on Sayat-Nova street1st lineThere is an elevatorEntrance to the building from the streetHas stained glassTranslated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/16544796
Multifunctional Space,Stone,339 sq.m.,,,,,"Khorenatsi street, Yerevan","$580,000",USD,"A public space is for sale on Khorenatsi street, right next to Rossia Mall, first line, located on the 1st floor of a building with front entrance, 10 rooms, several bathrooms, provided with communications, suitable for office, development center, hostel or other activities.For more information callCode - SV104:Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17447749
Hotel,Monolith,455 sq.m.,,,,,"Aygestan 9th street, Yerevan","$600,000",USD,"Վարձով Հյուրատուն Կենտրոնում ՝Այգեստանում ,10 սենյակ 455 ... 4-storey guest house for sale in the center, Aygestan, Derzhinsky school. Approx.It has 10 rooms with kitchen and bathrooms, furnished, equipped with property and equipment, common kitchen, laundry room, boiler room.Price: $600,000 USD (250,000,000 AMD)Code – SV103For details, call the Smart RVM AgencyTranslated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17447148
Retail Space,Stone,75 sq.m.,,,,,"Garegin Nzhdeh Street, Yerevan","$230,000",USD,"Commercial area is for sale on Garegin Nzhdeh street, near Hayrenik cinema.25 square meters of the area functions as a commercial area and the rest as an apartment.The commercial part has an entrance to the part of the apartment, due to which the whole area can become a commercial area.It is located on the first line, in a very busy area.Price is negotiable.Agency commission: 2%Code KOM036Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17659864
Retail Space,Stone,180 sq.m.,,,,,"Կոմիտասի պողոտա 49/31, Երևան","$330,000",USD,Commercial space for sale on Komitas avenueRepairedTranslated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/18172255
Retail Space,Stone,185 sq.m.,,,,,"Komitas Avenue 49, Yerevan","$330,000",USD,Commercial area for sale Komitas (Arabkir)Translated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/17858373
Multifunctional Space,Panels,289 sq.m.,,,,,"Vilnyus street, Nor Nork 9th massive","$260,000",USD,"A multifunctional commercial area is for sale in the 9th block of Nor Nork.Building area: 289 sq/mCeiling height: 5 mTarget meaning: PublicThe area has 3 entrances, there is three-phase current.The area is in zero state. It can serve different purposes: A training center. Pharmacy, office space. Shop, etc. There are stained glass windows. • Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for youCode 18245266Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/18245266
Retail Space,Stone,63 sq.m.,,,,,"Rubiniants street 5, Yerevan","$90,000",USD,"Area for sale in Rubinyants avenue, first line, fully renovated, consists of three halls, has hot and cold water, bathroom, air conditioner, stained glass windows, possibility to build a second floor, total 65 square meters, 30 square meters is privatized, has a certificate, as well as the land is privatized. And the other 35 square meters is a long-term leaseTranslated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/18244748
Multifunctional Space,Stone,"10,001 sq.m.",,,,,"Улица Гургена Маари 148, Ереван","$10,000,000",USD,"Продается территория в г. Ереван площадью 17,5 гектаров на которой расположено 21 здание общей площадью более 10000 м2. До центра города 12-15 минут.К зданиям подведено электричество (трехфазное), канализация, водопровод, газ.Подавляющее большинство зданий в отличном техническом состоянии, в том числе имеют внутренний косметический ремонт.Объект идеально подойдет для различных целей: Есть как торговые и офисные площади, так и большое количество складских помещений и большая территорияПод одним из строений советский бункер в отличном состоянии.Для въезда на территорию используются широкие полноразмерные ворота, в которые может проехать любая техника.На территории есть бассейн, площадью 500м2.Юридически и документально чистая собственность.Находится в южной зоне Еревана, где самые комфортные климатические условия.Для более детальной информации и дополнительных фото звоните",Nov-24-2022_21-56,,https://list.am/en/item/17901068
Multifunctional Space,Stone,75 sq.m.,,,,,"Komitas Avenue 1, Yerevan","$290,000",USD,"Продаю или Сдаю в аренду офисное помещение с мебелью по адресу Комитаса 1, с видом на парк, расположенный напротив Ереванского научно-исследовательского института математических машин имени Мергеляна (ЕрНИИММ) Институт принадлежит РФ,mergelyan. Com/ruПрофиль института аппаратное и программное обеспечение, также известен тем, что принимает у себя стартапы и инновационные компании, организовывает выстовки в данной свере деятельности. Высокий пешеходный трафик состоит в основном из инженеров-программистов ЕрНИИММ или специалистов из сферы инноваций.Общая площадь 75 кв. М. На два уровня.Цена продажи: $290.000Стоимость аренды; $1500 долларов в месяц при аренде на 3 года с депозитом 4500 долларов.При желании могу выслать ссылку на более подробные фотографии офисного помещенияд (или просто убири пробеллы после точек с сылки ниже)Drive. Google. Com/drive/folders/1JGNaZrI8w41Yf1w_g7XKW5ouPNjUGLY5дЗаинтересованные лица могут связаться через Whats App или Viber.Просьба не беспокоить арендатора офиса. Д",Nov-24-2022_21-56,,https://list.am/en/item/17898324
Multifunctional Space,Stone,100 sq.m.,,,,,"Kievyan street, Yerevan","$280,000",USD,"Community: ArabkirStreet: Kiyan!Building type: StoneIt is located on the high ground floor. It has 2 large stained glass windows in the front part: One door and one window.Consist of,1 lobby4 rooms (35 m and 25 m)2 bathroomsThe floor is heated, cooling is carried out by two air conditioners.Sale price,280,000 USD:Together with property and equipment:300,000 USD:For announcement: 15280546Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/15280546
Office Space,Monolith,100 sq.m.,,,,,"Khanjyan Street, Yerevan","$285,000",USD,"Թումանյան և Խանջյան միջ. Վաճառվում է կոմերցիոն տարածք: Գտնվում է առաջնածում, մարդկային հոսքի ճանապարհին և լավ տեսանելի է: Բաղկացած է 1 հարկերից, գտնվում է չորս հարկանի քարե շենքի 1 ին (0 ական հարկում) Գլխավոր մուտքը Խանջյան փողոցից է:Բաղկացած է երեք աշխատանքային սենյակներից, մեկ խոհանոցից և մեկ սանհանգույցից:Առաստաղի բարձրությունը՝ 3.05 - 3.20 մետր է:Ամբողջովին նորոգված է և պատրաստ շահագործման:Հարմար է ցանկացած կոմերցիոն կամ գրասենյակային գործունեության համար:Կոդ 7987411",Nov-24-2022_21-56,,https://list.am/en/item/7987411
Multifunctional Space,Stone,1017 sq.m.,,,,,"Dro street, Yerevan","192,000,000 ֏",AMD,"A two-story multifunctional commercial space is for sale in the Kanaker-Zeytun community of Yerevan.Land area: 1017 sq/mThe area of the building is 945.4 sq/mIntended use: Industry, soil use, other production purposesOperational significance: Industrial objectsConsist of,1 spacious production hall2 offices1 recreation room3 dressing rooms3 bathrooms2 storage areas, each 20 square meters in sizeAll communications are available: Gas, water, three-phase electricityThere is 6 lorry parking spaces inside the premises and 4 + car parking spaces outside.Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/18003827
Restaurant,Stone,114 sq.m.,Not available,Not available,First Line,Separate from the Street,Yerevan › Kentron,"$300,000",USD,"Basement area is for sale near the Opera House, it is a stone building with an area of 114 square meters, ceiling height is 3, it is suitable for a restaurant, cafe, office and other activities. It has 1 door, 2 living rooms, 66 sq. M. And 28 sq. M., kitchen, 2 bathrooms and 2 entrances. The area is for rent.Code 2-91323Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/16610564
Multifunctional Space,Stone,74 sq.m.,,,,,"Mesrop Mashtots Avenue, Yerevan","$495,000",USD,"A commercial area is for sale in the most central part of Yerevan, on the front line of Mashtots Avenue.It is located on the high 1st floor of a 5-storey stone building.The total area is 74 square metersConsist of,from the big hallfrom the bathroomfrom the spare partThe area is fully repaired, has stained glass windows. Heating and cooling is carried out by means of an air conditioner.Code 17885764Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17885764
Multifunctional Space,Monolith,630 sq.m.,,,,,Yerevan › Kentron,"$1,350,000",USD,"Community: CenterStreet: G. Lusavorich street, next to the city hall.Condition: OverhauledBar-restaurant for sale,Area: 630 square metersFloor: 2/2It is 2-storey, has a two-way entrance, the area is fully repaired. It is provided with all the communal facilities. The area is privatized, it has the opportunity to increase the tax.Ceiling height 3, moreFor sale together with some furniture ․The building is completely Stained-glass windows, there is an elevator to the basement where the kitchen is and separate roomsCode 10184207Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/10184207
Multifunctional Space,Panels,70 sq.m.,,,,,"Komitas Avenue, Yerevan","$390,000",USD,"A separate commercial building is for sale on the front line of Komitas avenue.Land area: 70 sq/m (property)Building area: 66.5 sq/m (possibility of expansion)Consist of,from the great hallfrom the bathroomfrom the spare partIt has stained glass windows.Currently rented.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Code 18079276Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/18079276
Building,Stone,280 sq.m.,,,,,"Gusan Sheram Street, Yerevan","$385,000",USD,"Համայնք ՝ Մալաթիա-Սեբաստիա վարչական շրջանՓողոց՝ Գուսան Շերամի2 հարկանի առանձին նոր շինություն։Վիճակ՝ կապիտալ վերանորոգված։Մակերես՝ 280 քմՃակատային մաս 15 մ.Տարածքը բաղկացած է 2 հարկից՝Տարածքը բաղկացած է 4 մասից՝ որոնք էլ տրված են վարձակալությամբ՝Բաղկացած է 2 սրահից, որոնքել ունեն առանձին մուտքերՈՒնի 2 սանհանգույց,Տարածքն ունի չորս առանձին մուտքեր,Տարածքի դիմաց առկա է ավտոմեքենաների համար նախատեսված կայանատեղի։Հարմար է ցանկացած տեսակի գործունեության համար՝ արտադրական, խանութի, սալոնի. Գեղեցկության սրահի. Գրասենյակի,ԱՄԲՈՂՋ ՏԱՐԱԾՔԸ ՏՐՎԱԾ Է ՎԱՐՁԱԿԱԼՈՒԹՅԱՄԲ - շահավետ պայմաններով։• Kind Regards #AsatryanConsulting teamԼավագույնը Ձեզ համար!Best for you!Лучшее для вас!Lo mejor para ti!Le meilleur pour vous!最适合您！Կոդ 10829349",Nov-24-2022_21-56,,https://list.am/en/item/10829349
Multifunctional Space,Monolith,298 sq.m.,Available,Not available,First Line,Common from the Street,Yerevan › Arabkir,"$1,100,000",USD,2-storey multifunctional area on Baghramyan avenue is for sale. Call for more informationCode 90210Translated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/17886969
Retail Space,Stone,70 sq.m.,,,,,"David Anhaght street 9, Yerevan","$210,000",USD,"A universal territory is for sale on Davit Anhaght street, on the first line, in front of the French University, next to the Municipality, which occupies a total area of 70 square meters. Մ. Area. It is located on the 1st floor of a 4-storey building. It is divided into 2 halls with separate entrances from the street. The area is fully repaired. An air conditioner is installed. The bathroom is provided with the necessary sanitary ware.Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/13550190
Office Space,Stone,100 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,Yerevan › Kentron,"$125,000",USD,"Agency commission: 2% of sale priceArea for sale on Brusov street, separate building, 2 floors, fully renovated.stable building2nd line from the street1st floor, semi-basement floorHeating SystemTranslated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/14007225
Functioning Business,Stone,330 sq.m.,,,,,"Rubiniants street, Yerevan","$330,000",USD,"The existing commercial area is for sale on Rubinyants street, which is located on the front line, occupies 235 square meters. The area of the building is 330 square meters.The area is fully repaired, it is provided with constant water and gas.The windows are of European production.In front and there is a free space for parking cars.Suitable for any commercial activity.• Kind Regards #AsatryanConsulting team:The best for you!Best for you!Luchshee for you!Lo mejor para ti!The best for you!最 适合 您Code 12639983Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/12639983
Multifunctional Space,Stone,3000 sq.m.,,,,,"Arin Berd street 14, Yerevan","$1,300,000",USD,"Administrative / storage / office areas:The land area is 11,920 square meters.The total area of the building is 3,000 square meters. (Has the ability to expand)The building has 3 separate entrances2 freight elevatorsThe ceiling height of the 1st floor is 5.50The ceiling height of the 2nd floor is 4.50Ceiling height of the 3rd floor is 4.50basement 2.50The roof of the building is in good conditionThe area is completely FENCED with a stone-concrete fence.The area has 2 entrancesThe installed iron gate allows trucks to have free access.It is provided with constant water, gas and three-phase electricity.Suitable for any type of production activity.Code 12168970Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/12168970
Everything Else,Monolith,825 sq.m.,,,,,"Nairi Zaryan street, Yerevan","$1,195,000",USD,"A fully renovated commercial space is for sale in a 15-story new building near the intersection of Nairi Zaryan and Hayrik Muradyan streets in Yerevan. It is located on the 1st floor of the building.Total area: 825 sq/mCeiling height: 3.00 mThe area consists of 17 comfortable and bright rooms.The area has 3 separate entrances. Floor-to-ceiling high-quality European-made windows are installed. Available: Constant hot and cold water, gas, 2 individual heating systems.Suitable for office activities, spa center, shop, hotel, medical center and other activities.The area also comes with 3 underground parking spaces.The space is leased on long-term and profitable terms.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Code 12758192Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/12758192
