Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Not available,5,69 sq.m.,2,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","160,000 ֏ monthly",AMD,"AS107:A 2-room apartment on the 5th/4th floor is for rent right at the beginning of Zvartnots. The apartment is cosmetically renovated, there is property, equipment and an open balcony. The cost is AMD 160,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,No,Not included,By Agreement,,"Television, internet, parking space","Stove, coffee maker, washing machine, drying machine, iron",,,https://list.am/en/item/18526271
Stone,No,Not available,5,78 sq.m.,3,1,from 3 m,3,Open balcony,Cosmetic Renovation,"Улица Рафаэла Патканяна 19, Вагаршапат","200,000 ֏ monthly",AMD,"K. A 3-room apartment on the 5th/3rd floor is for rent on Patkanyan Street in Etchmiadzin. The apartment is equipped with property and appliances, heating system and wifi. The cost is AMD 200,000.Translated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Included,1 month,,,,,,https://list.am/en/item/18534466
Stone,Yes,Not available,2,48 sq.m.,3,1,from 2.5 m,2,Closed balcony,Cosmetic Renovation,"Tairov street, Yerevan","100,000 ֏ monthly",AMD,The house is in normal condition.Call for other questionsTranslated from Armenian,Dec-15-2022_21-10,Available,3,Yes,Negotiable,Not included,By Agreement,Outdoor parking,Parking space,,Yard view,Playground,https://list.am/en/item/18671796
Stone,No,Not available,5,38 sq.m.,2,1,from 2.6 m,4,Not available,Euro Renovation,Armavir › Echmiadzin,"100,000 ֏ daily",AMD,"Code 8065In Etchmiadzin, Mashtots, a 2-room apartment is for rent on the 5th floor of a 5-story stone building. Gas, property and appliances are available. Commission required.It is given for a monthly rent of AMD 100,000 per monthTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,No,Not included,1 month,,"Television, air conditioner, internet","Fridge, stove, microwave, washing machine, water Heater","Street view, city view, park view",,https://list.am/en/item/17729314
Stone,Yes,Not available,2,40 sq.m.,2,1,from 2.75 m,2,Not available,Designer Renovation,"Erevanyan street 16/1, Armavir","190,000 ֏ monthly",AMD,"The apartment is located in a newly constructed building. It has not been inhabited before. It is located in the center of Armavir city, near the bus station, Armavir medical center and the Russian San. In the neighborhood of Часть. There are completely new kitchen and bedding items. It is also given on a daily basis: The minimum number of days is 3 days, the cost of 1 day is AMD 20,000. OwnerTranslated from Armenian",Dec-15-2022_21-10,Available,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18362322
Stone,No,Not available,2,40 sq.m.,2,1,from 2.75 m,2,Not available,Designer Renovation,"Mesrop Mashtots Avenue 18, Yerevan","200,000 ֏ monthly",AMD,"The apartment is located in the center of ADMAVIR city, in excellent conditionTranslated from Armenian",Dec-15-2022_21-10,Available,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18390410
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,5,Not available,Euro Renovation,"Մեսրոպ Մաշտոց փողոց 64, Վաղարշապատ","27,000 ֏ daily",AMD,"K. A 2-room apartment on the 5/5th floor is for daily rent on Mashtots street in Etchmiadzin. The apartment is fully renovated and luxuriously furnished. The cost is AMD 27,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,No,Included,By Agreement,Outdoor parking,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view, view of Ararat","Intercom entry, playground",https://list.am/en/item/18664001
Stone,No,Not available,5,80 sq.m.,3,1,from 3 m,3,Open balcony,Euro Renovation,"Jivani street 15, Armavir","150,000 ֏ monthly",AMD,"In the center, close to 2~schools. The house is securedREFRIGERATOR,WASHING MACHINE,GAS STOVE,KITCHEN CABINETS,HALL FURNITURE,Dining tableTwo new beds + mattressSofa armchairSCURL GAS BOILER,central heating, euro windows and doors as well. The house has been renovated. Rent with deposit. 15,000 dirhams per day. Minimum 3 days. In case of short term, 1-6 months, monthly - 200,000 dirhams. In case of long term, from 6 months. 150,000 AMD for up to one year.Translated from Armenian",Dec-15-2022_21-10,Available,4,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/18511908
Stone,No,Not available,5,72 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Cosmetic Renovation,"Mesrop Mashtots street 6, Vagharshapat","160,000 ֏ monthly",AMD,Call for details... 098:Translated from Armenian,Dec-15-2022_21-10,Available,8+,Yes,Yes,Not included,1 month,,"Television, internet","Fridge, stove, washing machine","Yard view, street view, city view",,https://list.am/en/item/18608997
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Closed balcony,Major Renovation,Armavir › Echmiadzin,"160,000 ֏ monthly",AMD,"AS120K. A 3-room apartment is for rent on the 5th/3rd floor on Vazgen First Street in Etchmiadzin. The apartment is provided with all utilities, property and equipment are available. The cost is AMD 180,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18380321
Stone,Yes,Not available,2,50 sq.m.,3,1,from 3 m,1,Not available,Major Renovation,Armavir › Parakar,"300,000 ֏ monthly",AMD,"A newly built private house for rent, built like an apartment and with multifunctional comforts, fully furnished with expensive orthopedic mattresses, individual heating, hot and cold water, Wi-Fi Internet, gas, air conditioner, large screen TV, refrigerator with a washing machine.Translated from Armenian",Dec-15-2022_21-10,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18127143
Stone,No,Not available,5,50 sq.m.,2,1,from 2.8 m,2,Not available,Major Renovation,"Mesrop Mashtots street, Vagharshapat","250,000 ֏ monthly",AMD,"From November 2A 2-room apartment is for rent. In Echmiadzin. It is completely renovated, European windows are installed, the floor is laminated, the bathroom is tiled. The apartment is provided with necessary property and equipment. There is a school, kindergarten, shops, bus stop near the building.Commission: 50%Code 02147Translated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18467398
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,2,Open balcony,Major Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS096:K. Not far from the center of Etchmiadzin, a 2-room apartment is for rent on the 5th/2nd floor. The apartment is completely renovated and furnished very nicely. It is equipped with property, equipment and heating system. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18597109
Stone,No,Not available,5,72 sq.m.,3,1,from 2.6 m,2,Not available,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"Сдается трёхкомнатная квартира в аренду без посредника в Эчмиадзине (мин. 3-6 месяцев) Квартира находится не далеко от Еревана (19-20 км) Депозит на два месяцев.ГазTVWi-FiНе включая коммуналки.Цена. 300.000 драмПо личным вопросам напишите в Лс.Whats app, viber",Dec-15-2022_21-10,,,,,,,,,,,,https://list.am/en/item/17521110
Panels,No,Not available,5,82 sq.m.,3,1,from 3 m,2,Multiple balconies,Partial Renovation,Armavir › Echmiadzin,$500 monthly,USD,"Здание находится в центре Эчмиадзина. Солнечная сторона, 2-ой этаж. Рядом остановка, парк, магазины, закусочная.",Dec-15-2022_21-10,Available,3,Negotiable,No,Not included,By Agreement,Garage,"Air conditioner, parking space","Fridge, washing machine","Yard view, park view",Playground,https://list.am/en/item/18644711
Panels,No,Not available,5,79 sq.m.,2,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,"Արագած փողոց, Վաղարշապատ","160,000 ֏ daily",AMD,"Code 8054A 2-room flat is for rent on the 4th floor of a new building in Etchmiadzin. There is gas, property, equipment. Deposit and commission required.160,000 per monthTranslated from Armenian",Dec-15-2022_21-10,Available,5,Yes,No,Not included,2 months,,,"Fridge, stove, washing machine, water Heater","Yard view, street view, view of Ararat",,https://list.am/en/item/13053317
Stone,No,Not available,5,68 sq.m.,3,1,from 2.7 m,1,Open balcony,Major Renovation,"Մովսես Խորենացի փողոց, Վաղարշապատ","180,000 ֏ monthly",AMD,"AS113:K. A 3-room apartment on the 5/1st floor is for rent on Khorenatsi Street in Etchmiadzin. The apartment is completely renovated, all utilities are available, it is equipped with property and equipment. The cost is AMD 180,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,"Television, internet, parking space","Fridge, stove, coffee maker, drying machine, water Heater, iron","Yard view, street view",,https://list.am/en/item/18526211
Stone,No,Not available,5,54 sq.m.,2,1,from 2.75 m,5,Not available,Designer Renovation,Armavir › Echmiadzin,"25,000 ֏ daily",AMD,A 2-room apartment in the center of Etchmiadzin is for daily rent.You can also rent for several daysFor more information call...Translated from Armenian,Dec-15-2022_21-10,Available,2,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18382773
Stone,No,Not available,5,100 sq.m.,3,1,from 2.75 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"Code 7679A 4-room apartment is for short-term rent on the 3rd floor of a stone building next to the intersection of Etchmiadzin Square. It has a baxi, furniture/appliances, open balconies, chulan, closet-room, 2-part bathroom with a tiled cabin and a large hall. Deposit and commission required.Translated from Armenian",Dec-15-2022_21-10,Available,4,No,No,Not included,2 months,Outdoor parking,Television,"Fridge, stove, washing machine, water Heater","Yard view, street view, city view",,https://list.am/en/item/17184014
Panels,No,Not available,5,74 sq.m.,4,1,from 3 m,4,Multiple balconies,Old Renovation,"Վռամ Կոստանյան փողոց 1, Վաղարշապատ","160,000 ֏ monthly",AMD,The apartment is located in the most central part of Etchmiadzin. Old repair.The apartment will be released after November 20.Translated from Armenian,Dec-15-2022_21-10,By agreement,6,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18523342
Stone,Yes,Not available,5,81 sq.m.,3,1,from 2.8 m,1,Closed balcony,Cosmetic Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"Code 8071A 3-room apartment is for rent on the 1st floor of a new 5-story building in the beginnings of the Aragats district of Etchmiadzin. There is property, equipment, taxi, etc. Deposit and commission required.Translated from Armenian",Dec-15-2022_21-10,Available,5,Yes,No,Not included,1 month,Outdoor parking,"Television, internet","Fridge, stove, washing machine, water Heater",Yard view,Playground,https://list.am/en/item/15289511
Panels,No,Not available,5,66 sq.m.,3,1,from 2.7 m,3,Closed balcony,Euro Renovation,Armavir › Metsamor,"200,000 ֏ monthly",AMD,"Сдается 2 + -комнатная квартира в отличном состоянии с необходимой техникой и мебелью.Индивидуальная система отопления, железная дверь, евроокна.Депозит.Для получения дополнительной информации звоните.",Dec-15-2022_21-10,Available,4,Yes,Negotiable,Included,2 months,Outdoor parking,"Television, air conditioner, internet, parking space","Fridge, stove, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view",,https://list.am/en/item/18632612
Stone,No,Not available,5,78 sq.m.,2,1,from 2.7 m,3,Open balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS095:K. A 3-room apartment on the 5th/3rd floor is for rent on Patkanyan Street in Etchmiadzin. The apartment is completely renovated, the common floor is tiled, there is property, equipment, heating system, air conditioner and wifi.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18443683
Stone,No,Not available,4,35 sq.m.,2,1,from 2.7 m,4,Not available,Designer Renovation,"Մովսես Խորենացի փողոց, Վաղարշապատ","200,000 ֏ monthly",AMD,"The apartment is completely renovated, it is located next to the Mother's chair, thanks to which the church bells can be heard.The apartment is equipped with the necessary equipment, as well as dishes, bedding, etc. Are available. 4/4 floorTranslated from Armenian",Dec-15-2022_21-10,Available,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18132303
Bricks,Yes,Not available,2,50 sq.m.,3,1,from 3 m,1,Not available,Major Renovation,Armavir › Parakar,"300,000 ֏ monthly",AMD,"A newly built private house for rent, built like an apartment and with multifunctional comforts, fully furnished with expensive orthopedic mattresses, individual heating, hot and cold water, Wi-Fi Internet, gas, air conditioner, large screen TV, refrigerator with a washing machine.Translated from Armenian",Dec-15-2022_21-10,Available,6,Yes,No,Not included,3 months,,,,,,https://list.am/en/item/18053404
Stone,Yes,Not available,2,70 sq.m.,2,1,from 2.7 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"32,000 ֏ daily",AMD,"AS094:K. A 1-room apartment on the 2/2nd floor of GUEST HOUSE is for daily rent in the center of Etchmiadzin. The apartment is renovated in a designer style, fully furnished with new furniture, appliances, there is a fireplace, heating system, air conditioner, open balcony, dishes, bedding and other necessary accessories. The apartment is spacious and can accommodate 6-7 people. The cost is AMD 32,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,7,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18568520
Panels,No,Not available,5,72 sq.m.,3,1,from 2.5 m,3,Not available,Partial Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"3-room apartment for rent in Etchmiadzin, address: 47/58 Vazgen First StreetTranslated from Armenian",Dec-15-2022_21-10,,5,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18581048
Stone,Yes,Not available,2,50 sq.m.,2,1,from 2.7 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"17,000 ֏ daily",AMD,"AS104:K. A 1-room apartment on the 2/2nd floor of GUEST HOUSE is for daily rent in the center of Etchmiadzin. The apartment is renovated in a designer style, fully furnished with new furniture, appliances, there is a fireplace, heating system, air conditioner, open balcony, dishes, bedding and other necessary accessories. 2-3 people can spend the night in the apartment. The cost is AMD 17,000.Translated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18568568
Stone,Yes,Not available,2,50 sq.m.,2,1,from 2.7 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"17,000 ֏ daily",AMD,"AS105:K. A 2-room apartment on the 2/2nd floor of GUEST HOUSE is for daily rent in the center of Etchmiadzin. The apartment is renovated in a designer style, fully furnished with new furniture, appliances, there is a fireplace, heating system, air conditioner, open balcony, dishes, bedding and other necessary accessories. 2-3 people can spend the night in the apartment. The cost is AMD 17,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18568557
Monolith,Yes,Not available,2,20 sq.m.,1,1,from 2.6 m,2,Not available,Euro Renovation,"Nairi street 31, Parakar",$50 daily,USD,"Адрес: Nairi Street, 31 Yerevan, Armenia (5 мин от аэропорта) Если снимать долгосрочно, то стоимость 750$/месяц.Новые и удобные апартаменты как для индивидуального отдыха, так и для всей семьи. Отдельная спальня, кухня, Wi-Fi, отдельная ванная, внутренний двор. Удобное расположение: Менее получаса езды от центра, 20 мин до Ереван Сити, недалеко от аэропорта. За дополнительную плату возможен трансфер.",Dec-15-2022_21-10,,2,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18568551
Stone,No,Not available,5,70 sq.m.,3,1,from 2.75 m,1,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,3-room apartmentTranslated from Armenian,Dec-15-2022_21-10,,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18562260
Stone,No,Not available,5,90 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Old Renovation,"Mesrop Mashtots Avenue 22, Երևան","110,000 ֏ monthly",AMD,"An apartment with communal facilities is for rent, long term. The apartment is located in the building in front of the 2nd school, in the center3-room apartment for rent in the center of EchmiadzinTranslated from Armenian",Dec-15-2022_21-10,Partial Furniture,6,Yes,Yes,Not included,1 month,,Internet,"Fridge, stove, microwave","Yard view, street view, city view",,https://list.am/en/item/18475664
Stone,No,Not available,5,75 sq.m.,3,1,from 2.7 m,4,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"Code 7982From the beginning of January 2023In Etchmiadzin, Kirov, a 3-room partially furnished apartment is for rent on the 4th floor of a 5-story stone building. Is available. There are 2 beds, stove, gas with 2 points, geyser, basement 40 sq m open balcony, euro window, table, chair, old repair.A 50 percent commission is required.Translated from Armenian",Dec-15-2022_21-10,Available,6,Yes,No,Not included,1 month,,,Water Heater,"Street view, city view, park view, view of Ararat",,https://list.am/en/item/17795407
Stone,No,Not available,5,47 sq.m.,2,1,from 2.75 m,5,Not available,Euro Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"Code 8036A bright and sunny 2-room apartment is for rent on the 5th floor near the eternal fire on Mashtots Street in Etchmiadzin. It is a very warm house. There is a taxi, property/equipment, wardrobe, etc. Deposit and commission required.Translated from Armenian",Dec-15-2022_21-10,Available,4,No,No,Not included,2 months,,Television,"Fridge, stove, washing machine, water Heater",Park view,,https://list.am/en/item/16851561
Stone,No,Available,5,70 sq.m.,2,1,from 3 m,2,Not available,Major Renovation,"Մեսրոպ Մաշտոցի փողոց, Վաղարշապատ","300,000 ֏ monthly",AMD,"In the case of a 1-year contract: 180,000 AMD per monthTranslated from Armenian",Dec-15-2022_21-10,,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18533677
Stone,No,Not available,5,65 sq.m.,2,1,from 3 m,2,Not available,Major Renovation,"Վազգեն Առաջինի փողոց 17, Վաղարշապատ","300,000 ֏ monthly",AMD,"AS115:K. A 2-room apartment on the 5th/2nd floor is for rent on Vram Kostanyan Street in Etchmiadzin. The apartment is fully renovated, a heating system is installed and there are property and equipment. The cost is AMD 300,000 in case of monthly payment.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,No,Not included,By Agreement,,"Air conditioner, internet, parking space","Fridge, stove, coffee maker, washing machine, drying machine, water Heater, iron","Yard view, street view, city view",,https://list.am/en/item/18525219
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,5,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"90,000 ֏ monthly",AMD,"Code 7888A 2-room apartment with open and closed balconies on the 5th floor is for rent in the Charents district of Etchmiadzin. Gas tank, pump and chula are available. Deposit and commission required.Translated from Armenian",Dec-15-2022_21-10,Available,5,Yes,No,Not included,2 months,Outdoor parking,,"Fridge, stove","Yard view, view of Ararat",Playground,https://list.am/en/item/17058960
Stone,No,Not available,2,45 sq.m.,2,1,from 2.7 m,2,Open balcony,Designer Renovation,Armavir › Echmiadzin,"220,000 ֏ monthly",AMD,Code 8026A 2-room apartment is for rent on the 2nd floor of a 2-story building on Mashtots Street in Etchmiadzin. Property and household appliances are available. Deposit and 50 percent commission required.Translated from Armenian,Dec-15-2022_21-10,Available,3,Yes,No,Not included,1 month,,"Television, air conditioner","Fridge, stove, washing machine, water Heater",Street view,,https://list.am/en/item/18284503
Bricks,Yes,Not available,1,30 sq.m.,2,1,from 2.5 m,1,Not available,Major Renovation,"Nairi street 27, Parakar","300,000 ֏ monthly",AMD,"Адрес: Nairi Street, 31 Yerevan, Armenia (5 мин от аэропорта) Сдается как посуточно, так и на долгий срок. Новые удобные двухместные апартаменты. Отдельная спальня, Wi-Fi, гостиная с TV, диваном, рабочим местом и холодильником, отдельная ванная комната, можно поставить небольшую газовую плитку для готовки.Территория апартаментов закрытая, на территории есть две веранды для обеда на свежем воздухе.Удобно расположение: Менее получаса езды от центра, 20 мин до Ереван Сити, недалеко от аэропорта.За дополнительную плату возможен трансфер из аэропорта.Без комиссии риэлтора и оплаты последнего месяца.",Dec-15-2022_21-10,,2,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18513001
Stone,Yes,Not available,1,30 sq.m.,2,1,from 2.5 m,1,Not available,Euro Renovation,"Nairi street 31, Parakar","360,000 ֏ monthly",AMD,"Адрес: Nairi Street, 31 Yerevan, Armenia (5 мин от аэропорта) Сдается как посуточно, так и на долгий срок. Новые удобные апартаменты как для индивидуального отдыха, так и для всей семьи. Отдельная спальня с TV и диваном, отдельная комната с двумя спальными местами и шкафом, отдельная ванная комната, можно поставить небольшую газовую плитку для готовки.Территория апартаментов закрытая, на территории есть две веранды для обеда на свежем воздухе.Удобно расположение: Менее получаса езды от центра, 20 мин до Ереван Сити, недалеко от аэропорта.За дополнительную плату возможен трансфер из аэропорта.Без комиссии риэлтора и оплаты последнего месяца.",Dec-15-2022_21-10,,2,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18512908
Stone,No,Not available,5,36 sq.m.,1,1,from 2.7 m,2,Open balcony,Major Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"AS117:K. A 1-room apartment on the 5/2nd floor is for rent on Mashtots Street, Etchmiadzin. The apartment is renovated, there is an open balcony, dishes, bed, property and equipment. The cost is AMD 130,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1Translated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18508846
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS100K. A 3-room apartment is for rent on the 5th/3rd floor in the Charents district of Etchmiadzin. The apartment is completely renovated, has an open balcony, is provided with all utilities, property and equipment are available. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18497796
Stone,No,Not available,4,60 sq.m.,2,1,from 2.8 m,3,Open balcony,Major Renovation,"Մանանդյանի փողոց, Երևան","400,000 ֏ monthly",AMD,"AS130:K. A 2-room apartment on the 4th/3rd floor is for rent on Mananduryan street in Yerevan. The apartment is completely renovated, air conditioner, heating system, and existing property and equipment are installed. The area is 40 square meters. And has an open balcony. The apartment is rented for no less than 6 months and with a final payment. The cost is AMD 400,000 per month.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,Covered parking,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",,,https://list.am/en/item/16528186
Stone,No,Not available,5,63 sq.m.,3,1,from 2.7 m,2,Open balcony,Major Renovation,"Բաղրամյան փողոց, Վաղարշապատ","150,000 ֏ monthly",AMD,"AS132:K. A 3-room apartment is for rent on the 5th/2nd floor in the Zvartnots district of Etchmiadzin. The apartment is provided with all utilities, property and equipment are available. The cost is AMD 150,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,5,Yes,Yes,Not included,By Agreement,,"Television, internet, parking space","Fridge, stove, washing machine",,Playground,https://list.am/en/item/18439818
Stone,No,Not available,2,120 sq.m.,3,2,from 3 m,2,Not available,Euro Renovation,Armavir › Echmiadzin,"$1,200 monthly",USD,A house for rent in the center of Etchmiadzin with all utilities. For more information call:Translated from Armenian,Dec-15-2022_21-10,,6,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18476169
Stone,No,Not available,5,50 sq.m.,2,1,from 2.7 m,5,Open balcony,Designer Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS131:K. A 2-room apartment on the 5th/2nd floor is for rent on Mashtots Street in Etchmiadzin. The apartment is completely renovated, there is property and equipment. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18443067
Stone,No,Not available,5,55 sq.m.,2,1,from 2.7 m,4,Closed balcony,Designer Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"AS130:K. A 2-room apartment on the 5th/4th floor is for rent on Patkanyan Street in Etchmiadzin. It is provided with all utilities, property and equipment. The interior of the apartment has been completely renovatedNew style. The cost is AMD 300,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18456781
Stone,No,Not available,5,50 sq.m.,2,1,from 2.7 m,1,Open balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"K. A 2-room apartment on the 5/1st floor is for rent in Etchmiadzin. The apartment is in the process of major renovation. Comes with property and equipment. The cost is AMD 200,000.Code AS097Translated from Armenian",Dec-15-2022_21-10,,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18469763
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,2,Open balcony,Major Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"K. A 3-room apartment on the 5th/2nd floor is for rent on Baghramyan Street in Etchmiadzin. The apartment is available with property, equipment and heating system. The cost is AMD 250,000Code AS095Translated from Armenian",Dec-15-2022_21-10,,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18469710
Stone,No,Not available,4,38 sq.m.,1,1,from 2.6 m,2,Closed balcony,Euro Renovation,Armavir › Echmiadzin,"110,000 ֏ monthly",AMD,"Code 8075On the 2nd floor of a 4-story stone building on Shahumyan Street, off Etchmiadzin Square, a 3-room apartment with a balcony and a bedroom is for rent.Now it is completely empty. However, we can deliver it fully furnished for 120,000. Deposit and commission required.Translated from Armenian",Dec-15-2022_21-10,By agreement,3,Yes,No,Not included,2 months,Outdoor parking,,Water Heater,Yard view,,https://list.am/en/item/18157641
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,4,Not available,Old Renovation,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"AS127:K. A 3-room apartment on the 4th floor is for rent on Vazgen First Street, Etchmiadzin. The natural one is provided with communal conditions. Partial furniture is available. The cost is AMD 100,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,6,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18456752
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,3,Not available,Euro Renovation,"Mesrop Mashtots street, Vagharshapat",$650 monthly,USD,An apartment with property and equipment is for rent in Etchmiadzin. We can lookWILL BE FREE FROM OCTOBER 16Short term not availableTranslated from Armenian,Dec-15-2022_21-10,,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18432961
Bricks,Yes,Not available,5,65 sq.m.,2,1,from 2.7 m,3,Not available,Cosmetic Renovation,"Улица Маштоца, Армавир","160,000 ֏ monthly",AMD,"Отличное место расплложения, 15 мин до еревана, в квартире все готово для проживания, бытавая техника, мебель все присутсвуетОстольные вопросы по телефону!",Dec-15-2022_21-10,,4,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/18447183
