Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Stone,No,Not available,4,"Intercom entry, playground",Outdoor parking,65 sq.m.,2,1,from 3 m,2,Closed balcony,Available,Major Renovation,"Television, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron",Yard view,4,Negotiable,No,Not included,By Agreement,Lorri › Vanadzor,"180,000 ֏ monthly",AMD,"Квартира находится в центре города. В пошаговой доступности магазины, рынок, школа, больница, центр. Парк. Рядом церковь. Чистый воздух",Dec-15-2022_21-11,https://list.am/en/item/18669462
Stone,No,Not available,4,,,55 sq.m.,2,1,from 3 m,1,Not available,Available,Major Renovation,,,,4,Yes,Yes,Not included,1 month,"Myasnikyan street 12, Vanadzor","250,000 ֏ monthly",AMD,"Сдается в аренду двухкомнатная квартира в центре города, очень высокий первый этаж. Всё в пешей доступности! В квартире новый ремонт, вся необходимая мебель и бытовая техника! В рублях 40.000. В этом же здании есть и вторая квартира 70кв метров. По всем вопросам пишите или звоните по ватсап или вайбер.",Dec-15-2022_21-11,https://list.am/en/item/18509328
Stone,No,Not available,4,,,70 sq.m.,4,2,from 3 m,1,Closed balcony,Available,Major Renovation,,,,4,Yes,Yes,Not included,1 month,"Myasnikyan street 12, Vanadzor","200,000 ֏ monthly",AMD,"Сдаётся квартира в центре города Ванадзор, на длительный срок. Солнечная сторона, все условия для хорошей жизни! Для дополнительной информации пишите или звоните по ватсапу! Цена в рублях 35.000.Есть и вторая квартира в том же здании! С новым ремонтом и хорошей мебелью и техникой! Подробности по переписке.",Dec-15-2022_21-11,https://list.am/en/item/18386061
Stone,No,Not available,5,Intercom entry,Outdoor parking,100 sq.m.,3,1,from 2.7 m,5,Open balcony,Available,Euro Renovation,"Television, internet","Fridge, stove, coffee maker, washing machine, iron, hair dryer","Yard view, street view",2,Negotiable,No,Not included,By Agreement,"Tigran Mets Avenue 50, Vanadzor","250,000 ֏ monthly",AMD,"Located next to the gallery, warm and sunny apartmentTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18634133
Stone,No,Not available,5,,,50 sq.m.,1,1,from 2.6 m,5,Closed balcony,Partial Furniture,Euro Renovation,,,Yard view,3,Yes,Negotiable,Not included,By Agreement,"Կարեն Դեմիրճյան փողոց 7, Վանաձոր","80,000 ֏ monthly",AMD,"A 1-room niche apartment is for rent in Karen Demirchyan 7 building. It is on the 5th floor. The roof has been changed, the windows are euro, the door is iron. With all utilities, newly renovated, the kitchen furniture is new. Long-term option is desirable. The price is AMD 80,000.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18676987
Panels,No,Not available,5,,,87 sq.m.,4,1,from 2.7 m,5,Not available,Available,Euro Renovation,,,,7,Yes,Yes,Not included,Without prepayment,"Agayan street, Vanadzor","100,000 ֏ monthly",AMD,"Квартира находится в отличном состоянии, остальные вопросы по звонку",Dec-15-2022_21-11,https://list.am/en/item/18532360
Panels,No,Available,9,,,80 sq.m.,3,1,from 2.75 m,9,Not available,Available,Designer Renovation,,,,4,Yes,No,Not included,1 month,"Tigran Mets Avenue 59, Vanadzor","220,000 ֏ monthly",AMD,"Սեփանակատիրոջ կողմից Վանաձորի ամենաբանուկ հատվածում տրվում է վարձով գեղեցիկ կապիտալ վերանորոգված և ամբողջությամբ կահավորված 3 սենյականոց բնակարան։Բնակարանը կահավորված է որակյալ գույքով և կենցաղային տեխնիկայով, սպասքով։Մշտական սառը և տաք ջուր, ինքնավար ջեռուցում։От собственника в самом оживленном районе Ванадзора сдается красивая, полностью обставленная 3-х комнатная квартира.Квартира оснащена качественной мебелью, бытовой техникой, посудой.Постоянная холодная и горячая вода, автономное отопление.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18526200
Stone,No,Not available,5,,,76 sq.m.,4,1,from 2.75 m,2,Not available,,Major Renovation,,,,4,Yes,No,Not included,By Agreement,"Sukhumi street 14, Vanadzor","150,000 ֏ monthly",AMD,Utility with all amenitiesTranslated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18514406
Stone,No,Not available,1,,Outdoor parking,50 sq.m.,2,1,from 2.75 m,1,Not available,Available,Partial Renovation,"Television, internet, parking space","Fridge, stove, washing machine, iron, hair dryer",Yard view,2,Yes,No,Included,By Agreement,"Grigor Lusavorich street, Vanadzor","10,000 ֏ daily",AMD,"СДАЮ ЧАСТНЫЙ ДОМ. Посуточно в центре города!В доме есть все коммуникации, так же посуда и всё необходимое для проживания! .Есть Wi-fi...С отоплением бакси.Общий двор. Парковка. Интересующие Вас вопросы можете задать по телефону!",Dec-15-2022_21-11,https://list.am/en/item/18404501
Panels,No,Not available,5,,,67 sq.m.,2,1,from 3 m,5,Open balcony,Available,Cosmetic Renovation,,,,4,Yes,Yes,By Agreement,1 month,"Улица Лазян 25, Ванадзор","140,000 ֏ monthly",AMD,"Сдается двух комнатная квартира в центре города, рядом почта, парк.В квартире все есть для проживания.Расматриваем с животными, но цена будет другая.",Dec-15-2022_21-11,https://list.am/en/item/18506074
Stone,No,Not available,5,,,65 sq.m.,2,1,from 3 m,3,Multiple balconies,Available,Partial Renovation,,,,3,Yes,Yes,Not included,1 month,"Knunyants street 48, Vanadzor","70,000 ֏ monthly",AMD,With utilities and household itemsTranslated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18539002
Stone,No,Not available,5,,,75 sq.m.,3,1,from 2.8 m,4,Open balcony,Available,Cosmetic Renovation,,,,8+,Yes,No,Not included,1 month,"Գրիգոր Նարեկացու փողոց 6, Վանաձոր","80,000 ֏ monthly",AMD,"A 3-room apartment is urgently for rent in the city of Vanadzor, in the 3rd part. The apartment is sunny. The bathroom is renovated. Urgent, negotiable.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18510094
Stone,Yes,Not available,4,,,85 sq.m.,3,1,from 2.8 m,3,Open balcony,Available,Designer Renovation,,,,5,Yes,Yes,Not included,By Agreement,Lorri › Stepanavan,"145,000 ֏ monthly",AMD,"Վարձով է տրվում բնակարան Ստեփանավան քաղաքի կենտրոնում, Գարեգին Նժդեհի փողոում։ Բոլոր սենյակները բավականին ընդարձակ են և արևկող։ Առկա է բաց պատշգամբ։ Տրվում է կահույքի, տեխնիկայի, խոհանոցային պարագաների հետ միասին։Сдается трёхкомнатная квартира, в центре города Степанаван, в новостройке. Квартира полностью обставлена, включая: ТВ, холодильник, стиральная машина, посуда,отопление + горячая вода,Рядом все необходимое: Магазины, рынок, банк.",Dec-15-2022_21-11,https://list.am/en/item/18525005
Stone,No,Not available,5,,,64 sq.m.,2,1,from 2.6 m,4,Open balcony,Available,Old Renovation,,,,3,Yes,No,Not included,By Agreement,"Улица Карена Демирчяна, Ванадзор","70,000 ֏ monthly",AMD,"Квартира имеет 2 комнаты с нишей, ванна с туалетом, большая кухня, холодильник, телевизор, есои нужен интернет то можем сделать, так же большая спальная комната.",Dec-15-2022_21-11,https://list.am/en/item/18569961
Stone,No,Not available,5,,,82 sq.m.,3,1,from 2.7 m,1,Open balcony,Available,Euro Renovation,"Television, internet","Fridge, stove, washing machine, water Heater",Street view,5,Yes,No,Not included,2 months,Lorri › Vanadzor,"200,000 ֏ monthly",AMD,The apartment is renovated and furnished. It has a heating system; It is located next to Vanadzor square.Translated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18661694
Stone,No,Not available,5,,Outdoor parking,49 sq.m.,1,1,from 2.8 m,4,Closed balcony,Available,Cosmetic Renovation,,Stove,"Street view, city view, park view",4,Negotiable,No,Not included,1 month,"Nersisyan district, Vanadzor","50,000 ֏ monthly",AMD,One room. It has a nisha.,Dec-15-2022_21-11,https://list.am/en/item/18701333
Stone,Yes,Not available,5,Playground,Outdoor parking,68 sq.m.,2,1,from 2.8 m,2,Not available,Available,Cosmetic Renovation,Television,"Fridge, stove, microwave, washing machine, water Heater",,8+,Negotiable,Negotiable,Included,By Agreement,Lorri › Vanadzor,"120,000 ֏ monthly",AMD,"Apartment for rent, address: Teryan 7/17, the apartment has all utilitiesHeating system of BaksiGas stoveTelevisionRefrigeratorTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18686678
Panels,No,Available,9,Playground,Outdoor parking,70 sq.m.,2,2,from 3 m,5,Closed balcony,Available,Major Renovation,"Television, internet","Fridge, stove, washing machine, water Heater","Yard view, street view",2,Negotiable,No,Not included,1 month,"Ուսանողական փողոց, Վանաձոր","75,000 ֏ monthly",AMD,"Opposite district, for rent under a long-term, cadastral contract. Call, write whattsap ev vi erTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18700169
Stone,No,Not available,2,,Outdoor parking,65 sq.m.,2,1,from 2.6 m,1,Not available,Available,Major Renovation,"Internet, parking space","Fridge, stove, washing machine, water Heater",,3,Negotiable,No,Not included,By Agreement,Lorri › Vanadzor,"180,000 ֏ monthly",AMD,"Տրվում է վարձով 2 սենյականոց արեւոտ, տաք, կապիտալ վերանորոգված ու չբնակեցված բնակարան։ Ունի ջեռուցման համակարգ, բացարձակ նոր կահույք եւ տեխնիկա։Сдается 2-комнатная квартира (1 этаж) в районе Димас.*капитальный ремонт,*Мебель и оборудование абсолютно новые,* со всеми коммунальными услугами,*с системой отопления,* очень солнечно и тепло",Dec-15-2022_21-11,https://list.am/en/item/18700111
Panels,No,Available,9,,,68 sq.m.,3,1,from 2.8 m,2,Multiple balconies,Available,Euro Renovation,Television,"Fridge, stove, washing machine","Yard view, street view, city view, park view",5,Yes,No,Not included,1 month,"Tigran Mets Avenue 34, Vanadzor","200,000 ֏ monthly",AMD,"Բնակարանը գտնվում է Վանաձոր քաղաքի ամենակենտրոնում, առկա է բաց պատշգամբ դեպի Արցախ պուրակ, բաքսի, կենցաղային անհրաժեշտ գույք և տեխնիկա և այլն: Ազատվելու է հունվարի 1֊ից:Сдается в аренду трехкомнатная квартира в самом центре города, второй этаж. Всё в пешей доступности! В квартире новый ремонт, вся необходимая мебель и бытовая техника, бакси! Квартира сдается с 1-ого января.",Dec-15-2022_21-11,https://list.am/en/item/18693218
Panels,No,Available,9,,,65 sq.m.,2,1,from 2.8 m,6,Open balcony,Available,Euro Renovation,,,,4,Yes,No,Not included,1 month,"Agayan street, Vanadzor","100,000 ֏ monthly",AMD,"A 2-room apartment is for rent, close to the center, with all utilities and necessary property.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18426094
Stone,No,Not available,4,,,55 sq.m.,2,1,from 3.2 m,1,Closed balcony,,Partial Renovation,,,,,,,,,"Garegin Nzhdeh Street 11, Vanadzor","100,000 ֏ monthly",AMD,"Сдаётся квартира в центре Ванадзора, со всеми удобствами. Депозит. Звонить с 11:00-21:00",Dec-15-2022_21-11,https://list.am/en/item/18417227
Stone,No,Not available,5,,,74 sq.m.,3,1,from 3 m,1,Not available,Available,Cosmetic Renovation,"Television, internet","Fridge, stove, microwave, washing machine, water Heater","Street view, park view",4,Yes,No,Not included,1 month,"Moskovyan street, Vanadzor","150,000 ֏ monthly",AMD,"В городе ВАНАДЗОР от собственника сдаётся уютная 3-х комнатная квартира недалеко от центра города (2-2.5км) Квартира полностью обеспечена техникой (стиральная машина, холодильник, телевизор, интернет и Т. Д.) и мебелью. В квартире так же присутствует индивидуальная система отопления, ванная комната и туалет отдельно. Рядом находятся продуктовый и фруктовые магазины, почта, аптека. Сдаётся гостей без животных, минимум срок аренды 6 месяца, с обязательным депозитом. Для получения дополнительной информации можете позвонить.",Dec-15-2022_21-11,https://list.am/en/item/18629923
Panels,No,Available,9,,,65 sq.m.,2,1,from 2.6 m,6,Open balcony,Available,Cosmetic Renovation,,,,4,Yes,No,Not included,2 months,"Nersisyan lane, Vanadzor","100,000 ֏ monthly",AMD,"Տրվում է վարձակալության 2-3 սենյականոց բնակարան Վանաձոր քաղաքում, Ներսիսյան նրբանցքում, կոմունալ հարմարություններով, վերանորոգված, փակ և բաց պատշգամբով:Сдается 2-3 комнатная квартира в городе Ванадзоре, со всеми удобствами.Для получения дополнительной информации позвоните.",Dec-15-2022_21-11,https://list.am/en/item/18530330
Monolith,Yes,Not available,4,,,100 sq.m.,4,1,from 3 m,3,Closed balcony,Available,Major Renovation,"Television, internet, parking space","Fridge, stove, coffee maker, washing machine, water Heater, iron","Yard view, street view, city view",5,Yes,No,Not included,By Agreement,"Վիրահայոց փողոց 78Ա, Ստեփանավան","130,000 ֏ monthly",AMD,"With all utilities, constant hot and cold water, gas heating, fully furnished.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18454768
Panels,Yes,Not available,5,,,65 sq.m.,3,1,from 2.8 m,1,Open balcony,,No Renovation,,,,4,Yes,Yes,By Agreement,By Agreement,"Baghramyan avenue, Vanadzor","40,000 ֏ monthly",AMD,"There is gas in the house. For other questions, you can write or call.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18532583
Stone,No,Not available,1,,,90 sq.m.,3,1,from 3.5 m,1,Not available,,Euro Renovation,,,,,,,,,"Taterakan street 2, Vanadzor","$1,000 monthly",USD,Сдается в аренду новий квартира + офис с мебелю,Dec-15-2022_21-11,https://list.am/en/item/18392239
Monolith,No,Available,9,,,64 sq.m.,2,1,from 2.8 m,7,Open balcony,Available,Partial Renovation,,"Fridge, stove, washing machine",,4,Yes,No,Not included,By Agreement,"Stepan Zoryan street 21, Vanadzor","70,000 ֏ monthly",AMD,"Sunny house, with all utilities, in the city center.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18537747
Panels,No,Not available,4,,,68 sq.m.,2,1,from 2.8 m,3,Closed balcony,Available,Cosmetic Renovation,,,,3,Yes,No,Not included,By Agreement,Lorri › Alaverdi,"60,000 ֏ monthly",AMD,"Apartment for rent c. In the Baghramyan district of Alaverdi, it is a 2-room apartment with all utilities. It is also available for daily rent. For details, call the following phone numberTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18539749
Stone,No,Not available,5,,,75 sq.m.,3,1,from 2.6 m,5,Not available,Available,Partial Renovation,Television,"Fridge, stove, washing machine, water Heater, iron",,6,Yes,Yes,Not included,By Agreement,"Chukhajyan street 58, Vanadzor","50,000 ֏ monthly",AMD,Call for detailsTranslated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18660053
Stone,No,Not available,5,,"Outdoor parking, garage",60 sq.m.,2,1,from 3.2 m,4,Open balcony,Available,Old Renovation,"Television, internet, parking space","Fridge, stove, washing machine, water Heater, iron","Yard view, street view, city view",1,Yes,No,By Agreement,By Agreement,"Квартал Нерсисян 11, Ванадзор","70,000 ֏ monthly",AMD,"Տրվում է վարձակալությամբ կոմունալ բոլոր հարմարություններով: Ցանկալի է զույգերի: Ջեռուցումը - գազի պեչկ: Արևկող: Գնայինը վերջնական չի.2-комнатная квартира в аренду. Желательно семейным парам, без животных.Есть газовая печь для отопления.Есть все комунальные условия.Также есть гараж. Цена неокончательная.",Dec-15-2022_21-11,https://list.am/en/item/18683378
Monolith,Yes,Available,9,,,55 sq.m.,2,1,from 2.8 m,8,Open balcony,,Major Renovation,,,,,,,,,"Narekaci street, Vanadzor","170,000 ֏ monthly",AMD,"It is offered with the property, completely renovated, sunny all day, the elevator always works, call for details. Owner:Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18379990
Stone,No,Available,9,Playground,Outdoor parking,100 sq.m.,4,1,from 2.75 m,6,Open balcony,Available,Partial Renovation,"Television, internet","Fridge, stove, microwave, washing machine, iron","Yard view, city view, park view",7,Yes,No,Not included,By Agreement,"Tigran Mets Avenue 34, Vanadzor","130,000 ֏ monthly",AMD,"Квартира в центре города, Удобные условия проживания остальные вопросы по телефону",Dec-15-2022_21-11,https://list.am/en/item/18596985
Stone,No,Not available,5,,,76 sq.m.,2,1,from 2.75 m,1,Open balcony,Available,Cosmetic Renovation,,,,5,Yes,No,Not included,1 month,"Tigranyan street, Vanadzor","180,000 ֏ monthly",AMD,"A 2-room apartment is for rent, newly cosmetically renovated and uninhabited. It can accommodate up to 5 people. All utilities are available in the apartment. For details, call the indicated phone number.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18506277
Stone,No,Not available,5,,,65 sq.m.,2,1,from 2.75 m,4,Closed balcony,Available,Major Renovation,"Television, internet",Water Heater,"Street view, city view",5,Yes,No,Not included,Without prepayment,"Տիգրան Մեծ պողոտա, Վանաձոր","90,000 ֏ monthly",AMD,"VANADZORAn apartment is for rent in Vanadzor, on Tigran Metsi street (Taxis)The apartment is completely renovated, has all utilities, furniture and household appliances are availableTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18632803
Stone,No,Not available,4,,,46 sq.m.,1,1,from 2.8 m,4,Open balcony,Available,Euro Renovation,"Television, internet, parking space","Fridge, stove, washing machine, water Heater, iron, hair dryer",Street view,2,Yes,Yes,Not included,1 month,"Teryan stret, Vanadzor","120,000 ֏ monthly",AMD,В центре города. Мебель и техника новая.,Dec-15-2022_21-11,https://list.am/en/item/18642494
Stone,No,Not available,5,,,80 sq.m.,3,1,from 2.7 m,2,Open balcony,Available,Euro Renovation,"Television, internet","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view",4,Yes,No,Not included,2 months,"Nersisyan district 6, Vanadzor","90,000 ֏ monthly",AMD,"3-room apartment for rent in Bangladesh district. The apartment has furniture, curtains, appliances, dishes, everything for living. The house is very sunny, very close to the bus stop, also suitable for students.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18673162
Stone,No,Not available,5,,,59 sq.m.,2,1,from 2.75 m,4,Closed balcony,Available,Cosmetic Renovation,,,,4,No,No,Not included,1 month,"Narekaci street, Vanadzor","70,000 ֏ monthly",AMD,For more information call.Translated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18462081
Stone,Yes,Not available,2,Intercom entry,Outdoor parking,60 sq.m.,3,2,from 3 m,2,Not available,Available,Designer Renovation,"Television, air conditioner, internet, parking space","Fridge, stove, coffee maker, washing machine, water Heater, hair dryer","Yard view, street view, city view, park view",4,Yes,No,Included,1 month,"Улица Саят-Нова 10, Ванадзор","200,000,200 ֏ monthly",AMD,"Сдается квартиры в новом элитном доме, территория охраняется, ведётся круглосуточное видеонаблюдение.На территории имеется парковка, терраса, барбекю, прачечная, мини бар.Есть бесплатный интернетApartments for rent in a new elite building, the territory is guarded, round-the-clock video surveillance is conducted.On the territory there is parking, terrace, barbecue, laundry, mini bar.There is free internet",Dec-15-2022_21-11,https://list.am/en/item/18037231
Stone,No,Not available,5,,Outdoor parking,78 sq.m.,2,1,from 2.8 m,4,Open balcony,Available,Major Renovation,"Television, internet, parking space","Fridge, stove, washing machine","Yard view, street view, city view",4,Yes,No,Not included,By Agreement,"Batumi street 15, Vanadzor","140,000 ֏ monthly",AMD,"Сдаётся просторная двухкомнатная квартира с евроремонтом и мебелью. Обеспечены все коммуникации, постоянная горячая и холодная вода, газ, электричество, интернет и индивидуальная система отопления.Квартира находится в центральной части города.",Dec-15-2022_21-11,https://list.am/en/item/18669371
Stone,No,Not available,2,,Outdoor parking,74 sq.m.,3,1,from 3.2 m,2,Open balcony,Available,Partial Renovation,Television,"Fridge, stove, coffee maker, washing machine",Street view,4,Yes,No,Not included,By Agreement,"Batumi street 5, Vanadzor","100,000 ֏ monthly",AMD,"3-room apartment for rent in Vanadzor, on Batumi street. There is a partial repair. There is hot and cold water. It is equipped with necessary appliances and furniture.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18662582
Panels,No,Available,9,"Intercom entry, playground",Outdoor parking,97 sq.m.,4,1,from 2.6 m,3,Open balcony,By agreement,Euro Renovation,"Television, parking space","Fridge, stove, microwave, washing machine, water Heater, iron","Yard view, city view",4,Yes,No,Not included,2 months,Lorri › Vanadzor,"280,000 ֏ monthly",AMD,A comfortable apartment is for rent in the center of Vanadzor.Minimum rental period is 1 year.Translated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18660805
Monolith,No,Not available,4,,,90 sq.m.,3,2,from 3 m,4,Closed balcony,Available,Cosmetic Renovation,,,,7,Yes,Yes,Not included,1 month,"Տավրոսի 1-ին փողոց, Վանաձոր","150,000 ֏ monthly",AMD,For renthas all the amenities for living,Dec-15-2022_21-11,https://list.am/en/item/18411301
Stone,Yes,Not available,2,,,60 sq.m.,3,1,from 3 m,2,Open balcony,Available,Major Renovation,"Television, internet, parking space","Fridge, stove, coffee maker, washing machine, drying machine, iron","Yard view, street view, city view",5,Yes,Yes,Not included,By Agreement,"Եկեղեցու փողոց 4, Ստեփանավան","130,000 ֏ monthly",AMD,"It is located in the center of the city, next to the church. The house has all utilities: Gas, hot and cold water/permanent/, heating. It is fully furnished, including kitchen utensils, washing machine, etc.There is a parking space in the yard. It has an open balcony for relaxation.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18454662
Stone,No,Not available,5,,,25 sq.m.,6,1,from 2.5 m,2,Closed balcony,Available,Old Renovation,,,,3,Yes,Negotiable,By Agreement,6 months,"Կարեն Դեմիրճյան փողոց 16, Վանաձոր","50,000 ֏ monthly",AMD,"The photos of the rooms and floor plan are attached to the description. The rent for 6 months will be paid from the beginning with a monthly payment of 50,000 drams. For details, please call the indicated phone number. Thank you.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18626065
Stone,Yes,Not available,4,,,65 sq.m.,2,1,from 2.7 m,2,Open balcony,,Cosmetic Renovation,,,,4,Yes,Yes,Not included,By Agreement,"Տարոն-4 թաղամաս, Վանաձոր","130,000 ֏ monthly",AMD,"Сдаётся 2-х комнатная квартира по адресу город Ванадзор Квртал Тарон 4.Сделан ремонт, есть все коммуникации, в квартире так же присутствует индивидуальная система отопления.Квартира предоставляется вместе с имуществом. Второй этаж, есть открытой балкон.Цена 130000 драмов или 350 долларов.",Dec-15-2022_21-11,https://list.am/en/item/18484652
Stone,No,Not available,5,,Outdoor parking,42 sq.m.,2,1,from 2.8 m,3,Not available,Available,Euro Renovation,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, dishwasher, washing machine, water Heater, iron, hair dryer",Yard view,6,Yes,Yes,By Agreement,By Agreement,"Улица Чухаджяна 56, Ванадзор","12,000 ֏ daily",AMD,"Внимание: - Квартира пока не готова к сдаче так как она в данный момент ремонтируется и будет готова к сдаче в конце Ноября-в начале декабря этого года. Будет выглядеть примерно как на указанных фотографий…Квартира будет оснащена всем необходим (Мебель, техника, интернет и т. Д.) Квартира находиться в очень спокойном и чистом районе на набережной в районе джунглинер. До центра на автомобиле примерно 5 минут езды. Возможна сдача на долговременное проживание, желательно русским. Спешите бронировать заранее…",Dec-15-2022_21-11,https://list.am/en/item/18490442
Stone,Yes,Not available,5,,,72 sq.m.,3,1,from 2.8 m,2,Open balcony,,Cosmetic Renovation,,,,4,Yes,No,Not included,By Agreement,"Grigor Lusavorich street, Vanadzor","120,000 ֏ monthly",AMD,The apartment is located on the 2nd floor of a 5-story building. The bedrooms are sunny. It has an open balcony. Water is permanent. It has all utilities (including heating system)Translated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18583810
Panels,No,Available,9,,,64 sq.m.,2,1,from 2.8 m,3,Open balcony,Available,Euro Renovation,"Television, internet","Fridge, stove, washing machine, water Heater",Yard view,4,Yes,No,Not included,By Agreement,"Moskovyan street 64, Vanadzor","150,000 ֏ monthly",AMD,A 2-room apartment is for rent at 64 Moskovyan St.Translated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18601145
Stone,No,Not available,5,,,65 sq.m.,2,1,from 2.8 m,1,Multiple balconies,Available,Cosmetic Renovation,,,,8+,Yes,Yes,Not included,1 month,Lorri › Vanadzor,"70,000 ֏ monthly",AMD,"A two-room apartment is for rent in a busy district for AMD 50,000 per monthTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18580024
Bricks,Yes,Not available,4,,,120 sq.m.,3,1,from 2.8 m,4,Not available,,Designer Renovation,,,,2,No,No,Not included,1 month,Lorri › Vanadzor,"250,000 ֏ monthly",AMD,"It is in perfect condition, ready to live, see the rest in the picturesTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18459438
Stone,No,Not available,5,,,100 sq.m.,4,1,from 2.75 m,5,Open balcony,,Major Renovation,,,,4,Yes,No,Not included,1 month,"Grigor Lusavorich street, Vanadzor","250,000 ֏ monthly",AMD,"4 սենյականոց բնակարան Գրիգոր Լուսավորիչ փողոցում, 100 ք. Մ. , բարձր առաստաղներ, 5/5 հարկ, կապիտալ վերանորոգված։Առկա է լվացքի մեքենա, աման լվալու մեքենայով, սառնարանով, գազոջախ, էլեկտրական վառարան, միկռոալիքային վառարան, հեռուստացույց, բուխարի, 2 խոհանոց։4-комнатная квартира по улице Григора Лусаворича, 100 кв. М. , высокие потолки, 5/5 этаж, евроремонт. Есть стиральная машина, посудомоечная машина, холодильник, газовая плита, электроплита, микроволновая печь, телевизор, камин, 2 кухни.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18424646
Panels,No,Available,9,,,80 sq.m.,4,1,from 2.5 m,8,Open balcony,,Partial Renovation,,,,4,Yes,No,Not included,1 month,"Moskovyan street, Vanadzor","120,000 ֏ monthly",AMD,For more information callTranslated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18467626
Stone,No,Not available,4,,,78 sq.m.,3,1,from 2.75 m,1,Open balcony,,Partial Renovation,,,,4,Yes,Yes,Not included,1 month,"Улица Газароса Агаяна 83, Ванадзор","85,000 ֏ monthly",AMD,"Сдается трёхкомнатная квартира. Квартира меблирована, имеется холодильник, стиральная машинка, газовая плита, система отопления и подогрева воды Baxi. Дополнительно оплачиваются коммунальные услуги (газ, свет, вода) по счётчикам. Нужен страховой депозит в размере месячной оплаты. Можно с питомцем.",Dec-15-2022_21-11,https://list.am/en/item/18429936
Stone,No,Not available,1,,,75 sq.m.,3,1,from 2.8 m,1,Open balcony,,Euro Renovation,,,,5,Yes,Yes,Not included,1 month,"Րաֆֆու փողոց 3, Ստեփանավան","50,000 ֏ monthly",AMD,Сдается 3 комнатная квартираВ доме есть техника и мебельЦена за месяц 50000драм,Dec-15-2022_21-11,https://list.am/en/item/18546972
Panels,No,Not available,4,,,105 sq.m.,5,1,from 2.8 m,2,Closed balcony,,Cosmetic Renovation,,,,6,Yes,No,Not included,2 months,"Sankt Peterburg street, Vanadzor","150,000 ֏ monthly",AMD,"Сдается дом в городе Ванадзор. Очень просторная квартира. Санузел и комната бани новый ремонт. Отопление тоже есть поставлена французкая отопительная система Биаси. Есть вся мебель для всех комнат, посуда тоже … + 10.000 и гараж тоже сдам. Есть большой подвал",Dec-15-2022_21-11,https://list.am/en/item/18501420
Monolith,No,Not available,5,,,72 sq.m.,3,1,from 2.6 m,3,Closed balcony,,Cosmetic Renovation,,,,8+,Yes,No,By Agreement,By Agreement,"Ղազարոս Աղայանի փողոց, Վանաձոր","60,000 ֏ monthly",AMD,"For other questions, call the indicated numberTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18543041
Monolith,Yes,Not available,4,,,100 sq.m.,4,1,from 2.7 m,2,Open balcony,,Euro Renovation,,,,2,No,No,Not included,By Agreement,"Տարոն-4 թաղամաս, Վանաձոր","100,000 ֏ monthly",AMD,"All utilities, property, heating are available.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18467851
