Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Stone,No,Not available,4,49 sq.m.,1,1,from 2.8 m,3,Not available,Major Renovation,"Minas Avetisyan street, Gyumri","120,000 ֏ daily",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-54,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/16255093
Stone,No,Not available,3,50 sq.m.,1,1,from 3.2 m,1,Not available,Major Renovation,Shirak › Gyumri,"15,000 ֏ daily",AMD,"A completely newly renovated, uninhabited, furnished 1-room apartment with all utilities (internet, cable TV) is for daily rent in the center of Gyumri city.В центре г. 1-room apartment for rent in Gyumri with all amenities / new euro renovation, internet, cable television.Translated from Armenian",Nov-24-2022_17-54,Available,4,Yes,Negotiable,Included,By Agreement,"FRidge, stove, washing machine",,,TElevision,,https://list.am/en/item/18024825
Stone,Yes,Not available,4,85 sq.m.,3,1,from 3 m,4,Open balcony,Designer Renovation,"Սայաթ-Նովա փողոց 9, Գյումրի","300,000 ֏ monthly",AMD,The apartment is located in the city center...Translated from Armenian,Nov-24-2022_17-54,Available,2,No,No,Not included,1 month,,,,,,https://list.am/en/item/18311883
Stone,No,Not available,4,70 sq.m.,2,1,from 3 m,2,Not available,Major Renovation,"Улица Шаумяна 188А, Гюмри","250,000 ֏ monthly",AMD,"Квартира в центре города, рядом с площадью Вардананц со всеми удобствами.",Nov-24-2022_17-54,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18248704
Stone,No,Not available,4,70 sq.m.,2,1,from 3 m,2,Not available,Major Renovation,"Улица Шаумяна 188А, Гюмри","230,000 ֏ monthly",AMD,"Сдается 2-х комнатная квартира на длительный срок, в центре города, рядом с площадью Вардананц. В квартире холодильник, стиральная машина, газовая плита, wi fi, постельные принадлежности, паровое отопление, новый ремонт. Всё в идеальном состоянии. Квартира предусмотрено для троих.Վարձով է տրվում բնակարան Գյումրիում, քաղաքի կենտրոնում, Վարդանանց հրապարակի հարևանությամբ։Բնակարանը վերանորոգված է, ապահովված կոմունալ բոլոր հարմարություններով՝ մշտական տաք և սառը ջուր, անհատական ջեռուցման համակարգ։ Բնակարանում առկա է անկողնային պարագաներ և սպիտակեղեն, սպասք, ամբողջությամբ կահավորված, WI-Fi սառնարան, լվացքի մեքենա:",Nov-24-2022_17-54,Available,3,Yes,No,Not included,1 month,"FRidge, stove, coffee maker, washing machine","YArd view, street view",OUtdoor parking,"TElevision, internet, parking space",PLayground,https://list.am/en/item/18030375
Stone,Yes,Not available,1,35 sq.m.,1,1,from 3 m,1,Not available,Euro Renovation,"Վահան Տերյանի փողոց 95/6, Գյումրի","15,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ Օրավարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունIn the city center near the house-museum of S. D. Merkurov, a new-fangled apartment is rented by the dayThe apartment has all the necessary equipment, furniture, heating and refreshment systemsDepending on the number of days and guests, the price can be changedВ центре города рядом дом-музей С. Д. Меркурова посуточно сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освеженияВ зависимости от количества дней и гостей, цена может быть изменен",Nov-24-2022_17-54,,4,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/17575628
Stone,Yes,Not available,4,45 sq.m.,1,1,from 2.7 m,2,Open balcony,Designer Renovation,"Մուշ 2 թաղամաս 4/23, Գյումրի","100,000 ֏ monthly",AMD,"Сдается однокомнатная квартира в городе Гюмри, Муш 2 ул. Алабян 3. Со всеми удобствами.Недолгосрочно - от 3 до 6 месяцев 100 000 драм + депозитПо суточно 10 000 драм.Неделя 50 000 драм.Для подробностей звонить по телефону или viber С 10:00 до 20:00КВАРТИРА БУДЕТ СВОБОДНА С 04.12.2022Շտապ վարձով է տրվում բնակարան Գյումրի Մուշ 2 փող. Հալաբյան 3 - մեկ սենյականոց, կոմունալ բոլոր հարմարություններով, կահավորված, կենցաղային տեխնիկայով:Կարճաժամկետ `3-ից 6 ամիս 100,000 դրամ + դեպոզիտՕրական - 10,000 դրամ:Շաբաթական - 50,000 դրամ:Մանրամասների համար զանգել հեռ: Կամ viber ժամը 10: 00-ից 20:00ԱԶԱՏ ԿԼԻՆԻ 04.12.2022-իցFor rent one-room apartment in Gyumri, Mush 2 district st. Halabian 3. With all facilities.Short-term - from 3 to 6 months 100,000 drams + depozitDaily 10,000 drams.Weekly 50,000 dram.For details call or write viber From 10 a. M. To 8 p. M.It will be free from 04.12.2022",Nov-24-2022_17-54,Available,2,Yes,No,Not included,1 month,"FRidge, washing machine",,,"TElevision, internet",,https://list.am/en/item/17569251
Stone,Yes,Not available,5,65 sq.m.,2,1,from 2.8 m,5,Closed balcony,Old Renovation,"Khrimyan Hayrik Highway, Gyumri","200,000 ֏ monthly",AMD,Сдаётся двухкомнатная квартира на длительный срок со всеми удобствами. Вся бытовая техника и мебель новая,Nov-24-2022_17-54,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18347853
Stone,No,Not available,4,72 sq.m.,3,1,from 2.8 m,4,Closed balcony,Major Renovation,"Ghandilyan street 22ա, Gyumri","50,000 ֏ daily",AMD,"On the 4th floor of a 4-storey building in the square near the station, there is a new 3-room fully renovated apartment.Available for daily rent.The apartment is equipped with all utilities, Wi-Fi is availableTranslated from Armenian",Nov-24-2022_17-54,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18142296
Stone,No,Not available,2,75 sq.m.,3,1,from 2.8 m,1,Not available,Major Renovation,"13th Street 8/3, Gyumri","150,000 ֏ monthly",AMD,"Վարձով է տրվում 3 սենյականոցբ բնակարան Գյումրի քաղաքի Անի (58) թաղամասում, գերարագ ինտռնետ, կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում 3/2 հարկ: Չբնակեցված, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), հեռուստացույց, արդուկ, փոշեկուլ, ֆեն.Ավտոմեքենայի կայանատեղի:Բնակարանը պատրաստ կլինի վարձակալության 16.11.2022թ:Г. Гюмри. Ани м/р,Уютные апартаменты класса комфорт в новом доме. Супермаркеты, рынок, аптеки, банкоматы -рядом (200-600м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник, чайник,Кухонные принадлежности, посуда, утюг, фен, пылесос.Влажная уборка после каждого гостя. Новое постельное бельё и полотенца.Цена зависит от количества гостей, длительности проживания и сезона. Уточняйте окончательную стоимость по телефону. Квартира готова будет для проживания 16.11.2022г.ПРИ ЗАСЕЛЕНИИ ПРЕДЪЯВЛЯЕТСЯ ПАСПОРТ.Translated from Armenian",Nov-24-2022_17-54,,6,Yes,Yes,By Agreement,2 months,,,,,,https://list.am/en/item/18222654
Monolith,Yes,Not available,4,85 sq.m.,2,1,from 2.75 m,4,Closed balcony,Major Renovation,"Trdat Architector street, Gyumri","200,000 ֏ monthly",AMD,"Г. Гюмри. Сдается трехкомнатная квартира м/р Ани (58) Супермаркеты, рынок, аптеки, банкоматы -рядом (200-600м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник, чайник,Кухонные принадлежности, посуда, утюг, пылесос.Депозит.ПРИ ЗАСЕЛЕНИИ ПРЕДЪЯВЛЯЕТСЯ ПАСПОРТ.Վարձով է տրվում 3 սենյականոցբ բնակարան երկարատև հիմունքններով (1 տարի) Գյումրի քաղաքի Անի (58) թաղամասում, գերարագ ինտռնետ, կաբելային հեռուստատեսություն (DELTA TV), կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում, եվրոպատուհաններ, դիրքը՝ արևելք-արևմուտք, 2րդ հարկ, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), սառնարան, լվածքի մեքենա, հեռուստացույց, արդուկ, փոշեկուլ, ֆեն.Г. Гюмри.",Nov-24-2022_17-54,Available,8+,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/18200096
Panels,No,Not available,4,80 sq.m.,3,1,from 2.7 m,4,Closed balcony,Major Renovation,Shirak › Gyumri,"140,000 ֏ monthly",AMD,"Բնակարանը գտնվում է իդեալական վիճակում կոմունալ բոլոր հարմարություններով։ Ապահովված է տեխնիկայով հագեցած է կենցաղային բոլոր հարմարություններով' առկա է ջեռուցման baxi համակարգ։Բնակարանը գտնվում է Պարույր Սևակ Շիրակի պետական համալսարանի դիմաց։Մնացած հարցերի դեպքում զանգահարել նշված հեռախոսահամարներով։Квартира в отличном состоянии со всеми удобствами. Оснащен техникой, обеспечен всеми удобствами, есть автономная система отопления.Квартира расположена напротив Ширакского государственного университета.В случае возникновения других вопросов просьба звонить по указанным номерам телефонов.",Nov-24-2022_17-54,Available,3,No,No,Not included,1 month,,,,,,https://list.am/en/item/17853643
Monolith,Yes,Not available,4,50 sq.m.,1,1,from 2.7 m,2,Closed balcony,Cosmetic Renovation,"Trdat Architector street, Gyumri","12,000 ֏ daily",AMD,A one-room apartment is for rent in 58 district. It has all the amenities. Call for details.Translated from Armenian,Nov-24-2022_17-54,,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/17877015
Stone,Yes,Not available,5,52 sq.m.,1,1,from 2.8 m,5,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"150,000 ֏ monthly",AMD,Details by call:Code 7000900Translated from Armenian,Nov-24-2022_17-54,,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17623722
Stone,Yes,Not available,5,37 sq.m.,1,1,from 2.8 m,4,Open balcony,Major Renovation,"Միխայիլ Սալտիկով-Շեդրինի փողոց 7Ա, Գյումրի","12,000 ֏ daily",AMD,"An apartment for daily rent in Gyumri city is located 2 km from the center, it is equipped with property, appliances, hot and cold water, it is suitable for 2 people.Translated from Armenian",Nov-24-2022_17-54,,2,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18183692
Stone,No,Not available,4,78 sq.m.,3,1,from 3 m,1,Closed balcony,Euro Renovation,"Երևանյան խճուղի 133, Գյումրի","100,000 ֏ monthly",AMD,"For rent, a bright and spacious three-room apartment in Gyumri city. It is completely renovated, the windows and doors are Euro, it has a basement of 20 square meters, two hot tubs, constant hot and cold water, as well as WiFi Internet. The apartment is very warm, the position is facing the sun. And west facing. It is located on the first floor of a four-storey building, the entrance is separate from the outside. It is in perfect condition, it is sold together with the property. The apartment is located next to the King supermarket, there are many shops, cafes and parks nearby.Code 1334Translated from Armenian",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/18300805
Stone,No,Not available,4,80 sq.m.,3,1,from 3 m,2,Not available,Euro Renovation,"Gorki Street 67, Gyumri","15,000 ֏ daily",AMD,"A 3-room apartment with all utilities, appliances, dishes, bedding, cable TV and internet is for daily rent in the city center. The distance from the central square is only 500 meters. It is suitable for organizing a family holiday.Translated from Armenian",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/18136891
Stone,Yes,Not available,2,35 sq.m.,1,1,from 2.8 m,1,Open balcony,Designer Renovation,"Ջիվանի փողոց 72, Գյումրի","6,000 ֏ daily",AMD,"Comfortable, bright. (Adjacent to Florence Restaurant, Technopark.)Translated from Armenian",Nov-24-2022_17-54,Available,3,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/17727086
Stone,Yes,Not available,2,40 sq.m.,2,2,from 2.8 m,2,Open balcony,Major Renovation,"Ջիվանի փողոց 72, Գյումրի","5,000 ֏ daily",AMD,"It is located in the center of the city, next to the French restaurant, provided with all the conditions for a bright and comfortable restTranslated from Armenian",Nov-24-2022_17-54,Available,6,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/16343000
Panels,No,Not available,5,80 sq.m.,3,1,from 2.7 m,5,Open balcony,Old Renovation,"Khrimyan Hayrik Highway, Gyumri","50,000 ֏ monthly",AMD,"The apartment is in state condition. The apartment has permanent cold water, gas stove and partial property.Translated from Armenian",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/17554287
Stone,No,Not available,5,45 sq.m.,2,1,from 3 m,2,Not available,Major Renovation,"Sayat Nova avenue, Gyumri","10,000 ֏ daily",AMD,Fully renovated and with matching property.Translated from Armenian,Nov-24-2022_17-54,Available,5,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/18226003
Stone,No,Not available,4,40 sq.m.,1,1,from 2.7 m,1,Not available,Cosmetic Renovation,"Gorki Street, Gyumri","10,000 ֏ daily",AMD,"ЗанятоДо 20 декабряКвартира находится в центральной части ГюмриЕсть хороший интернет, телевидение с росс и местными каналами, отопление, горячая вода круглосуточно, кухня с газовой плитой где можно приготовить еду, нормальная ванная комната. Чистое постельное белье и полотенца.Translated from Armenian",Nov-24-2022_17-54,Available,4,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/17693784
Monolith,Yes,Not available,5,80 sq.m.,3,1,from 2.7 m,3,Multiple balconies,Euro Renovation,Shirak › Gyumri,"10,000 ֏ daily",AMD,"Բնակարանը վերանորոգված է, ապահովված է կոմունալ բոլոր հարմարություններով՝ մշտական տաք և սառը ջուր, անհատական ջեռուցման համակարգ։ Բնակարանում առկա է անկողնային պարագաներ և սպիտակեղեն, սրբիչներ, սպասք, ամբողջությամբ կահավորված` Հեռուստացույց, WI-Fi սառնարան, լվացքի մեքենա. Հարևանությամբ՝ սուպերմարկետ և այլ խանութներԿախված ամրագրված օրերից, ժամերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունКвартира с евроремонтом, обеспечена всеми коммунальными удобствами: Постоянная горячая-холодная вода, индивидуальная система отопления. В квартире есть постельное белье, полотенца, посуда, Телевизор, WI-Fi холодельник, стиральная машина. В непосредственной близости: Супермаркет и другие магазины.",Nov-24-2022_17-54,Available,4,Yes,Yes,By Agreement,By Agreement,,,,,,https://list.am/en/item/16264950
Panels,No,Available,3,34 sq.m.,1,1,from 2.5 m,2,Open balcony,Major Renovation,"Tigran Mets Avenue, Gyumri","7,000 ֏ daily",AMD,"Сдаю по суточно, (месячно) хорошую уютную и теплую квартиру в центре Гюмри, в квартире есть все необходимое.Хорошая мебель, удобства, душь, посуда, и все принадлежности. Звоните договоримся.",Nov-24-2022_17-54,Available,5,Yes,No,By Agreement,Without prepayment,"FRidge, stove, washing machine, iron, hair dryer",STreet view,,"TElevision, internet, parking space",,https://list.am/en/item/18329132
Stone,Yes,Not available,1,35 sq.m.,1,1,from 3 m,1,Not available,Euro Renovation,"Վահան Տերյանի փողոց 95/6, Գյումրի","15,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ Օրավարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունIn the city center near the house-museum of S. D. Merkurov, a new-fangled apartment is rented by the dayThe apartment has all the necessary equipment, furniture, heating and refreshment systemsDepending on the number of days and guests, the price can be changedВ центре города рядом дом-музей С. Д. Меркурова посуточно сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освеженияВ зависимости от количества дней и гостей, цена может быть изменен",Nov-24-2022_17-54,,4,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/17575641
Stone,Yes,Not available,1,48 sq.m.,2,1,from 2.5 m,1,Not available,Euro Renovation,"Վահան Տերյանի փողոց 98, Գյումրի","15,000 ֏ daily",AMD,"2 bedroom house for rentin the city center, euro-renovated all utilitieswith facilities, euro-renovated2-bedroom house for rent in the city center, eurorenovationWith all the communal amenitiesTranslated from Armenian",Nov-24-2022_17-54,,5,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18037510
Monolith,Yes,Not available,4,48 sq.m.,1,1,from 2.8 m,4,Open balcony,Cosmetic Renovation,"Квартал Муш 2 4/24, Гюмри","80,000 ֏ monthly",AMD,"Косметический ремонт, недвижомостью, и здается посуточно.",Nov-24-2022_17-54,Available,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18107442
Panels,No,Not available,5,50 sq.m.,1,1,from 2.5 m,1,Not available,Cosmetic Renovation,"Մուշ 2 թաղամաս 4/37, Գյումրի","80,000 ֏ monthly",AMD,Mush 2 apartment for rent with communal propertyTranslated from Armenian,Nov-24-2022_17-54,,3,Yes,No,Not included,6 months,,,,,,https://list.am/en/item/17799437
Stone,No,Not available,4,65 sq.m.,2,1,from 2.8 m,1,Open balcony,Cosmetic Renovation,"Gorki Street, Gyumri","10,000 ֏ daily",AMD,Квартира посуточно в городе Гюмри#Гюмри#квартира#здается#посуточно#hotel#,Nov-24-2022_17-54,,6,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/15503656
Stone,Yes,Not available,4,78 sq.m.,3,1,from 2.7 m,3,Closed balcony,Old Renovation,"Միխայիլ Սալտիկով-Շեդրինի փողոց 7Ա, Գյումրի","80,000 ֏ monthly",AMD,"2 + 1 room apartment for rent (Textile) in district 68. 1st floor, cable TV, gas, electricity, hot and cold water (24 hours), the bus stop is nearby. From the property: Sofa, table, wardrobe, bed, sink, gas stove, washing machine, refrigerator, cable TV, short term 100,000 AMD. (wifi) :Translated from Armenian",Nov-24-2022_17-54,By agreement,4,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17961376
Stone,Yes,Not available,4,48 sq.m.,1,1,from 2.8 m,1,Open balcony,Cosmetic Renovation,"Մուշ 2 թաղամաս 10/5, Գյումրի","150,000 ֏ monthly",AMD,Call for questionsTranslated from Armenian,Nov-24-2022_17-54,,8+,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/13169142
Panels,No,Not available,4,80 sq.m.,3,1,from 2.75 m,3,Closed balcony,Designer Renovation,"Квартал Арагац-2 3, Гюмри","180,000 ֏ monthly",AMD,Без животныхТолько с семьейНе звоните пожалуйстаЕсть Whatsapp,Nov-24-2022_17-54,,3,No,No,By Agreement,Without prepayment,,,,,,https://list.am/en/item/18065434
Stone,Yes,Not available,4,86 sq.m.,3,1,from 2.7 m,3,Open balcony,Cosmetic Renovation,"Yerevan Highway, Gyumri","250,000 ֏ monthly",AMD,"Apartment for rentc. Gyumri-Yerevan highway3 rooms86 square meters area4/3rd floorCosmetically refurbishedFirst lineUtility with all amenitiesWith a heating systemWith property and equipmentRental price: AMD 250,000Code 1010Translated from Armenian",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/17464536
Stone,No,Not available,4,70 sq.m.,3,1,from 2.8 m,1,Not available,Cosmetic Renovation,"Արագած փողոց 3Ա, Գյումրի","25,000 ֏ daily",AMD,Apartment for daily rent with all utilities in the heart of the cityTranslated from Armenian,Nov-24-2022_17-54,,5,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18064369
Stone,No,Not available,5,80 sq.m.,2,1,from 2.8 m,4,Open balcony,Cosmetic Renovation,"Shahumyan street, Gyumri","80,000 ֏ monthly",AMD,"Здается в аренду 2-х комнатная квартира в улице Гарегин улица Камо. Квартира ремонтированно,Природный газ, постоянная горячая и холодная вода.В квартире есть: Две спальни, ванная комната, туалет, кухня (посуда), стиральная машина-автомат, холодильник, газовая плита,Квартира комфортабельная и чистая.Translated from Armenian",Nov-24-2022_17-54,Available,4,Yes,Yes,Not included,1 month,"FRidge, washing machine, iron","YArd view, street view",,"TElevision, parking space",,https://list.am/en/item/18300800
Panels,No,Not available,4,56 sq.m.,2,1,from 2.7 m,3,Multiple balconies,Cosmetic Renovation,"Հաղթանակի պողոտա 4, Գյումրի","90,000 ֏ monthly",AMD,"Տրվում է վարձով բնակարան 2 սենյականոց, վերանորոգված, կահավորված, կոմունալ բոլոր հարմարություններով։Сдается 2-комнатная квартира с ремонтом, мебелью, всеми удобствами.",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/17530898
Stone,Yes,Not available,4,50 sq.m.,2,1,from 2.7 m,2,Not available,Euro Renovation,"Trdat Architector street 8ա, Gyumri","25,000 ֏ daily",AMD,"Օրավաձով բնակարան Գյումրի քաղաքի 58 թաղամասում:Տունը վերանորոգված է, ապահովված կոմունալ բոլոր հարմարություններով՝ մշտական տաք և սառը ջուր, անհատական ջեռուցման համակարգ։ Տանը առկա է անկողնային պարագաներ և սպիտակեղեն, սրբիչներ, սպասք, ամբողջությամբ կահավորված` Հեռուստացույց, WI-Fi սառնարան, լվացքի մեքենա:Дом в Гюмри, с евроремонтом, обеспечена всеми коммунальными удобствами: Постоянная горячая-холодная вода, индивидуальная система отопления. В доме есть постельное белье, полотенца, посуда, полностью меблирована: Телевизор, WI-Fi холодильник, стиральная машина.",Nov-24-2022_17-54,,3,Yes,No,Included,Without prepayment,,,,,,https://list.am/en/item/17419535
Stone,No,Not available,4,68 sq.m.,3,1,from 2.8 m,4,Open balcony,Major Renovation,"Լիսինյան փողոց 10/2, Գյումրի","150,000 ֏ monthly",AMD,"Կապիտալ նոր վերանորոգված, չբնակեցված, կոմունալ բոլոր հարմարություններով, ունի բաց պատշգամբ. Կահավորված, հարևանությամբ գտնվում է դպրոց, մանկապարտեզ, մթերային խանութններ",Nov-24-2022_17-54,,2,No,No,Not included,1 month,,,,,,https://list.am/en/item/18150937
Panels,No,Not available,5,120 sq.m.,3,1,from 2.6 m,4,Open balcony,Cosmetic Renovation,"Trdat Architector street 18, Gyumri","110,000 ֏ monthly",AMD,"Сдаётся трехкомнатная квартира на 4-м этаже 4-х этажного дома, в районе 58 в Гюмри.В квартире имеются:интернет Wi-Fi (4G +)все коммуникацииВ двух спальнях есть, шкаф двухместная кровать, стол в одном из спален. В зале есть диван с креслами, два стола со стульями и телевизор.На кухне стол, диван, стулья, холодильник и стиральная машина.100000 за месяц + депозит.Տրվում է բնակարան վարձակալություն կոմունալ բոլոր հարմարություններով, երկարաժամկետ բնակության համար (1 տարի և ավել) վարձակալության արժեքը 100000դրամ։",Nov-24-2022_17-54,Available,4,Yes,No,Not included,1 month,"FRidge, stove, washing machine, water heater","YArd view, street view",,"TElevision, internet",,https://list.am/en/item/18036326
Monolith,Yes,Not available,4,75 sq.m.,2,1,from 2.8 m,2,Open balcony,Euro Renovation,"Անի թաղամասի 3-րդ փողոց 1, Գյումրի","140,000 ֏ monthly",AMD,"The apartment is furnished, washing machine, refrigerator, TV, internet, all utensils, iron, electric kettle, vacuum cleaner, gas supply, all utilities, constant hot and cold water ․Translated from Armenian",Nov-24-2022_17-54,Available,3,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17209363
Stone,No,Not available,2,45 sq.m.,2,1,from 3.5 m,1,Not available,Cosmetic Renovation,Shirak › Gyumri,"120,000 ֏ monthly",AMD,Квартира находится возле вокзала. Գրեք կամ զանգեք նույն համարի watsapp-ին,Nov-24-2022_17-54,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/17982466
Panels,Yes,Not available,4,38 sq.m.,1,1,from 2.7 m,3,Not available,Partial Renovation,"Квартал Муш 2 4/32, Гюмри","55,000 ֏ monthly",AMD,"Արեւային կողմ, անհրաժեշտ պայմաններ կան, գեղեցիկ հարմարավետ բնակարանКвартира с солнечной стороной и необходимыми условиями.",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/17965164
Stone,Yes,Not available,4,56 sq.m.,2,2,from 2.8 m,4,Open balcony,Euro Renovation,Shirak › Gyumri,"140,000 ֏ monthly",AMD,The apartment will be free from the 1st of the monthTranslated from Armenian,Nov-24-2022_17-54,Available,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/16740420
Monolith,Yes,Not available,4,44 sq.m.,1,1,from 2.7 m,1,Not available,Cosmetic Renovation,Shirak › Gyumri,"60,000 ֏ monthly",AMD,1-room apartment with all utilities c. In Gyumri.Translated from Armenian,Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/18187850
Monolith,No,Not available,3,60 sq.m.,2,1,from 3 m,2,Open balcony,Cosmetic Renovation,"Aram Khachatryan Street 17, Gyumri","150,000 ֏ monthly",AMD,"A 2-room apartment of 60 square meters is for rent in Ani district. M. With an area located on the 2nd floor of a 4-storey residential building behind the Church. An iron door is installed, interior doors are made of wood, euro windows are installed. It is provided with round-the-clock water supply and gas supply. An individual heating system is installed. The bathroom and the kitchen are tiled. There is cable TV and internet. There are outdoor parking spaces for cars. All necessary shops are nearby.Translated from Armenian",Nov-24-2022_17-54,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18236520
Stone,No,Not available,3,74 sq.m.,3,1,from 2.8 m,1,Not available,Major Renovation,"Shirakatsi Street 201, Gyumri","300,000 ֏ monthly",AMD,"Рядом с историческим центром Гюмри с 1 НОЯБРЯ 2022 года с предварительным ЗАЛОГОМ на месяц сдается в аренду капитально отремонтированная трёхкомнатная квартира с отдельным входом на первом этаже. Квартира сдаётся минимум на 4 месяца. Общая площадь - 74 кв. М.2 спальни, кухня, гостиная, рабочий кабинет, санузел. Окна выходят на тихий дворик. В шаговой доступности центральный парк Горького, музеи, площадь Вардананц, рестораны и кафе.Квартира оснащена всем необходимым для комфортного проживания. В наличии постельное белье премиум класса, ортопедические матрацы, посуда, техника, а также кабельное телевидение и интернет.Вместимость - до 6 человек=====Գյումրի քաղաքում, պատմական կենտրոնին կից, տրվում է վարձով կապիտալ վերանորոգված առանձին մուտքով 3սենյականոց բնակարան բոլոր հարմարություններով առաջին հարկում: Ընդհանուր մակերեսը՝ 74 ք. Մ. , երկու ննջարան, խոհանոց, հյուրասենյակ, աշխատանքային սենյակ, սանհանգույց։ Պատուհանները դուրս են գալիս բակ։ Մոտակայքում են գտնվում կենտրոնական զբոսայգին, թանգարաններ, Վարդանանց հրապարակը, բազմաթիվ սրճարաններ և ռեստորաններ։ Բնակարանում առկա են օրթոպեդիկ ներքնակներ, բարձրորակ անկողնային պարագաներ, սպասք, տեխնիկա, նաև կաբելային հեռուստատեսություն և Wi-Fi:Բնակարանը նաև տրվում է օրավարձով, նախատեսված է մինչև 6 հոգու համար:=====An overhauled two-bedroom apartment with a separate entrance on the ground floor is for rent near the historical center of Gyumri. The total area is 74 sq. M. The apartment has 2 bedrooms, kitchen, living room, working cabinet, and bathroom. The windows overlook a quiet courtyard. Gorky Central Park, museums, Vardanants Square, restaurants and cafes are within walking distance.The apartment is equipped with everything necessary for a comfortable stay. Premium bed linen, orthopedic mattresses, dishes, appliances, as well as cable TV and Internet are available.Daily apartment rent is also possible.Total capacity - up to 6 people",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/18105805
