Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,450 sq.m.,3,8+,3+,,,Old Renovation,300 sq.m.,"Voskanyan street 14, Yerevan","$250,000",USD,"1 hall, 2 halls, 2 corridors, 2 bathrooms, 3 toilets, 4 balconies, 5 bedrooms, kitchen, garage, auxiliary building 193 sq. M. Meter, garden, permanent water, natural gas. It is also suitable for public purposes (private school, college, kindergarten, medical institution, office, etc.) Basement with a high staircase under the whole house, big hall, balcony, toilet on the 3rd floor. The house is made of pink tuff.Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/16678234
House,Monolith,200 sq.m.,1,4,1,Not available,Not available,No Renovation,100 sq.m.,"Այգեստան 11-րդ փողոց 1-ին նրբանցք 4, Երևան","$37,000",USD,Дом девочек из кино ттени. Все вопросы по телефону. Работы есть. Ремонт надо делать. Машина к дому не доходит с дороги до дома 100 метров.,Nov-24-2022_23-29,,,,https://list.am/en/item/17117626
House,Stone,515 sq.m.,3,6,3+,,,Major Renovation,,"Charents street, Yerevan","$450,000",USD,"3-storey 6-room private house. The house is newly renovated, first line (Total area - 515 square meters)Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17319829
House,Stone,662 sq.m.,1,8+,2,,1 spot,Partial Renovation,,"Գուրգեն Մահարի փողոց 36, Երևան","$85,000",USD,"The area of the house is 662 square meters, 1, there are 2 fruit trees for every plot of land, 3 small basins in the yard, 1 parking space for 1 car in the yard, 12 square meters.Inside the house1 bathroom 3 sq. M., corridor 2.60 long, 1.75 wide, kitchen 15 sq. M., dining room, 2 bedrooms 5-5 sq. M. Each, hall 16 sq. M.The second part of the househall 26 sq. M., room 8 sq. M., kitchen 8 sq. M., bathroom 3 sq. M., shop 30 sq. M., parking 12 sq. M.Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/16217080
House,Stone,450 sq.m.,3,6,3+,,,Major Renovation,800 sq.m.,Yerevan › Ajapnyak,"$520,000",USD,"A 4-storey private house is for sale in Ajapnyak, G-1 district, one of the floors is a mansard. The total area of the land is 800 square meters, the area of the building is 450 square meters. The house is fenced, the gates are remote controlled. Has individual heating system. The kitchen is a studio version, there are 4 bedrooms, two of which have an open balcony. The bathrooms are tiled, equipped with sanitary ware. The house has a well-kept orchard, a summer kitchen with a fireplace. There is a parking lot for 2 cars.Code G797Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17623427
House,Stone,80 sq.m.,1,3,1,,,Old Renovation,80 sq.m.,"Lazo Street, Yerevan","18,000,000 ֏",AMD,Located near Yerevan Mall.Translated from Armenian,Nov-24-2022_23-29,,,,https://list.am/en/item/17869547
House,Stone,90 sq.m.,1,3,1,,,Cosmetic Renovation,,Yerevan › Shengavit,"20,000,000 ֏",AMD,"Private house 90 sq. M., near Yerevan mallTranslated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/13202254
House,Stone,800 sq.m.,4+,8+,3+,,,Major Renovation,200 sq.m.,"Qeri street, Yerevan","$800,000",USD,"Capital built, very comfortable private house on the hill. The house has a fenced yard at the front of the house. Individual heating systems are installed on each floor separately. There is a barbecue upstairs. Sold with the entire property. There is a garage for 2 cars on the ground floor. Call for more details.Code 77607Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18075946
House,Monolith,310 sq.m.,3,6,3+,,,No Renovation,470 sq.m.,"Fanarjian street, Yerevan","$137,000",USD,"The building is located at the back of Interpol. The semi-basement part of the private house is built, there is a communication system. According to the approved project, the final appearance of the house is presented in the pictures, the total area of the house is 310 square meters (3 floors), and the land is 470 square meters. It is fenced.Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/15601991
House,Stone,110 sq.m.,1,4,2,Available,Not available,Euro Renovation,,"Nork 15-th street, Yerevan","$130,000",USD,"Նորքի 15 րդ փողոց 20 տուն. 600մ/ք ընդհանուր, տանիքը նոր փոխած, է 2010թ. Նաև փոխանակում Երևանից 20-30 կմ հեռավորության վրա սեփական տան հետ.",Nov-24-2022_23-29,,,,https://list.am/en/item/14292614
House,Monolith,360 sq.m.,2,7,2,,,Designer Renovation,1000 sq.m.,"Davit Bek street, Yerevan","$320,000",USD,"A fully renovated three-story private house is for sale on Davit Bek street.The area of the land is 1000 square meters.The area of the building is 360 square meters.1st floor:2 spacious unrenovated salons2 roomsstaircase2nd floor:Entrance hallliving room3 bedroomscloset roombathroomkitchenspacious balcony3rd floormansard* The mansion has: A large green and beautiful yard, a swimming pool, an outdoor pavilion, productive and decorative trees.* A drip irrigation system is installed.* The mansion is completely fenced.* A wonderful view of Mount Masis opens from the balcony.Selling price: 320,000 USDCode: AH-T63Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18307624
House,Stone,332 sq.m.,3,7,3+,,,Designer Renovation,280 sq.m.,Yerevan › Davitashen,"$460,000",USD,"A luxurious and stylish three-story private house is for sale in Davitashen district. The house is renovated in a designer style. The area of the land is 280 square meters, and the area of the residential building is 332 square meters.The mansion is fenced.There is a swimming pool and a cellar in the garden.4 open balconies.The floor of the 1st and 2nd floors is heated.* Video surveillance device.* 8 and 6 alarm systemSelling price: 460,000 USDCode: AH-T62Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18307539
House,Stone,300 sq.m.,3,6,3+,,,Euro Renovation,1000 sq.m.,"Gyulbenkyan street, Yerevan","$900,000",USD,Heating SystemCode 13890992Translated from Armenian,Nov-24-2022_23-29,,,,https://list.am/en/item/13890992
House,Stone,350 sq.m.,2,5,2,,,Major Renovation,,"Sevastopolian street, Yerevan","$1,000,000",USD,Բնակելին ՝ 350 քմՀողը՝ 200 քմ2 հարկ4 ննջասենյակբաց պատշգամբԱվտոտնակՄոտ է Կիևյան փողոցին,Nov-24-2022_23-29,,,,https://list.am/en/item/14774774
House,Stone,200 sq.m.,2,5,1,,,Partial Renovation,200 sq.m.,"Sari Tagh 7-th street, Yerevan","$77,000",USD,"Ground floor: Living room, kitchen, open balcony. Has a garden with fruit trees, decorative pool. Second floor: Entrance hall, living room, 2 bedrooms, bathroom, kitchen, open balcony. It is provided with gas and water. There are 2 garages in the yard.Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17437868
House,Stone,700 sq.m.,2,7,3+,,,Major Renovation,3000 sq.m.,Yerevan › Nork-Marash,"$3,000,000",USD,There is a swimming pool and a saunaClosed parking for 4 carsUp to 10 cars can be parked in the yardTranslated from Armenian,Nov-24-2022_23-29,,,,https://list.am/en/item/16013899
House,Stone,687 sq.m.,3,7,3+,Not available,1 spot,Major Renovation,300 sq.m.,"Proshyan Street, Yerevan","$720,000",USD,"Պռոշյան փողոց՝ Սիրահարների այգու հարևանությամբ։ Կապիտալ վերանորոգված է։ Առանձնատունն ունի 6 ննջասենյակ, 3 լոգասենյակ, 1 խոհանոց, 2 բաց պատշգամբՋեռուցվում է գազի կաթսայի միջոցով։ Խոհանոցը և սանհանգույցները սալիկապատված են. Առանձնատան 1-ին հարկում առկա է լողավազան, սաունա և հանգստի սենյակ։ Ունի ավտոտնակ՝ 2 մեքենայի համար նախատեսված։",Nov-24-2022_23-29,,,,https://list.am/en/item/14457185
House,Stone,650 sq.m.,3,7,3+,,,Major Renovation,850 sq.m.,"Babayan street, Yerevan","$2,100,000",USD,"Բաբայան փողոց,Նկուղային հարկ՝ 1 սանհանգույց, 1 խոհանոց, գինետուն, խաղասրահ, ելք դեպի բակ1-ին հարկ՝ նախասրահ, 1 հյուրասենյակ, 1 ճաշասենյակ, 1 խոհանոց, 1 անհնագույց, 1 աշխատաենյակ2-րդ հարկ՝ 4 ննջասենյակ, 2 սանհանգույց, բաց պատշգամբներԱռկա է ջեռուցման համակարգ, անվտանգության տեսախցիկներ, բացօթյա լողավազան, եղևնիներ, մանղալ, սանհանգույց, ավտոտնակ 3 մեքենայի համար: Հանձնվում է գույքով կամ առանց:",Nov-24-2022_23-29,,,,https://list.am/en/item/15831256
House,Stone,364 sq.m.,2,5,1,,,Major Renovation,600 sq.m.,Yerevan › Davitashen,"$380,000",USD,"A 2-storey private house is for sale in DavitashenThe total land area is 600 square meters, and the residential area is 364 square metersIt is located on Sasna Tsrer Street, it has been fully renovated.The house consists of:3 bedrooms1 from the bathroom1 from the kitchen2 open balconies3rd floor: Attic.There is an iron door, euro windows, the floor is covered with parquet.The bathroom and kitchen are tiled.It has a stone garage.Selling price: 380,000 USDCode: AH-T214Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17466221
House,Monolith,230 sq.m.,2,5,2,,2 spots,Designer Renovation,500 sq.m.,Yerevan › Avan,"$330,000",USD,"Two-story private house for sale in Avan, Duryan district.The surface area of the land is 500 square meters, and the residential area is 230 square meters.Consist of,1 living room4 bedrooms2 bathrooms1 kitchen2 open balconiesThere is a garage for 2 cars, a summer kitchen, fruit and ornamental trees.The house is sold with furniture and appliances.Selling price: 330,000 USDCode: AH-T01Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17538880
House,Stone,640 sq.m.,3,8+,3+,,2 spots,Major Renovation,,Yerevan › Nork-Marash,"$790,000",USD,"Մակերես` 640 ք. Մ.Յուրաքանչյուր հարկը 160 քմհող. ` 580 ք. Մ.Հարկեր` 3 + մանսարդՎերանորոգում՝ շքեղ վերանորոգվածբոլոր կոմունալ հարմարություններով,հզոր ջեռուցման համակարգով,ունի այգի տաղավար մանղալով,Սալիկապատ ավտոտնակ,երկու լողավազան դրսի և ներսի,Շոգեբաղնիք,Առանձին լվացքատուն,5 սանհանգույց,երկու խոհանոց,Բուխարի,բար,Տան մեջ շատրվանով,ԲիլիարդՀատակ` Մանրահատակ, դուբիցդռները՝ ընկուզենու փայտից վիտրաժներովնաև առկա է անվտանգության համակարգ ։Ունի ընդարձակ պատժգամբ որից բացվում է գեղեցիկ տեսարան դեպի քաղաք։Կոդ AH-T268",Nov-24-2022_23-29,,,,https://list.am/en/item/15099902
House,Stone,120 sq.m.,1,4,2,,,Partial Renovation,500 sq.m.,"Leningradyan street, Yerevan","$125,000",USD,"Private house on the first line on Leningradyan street for sale. The house is renovated, has two bathrooms, two kitchens. All utilities are available. The living area is 120 square meters, and the land is 500 square meters.Code: AH-T277Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17772422
House,Stone,200 sq.m.,2,4,2,,,Major Renovation,1300 sq.m.,Yerevan › Ajapnyak,"$250,000",USD,Հասցե ՝ Մուշ ԹաղամասՄակերես՝ 200 բնակելի1300 հողատարացք նաև 60 քմ շինություն որը կարող է օգտագործվել որպես արտադրամաս2 հարկանի պարսպապատՍենյակ ՝43 ՆՆջարան2 Սանհանգույցհյուրասենյակխոհանոց2 ջրագիծԱնհատական ջեռուցման համակարգկապիտալ վերանորգված հնարավոր է նար կահույքի հետ միասինԿոդ AH-T168,Nov-24-2022_23-29,,,,https://list.am/en/item/15095316
House,Stone,550 sq.m.,2,8+,3+,,,Major Renovation,,Yerevan › Ajapnyak,"$400,000",USD,"Մակերես` 550 ք. Մ.Հող. ` 500 ք. Մ.Հարկեր` 4սենյակ` 9ննջասենյակ` 7սանհագույց` 4խոհանոց` 1խորդանոց` 1պատշգամ` 1նկուղ` ԱյոԿոմունալ հարմարություններ՝Էլեկտրականություն` ԵռաֆազԲնական գազ` ԱյոՋուր` ԱյոՎերանորոգում` Կապ. ՎերանորոգվածՀատակ` ՊարկետՄուտքի դուռ` ԵրկաթեԼուսամուտներ` Պլաստիկ եվրոՏաքացում` Գազի կաթսաՊարկինգ` Քարե ավտոտնակՋանիբեկյան փողոցում` Շանթ ռեստորանի հարևանությամբ, վաճառվում է 4 հարկանի գեղեցիկ և ընդարձակ առանձնատուն: Առանձնատունը ամբողջությամբ կապիտալ վերանորոգված է։ Շինության մակերեսը 550 քմ. Է, իսկ հողատարածքինը 500 քմ. Է: Տեղադրված է եվրո պատուհաններ, հատակը ծածկված է պրեսգրանիտով և մանրահատակով: Ջեռուցվում է գազի կաթսայի միջոցով: Բաղկացած է 7 ննջասենյակից, 4 լոգասենյակից, խոհանոցից, նախասրահից, հյուրասենյակից: Առանձնատունը պարսպապատ է, 1-ին հարկում գտնվում է ավտոտնակը: Վաճառվում է մասնակի կահույքով:Կոդ՝ AH-T267",Nov-24-2022_23-29,,,,https://list.am/en/item/15100468
House,Stone,350 sq.m.,3,7,3+,,,Cosmetic Renovation,70 sq.m.,Yerevan › Kentron,"$480,000",USD,"A three-storey detached house is for sale on Aygestan Street. The area of the building is 350 square meters, and the area of the land is 70 square meters.First floor: 2 garages, bathroom.Second floor: Living room, large hallway, kitchen, bedroom, balcony, bathroom.Third floor: Living room, 3 bedrooms, 2 balconies, bathroom.The fourth floor is an attic.* There is a swimming pool, the garden is green.* The house is sold with furniture.Sale price: 480.000 USDCode AH-T395Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/15098864
House,Monolith,250 sq.m.,3,5,3+,,,Major Renovation,,Yerevan › Ajapnyak,"$190,000",USD,"Private 3-storey house Building type StoneRooms. 5:Area. 250 square meters, of which 80 square meters is a private houseThe house is very high quality.It is gasified,heated by BAXI system,the floor is also heated,There is a kindergarten, a school, various shops nearby,The house is in a wonderful location.1st floor: 1 living room, 1 bedroom, kitchen, bathroom, basement ․2nd floor: 3 bedrooms, bathroomThe 3rd floor is not divided into rooms ․17 districtsCode AH-T184:Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/15094971
House,Stone,174 sq.m.,2,7,2,By agreement,2 spots,Euro Renovation,500 sq.m.,"Vrtanes Papazyan street, Yerevan","$250,000",USD,"Two-story private house for sale in Monument, Vrtanes Papazyan Street. The total area of the land is 500 square meters, and the area of the private house is 174 square meters, the 1st floor is 84 square meters, and the second floor is 90 square meters. The mansion is renovated and nicely furnished. There is a garage for two cars.The yard is green, there are fruit trees, barbecue, outdoor pavilion.Selling price: 250,000 USDCode: AH-T27Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17958098
House,Stone,800 sq.m.,4+,8+,3+,,,Designer Renovation,550 sq.m.,"Sevastopolian street, Yerevan","$2,000,000",USD,"A spacious four-story designer-style renovated house is for sale in Blur district, on Sevastopolyan street. The area of the residential building is 800 square meters, and the land area is 550 square meters.The house consists of:Basement floor: Recreation rooms, table tennis.First floor: Hall, living room, kitchen, 2 bedrooms (one of which has a bathroom), 1 separate bathroom.Second floor: Spacious hall, 3 bedrooms (one of which has a bathroom), all bedrooms have a balcony, office, 2 bathrooms, kitchen, bathroom.Third floor: Spacious living room, bathroom, kitchen.The fourth floor is a terrace.The yard is green, there is a barbecue, an outdoor pavilion.Sale price: 2,000,000 USDCode: AH-T41Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18166577
House,Stone,160 sq.m.,1,7,1,Not available,1 spot,Old Renovation,820 sq.m.,Yerevan › Avan,"$135,000",USD,"A one-story stone house for sale in Avan.The total area of the land is 820 square meters, and the residential area is 160 square meters.Consist of,5 bedrooms2 living rooms1 kitchen1 bathroom (located in the yard. Separate building)1 balcony (17m long)There are productive trees in the yard.For sale without property.Selling price: 135,000 USDCode: AH-T117Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17542734
House,Stone,170 sq.m.,1,3,1,Not available,1 spot,No Renovation,60 sq.m.,"Romanos Meliqyan street, Yerevan","$55,000",USD,"One-story private house for sale in Malatya Sebastia, total 170 square meters, living area 60 square meters, 2 rooms, needs renovation. It has access from 2 streets, possibility to add a floor, call for detailsCode 0041Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/9468016
House,Stone,500 sq.m.,2,6,2,,1 spot,Partial Renovation,,Yerevan › Ajapnyak,"$300,000",USD,"Built-in two-storey private house for sale, total 500 sq. M., residential 200 sq. M., the first floor is renovated, the second floor is in zero condition, has an open balcony, a garage, an orchard, is fencedCode-134N:Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/14864131
House,Stone,970 sq.m.,3,6,3+,Not available,3 or more spots,Major Renovation,,Yerevan › Davitashen,"$420,000",USD,"Newly built three-storey private house for sale, total 970 sq. M., residential 360 sq. M., also has a basement of 80 sq. M., capitally renovated with high quality materials, stairs, parquet, interior doors and kitchen furniture is made of oak, windows are of European production, has 4 bathrooms tiled, b Large swimming pool, summer kitchenCode-45N:Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/14213802
House,Stone,260 sq.m.,2,5,3+,Available,2 spots,Designer Renovation,730 sq.m.,Yerevan › Malatia-Sebastia,"$499,000",USD,"For sale: Two-story, completely renovated, detached house, total 730 square meters, living area 260 square meters, has 6 rooms, 3 bathrooms, swimming pool, the whole area is fenced, has a heating system, call for detailsTranslated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/16746232
House,Stone,680 sq.m.,1,4,2,Not available,2 spots,Major Renovation,550 sq.m.,Yerevan › Davitashen,"$265,000",USD,"One-story detached house for sale in Davitashen, total 680 sq. M., living area 120 sq. M., 4 rooms, fully renovated, individual heating system, the entire area is fenced, has fruit trees, all communications are available, call for detailsCode 0039Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/12851516
House,Stone,700 sq.m.,3,3,1,Not available,2 spots,Major Renovation,700 sq.m.,Yerevan › Davitashen,"$250,000",USD,"Three-storey private house for sale in Zovuni, capitally renovated, has a well-maintained yard, garage, the area is fenced, has fruit trees, call for detailsTranslated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/7370741
House,Stone,800 sq.m.,1,3,2,,2 spots,No Renovation,140 sq.m.,"Silikyan new highway, Yerevan","$280,000",USD,"Newly built unique one-story private house for sale, it is in 0 condition, it has a basement as well as a high roof that can be used as a mansard floor, the common area is fenced, call for detailsCode 2345Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18206800
House,Stone,330 sq.m.,3,7,3+,Not available,1 spot,Designer Renovation,290 sq.m.,Yerevan › Davitashen,"$480,000",USD,"Three-story newly built house for sale in Davitashen, total area 290 square meters, living area 330 square meters, total capital Euro is renovated, has 7 rooms, 3 bathrooms, individual heating system, well-kept yard, outdoor pavilion, fireplace, swimming pool, the whole area is fenced, sale is possible also with furniture, call for detailsCode N031Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18125676
House,Stone,600 sq.m.,2,5,2,Not available,2 spots,Designer Renovation,600 sq.m.,"Silikyan new highway, Yerevan","$570,000",USD,"Luxury two-story private house for sale in an elite district, total 600 square meters, building 260 square meters, call for detailsCode 2342Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18206728
House,Stone,600 sq.m.,2,3,1,,1 spot,Major Renovation,250 sq.m.,Yerevan › Arabkir,"$600,000",USD,"Two-story detached house for sale, total 600 square meters, living area 250 square meters, 3 rooms, 2 bedrooms, fully renovated, call for detailsCode N034Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/16733157
House,Stone,510 sq.m.,2,6,3+,,2 spots,Partial Renovation,450 sq.m.,Yerevan › Ajapnyak,"$255,000",USD,"A private house for sale in Ajapnyak, total 510 square meters, the building is 300 square meters, 6 rooms, the first floor is completely renovated, there is an individual heating system, the first floor is a semi-basement floor, which also has a separate entrance from the street, can be used as a commercial space, has a well-maintained yard, summer kitchen, the area is completely fenced, call for detailsCode 0047Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/15455937
House,Stone,600 sq.m.,2,3,2,,,No Renovation,450 sq.m.,"Lukashin street, Yerevan","$155,000",USD,"Newly built two-story private house for sale, total 600 square meters, living area 300 square meters, interior finishing works are unfinished, the area is fenced, call for detailsCode 0048Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/13470188
House,Monolith,280 sq.m.,2,5,3+,,1 spot,Euro Renovation,250 sq.m.,Yerevan › Malatia-Sebastia,"$268,000",USD,"A newly built two-story detached house for sale, it also has a basement floor, total 280 square meters, living area 250 square meters, the interior finishing works are unfinished, it has a landscaped yard, the detached house is completely lined, the window shutters are made of thermo aluminum, the building was built entirely with high-quality materials, the ceiling height on the first floor is 3.3 meters is 3.5 meters in height, has a usable flat roof, call for detailsCode 0043Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/14009184
House,Stone,850 sq.m.,1,3,1,,2 spots,Major Renovation,800 sq.m.,Yerevan › Malatia-Sebastia,"$215,000",USD,"Own small house with a large plot of land for sale, 2 rooms, completely renovated, has individual heating system, the entire area is fenced, has a summer pavilion, fireplace, also has greenhouses, the area can be used for commercial purposes, call for detailsTranslated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/14890082
House,Stone,600 sq.m.,1,4,1,Not available,1 spot,Major Renovation,450 sq.m.,Yerevan › Davitashen,"$200,000",USD,"One-story detached house for sale, total 600 square meters, living area 125 square meters, 4 rooms, is under renovation, will be sold in fully renovated condition, the area is fenced, call for detailsCode N037Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/13211388
House,Stone,500 sq.m.,2,5,2,,,No Renovation,165 sq.m.,Yerevan › Davitashen,"$118,000",USD,"Urgently for sale a newly built two-storey private house in Zovuni, near the military unit. The area is generally fenced, the interior is unfinished. The building is very strong, built of quality materials. The price is final.Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/17085876
House,Stone,420 sq.m.,1,3,1,,,Partial Renovation,300 sq.m.,Yerevan › Ajapnyak,"$105,000",USD,"A one-story private house for sale, total 420 square meters, living area 80 square meters, has a garage, is on the first line, it is also suitable as a commercial space, call for detailsTranslated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18100851
House,Stone,800 sq.m.,2,4,1,,1 spot,Partial Renovation,600 sq.m.,Yerevan › Davitashen,"$190,000",USD,"Two-storey sepak house for sale, total 800 square meters, living area 170 square meters, partially renovated, has a good orchard, communications, all available, call for detailsCode N038Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/11385849
House,Stone,280 sq.m.,2,3,2,Not available,1 spot,Major Renovation,150 sq.m.,Yerevan › Malatia-Sebastia,"$155,000",USD,"A two-story detached house for sale, it also has a basement, total 280 square meters, living space 110 square meters, 4 rooms, 3 bathrooms completely renovated, individual heating system for the basement, the common area is fenced, has a summer kitchen, parking space, call for detailsCode 0046Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/14614896
House,Stone,400 sq.m.,3,5,2,Available,2 spots,Major Renovation,270 sq.m.,Yerevan › Malatia-Sebastia,"$190,000",USD,"A three-story detached house for sale, fully renovated, total area 400 square meters, living area 330 square meters, has 5 rooms, 2 bedrooms, individual heating system, high-quality parquet and laminate, the house and the fence are completely lined, has a garage, call for detailsCode N032Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18125682
House,Stone,600 sq.m.,2,5,2,Not available,2 spots,Major Renovation,,Yerevan › Davitashen,"$310,000",USD,"Newly built two-storey private house for sale, total 600 sq. M., residential 200 sq. M., also has a 100 sq. M. Basement and garage, is fenced, has an orchard, is capitally renovated, baxi system, 2 bathrooms tiled, windows of European productionCode-117N:Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/14819248
House,Stone,220 sq.m.,1,3,1,,,No Renovation,105 sq.m.,"Shahumyan 16th street, Yerevan","$58,000",USD,"One-story sepak house for sale, total 220 square meters, living area 105 square meters, has an individual heating system, has a basement, good view, call for detailsTranslated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/18100780
House,Stone,600 sq.m.,2,4,2,,1 spot,No Renovation,600 sq.m.,"Moldovakan street, Yerevan","$157,000",USD,"Newly built two-story private house for sale on Moldovakan street, total area 600 square meters, living area 200 square meters, not renovated, has a good location and location, call for detailsCode 4326Translated from Armenian",Nov-24-2022_23-29,,,,https://list.am/en/item/8435964
Townhouse,Stone,120 sq.m.,2,5,2,,1 spot,Partial Renovation,200 sq.m.,Yerevan › Malatia-Sebastia,"$125,000",USD,"Newly built townhouse for sale, total 200 sq. M., building 120 sq. M., the area is fenced, the front part is covered, partial works are done, for details callTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/17439305
House,Stone,165 sq.m.,2,4,2,,1 spot,Partial Renovation,165 sq.m.,Yerevan › Davitashen,"$130,000",USD,"Private house for sale, one floor + mansard floor, total 165 sq. M., residential 110 sq. M., is in renovated clean condition, has a small yard ի parking, for details callTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/17357916
House,Stone,300 sq.m.,2,6,3+,,,No Renovation,200 sq.m.,Yerevan › Ajapnyak,"$185,000",USD,"Newly built multi-storey private house for sale on Ashtarak highway, it is fenced, tiled, has a well-maintained yard, the interior decoration works are unfinishedTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/8125419
House,Stone,85 sq.m.,1,3,1,,,Major Renovation,210 sq.m.,Yerevan › Arabkir,"$130,000",USD,"K-22097Վաճառվում է 1 հարկանի 3 սենյականոց առանձնատուն Սևքարեցի Սաքո փողոցում։ Տունը մասնակի կապիտալ վերանորոգած է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո։ Սանհանգույցը՝ համակցված, նորաոճ սալիկապատ։ Ունի բարեկարգ բակ, դեկորատիվ ծառեր, ջեռուցման համակարգ, մշտական ջուր և գազ։ Հողի ընդհանուր մակերեսը՝ 210 քմ․, տան մակերեսը՝ 85 քմ․։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for rent in Sevqaretsi Saqo Street. The rooms' quantity is 3 (1 hall, 2 bedrooms) The apartment is partial newly renovated. The entrance door is iron-made, the windows are euro-based. The bathroom is combined and modern tiled. It has a nice yard and decorative trees, heating system and is supplied with constant water and gas. The total area of the land is 210 sq. M, the living-area is 85 sq. M.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-30,,,,https://list.am/en/item/17691655
House,Stone,350 sq.m.,3,7,3+,,,Major Renovation,450 sq.m.,Yerevan › Kentron,"$260,000",USD,"K-22096Վաճառվում է 3 հարկանի 7 սենյականոց առանձնատուն Լուսինյանց փողոցում։ Առանձնատունը նախկին կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկ։ Սանհանգույցը (3) ` Համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի կախովի պատշգամբ, ծածկապատշգամբ, ավտոտնակ, նկուղ, բարեկարգ բակ՝ պտղատու ծառերով, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։3-storey house for sale in Lusinyants Street. The rooms' quantity is 7. The house is former newly renovated and is located in the 1st line. The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet and is tiled. The bathrooms (3) are combined and tiled, the electric wires and pipes are newly changed. It has 2 balconies, garage, cellar, nice yard with fruitful trees, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-30,,,,https://list.am/en/item/17691654
