Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,1000 sq.m.,Yerevan › Davitashen,$300,USD,"1000 sq. M. Land near the house is for sale, the price is reloaded per 1 sq. M., all the communications are nearbyCode-105N:Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14615983
For Residential Development,1300 sq.m.,Yerevan › Kentron,"$1,690,000",USD,"K-21489Վաճառվում է 1300քմ բնակելի կառուցապատման հողատարածք Լեոյի փողոցում, առաջին գիծ։ Բոլոր կոմունիկացիաները մոտակայքում են։ Մասնակի վաճառք հնարավոր չէ։ 1քմ՝ 1300$:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1300sq. M land of residential meaning for sale in Leo Street that is stationed on the 1st line. All the communications are nearby. Partial sale is not possible. 1sq. M for 1300$.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-50,,https://list.am/en/item/17212335
For Residential Development,840 sq.m.,Yerevan › Ajapnyak,$320,USD,"Կոդ՝ K-21206Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Գ-1 թաղամասում (Աջափնյակ) ։ Մակերեսը՝ 840 քմ։ Հողատարածքը հարթ է, ճակատի երկարությունը՝ 21 մ։ Ունի քարե պարիսպ, հոսանք։ Բոլոր կոմունալ հարմարությունները մոտակայքում են։ 1քմ-ի արժեքը 320$ է: Հնարավոր է նաև 1200քմ-ի վաճառք (30*40 չափերով), 1քմ-իարժեքը` 270$:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale in G-1 district (Ajapnyak) The area of the plot is 840 sq. M. The plot is smooth, the front is lenght is 21 m. The plot has stone fence and electricity. All utilities are nearby. The price of 1 sq. M is 320$. The sale of 1200 sq. M (30*40) is also possible. In this case the price of 1 sq. M is 270$.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-50,,https://list.am/en/item/15420031
For Residential Development,641 sq.m.,Yerevan › Kentron,"$500,000",USD,"Կոդ՝ K-7384Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Ֆիզկուլտուրնիկներ փողոցում (Խրիմյան Հայրիկ դպրոցի հարևանությամբ) ։ Հողատարածքն ունի քանդման ենթակա շինություն, քարե պարիսպ, խմելու և ոռոգման ջուր, հոսանք, կոյուղի։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Residential meaning plot for sale in Fizkulturnikner Street (near Khrimyan Hayrik School) The plot has building which needs demolition, stone fence, drinking and irrigation water, electricity, canalization.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-50,,https://list.am/en/item/14951637
For Residential Development,560 sq.m.,Yerevan › Avan,"$110,000",USD,"K-20285Վաճառվում է 5460քմ բնակելի կառուցապատման հողատարածք Բաբաջանյան փողոցում։ Ունր ջրի, գազի, հոսանքի հնարավորություն։ Հողի ճակատի երկարությունը՝ 14մ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։560sq. M land of residential meaning for sale in Babajanyan Street. It has the possibility of electricity, water and gas supply. The length of the forehead of the land is 14m.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-50,,https://list.am/en/item/13990209
For Residential Development,323 sq.m.,Yerevan › Arabkir,"$130,000",USD,"K-20904Վաճառվում է 323քմ բնակելի կառուցապատման հողատարածք Հ․ Էմին փողոցում, առաջին գիծ։ Ունի հոսանք, ջուր, գազ, շինություն, կոյուղի։ Ճակատի երկարությունը՝ 8․7մ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։323sq. M land of residential meaning for sale in H. Emin Street. It is stationed in the 1st line. The land has an electricity, drainage, water, gas, building. The length of the forehead of the land is 8,7m.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-50,,https://list.am/en/item/16749058
For Residential Development,113 sq.m.,"Charents street, Yerevan","$65,000",USD,"Կոդ՝ K-20928Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Չարենցի փողոցում։ Հողատարածքը հարթ է, ճակատի երկարությունը՝ 4,8 մ։ Հողատարածքն ունի շինություն, կոյուղու կենտրոնացված համակարգ, հոսանք, խմելու ջուր, և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale on Charents Street. The plot is smooth. The front lenght is 4,8 m. The plot has a building, centralized sewerage system, is supplied with electricity, potable water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-50,,https://list.am/en/item/16765794
For Residential Development,1000 sq.m.,"Hrachya Acharyan street, Yerevan","$179,000",USD,"URGENT / Negotiable, I AM THE OWNER, I AM NOT A BROKER40.229654, 44.555879 (enter the coordinates of Google Maps, then call.1000 m2 land near the house for sale. Please see the map before callingIn Avan, Acharyan street, 57/11 land plot.Houses are already being built in the area.All the communications are near the land.It is privatized.It is a corner plot with two entrances.All the coordinates of the land are available.The picture shows the location of the land.ATTENTION: THE BUILDING IS ABSENTFor more information call.NOT AN AGENCYTranslated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/12895263
For Residential Development,802 sq.m.,"Gogol street, Yerevan","$410,000",USD,Empty land with 40 fronts is for sale.Code 60427Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/17973770
For Residential Development,4000 sq.m.,"Duryan street, Yerevan",$55,USD,"Code-60442An empty plot of land is for sale in Arinj. The land has three fronts: 96m, 60m, 88m.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17237187
For Residential Development,800 sq.m.,Yerevan › Avan,"$73,000",USD,A district 3 streetnewly built district 20 * 40 mCode 0100171Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/17544955
For Residential Development,400 sq.m.,Yerevan › Malatia-Sebastia,"$41,000",USD,"Land near the house with an area of 400 square meters is for saleMalata Sebastia, Victory district2nd linewith all utilitiesDistribute:Code VM611Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/16490670
For Residential Development,500 sq.m.,Yerevan › Shengavit,"$20,000",USD,"For sale 500 sq. M. M land adjacent to the houseShengavit, Nerkin CharbakhNearby housesCode BB353Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/16046430
For Residential Development,1820 sq.m.,Yerevan › Kentron,"$1,200,000",USD,"Code H210:URGENT land is for sale on Charents street, which occupies an area of 1820 square meters. There are 4 houses built in the area. The front part is 43 meters, the length of the side part is 35 and 40 meters. Suitable for building construction.Code H-210Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/8922368
For Residential Development,1000 sq.m.,"Rubiniants street, Yerevan","$300,000",USD,"Residential stone house, besedka, water, light, fruit trees, botanical garden - next to the thirsty springTranslated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17710743
For Residential Development,1000 sq.m.,Yerevan › Kanaker-Zeytun,"$300,000",USD,"Residential stone house, besedka, water, light, fruit trees, botanical garden - next to the thirsty spring. Owner.Code 19876543Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17685857
For Residential Development,680 sq.m.,"Varshavyan street, Yerevan","$250,000",USD,"Located from the main street, next to the road, facade 20 meters, private, next to the communication, electricity, flat land, trees, next to the house, 4-5 storey building permit.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/11004961
For Public Buildings,3400 sq.m.,"Qeri street, Yerevan","$1,400,000",USD,"Flat land, with all utilities,the purpose of settlements, the operational purpose of residential developmentTranslated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14583327
For Residential Development,600 sq.m.,Yerevan › Davitashen,"$130,000",USD,"Davtashen community, above the park, in the neighborhood of newly built private houses, a plot of land with an area of 600 sq/m is for sale. Land works have been completed, it is a flat plot. Beautiful private houses are built in the neighborhood. 20 meters front 30 meters deep. All communications nearby. For more information call:Code DT06168Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/18166128
For Residential Development,1000 sq.m.,Yerevan › Davitashen,"$80,000",USD,"In the Zovun community, in the left part before the Ani milk factory, a 1650 sq. M. Plot of land for village purposes is for sale. Just 150 meters from the main road. It is a flat land with a frontage of 30 meters and a depth of 55 meters. Communications are nearby, there are private houses in the neighborhood. For more information call:Code GZ06182Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/16555582
For Residential Development,750 sq.m.,Yerevan › Ajapnyak,"$225,000",USD,"In Ajapnyak Elitar G1 district, a 750 sq. M. Residential development plot is for sale. All communications close to land. 26 meters front 29 meters depth. In the well-established part of the district, there are luxurious private houses in the neighborhood. For more information call:Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/16531262
For Residential Development,500 sq.m.,Yerevan › Ajapnyak,"$50,000",USD,"Land next to the house in Lukashin North-South highway, close to the road, flat land, residential area of 20-25Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/18133629
For Residential Development,7000 sq.m.,Yerevan › Nor Nork,"$3,500,000",USD,"Land for residential construction in Nor Nork is for sale.The land area is 7000 square meters.It is located on the first line. The communications are conducted in the land.The front part is 70 m, the depth is 100 m.The sale price is 500 USD per square meterCode: GS-H237Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17334380
For Residential Development,600 sq.m.,Yerevan › Arabkir,"$450,000",USD,"Address: Arabkir.Land area: 600 square meters.Importance of land for residential development.Electricity, water, gas, sewer are available on the land.The front part is 6 meters.The length is 30 meters.The land is privatized.There is a building of 120 square meters on the land.Selling price: 450,000 USDCode: GS-H192Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/16041062
For Residential Development,1500 sq.m.,Yerevan › Davitashen,$150,USD,"Address: Davitashen villageNear Melkumov, near the North-South roadHas,right for propertyutilitiesorchard, cultivated gardenunfinished buildingThe sale price is 150 USD per square meterCode: GS-H63:Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/13969975
Agricultural,2060 sq.m.,"Ներքին Չարբախ 1-ին փողոց 1, Երևան","$120,000",USD,"Land for sale in Shengavit, Nerkin Charbakh.The total area is 2060 square meters.Meaning: Agricultural.The land is 1st line. Located next to MER AIGI bakery.The front part is about 34 meters (it is angular)Communications are close at hand.The area is privatized.It is suitable for building a warehouse, restaurant, car service and other similar buildings.Selling price: 120,000 USDCode: GS-H226Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17034259
For Residential Development,25 sq.m.,Yerevan › Kentron,"$66,500",USD,"Center: SaralanjThere is a big center, fenced, residential, gas, water, light, certificate in the land.25 sq / m building that you can demolish.Code 1100069Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17590707
,1000 sq.m.,Yerevan › Ajapnyak,"$33,000",USD,Վաճառվում է տնամերձ հողամաս Պռոշյան գյուղում Աշտարակի խճուղի 2 րդ գիծ մեջը կա մոնոլիտ պադվալ 12 ը 14 ի վրա նախատեսված է եղել տուն կառուցելու համար ամբողջությամբ բերքատու ծառեր մնացածը հեռախոսով կամ տեսնելուց հետո զանգահարել 094համարով,Nov-25-2022_00-50,,https://list.am/en/item/11163179
For Residential Development,550 sq.m.,"Վիկտոր Համբարձումյան փողոց 69, Երևան","$1,350",USD,"A residential area for construction is for sale on Viktor Hambardzumyan street (sewerage, electricity, water, gas are available) At least 506 square meters, with a frontage of 12.65m and a length of 40m. The land is privatized, it has access from two streets. From Hambardzumyan (main) and A. From Avetisyan.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/18264684
For Residential Development,1050 sq.m.,"Viktor Hambartsumyan street, Yerevan","$1,350",USD,"A residential lot is for sale on Viktor Hambardzumyan street, which is suitable for the construction of a high-rise building (sewerage, electricity, water, gas are available) The area is at least 1050 square meters with a frontage of 25.30 and a length of 40 m. The land is privatized, it has access from two streets. From Hambardzumyan (main) and A. From Avetisyan. There are newly built 10-story buildings right next to it, there are supermarkets (Parma, Zovk, Titan) and a transport stop nearby.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17823275
For Residential Development,1350 sq.m.,Yerevan › Nor Nork,"$200,000",USD,"Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Նորքի 2-րդ փողոցում։ Ունի կոյուղի, հոսանք, գազի հնարավորություն, մշտական ջուր։Նորք Նորքի Նորքում Մարաշ Մարաշի Մարաշումnorqum norq norqi marash marashum marashi",Nov-25-2022_00-50,,https://list.am/en/item/14974573
For Residential Development,1107 sq.m.,Yerevan › Davitashen,"$140,000",USD,"Land for sale in Dzor 2 district.The land is for residential development and is privatized.The front part is 23 meters.The land is sloping.Communications are nearby.Selling price: 140,000 USDCode: GS-H211Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14735527
For Public Buildings,3000 sq.m.,Yerevan › Erebuni,"$420,000",USD,"A plot of land is for sale on the street of Peaceful Don.It is a front line.The total area of the land is 3000 square meters.The front part is 60 m.It has social significance.All communications are available.It is suitable for building an apartment building, a large supermarket, a car dealership, a sports complex, a filling station and other activities. In the back, it has the opportunity to acquire additional space on a privileged and primary condition. At a distance of 200m there are densely populated residential districts.Selling price: 420,000 USDCode: GS-H22Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17973493
For General Purpose,2000 sq.m.,"Davit Bek street, Yerevan",$30,USD,"2000 sq. M. For sale. A meter of land at the intersection of Davit Bek and Sari-Tagh 19th streets, without privatization, has fruit trees (apricots), also has utilities: Gas, water, electricity, price: 1 sq. M. $30 per meter. If you wish, you can call.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/18158125
For Residential Development,600 sq.m.,Yerevan › Shengavit,"$6,000",USD,The plot has the possibility of Luis water irrigation. The fence is located in Harput.Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/15498594
For Residential Development,5000 sq.m.,Yerevan › Shengavit,"$15,000",USD,"A plot of land with fruit trees for irrigation water is for sale very urgently. For details, call the mentioned number. The area is located in Zangum.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17797790
For Residential Development,550 sq.m.,"Arno Babajanian street, Yerevan","$80,000",USD,"A plot of 550 square meters near the house is for sale (actually 650 square meters), on Babajanyan street, Bangladesh, B4 district.The land is fenced with stone.Has electricity, water, gas,Fruit trees,Asphalt road,Near the North-South road.Price $80,000, negotiableTranslated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/18222135
For Residential Development,1200 sq.m.,"Gogol lane, Yerevan",$450,USD,Վաճառվում է 1.200 քմ հողամաս' բնակելի կառուցապատման նշանակությամբ։Գտնվում է Հաղթանակի այգու մոտ' Գոգոլի փողոցում։Հարմար է նաև բազմաբնակարան շենքի կառուցման համար։Հողի մեջ կա նաև հին առանձնատուն' 223 քմ։Մեկ մետր քառակուսու գինը' 450 դոլար է։Սակարկելի,Nov-25-2022_00-50,,https://list.am/en/item/17966694
For Residential Development,200 sq.m.,"Lukashin street, Yerevan","$28,000",USD,Land area with half-built building 100 sq.Total 200 sqTranslated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/18303787
For Residential Development,500 sq.m.,"33-րդ փողոց 1/2, Նոր Խարբերդ","$8,800",USD,"A plot of land near the house is for sale, New Kharberd, 31 Street, 1 lane, 5/1, 500 square meters + 150 additional fruit trees of different types. I will also exchange an equivalent car.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17806818
For Residential Development,1200 sq.m.,Yerevan › Avan,"$60,000",USD,"Code-14201: Residential land for sale in Avan Arinj, Mher Mkrtchyan district. All the communications are nearby.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/16821158
For Residential Development,512 sq.m.,Yerevan › Nor Nork,"$27,000",USD,Code-14071: Residential land for sale in Dzoraghbyur (near Zontiks) All the communications are nearby. The front is 15.5 meters. The project of the building is available.Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/16603407
For Residential Development,1850 sq.m.,Yerevan › Ajapnyak,$150,USD,"Land of 1850 square meters for saleTarget significance of settlements.Operational significance or type of land for residential constructionCommunications are available. It is located in Ajapnyak community, near C1 district.The land is privatized. Building permit available.The sale price is 150 USD per square meterCode: GS-H129:Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14991944
For Residential Development,1700 sq.m.,"Tbilisian Highway, Yerevan",$80,USD,"1,700 square meters of land near the house is for sale in Tbilisi highway.It's second line and personalized.Front section: 39m.Communications are close.Suitable for building a private house.Not for partial sale.Selling price: USD 80 per square meterCode: GS-H95Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14295981
For Public Buildings,7466 sq.m.,Yerevan › Erebuni,"$1,600,000",USD,"A 7466 square meter public development plot of land is for sale, located on Davit Bek street.The land is privatized.All communications are close by.The land is located on the first line.The front part is 90 meters.Not for partial sale.Selling price: 1,600,000 USD (including VAT)Code: GS-H58Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/13914860
For General Purpose,3000 sq.m.,Yerevan › Malatia-Sebastia,"$75,000",USD,"Land for sale near the Robot Factory.The total area is 3000 square meters (there is a possibility to expand + 2000 square meters)The communications are close. It is the first line.Suitable for any activity.The sale price is 75,000 USDCode: GS-H231Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17189616
For Residential Development,850 sq.m.,Yerevan › Davitashen,$150,USD,"Code H219:Land near the house for sale in Davitashen. The total area is 850 square meters, and the living area is 98 square meters. All the utilities are available: Gas, water, electricity, sewerage, the land is fenced. The plot has fruit trees, a summer pavilion with all amenities. Beautiful view of Masis and Sis mountains.The cost of 1 square meter is $ 120Code H-219Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/9917398
For Residential Development,1000 sq.m.,Yerevan › Davitashen,"$215,000",USD,"Code H226:Urgent land for sale in Davitashen, on the first line. Designed for residential construction. It occupies an area of 1000 square meters. Irrigation water, electricity, gas are nearby. The area is fenced.Code H-226Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14161723
For Residential Development,670 sq.m.,Yerevan › Avan,"$125,000",USD,Code H361:Land for sale in Avan. The total area is 670 square meters. Communications are nearby. Designed for residential construction. A school and a kindergarten are nearby.Code H-361Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/17409264
For Residential Development,1000 sq.m.,Yerevan › Nor Nork,"$250,000",USD,"Urgent sale of 1000 square meters of land in Nork-Marash communityThe front part is 20 mThe land is suitable for cultivation, as well as for building an apartment building, a hotel or a large private house on the spot.The area is special in that the panorama of the city of Yerevan opens in front, the distance from the center is only 7 minutes.The sale price is 250,000 USDCode: GS-H69:Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14041043
For General Purpose,350 sq.m.,Yerevan › Avan,"$45,000",USD,"I am urgently selling a land with a two-story building, there is water, electricity, a garage. Privatized, call for questionsTranslated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17519947
For Residential Development,144 sq.m.,Yerevan › Kentron,"$260,000",USD,"A residential plot of land is for sale in the small center in Sayat-Nova Moskovyan areaarea: 144 square metersOwnedthe front part starts in front of the gymnastics center named after Albert Azaryanentrance from Moskovyan StreetIt is equipped with all utilities.There is an old residential house in the areaIt is suitable for building a residential building, hotel complex, houseSelling price: 260,000 USDCode: GS-H118Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14420171
For Residential Development,600 sq.m.,Yerevan › Nor Nork,"$47,000",USD,"A 600 square meter plot of land is for sale in Bagrevand district, near the Ministry of Defense.The meaning is residential construction. The land is privatized. Communications are nearby.There is a new residential area next door.Selling price: 47,000 USDCode: GS-H27Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14714203
For Residential Development,1576 sq.m.,Yerevan › Ajapnyak,$120,USD,Land for residential construction is for sale.The total area is 1576 square meters.All communications are available.The plot is fenced on 3 sides.It has a frontage of 33 mIt is a flat landOwnedThe road leading to Michev land is pavedIt has a high positionThree sides of the plot are residential housesSelling price: 120 USD per square meterCode: GS-H104Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/14315069
Agricultural,1000 sq.m.,Yerevan › Malatia-Sebastia,"$18,000",USD,"Կոդ՝ B-21313Վաճառվում է 1000քմ այգեգործական նշանակության հողատարածք Հաղթանակ թաղամասում։ Բոլոր կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1000sq. M horticultural meaning plot for sale in Haghtanak District. All communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-50,,https://list.am/en/item/17048218
For General Purpose,5300 sq.m.,Yerevan › Malatia-Sebastia,"$1,325,000",USD,"A plot of land is for sale in Malatia-Sebastia community, on Isakov avenue.The total area of the land is 5300 square meters.It consists of 2 plots: 1300 square meters and 4000 square meters (partial sale of these square meters is possible)Meaning: Mixed development.Communications are located close to the land.It is suitable for building an apartment building, a private house or a commercial complex.Selling price: USD 250 per square meterCode: GS-H12Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/13914318
For Residential Development,1075 sq.m.,Yerevan › Avan,"$75,000",USD,Land in Arinj B district 1075 sq. M.25 * 40 m communications availableCode 0100162Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/17526934
For Residential Development,1630 sq.m.,Yerevan › Kentron,"$255,000",USD,"A residential plot of 1630 square meters with a frontage of 27.5 is for sale, which is located in Myasnikyan Avenue, near Mama Flora.All communications are available: Gas, water, sewage, electricity.The land is suitable for any activity: Hotel, apartment building.There is a separate building with an area of 150 square meters.Selling price: 255,000 USDCode: GS-H124Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14928288
For Residential Development,1500 sq.m.,Yerevan › Nor Nork,"$350,000",USD,"1500 square meters of land near the house for sale on Gyurjian Street, near the Vazgen Sargsyan Military InstituteIt has a wonderful view of the city of Yerevan and Mount Ararat2 sides are fencedCommunications are closefrontage 35 mIt's a sari doshiOwnedNot for partial saleMeaning: ResidentialThe main picture is not of the land.Selling price: 350,000 USDCode: GS-H81Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14199318
For Residential Development,740 sq.m.,Yerevan › Kentron,"$1,500",USD,"Land for sale in Center, on Ler Kamsar street (by Baghramyan)The land area is 740 square meters. There is an opportunity to expand 300 square meters.There is a two-story building on the land, the area of which is 190 square meters.Communications are available.Suitable for building a hotel, private house or residential building.The sale price is 1500 USD per square meterCode: GS-H125:Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14928434
For Residential Development,1000 sq.m.,"Vahan Teryan district 3rd street, Avan","$93,000",USD,A plot of land is for sale in Vahan Teryan district of AvanThe plot is located on 3rd streetNecessary communications are availableThere is a good view from the landCall for other questionsTranslated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/18251455
For Residential Development,700 sq.m.,Yerevan › Davitashen,"$180,000",USD,"Residential plot for sale. There is a private house inside.The total area is 700 square meters (460 square meters with documents)The apartment occupies an area of 80 square meters.It has a frontage of 70 m.Provided with all utilities.Has an optional added section that is not yet included in the documentation.It has a double view and the possibility of a second entrance.Also suitable for commercial use.Selling price: 180,000 USDCode: GS-H29Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14749367
For Residential Development,450 sq.m.,Yerevan › Davitashen,"$180,000",USD,"Residential land for sale in Davitashen community.The total area is 450 square meters, the area of the residential building is 83 square meters (1 floor)There is an opportunity to expand another 250 square meters.The area is privatized.Located on the front line.The front is 70 m.Consist of,from 2 bedrooms1 from the living room1 from the kitchenfrom 1 bathroom1 bathroomSold with furniture.The repair is done partially.There are fruit trees and fir trees on the land.Suitable for business activities.Selling price: 180,000 USDCode: GS-H224Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/16772587
For Residential Development,350 sq.m.,"Ezras Hasratian street, Yerevan","25,000,000 ֏",AMD,"Land for sale in Kanaker gardens, with fruit trees. The yard is in good condition. Own, 10 meters front, stone fence, gate, 35 meters long. Utilities: Electricity, water, sewerage, internet. The area is not gasified.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17637219
For Residential Development,400 sq.m.,"Daniel Varujan street, Yerevan","$75,000",USD,"Code-VM985Land for saleMalatia-Sebastia, D. Varuzhan Street/Near Astghik Medical Center/• 400 square meters area• facade: 22m_• close to home• all communications are availableTranslated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/18301532
For Residential Development,3180 sq.m.,"Halabyan Street, Yerevan","$1,935,000",USD,Code H313:Land for sale on Halabyan street. The total area is 3180 square meters. Designed for residential construction.Code H-313Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/16925282
For Residential Development,3300 sq.m.,Yerevan › Avan,"$200,000",USD,Land for sale in AvanSuitable for building a Townhouse132X20Code 0400296Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/18286262
For Residential Development,404 sq.m.,Yerevan › Arabkir,"$200,000",USD,"A privatized plot of land is for sale URGENTLY in the area adjacent to the Komitas-Vagharsyan intersection.The total area of the land is 404 square meters, of which 110 square meters are 2 residential buildings with all utilities. Among them there is:• 5 rooms,• 2 bathrooms,• 2 attics,• storage room,• basement.The space can also serve as a unique Airbnb, guest house or hostel, as it has:• comfortable yard space,• parking space for 2 cars,• fruit trees,• located near transport stops and ""Berekamutyun"" metro.Selling price: 200.000 USD (negotiable)Code: GS-H74Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/14137995
For Residential Development,1900 sq.m.,"Arshakuniats Avenue, Yerevan","$1,600,000",USD,"UrgentLand for sale on Arshakunyats avenueThe land is located near the dolphinariumThe area is 1900 square metersIt has a wide frontThe total area is a rectangular flat areaLocated on the 1st lineThe area is suitable for apartment buildingsCall the listed phone numbers for details.For other similar suggestions, click on the ""Name"" button.Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/17431651
For Residential Development,178 sq.m.,Yerevan › Kentron,"$140,000",USD,"Land for sale in KENTRON.Address: Charents street.The area of the land is 178 square meters.All the communications are available on the land.The importance of land for residential construction.The land is privatized.The land is the first line.Selling price: 140,000 USDCode: GS-H200:Translated from Armenian",Nov-25-2022_00-50,,https://list.am/en/item/13864115
For Residential Development,500 sq.m.,Kotayk › Kasagh,"$63,000",USD,"0400333ճակատ՝ 20, խորութուն՝ 25:",Nov-25-2022_00-50,,https://list.am/en/item/17645250
For Residential Development,360 sq.m.,Yerevan › Kanaker-Zeytun,"$90,000",USD,Gogol str. 360 square meters13 m front 2.76 depthCode 0500120Translated from Armenian,Nov-25-2022_00-50,,https://list.am/en/item/17646080
For Residential Development,1000 sq.m.,Kotayk › Jrvezh,"$65,000",USD,0200166Վաճառվում է հողատարածք Սմարթ Սիթի դիմաց:,Nov-25-2022_00-50,,https://list.am/en/item/17525873
