,Construction Type,New Construction,Elevator,Floor,Number of Rooms,Number of Bathrooms,Floor Area,Ceiling Height,Balcony,Renovation,Address,Price,Currency,Description
892,Stone,No,Not available,3 / 5,2,1,72 sq.m.,from 3 m,Multiple balconies,Cosmetic Renovation,"Komitas Avenue, Yerevan","$110,000",USD,"Вачарвуме бнакаран папазян похоцум, вачарвуме амбохч гуйков, неркаруцвац паhaранеров, аревкохме, уни джеруцман италакан катца. Гины верчнакане."
893,Panels,No,Available,1 / 9,3,1,97 sq.m.,from 2.75 m,Closed balcony,Old Renovation,"Sebastia Street 82, Yerevan","$80,000",USD,"It is very urgentThere is also an area-basement under the apartment, very convenient for an office or a shop.And the 3 floors are for sale together for $ 260,000, and separatelyTranslated from Armenian"
894,Panels,No,Available,2 / 9,4,1,125 sq.m.,from 2.8 m,Open balcony,Euro Renovation,"Vardanants Street, Yerevan","$158,000",USD,"ID09091:4-room apartment is for sale in Center, on Vardanants street, 125 sq. M., on the 9/2 floor. The apartment is fully renovated, has an open balcony.Translated from Armenian"
895,Monolith,Yes,Available,8 / 17,3,3+,102 sq.m.,from 3 m,Open balcony,Major Renovation,"Aram Street, Yerevan",,unknown,"3-room spacious, adjoining apartment with an area of 102 square meters is for sale on Arami street, near Malibu Park. The apartment is fully repaired, individual heating and air conditioning systems, euro windows are installed, the floor is covered with high quality parquet and tiles. It has 3 bathrooms, which are tiled with European tiles, equipped with high-quality sanitary ware, 2 of which are attached to the bedrooms. There is an open balcony with a beautiful panorama. The apartment is provided with furniture and appliances. The building has 2 elevators, a security system is installed, there is a cleaning service, the service fee is 12000 AMD per month. All the shops, banks, schools, cafes and entertainment places are nearby. For sale with partial furniture.Translated from Armenian"
896,Stone,No,Not available,7 / 10,2,1,94 sq.m.,from 2.8 m,Not available,Old Renovation,Yerevan › Kentron,"$160,000",USD,"3 + 32426:3-room apartment for sale in Center, E. Kochar street. The apartment is located on the 7th floor of a 10-storey stone building. The entrance door is iron, the parquet is oak. For sale together with kitchen furniture.Translated from Armenian"
897,Panels,No,Available,10 / 10,4,2,100 sq.m.,from 2.7 m,Open balcony,Major Renovation,"Arshakuniats Avenue, Yerevan","$98,000",USD,"The apartment is fully repaired, the electric wires, sewer pipes have been changed, there is heatingsystem, air conditioner, has 2 bathrooms, water yard, storage room on the roof, electricity, hot and cold water, entrance from the bedrooms to the open balcony, for sale with all the equipment and furniture, entrance with intercom, next door there is a school, a kindergarten and a college.Translated from Armenian"
898,Stone,No,Not available,1 / 5,5,2,122 sq.m.,from 2.7 m,Open balcony,Major Renovation,Yerevan › Kanaker-Zeytun,"$125,000",USD,"5-room apartment is for sale in Kanaker-Zeytun. There is an open balcony, a basement. GarageTranslated from Armenian"
899,Panels,No,Available,9 / 9,3,1,72 sq.m.,from 2.7 m,Closed balcony,Partial Renovation,"Khaghag Don street, Yerevan","$55,000",USD,"3-room apartment for sale on Khaghagh Don street, on the 9th floor of a 9-storey panel building, Iron entrance door, European windows, The floor of the apartment is covered with Parquet, The apartment has electric wires, The bathroom is old tiled, Gas, Constant hot and cold water, Individual heating system, Closed utility balcony, Bright and Side apartment, Storage room, Near the bus stop.The commission fee of the agency is 2%, an exhibition contract is signed for the exhibition of the apartment. Please have your ID.Translated from Armenian"
900,Stone,No,Not available,4 / 4,2,1,71 sq.m.,from 3 m,Multiple balconies,Major Renovation,Yerevan › Kentron,"$150,000",USD,"Code 10 + 21514:A 2-3 room converted apartment is for sale on Tigran Mets Avenue. The apartment is fully renovated. Iron entrance door, laminate flooring, tiles, euro windows.The bathroom is separate, tiled.There is a heating system, air conditioner.The apartment has a balcony.For sale together with the kitchen furniture.Translated from Armenian"
901,Monolith,Yes,Available,7 / 10,3,2,106 sq.m.,from 3 m,Not available,Major Renovation,"Northern Avenue 5, Yerevan","$450,000",USD,"#BITCOIN:3-room apartment for sale, 106 sq. M. Մ. Located in one of the best buildings in Yerevan, on the 7th floor of a 10-storey new building. The apartment is fully renovated. Iron door, euro windows, air conditioner are installed, the floor is tiled and laminated, the corridor is full of built-in closets. Central heating. The bathrooms are two, they are tiled. The apartment is furnished and equipped. There is a security system in the building, it is controlled by a guard post. For sale together with furniture and equipment.(Sale is also possible with BITCOIN.)The apartment is displayed after signing a real estate display contract.The service fee is 2% of the sale price.http://youtube.com/watch?v=zv_ltp8_MbYTranslated from Armenian"
902,Stone,No,Not available,5 / 5,3,1,100 sq.m.,from 3 m,Open balcony,Cosmetic Renovation,"Saryan Street, Yerevan","$230,000",USD,"ID02857:3-room apartment for sale in Center on Saryan street, STALINKA 100 sq. M., on the 5th / 5th floor. The apartment has an open balcony.Translated from Armenian"
903,Monolith,Yes,Available,13 / 18,3,1,67 sq.m.,from 3 m,Open balcony,Major Renovation,"SasnaTsrer street, Yerevan","$170,000",USD,"A two room apartment is for sale in one of the districts of Yerevan, Davitashen.Located on the 13th floor of an 18-storey new buildingThe total area is 67.2 square metersCeiling height: 3 mConsist of,Entrance hallliving roomkitchen (studio)bathroombedroom (with dressing room and laundry room)Open balcony to St. John's ChurchThe apartment is renovated in a classic style, there is an individual heating system as well as an air conditionerThere is also a parking lot with extra chargeThe building has 2 elevators. There is a service fee of 13,000 AMDTranslated from Armenian"
904,Stone,No,Not available,4 / 5,3,1,77 sq.m.,from 2.8 m,Multiple balconies,Euro Renovation,"Komitas Ave, Yerevan","$120,000",USD,"Վաճառվում է 3 սենյականոց բնակարան Կոմիտասի պողոտայի և Գյուլբենկյան փողոցի խաչմերուկում, HSBC բանկի բակում՝ 5 հարկանի քարե շենքի 4-րդ հարկում։ Բնակարանը եվրովերանորոգված է: Մուտքի դուռը՝ երկաթյա, հատակը՝ մանրահատակ, պատուհանները՝ եվրո։ Սանհանգույցը՝ համակցված, սալիկապատ։ Ունի բաց և փակ լոջա, խոհանոցի կահույք, ներկառուցված պահարաններ, մշտական ջուր և գազ։ Մուտքը՝ բակից։ Տեսարանը՝ դեպի բակ։Продается 3 комнатная квартира на перекрестке Комитаса и улицы Гыльбенкян, во дворе банка HSBC, на 4 этаже 5 этажного каменного дома. Квартира с евро ремонтом. Железная входная дверь, паркет, евроокна. Санузел совмещенный, кафель. Есть открытая и закрытая лоджия, кухонная мебель, встроенные шкафы, постоянная вода и газ. Вход со двора. Вид во двор."
905,Panels,No,Available,6 / 9,3,2,75 sq.m.,from 2.7 m,Closed balcony,Old Renovation,"Arno Babajanian street, Yerevan","$65,000",USD,"Clean conditionConstant hot / cold waterHeating SystemWooden parquetThe bathroom is tiledThe windows are EuropeanThe front door is ironHas a garage for an extra chargeYou can call the mentioned agent to see the apartment or get complete information.DEAR CUSTOMER, YOU CAN SEE OUR OTHER ANNOUNCEMENTS IN THE CORNER OF THE NA, IN ALL ANNOUNCEMENTS OF THIS PERSONReal estate agency ""Blessed House""Translated from Armenian"
906,Stone,No,Not available,4 / 4,2,1,62 sq.m.,from 2.6 m,Closed balcony,Major Renovation,"Margarian street, Yerevan","$62,000",USD,"2-room turned into 3-room apartment is for sale on Margaryan street, on the 4-th floor of a 4-storey stone building, the entrance door is iron, the windows are of European production, the floor of the entrance hall-kitchen is tiled, the floor of the living room is bedroom Constant hot-cold water, Individual heating system, Closed balcony, Bright and Side apartment, Near the bus stop.The commission fee of the agency is 2%, an exhibition contract is signed for the exhibition of the apartment. Please have your ID.Translated from Armenian"
907,Stone,No,Not available,3 / 5,2,1,40 sq.m.,from 3 m,Open balcony,Euro Renovation,"Marshal Baghramyan avenue, Yerevan","$100,000",USD,"Urgently 2-room fully renovated apartment is for sale on Baghramyan avenue. It is located on the 3rd floor of a stone building, has an open balcony overlooking Baghramyan Avenue. The apartment is provided with all the communal amenities.For other details you can call the mentioned phone numbers.Translated from Armenian"
908,Stone,No,Available,5 / 6,3,1,73 sq.m.,from 2.75 m,Multiple balconies,Old Renovation,"Tumanyan street, Yerevan","$148,000",USD,"Code 10 + 31909A 3-room apartment in a stone building is for sale at Tumanyan Nalbandian intersection. The entrance door is wooden, partial euro windows, open and closed balcony, sunny, there is an elevator in the building, close to the bus stop and all necessary shops.Translated from Armenian"
909,Panels,No,Available,3 / 9,2,1,64 sq.m.,from 2.75 m,Closed balcony,Old Renovation,Yerevan › Avan,"$62,000",USD,"10 + 21669:2-room apartment for sale in Avan-Arinj 2nd micro. The apartment is clean. Iron entrance door, parquet floor, windows - partial euro.The bathroom is separate.The apartment has a balcony.Translated from Armenian"
910,Stone,No,Not available,1 / 5,3,1,75 sq.m.,from 2.7 m,Open balcony,Euro Renovation,"Leningradyan street, Yerevan","$75,000",USD,"*Հասցե-Լենինգրադյան փողոց**Չեխական նախագիծ** 1ին գիծ**Եվրովերանորոգված** 3 սենյակ**Արևկողմ**Մշտական տաք և սառը ջուր**Խոհանոցի կահույք, ներկառուցված պահարաններ**Եվրոպատուհաններ**BAXI ջեռուցման համակարգ**Փողոցին մոտիկ**Եվրո դռներ**Բնակարանի վաճառքը ամբողջ գույքով և տեխնիկայով ** Սեփական ընդարձակ բակ, հարակից տարածքում ամեն ինչ*"
911,Monolith,Yes,Available,11 / 11,2,1,60 sq.m.,from 2.8 m,Open balcony,Major Renovation,"Northern Avenue, Yerevan","$215,000",USD,"2-room studio-style apartment is for sale on North Avenue, on the 11th floor of a 11-storey new building. The apartment is fully renovated. The total area is 60 square meters. Iron entrance door, euro windows, air conditioner are installed. The floor is covered with press granite and laminate. The apartment has an open balcony.In case of questions related to the apartment or to get acquainted with other properties, please call the mentioned phone number.Sincerely, PROJECT Real Estate Agency.Translated from Armenian"
912,Panels,No,Available,8 / 9,2,1,67 sq.m.,from 2.7 m,Closed balcony,Old Renovation,"Davidashen 4-th block, Yerevan","$70,000",USD,"2 rooms, 9/8 floor, 67 sq. M., DAVITASHEN 4th district, clean condition, euro windows, old tiled bathroom, gas possibility, closed balcony. Code b 2.04.258Translated from Armenian"
913,Monolith,Yes,Available,8 / 9,4,3+,204 sq.m.,from 2.8 m,Open balcony,Major Renovation,"Forest Street, Yerevan","$400,000",USD,"Շինության տիպ ՝ՆորակառույցՀամայնք ՝ կենտրոնՓողոց ՝ ԱնտառայինՎիճակը: Կապիտալ Վերանորոգված.Մակերես` 205 քմՀարկեր` 8/94 Սենյակներ3 ննջասենյակ1 Հյուրասենյակ1 Խոհանոց2 Բաց պատշգամբներից բացվում է հիանալի տեսարան:3 ՍանհանգույցԱռաստաղի բարձրություն`3,10Շենքն ունի սպասարկման վճար՝1 Ստորգետնյա կայանատեղ` Հավելավճար.Գինը $ 400.000"
914,Panels,No,Available,6 / 16,3,1,90 sq.m.,from 2.75 m,Open balcony,Old Renovation,"Charents street, Yerevan","$120,000",USD,Community: CenterCharents streetA 3-room apartment of 90 sq. M. Is for saleThe apartment needs renovationSunny and brightThe floor is parquetIndividual heating systemTranslated from Armenian
915,Stone,No,Not available,1 / 3,3,2,161 sq.m.,from 3.2 m,Open balcony,Cosmetic Renovation,"Mayisyan Street, Yerevan","$160,000",USD,"Without an intermediary, on Mashtots Avenue, in the yard of the Arai store, it is only 50 meters from Mashtots Avenue. Area 160 square meters for sale, separate entrance, open parking, green zone, BAXI, possibility to expand up to 200 square meters. Very suitable to serve as an apartment and to engage in any commercial activity, office space, classroom, clinic, promise, etc.Today it serves as a classroom and office space.5 minutes from the square.Much cheaper than the market price.For details, call the specified watsapp number only by phone! PHONE ONLY!NEGOTIABLETranslated from Armenian"
916,Panels,No,Available,8 / 9,3,1,96 sq.m.,from 2.75 m,Closed balcony,Partial Renovation,Yerevan › Malatia-Sebastia,"$75,000",USD,Մաքուր վիճակէլ. Լարերն ու խողովակները փոխվածանհատական ջեռուցման համակարգկաղնե մանրահատակբաց պատշգամբմուտքի դուռը՝ երկաթյասանհանույցը սալիկապատարևկող
917,Monolith,Yes,Available,4 / 9,3,1,116 sq.m.,from 2.8 m,Open balcony,Major Renovation,"Tsarav Aghbyuri Street, Yerevan","$135,000",USD,Apartment for sale in Tsarav Aghbyur districtThoroughly reconstructedThe bathroom is tiledKitchen tiledEuropean windowsThe floor is parquetTranslated from Armenian
918,Stone,No,Not available,4 / 4,2,1,70 sq.m.,from 3.2 m,Closed balcony,Major Renovation,"Կիևյան փողոց, Երևան","$105,000",USD,2-room apartment on Kiyan street for sale.Stalin project 4/4 floor.The apartment is fully renovated.Windows of European production.There is a possibility of a mansard.They look out the window at Kiyan Street and towards the yard.For more information call:Translated from Armenian
919,Monolith,No,Available,15 / 16,2,1,70 sq.m.,from 2.7 m,Closed balcony,Old Renovation,"Galshoyan street, Yerevan","$50,000",USD,"Nor-Nork 5th block, The apartment is in clean condition, has gas and permanent water, individual heating systemTranslated from Armenian"
920,Monolith,Yes,Available,2 / 15,3,2,122 sq.m.,from 3 m,Multiple balconies,No Renovation,"Vahram Papazyan street, Yerevan","$165,000",USD,"AR3/596A 3-room sunny apartment is for sale on Papazyan street. It is located on the 1st floor of a newly constructed 15-story building. Occupies 122 square meters. The apartment is in zero condition. Euro windows are installed, wall partitions are done. There are 2 open balconies with Garden views.Translated from Armenian"
921,Panels,No,Available,10 / 14,3,2,83 sq.m.,from 2.75 m,Closed balcony,Cosmetic Renovation,"Zoravar Andranik street, Yerevan","$80,000",USD,"3-room apartment is for sale on the 10th floor of a 14-storey building near Kino ArmeniaThe apartment is renovatedConstant hot / cold waterHeating SystemThe bathroom is tiled (shower cabin)Wires and pipes changedLaminate flooringThe windows are EuropeanYou can call the mentioned agent to buy, see or get complete information about the apartment.The agency commission is 2% of the value of the apartment, which includes the cost of a new notary, joint apartment certificate.Dear customer, to see other apartment announcements, click on the Blessed House logo on the right.Real estate agency ""Blessed House""Translated from Armenian"
922,Panels,No,Available,1 / 9,3,1,93 sq.m.,from 2.7 m,Closed balcony,Partial Renovation,"Luxemburg street, Yerevan","$54,000",USD,6 Massive4 roomsState conditionEuro windowsThe floor is partial laminateSunnyBasementUrgentTranslated from Armenian
923,Monolith,Yes,Available,3 / 7,4,2,120 sq.m.,from 2.75 m,Closed balcony,Major Renovation,Yerevan › Kentron,"$295,000",USD,"10 + 400451:4-room apartment with an area of 120 sq. M. In a newly built building in Small Center is for sale. The windows of the apartment are of European production, the floor is parquet, the kitchen and the bathroom is tiled with Spanish tiles.Price is negotiable.Translated from Armenian"
924,Panels,No,Available,2 / 9,2,1,44 sq.m.,from 2.75 m,Not available,Major Renovation,"Araratyan street, Yerevan","$38,000",USD,"At a distance of 57m or 1 minute on foot from the metro station. 2-room apartment turned into 3. Iron entrance door, European windows, air conditioner. It is sold together with kitchen furniture, air conditioner, chair-table. It is not sold with a mortgage. The building is not in emergency condition, it is a former dormitory.Translated from Armenian"
925,Stone,No,Not available,2 / 2,1,1,56 sq.m.,from 3.2 m,Open balcony,No Renovation,Yerevan › Kentron,"2,000,000 ֏",AMD,"We are located in the village of Pemzashen, Shirak MarzTranslated from Armenian"
926,Stone,No,Not available,1 / 5,2,1,60 sq.m.,from 2.8 m,Not available,Major Renovation,Yerevan › Shengavit,"$70,000",USD,2-3 rooms for sale. Apartment in the 3rd partLaminate floorThe bathroom is tiledPermanent water and gasLightBaxi:Land area:Well-maintained yardCall for more informationCode.Translated from Armenian
927,Stone,No,Available,3 / 6,5,1,120 sq.m.,from 3.5 m,Multiple balconies,Partial Renovation,"Mesrop Mashtots Avenue, Yerevan","$350,000",USD,"The apartment is located on Mashtots avenue, on the 3rd floor of a 6-storey stone building, there is an elevator, a bright, spacious apartment, it is provided with constant hot-cold water supply, gas supply, oak parquet, separate bathroom, tiled, 2 open balconies, a part of the apartment faces Mashtots Avenue, the other is a yard, in the yard there is a furnished playground, benches, a fountain, a barrier, a renovated porch, an intercom, 2 newly built parks near St. Sargis Church, Yerjan City, numerous supermarkets and other shops.Translated from Armenian"
928,Panels,No,Available,1 / 11,3,1,100 sq.m.,from 2.75 m,Multiple balconies,Old Renovation,Yerevan › Kentron,"$160,000",USD,"-The apartment is located in a small center, next to the Opera House-The total area is 100 square meters-He has a basement!-Code K512:Translated from Armenian"
929,Monolith,Yes,Available,6 / 7,3,2,150 sq.m.,from 3 m,Not available,Major Renovation,"Teryan street, Yerevan","$306,000",USD,"3-room apartment is for sale on Teryan street, on the 6th floor of a 7-storey new building. The total area of the apartment is 150 square meters, it is capitally renovated, has a heating system, the floor is laminate, the kitchen and the bathroom is tiled, the entrance door is iron, European windows are installed. The apartment has 2 bedrooms, a study, a separate room, which is suitable as a wardrobe.In case of questions related to the apartment or to get acquainted with other properties, please call the mentioned phone number.Sincerely, PROJECT Real Estate Agency.Translated from Armenian"
930,,,,,,,,,,,,,,
931,Panels,No,Available,5 / 13,3,2,105 sq.m.,from 2.8 m,Multiple balconies,Major Renovation,"Aram Khachatryan street, Yerevan","$135,000",USD,"Code AR3 / 447:3-room apartment is for sale on Aram Khachatryan street. It is located on the 5th floor of a 13-storey panel building. It occupies an area of 105 square meters. The apartment is fully renovated. Euro windows are installed, heating system, air conditioner, the floor is tiled, the bathroom is tiled. There are open and closed balconies. For sale together with the kitchen furniture.Translated from Armenian"
932,Monolith,Yes,Available,9 / 12,3,2,143 sq.m.,from 3 m,Multiple balconies,Euro Renovation,"Anastas Mikoyan street, Yerevan",,unknown,Beautiful view to the gorge.Baxi heating system is installed. For sale with built-in furniture. ParkingIT IS VERY URGENTTranslated from Armenian
933,Stone,No,Not available,3 / 4,4,1,106 sq.m.,from 3.5 m,Multiple balconies,Major Renovation,"Marshal Baghramyan avenue, Yerevan","$250,000",USD,"A spacious, 106 sq / m comfortable apartment is for sale on Baghramyan avenue, on the 3-rd floor of a 4-storey building of Stalin's design. The building is distinguished by its unique architectural style, adjacent to the subway, Lovers' Park, the National Assembly and the American University.• The apartment is fully renovated.• There are 2 open balconies with street view.• Iron entrance door, euro windows are installed.• The floor is covered with oak parquet.• Kitchen ը The bathroom is tiled, equipped with sanitary ware.• It is provided with round-the-clock water and gas supply. It is heated by a gas boiler.• Partially furnished, there are built-in closets.• There is a space for parking cars in the yard of the building.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale price.For more details, you can visit our website or call the mentioned phone numbers.Translated from Armenian"
934,Panels,No,Available,9 / 9,3,1,100 sq.m.,from 2.75 m,Multiple balconies,Cosmetic Renovation,"Zoravar Andranik street, Yerevan","$71,000",USD,"The apartment is cosmetically renovated, the windows are of European production, side, individual heating, parquet, the entrance door is iron...Translated from Armenian"
935,Stone,No,Available,1 / 16,4,1,80 sq.m.,from 3 m,Not available,Euro Renovation,Yerevan › Ajapnyak,"$65,000",USD,"Ajapnyak, 16 QuarterThe apartment is located on the first floor of a high-rise building, with a separate entrance, a stone structure, the ceiling height is 3 meters, Euro-renovated, three-phase electricity, gas. The significance is commercial.Translated from Armenian"
936,Monolith,Yes,Available,8 / 15,2,1,74 sq.m.,from 2.8 m,Not available,Major Renovation,"Davidashen 2-nd block, Yerevan","$86,000",USD,"ID07034:2-room apartment for sale in Davitashen 2nd district, in a NEW building, 74 sq. M., on the 15/8th floor.Translated from Armenian"
937,Panels,No,Available,11 / 16,2,1,63 sq.m.,from 2.8 m,Open balcony,Partial Renovation,"16th block 32, Yerevan","$55,000",USD,"2-room apartment is for sale urgently. The front door is iron, to the side. There is gas in the building, the building is renovated, there are many shops, a school, a kindergarten nearby, it is close to the bus stop.Translated from Armenian"
938,Monolith,Yes,Available,4 / 9,3,2,116 sq.m.,from 3 m,Open balcony,Major Renovation,Yerevan › Avan,"$122,000",USD,CODE 6719:3-room apartment is for sale in Tsarav Aghbyur district. The apartment is fully renovated. It is provided with constant water and gasTranslated from Armenian
939,Monolith,Yes,Available,5 / 5,8+,3+,340 sq.m.,from 3 m,Open balcony,Major Renovation,"Forest Street, Yerevan",,unknown,"ID13541:5 + room apartment is for sale in Center, on Antarain street, in a NEW building, 340 sq. M., on the 5th / 5th floor. The apartment is fully renovated, has 4 bathrooms and open balcony.Translated from Armenian"
940,Monolith,No,Available,13 / 14,4,2,120 sq.m.,from 2.8 m,Open balcony,Old Renovation,"Hovhannes Shiraz street, Yerevan","$71,000",USD,Shiraz str. Yerevan citr Sm near the bus stop New elevator open balcony Together with the property clean livingTranslated from Armenian
941,Panels,No,Available,9 / 11,3,2,93 sq.m.,from 2.8 m,Open balcony,Major Renovation,"Amiryan Street, Yerevan",,unknown,"ID07464:3-room apartment for sale in Center, on Amiryan street, 93 sq. M., on the 11 / 9th floor. The apartment is fully renovated, has an open balcony.Translated from Armenian"
942,Monolith,Yes,Available,7 / 16,3,1,90 sq.m.,from 3 m,Closed balcony,Designer Renovation,"Արամի փողոց 82, Երևան","$350,000",USD,"Բնակարանը կապիտալ վերանորոգված է, 3 սենյակը դարձրած է 4 սենյակ, ունի մեծ բաց պատշգամբ, վաճառվում է ողջ գույքով և տեխնիկայով։"
943,Stone,No,Not available,5 / 5,3,2,100 sq.m.,from 3.5 m,Multiple balconies,Designer Renovation,"Mesrop Mashtots, Երևան","$320,000",USD,"The apartment is located 20 m from the cascade, euro windows, capitally renovated,uninhabited, kitchen with new high quality appliances, heating system, corridor ոցի kitchenfloor heated, very bright, bedrooms -28 m2,14m2, living room -30 m2 with built-in fireplaceև on TVTranslated from Armenian"
944,Panels,No,Available,5 / 14,3,1,91 sq.m.,from 2.8 m,Open balcony,Designer Renovation,Yerevan › Davitashen,"$120,000",USD,"Apartment for saleDavtashen, 1st district• 3 rooms• 91 / sq. M area• 14/5 floor / panel_• Renovated in design style• European windows / doors• Open balcony• Side:Translated from Armenian"
945,Monolith,Yes,Available,13 / 14,3,1,97 sq.m.,from 3 m,Multiple balconies,Major Renovation,Yerevan › Avan,"$175,000",USD,"Վաճառվում է 3 սենյականոց կապիտալ վերանորոգված բնակարան էլիտար շենքում ։ Հատակը ՝ լամինատ, սալիկ, պատուհանները ՝ եվրո, սանհանգույցը ՝ սալիկապատ ։ Ունի ջեռուցում և 2 լոջա ։ Բնակարանը արևկող է, վաճառվում է տեխնիայի և կահույքի հետ միասին ։"
946,Panels,No,Available,4 / 9,3,1,78 sq.m.,from 2.7 m,Closed balcony,Major Renovation,"Tevosyan street, Yerevan","$67,000",USD,"Apartment for sale in Jrvezh, near Yerevan City, panel building, Yerevan project, the apartment is fully renovated, the windows are euro, the location is sunny, has Baxi heating system, the floor in the rooms is laminate, the kitchen and corridor are tiled, the bathroom is tiled, kitchen furniture, final price $ 67,000Translated from Armenian"
947,Monolith,Yes,Available,1 / 6,4,2,125 sq.m.,from 3.2 m,Open balcony,Major Renovation,"Abovyan street, Yerevan","$245,000",USD,"3-room apartment in a new building on Abovyan street125 sq / m, 2 bathroomsIt is convenient to use as an officeTranslated from Armenian"
948,Stone,No,Available,1 / 5,3,1,87 sq.m.,from 3 m,Not available,Cosmetic Renovation,"Kievyan street, Yerevan","$133,000",USD,"Shonq is located on Kevyan Pegh.The floor of the apartment is from the street, on the 1st floor, on the opposite side of the building, 3rd floor3-room kitchen bathroomyou can design it as a shop areaHe and For rent 300,000Translated from Armenian"
949,Stone,No,Not available,4 / 5,3,1,80 sq.m.,from 3 m,Not available,Major Renovation,"Amiryan Street, Yerevan","$325,000",USD,"Քարե շենք, բետոնե ծածկերով, ստալինյան նախագիծ, H=3,2 Մ. , կապիտալ վերանորոգված, եվրո/դռ. ԵՒ պատուհան. , սանհանգույցը և խոհանոցը իսպանական սալիկ, մետլախ, մշտական տաք և սառը ջուր, երկու կոնդիցիոներ, կահույք, տեխնիկա։"
950,Panels,No,Available,15 / 16,3,1,76 sq.m.,from 2.5 m,Closed balcony,Euro Renovation,"16th block, Yerevan","30,000,000 ֏",AMD,"3 converted 4-room apartment in 16 district is for sale. Needs cosmetic repairs, euro windows, individual heating. Without a mediator.Translated from Armenian"
951,Stone,No,Not available,3 / 5,2,1,80 sq.m.,from 3 m,Closed balcony,Major Renovation,"Kievyan street, Yerevan","$150,000",USD,"Բնակարան է վաճառվում Կիևյան փողոցում 2 սենյակ 80 քմ. Կապիտալ վերանորոգված, անբողջ կահույքի և տեխնիկաի հետ միասին, ջեռուցման համակարգ, կոնդիցոներ, արևկողմ, առաստաղի բարձրությունը 3,4 մ."
952,Panels,No,Available,6 / 9,3,1,76 sq.m.,from 2.75 m,Multiple balconies,Major Renovation,Yerevan › Avan,"$82,000",USD,"2 + 300030:3-room fully renovated apartment is for sale in Avan, Duryan district. The apartment is located on the 6th floor of a 9-storey panel building. It has an open and closed balcony. The entrance door is metallic, the windows are of European production, the parquet is oak. There is a heating system. For sale together with garage, furniture and equipment.Translated from Armenian"
953,Monolith,Yes,Available,4 / 16,4,2,175 sq.m.,from 3 m,Multiple balconies,Major Renovation,"Komitas Avenue, Yerevan","$265,000",USD,"Community: ArabkirKomitas AvenueNewly built eliteThe area is 175 square metersRenovated with unique design solutionsIt is furnished with luxurious furniture, provided with high-quality household appliancesThere is a heating systemThe floor is covered with Italian marble, ceramic granite and laminate2 bathrooms are covered with Italian tiles and equipped with high quality sanitary wareLiving roomDining room3 bedroomsEntrance hall2 bathroomsSeveral open balconies + terraces2 state-of-the-art elevators in the buildingSecurity systemUnderground parkingTranslated from Armenian"
954,Panels,No,Available,4 / 9,4,2,98 sq.m.,from 2.75 m,Multiple balconies,Partial Renovation,"Karakhanyan street, Yerevan","$80,000",USD,"7 Massive, on the main roadRenovatedPartial Euro windowsThe bathroom is tiledHeating SystemSide:MDSK projectUrgentTranslated from Armenian"
955,,,,,,,,,,,,,,
956,Panels,No,Available,4 / 9,4,1,110 sq.m.,from 3.5 m,Closed balcony,Euro Renovation,Yerevan › Avan,"$90,000",USD,"Apartment for saleAvan, Isahakyan• 105 sq. M. Area (with certificate) / 110 sq. M. Area (actual)• 4 rooms• 9 / 4th floor / panel• Euro renovated• Partial property / equipment• European windows•Heating System• Closed balcony• Side:Translated from Armenian"
957,Stone,No,Available,5 / 5,3,1,85 sq.m.,from 3 m,Multiple balconies,No Renovation,"Tamanyan street, Yerevan",,unknown,"3-room apartment is for sale on Tamanyan street, near the Cascade, in a stone building of Stalin's design. The apartment has a balcony with a beautiful view.Translated from Armenian"
958,Panels,No,Available,9 / 11,1,1,40 sq.m.,from 2.75 m,Closed balcony,Euro Renovation,"Saryan Street, Yerevan","$90,000",USD,The windows face Mashtots AvenueTranslated from Armenian
959,Stone,No,Not available,4 / 5,2,2,60 sq.m.,from 2.75 m,Closed balcony,Euro Renovation,"Արամ Խաչատրյան փողոց, Երևան",,unknown,"2-room apartment is for sale, capitally renovated. The floor is laminate, bathroom is tiled, heating system, windows are of European production.It has a closed or open balcony.Advertisement number -N219:Translated from Armenian"
960,Panels,No,Available,7 / 9,3,1,90 sq.m.,from 2.7 m,Closed balcony,Major Renovation,"Azatutyan Avenue lane, Yerevan","$100,000",USD,"Apartment for sale on Azatutyan Avenue, capitally renovated, with equipment.Terms of the agency:Agency commission 2.5%Identity document to sign the exhibition contractWorking hours: 10: 00-19: 00, Monday-Saturday. We will contact you after 19:00.Call for other questions.Translated from Armenian"
961,Panels,No,Available,3 / 9,3,1,95 sq.m.,from 2.7 m,Open balcony,Old Renovation,"Khorenatsi street, Yerevan","$95,000",USD,"Հին կապիտալ վերանորոգված, բարվոք, սանհանգույցը և խոհանոցը չեխական սալիկ, մետլախ, մշտական ջուր, գազ, բաց պատշգամբ, վերելակ։"
962,Stone,No,Available,1 / 9,3,2,106 sq.m.,from 3.5 m,Open balcony,Euro Renovation,"Улица Захария Саркавага, Yerevan","$105,000",USD,"A 3-room apartment is for sale by the owner, on the 9/1_floor, near Yerevan City, at 106/1-94 Sarkavagi in Kanaker. The first floor is lined with stone. General 106 square meters, high 3.5 m. It has a basement of 106 square meters. , 3 m. High. European windows, gas, permanent water, 2_bathrooms, individual heating, open balcony, fresh air, beautiful view of the Geghama mountains, the bus stop is near the building. It is also suitable for a dental clinic, bank and other purposes. It has a separate entrance from the yard.Translated from Armenian"
