Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Office Space,Stone,31 sq.m.,,,,,"Երևանյան փողոց 4, Հրազդան","$21,000",USD,"The area is located in c. Hrazdan, Yerևanyan 4, next to the pharmacy. It is fully renovated, has a bathroom, high-quality remote-controlled gates, door-window, camera-security system.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17897118
Industrial and Manufacturing,Monolith,2000 sq.m.,,,,,"Zoravar Andranik avenue, Hrazdan","$48,000",USD,The rest of the questions with a groanTranslated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/18257803
Industrial and Manufacturing,Stone,600 sq.m.,,,,,"Geghard street 2, Abovyan",$250,USD,Laundry.All carpet washing machines.Translated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/12573417
Everything Else,Stone,850 sq.m.,,,,,Kotayk › Garni,"$750,000",USD,"An operating bakery-guest restaurant complex is for sale in Garni village, Kotayk region. The bakery is located about 28 km from Yerevan, and about 350 meters in a straight line from the pagan temple of Garni. Over the years, the bakery has become a pleasant place to taste Armenian dishes, as well as to enjoy the services of a guest house located in the lap of Nassar. The area of the restaurant complex is 850 square meters. The land area is 1870 square meters, in fact it is 2000 square meters. The road is fenced, there are old-fashioned wooden gates, but after entering the area, you find yourself on a mountain slope in a fairytale setting surrounded by nature. The bakery consists of two parts. In the inner part there is a closed glass, up to the hall for 100 guests, a balcony with separate tables. From the balcony there is a wonderful view to Garni gorge, and in front of it, with all its majesty, rise the pagan temple and Geghama mountains. The closed hall is renovated with Armenian folk motifs. The walls are covered with Armenian ornaments gathered with stones. The glazed section overlooks the mountain ranges. The upper part of the barn consists of a garden with separate tables, a second open balcony overlooking the mountains, and a cellar. The garden is decorated with Armenian motifs - jars, jars, there is a tonir where it is possible to bake lavash for the guests. The entrance to the seven-room guest house is from the garden. The rooms are quite spacious, clean, furnished with the necessary furniture, separate bathrooms. Five rooms have a French balcony with a view of the beautiful nature of Garni. The service area of the restaurant complex is on the ground floor: Storage room, kitchen, rest rooms, etc. A security system is installed. Garni is one of the ancient settlements of Armenia, according to the legend it was founded 2000 years before our era. It stands out with its beautiful nature and historical and cultural monuments. Here is the world-famous Garni fortress, which is located inside The pagan temple of Garni, built in the 1st century, the remains of the royal bath, the ruins of the 4th century single-nave church. In Garni, near it, there are also the Tukh Manuk, St. Sargis chapels, built in the 9th century, St. Poghos-Petros (12-13 centuries) and St. Sarkis (11th century) churches, the 12th century central dome of Mashtots Hayrapet's church, as well as the medieval bridge. Garni is a popular place կողմից by local tourists visiting Armenia յուրաքանչյուր every tourist visiting here can be your customer.Code 14979917Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/14979917
Everything Else,Stone,4600 sq.m.,,,,,Kotayk › Nurnus,"$55,000",USD,"Livestock farm for sale, rent or exchange in Nurnus village, Kotayk region. The land is fenced, the total area is 4,600 square meters, in which there is a 1,000 square meter farm and an 80 square meter warehouse. Half of the farm is intended for pig breeding and is equipped with cages for 500 pigs. The other part of the farm is intended for large and small cattle. The farm is located at the beginning of the village and the asphalted road reaches it. The farm is located 25 km from Yerevan. Call for other details.Barn, barns, stable, area, farm.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/16209583
Restaurant,Stone,"10,000 sq.m.",,,,,Kotayk › Garni,"$950,000",USD,Restaurant complex for rentTranslated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/18058126
Multifunctional Space,Monolith,280 sq.m.,,,,,Kotayk › Abovian,"$300,000",USD,Աբովյան ճանապարին առաջին գիծ kam vardzakalutyun amis@ 600000,Nov-24-2022_17-56,,https://list.am/en/item/15636317
Multifunctional Space,Stone,200 sq.m.,,,,,Kotayk › Hrazdan,"$60,000",USD,"Urgent sale of a commercial space (restaurant) on Shahumyan street in Hrazdan city, next to the former old market, the space is provided with all communications (gas, water, electricity, sewage), call for detailsTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/16511558
Everything Else,Stone,3315 sq.m.,Not available,Not available,Other,Separate from the Courtyard,Kotayk › Meghradzor,"30,000,000 ֏",AMD,"The property is the property of the Bank as a result of the pledge.Kotayk region v. Meghradzor 1st street No. 2 fish farm: 44.76 sq. M., fish farm - 3270 sq. M., plot of land - 0.83 ha, there is an area adjacent to the territory of the fish farm - a plot of 520 sq. M., 3 fish ponds.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/6140992
Restaurant,Stone,198 sq.m.,Not available,Not available,Other,Separate from the Courtyard,Kotayk › Arzni,"30,000,000 ֏",AMD,"The property is the property of the Bank as a result of the pledge.Kotayk region, c ․ Kitchen in Arzni, 197.68 sq. M., land - 0.250 ha, canopy - 61.8, canopy - 18.9 square meters. It is the former ""BLACK ART"" restaurant complex.The property can be purchased on installment payment, with a minimum of 10% down payment and a maximum of 36 months. Other payment schedules may be considered or property may be purchased through the Bank on credit.The property is free.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/8760496
Retail Space,Cassette,6 sq.m.,Not available,Not available,First Line,Separate from the Street,"Պետիկյան փողոց 1, Հրազդան","300,000 ֏",AMD,"It is located in Aghbyurak district, in a busy part of the street, right next to the crossroads. It is an iron shop, the dimensions are 2 x 3 x 2.2. Village for sale or exchange. With an animal. Only the shop is for sale, not the area. There is a refrigerator.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17437316
Restaurant,Stone,3800 sq.m.,,,,,"Charents street, Ծաղկաձոր","$350,000",USD,"Region: Kotayk,City: Tsakhkadzor7 Tandzaghbyur StreetLand area: 3,800 square meters (Actual 2,300 square meters)Building area - 155 square metersThe furniture of Tsakhkadzor ""SKI Bar"" and the selected shades are in line with the natural beauty of the area.Located in a mountainous area, equipped with all modern amenities, it is very close to the hillside for skiing.""ROPANUGHIN"" is only 350 meters from the area.""SKI Bar"" offers organizations or guests to spend the day in the most unforgettable environment. The service includes breakfast, lunch and dinner.In winter, skiing entertainment is organized, and in other seasons of the year, SKI bar's professionals organize an unforgettable and impressive walk for guests to get acquainted with the sights and interesting places of Tsakhkadzor.You can enjoy an unforgettable vacation, as well as European and Armenian cuisine in ""SKI bar"", which has the opportunity to receive 45 guests at a time.The area has the possibility of expansion - construction of 3-4 cottages ևTo expand the ""SKI bar"".There are many trees and deer in the land.""SKI bar"" and adjacent area is for sale.Code 9253642Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/9253642
Industrial and Manufacturing,Stone,5800 sq.m.,,,,,Kotayk › Ptghni,"$250,000",USD,-----Ընդհանուր մակերեսը կազմում է 6000ք/մ-----ՈՒնի Բոլոր անհրաժեշտ հարմարությունները-----Կոդ D613,Nov-24-2022_17-56,,https://list.am/en/item/14340466
Multifunctional Space,Stone,5000 sq.m.,Not available,Not available,Second Line,Separate from the Street,"16-я улица 5, Джрвеж","$400,000",USD,Flat areaZrvezh 2 linesView of the gorgeTranslated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/13411460
Multifunctional Space,Stone,1350 sq.m.,,,,,Kotayk › Jrvezh,"$700,000",USD,"Multipurpose property for sale in Jrvezh,land area: 1350 square metersspace is in 3 dimensions1st floor: 505 square meters (ceiling height 6m)2nd floor: 325 square metersbasement: 80 square metersmeaning: Public.The area is multifunctional and can be used for various activitiesIt has several entrances suitable for large trucksAgency commission: 2%Code kom042Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/18199095
Office Space,Panels,28 sq.m.,,,,,"Kentron block, Hrazdan","$35,000",USD,Urgently for sale public space in the center district of Hrazdan cityTranslated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/12885883
Industrial and Manufacturing,Stone,822 sq.m.,,,,,Kotayk › Kasagh,"$700,000",USD,"Realty Consult ID - IC 149:Production complex for sale, can be used for any production activity.Kotayk, Kasakh village.The area of the land is 6000 square meters.The total area of the buildings is 822.4 square meters.PRICE: $ 700,000.The cadastral value of the land is not paid.The land is flat, fenced, the improvement is in good condition.The building is in good condition, it is subject to operation.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/16600169
Industrial and Manufacturing,Panels,6000 sq.m.,Available,Not available,Second Line,Separate from the Street,"10-րդ փողոց 10, Մայակովսկի","$360,000",USD,"A production area is for sale in Mayakovsky village, adjacent to the city of Abovyan, the total area of the land is 6000 square meters, the area is completely fenced, provided with three-phase electricity, has its own station, sewage, water, a two-story production building with its storage area and offices is built in the area, each floor area 250 square meters, total 500 square meters, former ""Dynamo"" knitting production area with its buildings. Negotiable to real buyerTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/18197829
Functioning Business,Stone,7300 sq.m.,,,,,Kotayk › Hrazdan,"110,000,000 ֏",AMD,"Farm for sale, farm 1130 sq. M. With beef ոզ pigs like him ույ Property, grain and grass, for other questions call, 41 pig mothers, 3 boars like's's's's's's's's's's's's farm's 1700 tuq grass, at present 5 tons of barley, 3 tons of wheat, concentrate, millet, milking machine, 7 cows, 5 calves, 16 1.5-year-old bull, 6 2.5-year-old bull. The farm is plastered with European windows, only real buyers will call, I am selling it urgently, that's why I will buy it, possibly with partial payments. The cost of the farm is estimated by only 60,000,000 banksTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/15647903
Everything Else,Panels,250 sq.m.,,,,,"Abovyan street 1, Charentsavan","$45,000",USD,Land with its constructionFor more information callTranslated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/12699749
Multifunctional Space,Monolith,2500 sq.m.,Available,Available,Other,Common from the Street,Kotayk › Abovian,"$2,500,000",USD,"A restaurant complex with a total land area of 25,000 square meters (2.5 ha) is for sale in the central part of Abovyan city, which has various buildings with an area of about 2,000 square meters and a beautifully landscaped garden with fruit trees and an outdoor swimming pool and beautiful views of Mount Hatis. It consists of 6 halls for 50 to 60 people, 4 halls for 15 to 20 people, 4 two-story private rooms with an area of 100 square meters, which have a sauna, an indoor pool, a bathroom, 1 bedroom and 1 living room. There are summer pavilions and 1 more half-built building with 2 floors and an area of 800 square meters, which is intended as a hotel. The area is provided with all communications: Gas, water, three-phase electricity, the buildings have heating and cooling systems, the halls and rooms are completely renovated, the rooms are beautifully modernly furnished, equipped with the necessary equipment. Bathrooms are tiled and equipped with quality plumbing fixtures. The yard has a beautiful waterfall, has 3 side entrances and outdoor parking for 50 cars.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/18052716
Agricultural Space,Panels,1258 sq.m.,Not available,Not available,Other,Separate from the Courtyard,Kotayk › Buzhakan,"5,418,410 ֏",AMD,"Գույքը հանդիսանում է Բանկի գրավ, որը գտնվում է ՀԿԱԾ աճուրդում:Կոտայքի մարզ, Բուժական համայնք, 4-րդ փողոց, 2-րդ նրբանցք, թիվ 16 անասնաշենք՝ 1258․3․ հողամաս՝ 1700քմ։ Շինբությունը՝ պանելներ և տուֆ քար, հիմքը՝ միաձույլ երկաթբետոն, ժապավենաձև, ծածկը՝ երկաթբետոն, տանիքը՝ ազբոշիֆեր, մուտքի դռները՝ մետաղական, պատուհաները՝ փայտյա, հատակը՝ բետոնյա, ունի էլ․ հոսանք, ջուր:Ներկայացվող գույքը կարող եք ձեռք բերել նաև Բանկի կողմից վարկավորման միջոցով՝ տվյալ պահին գործող վարկավորման պայմաններով և սակագներով:! Ուշադրություն!Գույքը ծանրաբեռնված է փաստացի օգտագործողներով, որոնց վտարուման և պայմանագրից բխող բոլոր անհրաժեշտ ծախսերը և գործողությունները կատարվելու է աճուրդում հաղթող ճանաչված մասնակցի կողմից:",Nov-24-2022_17-56,,https://list.am/en/item/17800654
Multifunctional Space,Stone,2000 sq.m.,,,,,"Ֆրոնտիկ Թևոսյան փողոց 1, 5-րդ նրբանցք","$180,000",USD,"Multifunctional area for sale or rent in AbovyanIn Nor Geghi, suitable for storage, production and other activities,There is water, electricity in the area, gas is nearby, it has 2 officesarea, 3 warehouses 530 sq. M., 430 sq. M., 170 sq. M. For more information callwith the mentioned phone number.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17400231
Multifunctional Space,Panels,1000 sq.m.,,,,,Kotayk › Dzoraghbyur,"$615,000",USD,"Region: KotaykStreet: Lighting, first line near the main roadThe area of the land is 3000 square metersThe area of the workshop is 1000 square meters, the height is 6 metersOffice area - 432 square metersAdditional half-built - 216 square metersThe office has 14 rooms, 6 bathrooms, jacuzzi, canteenAll the necessary communications are available: Sewerage, gas, water, internet WIFI, own 10000V 250 KWA transformer.On the walls 56 pieces 60 clouds 3 phase 380V automaticsThe area is fenced with a 3 meter high fence, there are 2 big electric gates, a guard house, a car park. It is monitored by cameras.It has a green yard with beautiful deer and ornamental plants.Only 14 km from the city center (Opera House)Code 15161640Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/15161640
Functioning Business,Stone,10 sq.m.,Available,Available,First Line,Common from the Street,"Jrvezh 12-th street, Jrvej","150,000 ֏",AMD,Pumice block stackTranslated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/14921816
Multifunctional Space,Stone,215 sq.m.,,,,,"Charents street, Yeghvard","$137,700",USD,"The construction is newly built, completely restored, it is in perfect condition. Call for the price.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17097266
Functioning Business,Stone,4500 sq.m.,,,,,"3-րդ փակուղի 2, Բալահովիտ","$325,000",USD,"Existing poultry farm, exchange, negotiable to the real buyerTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17920936
Retail Space,Stone,27 sq.m.,,,,,Kotayk › Kanakeravan,"$15,000",USD,"Commercial space for sale, suitable for a shop or office, the building is made of stone, has electricity, water, sewerage. The building and land are privatizedTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18555967
Industrial and Manufacturing,Stone,650 sq.m.,Not available,Not available,First Line,Separate from the Street,"Ալեքսանդր Բել փողոց, Քանաքեռավան","$171,500",USD,"Production space 650 square meters for sale. M. 900 sq. M. First line on the central street (Mrgasheni highway) with the plot of land. The ceiling height is 5-6 meters. It is suitable for use as a workshop, cold store, shop, etc. The cost of the building is 1 c. Only 250 US dollars per square meter, the land cost is 1 square meter. 10 USD for M, only USD 171,500. Options for a partial exchange and an additional payment by you can be discussed - car, land, house or other assets not more than fifty thousand US dollars - the rest is an additional payment.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18512095
Hotel,Stone,2000 sq.m.,Available,Not available,First Line,Separate from the Courtyard,"Майская улица 9/1, Цахкадзор","$15,000,000",USD,"Ready-made hotel complex for sale. The total area is 2000 square meters. The complex consists of four apartments. Each of the apartments consists of three floors. There is a restaurant on the territory of 200 square meters, there are also two Finnish saunas with their additional rooms. There is also a 850 square meter three-story private house in the area, which you can use as your own house or use as a hotel complex.Translated from Armenian",Dec-15-2022_21-12,Covered parking,https://list.am/en/item/18616116
Everything Else,Monolith,1800 sq.m.,Available,Available,First Line,Common from the Street,Kotayk › Tsakhkadzor,"$500,000",USD,"A ready-made commercial project with a building permit is for sale at 21 Yeghbairner St. , Orbeli, Tsaghkadzor.The premium class aparthotel will have 68 rooms according to the project, restaurant, children's room, ski room, terrace, outdoor swimming pool.Construction and sales can be started immediately, all documents are ready.Translated from Armenian",Dec-15-2022_21-12,"Outdoor parking, covered parking",https://list.am/en/item/18606041
Hotel,Stone,5400 sq.m.,Available,Not available,First Line,Separate from the Street,"Մհեր Մկրտչյան փողոց, Ծաղկաձոր","$950,000",USD,"Tsaghkadzor Mher Mkrtchyan street, existing hotel, there are stone buildings in the area, the hotel consists of 32 rooms, renovated, furnished, the hotel has a large, beautiful green yard, a restaurant. The area of the land is 5400 square meters, the buildings are 2500 square meters.Translated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18681124
Multifunctional Space,Panels,3000 sq.m.,,,,,Kotayk › Nor Geghi,$100,USD,"The land has a beautiful view, it is located on the edge of a valley, it is intended for residential purposes, for public construction, there is a building of about 400 square meters, the price of 1 square meter is written: Negotiable.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18421709
Everything Else,Stone,100 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Nor Hachen,"$120,000",USD,"Own public building,is located in Nor Hachnem, in the city, newly reconstructed.20 square meters basement area, 80 square meters total area.The price is negotiable.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18708766
Retail Space,Stone,30 sq.m.,,,,,Kotayk › Abovian,"5,000,000 ֏",AMD,"Trade pavilion (shop) 2-story floor area 32 square meters. M 1h (4.5×3), m, 2h (6×3) mTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18502874
Functioning Business,Monolith,462 sq.m.,Available,Not available,First Line,Common from the Street,Kotayk › Abovian,"$1,500,000",USD,"In the city of Abovyan, Kotayk Marz, an existing multi-disciplinary medical center equipped with state-of-the-art equipment is for sale.The total area of the land: 600 sq/m.Building area: 465 square meters.In the center there are:computed tomography (the only one in Kotayk region)ultrasound examination (sonography)laboratory (biochemical, biochemical, immunoenzymatic and a number of other studies)Covid-19 PCR test researchthere is Vacumed multi-functional physiotherapy equipment, which is the only one in Armenia.Visitors to the medical center can use:therapista cardiologista neurologistgastroenterologistendocrinologistgynecologist and urologista dermatologista dentistquality services of physiotherapists and other specialists.The center has 13 wards, 5 of which are VIP.Also, a sterilization room, a separate building for oxygen reserve cylinders, a canteen, bathrooms on all floors, a storage area.The heating is centralized, there is a three-phase current.It has the possibility of expansion:• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Code 18475975Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18475975
Retail Space,Stone,98 sq.m.,Not available,Not available,First Line,Separate from the Street,"Улица Авагяна 1/14, Абовян","$85,000",USD,Магазин на первой линии. 99кв. М собственность. Можно обмен с авто с вашей доплатой. Звоните на россиский номер. Есть Ватсап.,Dec-15-2022_21-12,,https://list.am/en/item/18678649
Industrial and Manufacturing,Panels,250 sq.m.,By agreement,Not available,Second Line,Common from the Street,"Եսայան փողոց 1, Չարենցավան","$55,000",USD,"250 square meters available Water, three-phase electricity. Negotiable!Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18634920
Multifunctional Space,Stone,"10,000 sq.m.",Not available,Not available,First Line,Separate from the Courtyard,"Արզնու խճուղի, Աբովյան","$500,000",USD,"For sale, call for urgent detailsTranslated from Armenian",Dec-15-2022_21-12,"Outdoor parking, covered parking, garage",https://list.am/en/item/18627763
Everything Else,Stone,312 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Buzhakan,"$35,000",USD,"A stone building is for sale in Buzhakan village, Kotayk marz. The building is located on the central asphalted street, suitable for use as a shop, warehouse, workshop and other purposes. It is located next to the street and there is a large area in front of it, suitable for parking cars. There is a certificate of ownership. The type of building is public.Translated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18724892
Functioning Business,Stone,300 sq.m.,Not available,Not available,First Line,Common from the Street,"Ֆրոնտիկ Թևոսյան փողոց, Նոր Գեղի","$200,000",USD,"An operating gas station is for sale in Nor Geghi community, 1st LINE.There is also a functioning feed store and storage areas.The building is 100 square meters300 square meters of land with a wide frontageThere is an opportunity to add an LPG station, and build a box office, penny car washThe area is renovated.It is located on the 1st line, at the intersection of the main road, it is a very busy place...Translated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18639591
Building,Stone,420 sq.m.,Available,Not available,First Line,Separate from the Street,"Նաիրյան փողոց, Աբովյան","$470,000",USD,The building is 420 sq/m and the adjacent land is 1000 sq/m for public sale together.Translated from Armenian,Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18679983
Industrial and Manufacturing,Stone,50 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Abovian,"$15,000",USD,K. A furniture workshop of 50 square meters next to the towel factory in Abovyanhas three-phase electricity and waterAlso available for rentTranslated from Armenian,Dec-15-2022_21-12,,https://list.am/en/item/18432980
Agricultural Space,Wooden,2956 sq.m.,Not available,Not available,Other,Separate from the Street,Kotayk › Proshyan,"$145,000",USD,"An empty plot of land of 2956 square meters is for sale, which is located in Ashtarak alley, Proshyan village, at the back of Americano district, 400 meters from the north-south road.A large-scale construction is underway nearby.The process of changing land status has been simplified.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18708429
Everything Else,Stone,"20,000 sq.m.",Available,Available,Other,Separate from the Street,Kotayk › Garni,"$180,000",USD,"A working Slaughterhouse is for sale in the village of Garni. It is a working business, currently employed. It is equipped with modern property and equipment. It is provided with separate drinking and irrigation water, three-phase current.A Ford fridge-car is also provided.There is a house in the area for living.For sale URGENTLY, PRICE NEGOTIABLE.Translated from Armenian",Dec-15-2022_21-12,Covered parking,https://list.am/en/item/18671128
Retail Space,Monolith,264 sq.m.,Not available,Not available,First Line,Common from the Street,"Safaryan street, Kasakh","$300,000",USD,UrgentI am selling a 3-story conversion apartment in the central part of KasakhAlso possible for rentPRICE IS FINALTranslated from Armenian,Dec-15-2022_21-12,,https://list.am/en/item/18267452
Multifunctional Space,Stone,80 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Abovian,"$70,000",USD,"For sale, or will exchange for a 2-room apartment with your additional paymentTranslated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18722248
Agricultural Space,Stone,700 sq.m.,Not available,Not available,First Line,Separate from the Street,"Hrazdan street, Yerevan","$25,000",USD,Cattle barn 85 square meters for sale. The total area is 700 square meters. The tin roof is used as a hay storage. It has a separate fodder warehouse. The building was built in 2021Translated from Armenian,Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18597197
Retail Space,Stone,18 sq.m.,,,,,"3-րդ թաղամաս 1, Չարենցավան","$22,000",USD,"URGENT: The shop is located in the central street, the total area is 18 square meters, the monolithic roof is covered with tin, gas, sewage, water supply, it has a basement. For other details, call the specified phone number. The price is negotiableTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18439187
Retail Space,Stone,25 sq.m.,Available,Not available,First Line,Separate from the Street,"Garni street, Abovyan","$30,000",USD,"It is located behind the cinema building in the central market area. It is renovated, has electricity, water, bathroom. It is also suitable for office and other activities. For details, call the indicated phone number.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18468794
Multifunctional Space,Stone,500 sq.m.,Available,Not available,First Line,Separate from the Street,Kotayk › Arinj,"$200,000",USD,"A commercial space is for sale on the central road of Arinji. Suitable for any business activity. Capital monolithic building. At present, there is a bakery and a grocery store. It is possible to build a second floor and build houses.Translated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18690008
Agricultural Space,Stone,660 sq.m.,Available,Not available,Other,Common from the Street,Kotayk › Alapars,"$400,000",USD,"Former farm, 660 square meters, barns have been built, the rest is an empty plot, suitable for livestock.Code 1100045Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18474263
Warehouse,Stone,9900 sq.m.,Not available,Not available,First Line,Separate from the Street,Kotayk › Nor Geghi,"$1,750,000",USD,"Շտապ վաճառվում է սառնարանային տնտեսություն ընդհանուր՝ 3000 տոննա տարողությամբ սառնարան, արդյունաբերական տարածք շենք-շինություններով՝ ՆՈՐ ԳԵՂԻՈՒՄ։ Հողատարածքի ընդհանուր մակերեսը կազմում է՝ 30 000 քմ։ Գտնվում է գլխավոր ճանապարհին կից։ Ընդհանուր շինությունների մակերեսը կազմում է 4500 քմ։ Ունի՝ գազ, խմելու ջուր, ոռոգման ջուր, եռաֆազ հոսանք և կոյուղի։ Հարմար է օգտագործել տարբեր բիզնես նպատակներով։ Մանրամասն տեղեկությունների համար կարող եք զանգահարել նշված հեռախոսահամարով։Срочная продажа рефрижератора общей вместимостью 3000 тонн, промышленной зоны с постройками в НОР-ГЕХИ. Общая площадь земли составляет 30 000 квадратных метров. Он расположен рядом с главной дорогой. Общая площадь зданий составляет 4500 квадратных метров. Есть газ, питьевая вода, поливная вода, трехфазное электричество и канализация. Удобен для использования в различных бизнес-целях. Для получения дополнительной информации вы можете позвонить по указанному номеру телефона.",Dec-15-2022_21-12,,https://list.am/en/item/17917160
Industrial and Manufacturing,Stone,900 sq.m.,Not available,Not available,Second Line,Separate from the Street,Kotayk › Garni,"$160,000",USD,"3500 sq. M. Production area with garden, 900 sq. M., 7 km away from Dzorakhpyur, with buildings, of which 500 sq. M., residential, for sale or exchange.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/16693154
Functioning Business,Stone,650 sq.m.,Available,Not available,Second Line,Separate from the Street,"Տիգրանաձորի փողոց, Արամուս","$400,000",USD,"A working pig farm for sale in Aramus village with 70 sows and about 250 pigs of various sizes. It has personal three-phase electricity and constant water, internet, it has a feeder and a feed mixer. It is equipped with cameras, a solar system of 15 kW is installed. It has a licensed slaughterhouse, with a delivery truck. The land area is 10,000 square meters. M Gomerin 650 sq. M. M. The barns were built in 2017. The monthly output is 110-120 pieces. For more information, callTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18519674
Functioning Business,Wooden,510 sq.m.,Available,Available,First Line,Separate from the Street,Kotayk › Nor Geghi,"$26,000",USD,Срочно продаётся,Dec-15-2022_21-12,,https://list.am/en/item/18389028
Multifunctional Space,Stone,100 sq.m.,Available,Not available,First Line,Common from the Street,"Զորավար Անդրանիկի պողոտա 14, Հրազդան","$80,000",USD,"For questions, call 3. The floor is 250 square meters, the 1st floor is renovated. Warm floor, three-phase current is urgent, that's why this price isTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18455548
Multifunctional Space,Stone,685 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Kotayk › Hrazdan,"$320,000",USD,"A commercial area of 685 square meters is for sale, which is located in c. Hrazdan: Microdistrict 111 building. The area occupies the entire first floor of a five-story building, has gas, water, three-phase electricity, parking space: 1200 square meters. Office area, shop, office, market, house, apartmentTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18558880
Automotive Service,Stone,300 sq.m.,Available,Not available,First Line,Separate from the Street,"Շահումյան փողոց 5/1, Չարենցավան","$150,000",USD,Details by phonePrice Negotiableexchange for an apartment in Yerevanthe area of the building is 220 sq/m (the land is 300 sq/m)possibility to expand the land up to 400 m/sq equipment is included in the priceTranslated from Armenian,Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18644637
Functioning Business,Stone,1400 sq.m.,Not available,Not available,First Line,Common from the Street,"Azatamartikneri Street, Garni","$240,000",USD,"Current vulcanization, oiling point dangrat, spare parts shop moika, also exchange with apartmentTranslated from Armenian",Dec-15-2022_21-12,"Outdoor parking, covered parking",https://list.am/en/item/18611125
Agricultural Space,Stone,1000 sq.m.,Available,Not available,Other,Common from the Street,"Աբովյան խճուղի, Երևան","$52,000",USD,"Cattle farm with its slaughterhouse is urgently for sale.The barn is semi-constructed but is currently in use.All the documents are being built on a separate cattle ranch ""19-15.5"" according to the project. 2:Tax.The slaughterhouse has ""6-7"" on itRefrigerator, laboratory, bathroom and separate living room.There is a permanent potable water supply, sewer flushing water.Has a newly planted garden. Apple pear almond.You can call for other details. If you wish, I can graze together with the animals for an additional fee, all of them are purebred heifers with their fodder...It is also possible to rent a truck from your house for an additional fee. 5 tonics and moreAlso equivalent to apartment and hostel...Translated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18356180
Retail Space,Stone,55 sq.m.,Available,Not available,First Line,Common from the Street,"Գուրգեն Արշակյան թաղամասի 2-րդ փակուղի 1, Բալահովիտ","$55,000",USD,Grocery store with all utilities for rent.Translated from Armenian,Dec-15-2022_21-12,,https://list.am/en/item/18633263
