Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,New Construction,Elevator,Ceiling Height,Floor,Balcony,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Furniture,Garage,Amenities,Appliances,Links
House,Stone,65 sq.m.,2,3,1,Major Renovation,120 sq.m.,"Abovyan street, Gyumri","20,000 ֏ daily",AMD,"3-room apartment in the city center for daily rent. Euro-renovated. The apartment has utilities, all household facilities: Constant hot and cold water, gas, Internet (Wi-Fi), cable TV, open balcony.The 2nd floor of a 2-story house is for rent, but you can also rent the whole house (as well as partially), it has a luxurious and spacious balcony, a yard full of flowers, where there is a barbecue, a swing, chairs and tables. You can spend your entire vacation right here. For more information call.Code SH342Translated from Armenian",Nov-24-2022_23-04,,,,,,7,Yes,Yes,Included,By Agreement,Available,3 or more spots,,,https://list.am/en/item/18175311
House,Stone,85 sq.m.,1,3,2,Euro Renovation,,Shirak › Gyumri,"20,000 ֏ daily",AMD,"Մեկ հարկանի քարե տուն Գյումրիում, 85 ք. Մ. , 2 սանհանգույց, եվրովերանորոգված25,000 օրականОдноэтажный каменный дом в Гюмри, 85 кв. М. , 2 санузла, евро ремонт25,000 драм в деньՕրավարձով է տրվում վերանորոգված և կոմունալ բոլոր հարմարություններով տուն Գյումրի քաղաքում՝ կենտրոնից 2կմ հեռավորության վրա, Թամանյան փողոց 2։Ունի խոհանոց, 2 սանհանգույց՝ 1-ը լոգարանով, 1 ննջասենյակ, մեծ միջանցք:Տունը նախատեսված է մինչև 6 անձի համար։ Երկտեղանոց սենյակը ամրագրելու դեպքում՝ 15 000 դրամ, ամբողջ տունը ամրագրելու դեպքում՝ 20 000 դրամСдается посуточно отремонтированный дом со всеми коммунальными удобствами в Гюмри, в 2 км от центра, на улице Таманяна 2.В нем есть кухня, 2 санузла, 1 с ванной, 1 спальня, большой коридор.Дом рассчитан на проживание до 6 человек. При бронировании двухместного номера - 15 000 драм, при бронировании всего дома - 20 000 драм",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17483191
House,Stone,20 sq.m.,1,1,1,Cosmetic Renovation,500 sq.m.,"Տերյան փողոց, Գյումրի","100,000 ֏ monthly",AMD,"Сдается отделенная 1 комната /Студия в частном доме со всеми удобствами, кухня. Ванная Дом находится в центре города, автобусная остановка в 5-и метрах.В доме есть холодильник, телевизор, в ванной горячая вода.Во дворе участок с деревьями.Адресс: Ул. Теряня дом 141/5, г. Гюмри.Дом освобождается с 15.11 числа, в настоящем проживает пара из России.",Nov-24-2022_23-04,,,,,,2,Yes,Yes,Not included,By Agreement,,1 spot,,,https://list.am/en/item/13097253
House,Stone,120 sq.m.,1,3,1,Euro Renovation,,Shirak › Gyumri,"12,000 ֏ daily",AMD,"Сдается дом.5 минут ходьбы от центальной площади, поблизости находится рынок, школы, детский сад, центральный парк.Имеется все комунальные условия: Горячая-холодная вода, отопление-теплый пол, Wi-Fi, Smart-TV.",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17095539
House,Stone,50 sq.m.,1,1,1,Cosmetic Renovation,,"Varpetats Street, Gyumri","6,000 ֏ daily",AMD,Օրավարձը մեկ անձի համար կազմում է 6000 դրամ: Ежедневная оплата на одного человека составляет 6000 драм. The cost is 6000 drams for each person daily.,Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/16445114
House,Stone,60 sq.m.,1,1,1,Euro Renovation,,"Խաչատուր Աբովյանի փողոց 134/1, Գյումրի","12,000 ֏ daily",AMD,"Տրվում է օրավարձով 2 սենյականոց բնակարան քաղաքի կենտրոնում: Եվրովերանորոգված է: Բնակարանն ունի կոմունալ, կենցաղային բոլոր հարմարությունները`մշտական տաք և սառը ջուր, գազ, ինտերնետ (Wi-Fi), կաբելային հեռուստատեսություն, բաց պատշգամբ:Գինը ենթակա է փոփոխության` Կախված անձանց քանակից և տոն օրերից:Մանրամասների համար զանգահարել նշված հեռախոսահամարով:Посуточно сдается 2-комнатная квартира в центре города. Евро ремонт. В квартире есть все удобства: Постоянная горячая и холодная вода, газ, интернет (Wi-Fi), кабельное телевидение, открытый балкон.Цена может меняться в зависимости от количества человек и праздников.За подробностями звоните по указанному номеру телефона.Daily rent 2-room apartment in the city center. Euro renovation. The apartment has all the amenities: Constant hot and cold water, gas, internet (Wi-Fi), cable TV, open balcony.The price is subject to change depending on the number of people and holidays.For details, call the indicated phone number.",Nov-24-2022_23-04,,,,,,5,Yes,Yes,By Agreement,By Agreement,,,,,https://list.am/en/item/17679397
Country House,Stone,220 sq.m.,2,2,1,Major Renovation,,"8-րդ փողոց 17, Ձորակապ","200,000 ֏ monthly",AMD,"Сдаётся в аренду 2 этажная Вилла со всеми удобствами, 20км от г Гюмри• 5 комнат• 1 санузел• Постоянная Теплая и холодная вода• Отопление, теплый пол• Быстрый интернет, Wi-Fi• Стиральная машина• Холодильник• Новая мебель• Очень много розеток• Огромный балкон с видом на гора АрагацСад с фруктовыми деревьями• Гараж для 3 машин• Бассейн• Рядом продуктовый магазинчерез 1км г Маралик, где есть банки, супермаркеты фастфуды и почта",Nov-24-2022_23-04,,,,,,3,Yes,Yes,By Agreement,1 month,Available,3 or more spots,,,https://list.am/en/item/17632851
House,Stone,110 sq.m.,1,3,1,Designer Renovation,450 sq.m.,"Lazo street, Գյումրի","30,000 ֏ daily",AMD,"Сдается посуточно одноэтажный каменный частный дом с двумя отдельными входами, имеющий большие и малые участки, рассчитанные на 6 и 3 человека соответственно.По большей части, есть 2 спальни, гостиная, кухня и ванная комната.Небольшая часть состоит из 1 спальни, кухни и гостиной вместе и ванной комнаты.Частный дом обеспечен постоянным водоснабжением, постоянным газоснабжением с горячей и холодной водой.Дом отапливается системой BAXI, бесплатный WI-FI.У дома просторный двор, где есть место для парковки, мангал (мангал) для шашлыка.Նշված գինը՝ 3 անձի դեպքումԿոդ GA565Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18162218
House,Stone,160 sq.m.,1,5,3+,Euro Renovation,,"Կոմիտասի փողոց 33, Գյումրի","60,000 ֏ daily",AMD,"It is also provided with a monthly rent of AMD 400,000.The house is fully renovated, furnished, equipped with appliances, dishes, bedding. It has individual heating system, security system, constant hot and cold water, garage, garden. There is a bathroom in the yard, a besetka.Translated from Armenian",Nov-24-2022_23-04,,,,,,6,No,No,Not included,2 months,,,,,https://list.am/en/item/18145129
House,Stone,185 sq.m.,1,3,1,Euro Renovation,85 sq.m.,"6-й переулок улицы Карена Демирчяна 16, Гюмри","30,000 ֏ daily",AMD,"Daily rent apartment in Gyumri. The apartment is for rent completely with the yard.2 bedrooms, 1 living room, large kitchen, bathroom, individual heating system. Bedding, dishes, wi-fi, cable TV. The house is furnished.It is for 5 people. It is located 3 km from Vardanants Square.Translated from Armenian",Nov-24-2022_23-04,,,,,,5,Yes,No,Included,By Agreement,Available,Not available,"TElevision, internet, barbecue oven, gazebo","FRidge, stove, microwave, dishwasher, washing machine, water heater, iron, hair dryer",https://list.am/en/item/16152550
House,Stone,100 sq.m.,1,2,1,Euro Renovation,30 sq.m.,"Իսահակյան փողոց 197, Գյումրի","20,000 ֏ daily",AMD,"PRICE LIST:1-5 places️A house for daily rent in a small city center and very close to the main attractions, namely~50m to Hovhannes Shiraz House Museum, 1 minute on foot~ 150 m to Avetik Isahakyan's House Museum,~300m to Mher Mkrtchyan House Museum.The house is fully renovated.It is equipped with all necessary communications.There is an iron door at the entrance, the windows are euro.There are also many shops, restaurants, cafes nearby.WiFiTvParking lotwashing machineTranslated from Armenian",Nov-24-2022_23-04,,,,,,1,Yes,No,By Agreement,By Agreement,,Not available,,,https://list.am/en/item/17782675
House,Stone,35 sq.m.,1,1,1,Euro Renovation,,"Վահան Տերյանի փողոց 95/6, Գյումրի","15,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ Օրավարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունIn the city center near the house-museum of S. D. Merkurov, a new-fangled apartment is rented by the dayThe apartment has all the necessary equipment, furniture, heating and refreshment systemsDepending on the number of days and guests, the price can be changedВ центре города рядом дом-музей С. Д. Меркурова посуточно сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освеженияВ зависимости от количества дней и гостей, цена может быть изменен",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,By Agreement,,,,,https://list.am/en/item/17580207
House,Stone,80 sq.m.,1,3,1,Major Renovation,100 sq.m.,"Այվազովսկու փողոց 1-ին նրբանցք 4, Գյումրի","25,000 ֏ daily",AMD,"Տրվում է վարձով սեփական տուն, Տունը կապիտալ վերանորոգվել է և բացարձակապես բնակեցված չէ, ունի սեփական պարսպապատված բակ, ավտոտնակ, նկուղ, առկա է ինտերնետ WIFI, ջեռուցման համակարգ, մշտական տաք և սառը ջուր։Сдается частный дом, Дом капитально отремонтирован, совершенно не заселен, есть свой огороженный двор, гараж, подвал, биседка, мангал, есть WIFI интернет, отопление, постоянная горячая и холодная вода.",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,Without prepayment,,1 spot,,,https://list.am/en/item/17502527
House,Stone,120 sq.m.,1,1,1,Partial Renovation,200 sq.m.,Shirak › Gyumri,"67,000 ֏ monthly",AMD,"Сдам на долгосрочный период каменный дом в надежные руки. В доме есть вся необходимая мебель. Газовая плита, ковры, большая кухня. Уютный, светлый дом. Совмещенный санузел. Большой закрытый двор. Дом подходит для семейного проживания. Есть раскладной диван и 2отдельные кровати.",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18179420
House,Stone,45 sq.m.,2,3,1,Partial Renovation,45 sq.m.,"Varpetats Street, Gyumri","200,000 ֏ daily",AMD,"In the center of Gyumri, in front of the Shiraz House Museum in Varpetats Street, the 2nd floor of a private house, 2 rooms with all utilities, is for rent. It is suitable for up to 5 people. One month's rent is 200,000 AMDTranslated from Armenian",Nov-24-2022_23-04,,,,,,5,Yes,No,By Agreement,By Agreement,,Not available,,,https://list.am/en/item/17569044
House,Stone,530 sq.m.,3,5,2,Major Renovation,500 sq.m.,"1-й переулок улицы Комитаса 11, Гюмри","350,000 ֏ monthly",AMD,"A 3-storey newly built private house is for rent in Gyumri city. The house has all utilities (including wifi) It has a garage, a garden with trees. For more information call.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17946031
House,Stone,157 sq.m.,1,4,1,Old Renovation,270 sq.m.,"Ստեփան Շահումյանի փողոց 25, Գյումրի","60,000 ֏ monthly",AMD,"The house is located in the central part of the city, has a yard. Without property.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17846804
House,Stone,80 sq.m.,1,3,1,Major Renovation,30 sq.m.,"Rustaveli Street, Gyumri","18,000 ֏ daily",AMD,A 3-room house in the center of Gyumri city with all its utilities is for daily rent. It is located 300m from Vardanants Square. Designed for a maximum of 6 people. For more information call.Code RS123Translated from Armenian,Nov-24-2022_23-04,,,,,,6,Yes,Yes,Included,By Agreement,Available,1 spot,,,https://list.am/en/item/18271207
House,Stone,50 sq.m.,1,2,2,Designer Renovation,50 sq.m.,"Furmanov street, Gyumri","16,000 ֏ daily",AMD,Own house in the center of Gyumri city with all its utilities is for daily rent. The house is located next to the Holy Sign church.For more information call.Code SGVS006Translated from Armenian,Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,By Agreement,,,,,https://list.am/en/item/18133835
House,Stone,180 sq.m.,1,2,1,Euro Renovation,50 sq.m.,"Gorki Street, Gyumri","12,000 ֏ daily",AMD,"The first floor of a 2-story private house on Mazmanyan Street in Gyumri is for daily rent. It is equipped with all utilities. It has 1 bedroom, 1 living room, 1 open balcony, heating system, Wifi, dishes, parking space. In case of overnight stay, it is intended for 1-4 persons. 12,000 AMD for 1-2 persons. In the case of 3-4 people: 14-16,000 drams.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,By Agreement,Available,1 spot,,"FRidge, washing machine, iron",https://list.am/en/item/18178833
House,Stone,400 sq.m.,2,4,2,Designer Renovation,150 sq.m.,"Movses Khorenatsi Street, Gyumri","60,000 ֏ daily",AMD,"A luxurious private house in the city of Gyumri is for daily rent, with all utilities. It has 2 bathrooms, a luxurious and spacious yard with a swimming pool, trampoline, barbecue, benches, table, etc. Call for details.Code BM060Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18171990
House,Stone,150 sq.m.,1,4,1,Major Renovation,300 sq.m.,"Շիրակացի փողոց 1, Գյումրի","180,000 ֏ monthly",AMD,"Сдается в аренду в Гюмри однакомнатная отдельно стоящий дом с дворомВ доме есть все коммуникации: Горячая и холодная вода, холодильник, стиральная машина, отопление и т. Д.Կոդ RM030Translated from Armenian",Nov-24-2022_23-04,,,,,,3,Yes,Yes,Not included,By Agreement,Available,Not available,,,https://list.am/en/item/18154940
House,Stone,150 sq.m.,1,4,1,Cosmetic Renovation,,"Բաքվի 26 կոմիսարների փողոց 110, Գյումրի","200,000 ֏ monthly",AMD,In the city centerTranslated from Armenian,Nov-24-2022_23-04,,,,,,6,Yes,No,Not included,4 months,,,,,https://list.am/en/item/18074484
House,Stone,75 sq.m.,1,2,1,Euro Renovation,,"Tigranyan street, Gyumri","25,000 ֏ daily",AMD,"Տիգրանյան 55/1 «Պաբեդա»-ի հարևանությամբ, հրապարակից ոտքով 10 րոպեի ճանապարհ, մինչև 4 անձը 25000դրամТиграняна 55/1, рядом с ""Пабедой"", 10 минут ходьбы от площади, 25,000 драм до 4 человекԱմսավարձ 200․000-250․000AMD",Nov-24-2022_23-04,,,,,,1,Negotiable,Negotiable,By Agreement,By Agreement,Available,1 spot,"TElevision, internet, barbecue oven, alarm system","FRidge, stove, microwave, coffee maker, washing machine, water heater, iron, hair dryer",https://list.am/en/item/18228462
House,Stone,60 sq.m.,1,2,1,Designer Renovation,50 sq.m.,"Tigran Mets Avenue, Gyumri","25,000 ֏ daily",AMD,"A 1-story stone house is for daily rent. In Gyumri, with utilities and all other facilities. Designed for about 4 people.For more information call.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,No,Included,By Agreement,Available,1 spot,"TElevision, internet","FRidge, washing machine, iron",https://list.am/en/item/18222416
House,Stone,120 sq.m.,1,3,1,Major Renovation,40 sq.m.,"Մուսայելյան փողոց 49, Գյումրի","300,000 ֏ monthly",AMD,"The house has 3 rooms, utility with all amenities, has a yard and a garage. It is in perfect condition, address: K. Gyumri, Musayelyan 49: Price negotiable. Please do not call with pets.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,No,Not included,1 month,Available,1 spot,,,https://list.am/en/item/17574198
House,Stone,200 sq.m.,1,4,1,Major Renovation,1300 sq.m.,"Կոմինտերնի փողոցի 2-րդ նրբանցք 13, Գյումրի","250,000 ֏ monthly",AMD,"Private house for rentք ․ Gyumri, Shirak region, village: Mayisyan200 sq. M. Living area:1300 sq. M. Plot:4 roomsWith all utilitiesWith hot and cold waterEuro renovatedLightPavilionAll the amenities are available in the yardThe cost of the rent is 250,000 dramsCode 5576Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17977247
House,Stone,60 sq.m.,2,2,1,Major Renovation,100 sq.m.,"Abovyan street, Gyumri","15,000 ֏ daily",AMD,"Տրվում է օրավարձով 2 սենյականոց բնակարան քաղաքի կենտրոնում: Եվրովերանորոգված է: Բնակարանն ունի կոմունալ, կենցաղային բոլոր հարմարությունները`մշտական տաք և սառը ջուր, գազ, ինտերնետ (Wi-Fi), կաբելային հեռուստատեսություն, բաց պատշգամբ:Посуточно сдается 2-комнатная квартира в центре города. Евро ремонт. В квартире есть все удобства: Постоянная горячая и холодная вода, газ, интернет (Wi-Fi), кабельное телевидение, открытый балкон.Daily rent 2-room apartment in the city center. Euro renovation. The apartment has all the amenities: Constant hot and cold water, gas, internet (Wi-Fi), cable TV, open balcony.Կոդ SA545",Nov-24-2022_23-04,,,,,,3,Yes,Yes,Included,By Agreement,,,,,https://list.am/en/item/18175299
House,Stone,80 sq.m.,1,3,1,Cosmetic Renovation,80 sq.m.,"Պարույր Սևակի փողոց 1, Գյումրի","150,000 ֏ monthly",AMD,"Здается в аренду 3-х комнатная частный дом в улице Саят Нова. Дом ремонтированно,Высота потолков 2,8 м.Природный газ, постоянная горячая и холодная вода. Отопление BaxiВ доме есть: Две спальни, ванная комната, туалет, кухня (посуда), стиральная машина-автомат, холодильник, газовая плита,Дом оригинальная, комфортабельная и чистая.Կոդ AZ765Translated from Armenian",Nov-24-2022_23-04,,,,,,5,Yes,No,Not included,By Agreement,,1 spot,,,https://list.am/en/item/18174879
House,Stone,150 sq.m.,2,5,1,Cosmetic Renovation,60 sq.m.,"Մուսայելյան փողոց 10, Գյումրի","250,000 ֏ monthly",AMD,"The second floor of a private house is for rentK. Gyumri, Musayelyan street150 square meters. Surface5 rooms60 square meters. Plot of landHeating SystemHot and cold waterLightNo propertyThoroughly reconstructedUtility with all amenitiesThe rental price is AMD 250,000Code 3142Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,No,Not included,By Agreement,,,,,https://list.am/en/item/17833400
House,Stone,300 sq.m.,3,7,3+,Euro Renovation,,"Իսահակյան փողոց 159Ա, Գյումրի","400,000 ֏ monthly",AMD,"Տրվում է վարձով Առանձնատուն Գյումրու կենտրոնում` Թատրոնի հարևանությամբ!Ազատ է 17.11.22-իցСдаётся в аренду 2,5этажный каменный дом в центре города (рядом с драм театром)For rent! House in the city center, next to the theater. Spacious living spaces, veranda and WiFi routers on each floor!",Nov-24-2022_23-04,,,,,,7,Yes,No,Not included,1 month,,1 spot,,,https://list.am/en/item/18113340
