Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,74 sq.m.,1,2,1,Available,1 spot,Major Renovation,,2,Yes,No,Included,By Agreement,Armavir › Argavand,"13,000 ֏ daily",AMD,"Առաջարկում եմ օրավարձով և երկարաժամկետ 2 սենյականոց տուն Թաիրովում՝ ոչ հեռու Զվարթնոց օդանավակայանից և Հանրապետության հրապարակից: Տունն ունի 1 ննջասենյակ, որտեղ առկա է մահճակալ և պահարաններ, հյուրասենյակ, որտեղ առկա են՝ բազմոց, բազկաթոռներ, հեռուստացույց, կոմոդ, փոքր սեղան, մեծ սեղան, աթոռներ, Խոհանոց, որտեղ առկա են՝ կահույք, գազօջախ, էլեկտրական թեյնիկ, լվացքի մեքենա, սառնարան և անհրաժեշտ սպասք, լոգասենյակ, որտեղ առկա են՝ ցնցուղ, լվացարան, խորդանոց։Տրամադրում եմ անվճար ինտերնետ, սպիտակեղեն, սրբիչներ, հողաթափեր, վարսահարդարիչ, արդուկ, փոշեկուլ։Ամբողջ տունը ունի ջեռուցման համակարգ, դուռը՝ երկաթյա է։Հավելյալ վճարի դեպքում մեր ներկայացուցիչը՝մեքենայով, ձեր նշած վայրից կդիմավորի և կուղեկցի տուն։Կախված օրերից և հյուրերի քանակից հնարավոր է գնային փոփոխություն: Տվյալ օրվա բնակարանի առկայությունը ճշտելու համար կարող եք գրել Viber կամ Whatsapp համարին, կամ զանգահարել նշված հեռախոսահամարներով։Предлагаю вам дом на Таирове։ короткосрочно или долгосрочно не далеко от аэропорта Звартноц и от центра города, суточно или на короткый срок. В доме есть 1большая спальня с кроватью, шкафами и телевизором. Гостиная с диваном, креслями, телевизором, комодом, маленьким столиком, большим столом, стульями. Кухня, где есть: Мебель, плита, элекрический чайник, стиральная машина, холодильник и - вся необходимая посуда, санузел, где есть: Душевая, раковина. Чулан.В доме есть отопительная система, входная дверь: Железная.За дополнительную плату наш представитель встретит вас от вашего указанного место и проводит вас до дома.Предоставляю бесплатный постельное белье, беспроводной интернет, тапочки, полотенца, утюг, фен, пылесос.Вы можете написать в Viber или Whatsapp или позвонить по указанным номерам телефона, чтобы узнать наличие квартир на сутки.I offer you a house in Tairov not far away from the Zvartnots airport and from the centre of Yerevan on long and short terms. The house has՝ 1 bedroom with a bed and wardrobe, living room with sofa, armchair, TV, dresser, small table, big table, chairs, kitchen where there are: Furniture, stove, electrical kettle, washing machine, refrigerator and all the necessary dishes, bathroom where there are: Shower, sink. Lumber room.I provide free Wifi, linen, towels, slippers, hairdryer, iron, vacuum machine.For the extra payment our representative will escort you from your mantioned address to the house.The house has heating system, iron entrance door.For the reservation you can call or write on Viber and WhatsApp mantioned number.",Dec-15-2022_21-43,,,https://list.am/en/item/18521492
House,Stone,130 sq.m.,1,4,1,Available,Not available,Major Renovation,300 sq.m.,8+,Yes,No,Not included,2 months,"Hunan Avetisyan street, Armavir","350,000 ֏ monthly",AMD,"Code K145A 1-story private house is for rent in Etchmiadzin. Capital renovated. The house has a sunny position. Provided with all utilities. For long-term rent, with property and equipment. It has a spacious and well-maintained yard.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18538196
House,Stone,75 sq.m.,1,2,1,,,Cosmetic Renovation,405 sq.m.,4,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"Code AV08Commission 50%2 bedroom house for rentIn Teryan district of Etchmiadzin cityFloor 1_1The area is 71 square meters, 460 square meters of landAshotComes with all property appliancesAir conditionerFor more information call...Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18446818
House,Stone,72 sq.m.,1,3,1,Available,Not available,Euro Renovation,,8+,Yes,No,Not included,By Agreement,"3-րդ փողոց 34, Մերձավան","150,000 ֏ monthly",AMD,Apartment for rent in MerdzavanTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18715555
House,Stone,70 sq.m.,1,3,1,Not available,Not available,No Renovation,250 sq.m.,8+,Yes,Yes,Not included,By Agreement,Armavir › Tairov,"200,000 ֏ monthly",AMD,"A private house is for rent in Tairov, it can be used as a storage or production area.Utilities are available (water, electricity, sewage, internet)Translated from Armenian",Dec-15-2022_21-43,Internet,,https://list.am/en/item/18647124
House,Stone,600 sq.m.,2,5,3+,Available,3 or more spots,Major Renovation,400 sq.m.,4,Yes,No,Not included,1 month,"Ալեքսանդր Թամանյանի փողոց, Վաղարշապատ","300,000 ֏ monthly",AMD,"Newly renovated detached house, call for details.Translated from Armenian",Dec-15-2022_21-43,"Television, air conditioner, fireplace, barbecue oven","Fridge, stove, dishwasher, washing machine, drying machine, water Heater",https://list.am/en/item/18556922
House,Stone,80 sq.m.,1,2,1,By agreement,1 spot,Cosmetic Renovation,100 sq.m.,3,Yes,No,Not included,Without prepayment,Armavir › Echmiadzin,"110,000 ֏ monthly",AMD,"It is given by the owner of the city of Echmiadzin, with the help of the owner, gin paymanakanTranslated from Armenian",Dec-15-2022_21-43,Television,Fridge,https://list.am/en/item/18667341
House,Stone,70 sq.m.,1,2,1,Available,1 spot,Partial Renovation,100 sq.m.,4,Yes,Yes,Not included,1 month,"Nairi street, Parakar","165,000 ֏ monthly",AMD,"Сдаётся дом, от собственника. Отдельное строение дом, 2 комнаты. Есть горячая и холодная вода. Безлимитный Интернет (бесплатно), Кабельное телевидение-200 каналов (бесплатно) Стиральная, холодильник. До города 2км, до центра Площади Республики 9км.",Dec-15-2022_21-43,"Television, internet, air conditioner","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18399100
House,Stone,120 sq.m.,1,3,2,Available,2 spots,Major Renovation,500 sq.m.,6,Yes,Yes,Not included,2 months,Armavir › Argavand,"400,000 ֏ monthly",AMD,"Внимание! ! Сдаётся красивый дом на краткосрочную и долгосрочную аренду. В квартире сделано все со вкусом главное с любовью хорошая аура, главное хозяева прекрасные люди которые всегда будут рядом, готовые помочь в разрешении любых вопросов.В доме могут жить даже две семьи. Животные допускаются (маленькие собачки) Имеется небольшой сад с плодовыми деревьями, где установленВ квартире 2спальни, зал, кухня и 2 санузла, фойе, и балкон большой. В квартире произведён капитальный ремонт, имеется система отопления бакси и кондиционер, посудомоечная, микроволновка Всё кухонные принадлежности (утварь посуда) будут предоставлены в пользование. Имеется пылесос, сушилка гладильная доска. Дом очень тёплый, стены толстые. В доме есть интернет и кабельное телевидение. Дом находится недалеко от остановки, до центра можно доехать за 15 мин на машине. Красивый сад. С мангалом. Перед домом парковочное место для машины, каменная скамья.Обращайтесь за подробностями по моим указанным контактам.Կոդ 0709",Dec-15-2022_21-43,"Television, internet, air conditioner, swimming pool, barbecue oven, gazebo","Fridge, stove, microwave, coffee maker, dishwasher, washing machine, drying machine, water Heater, iron, hair dryer",https://list.am/en/item/18026457
House,Bricks,150 sq.m.,2,3,1,Available,1 spot,Euro Renovation,"5,889,998 sq.m.",3,Negotiable,No,Not included,2 weeks,Armavir › Armavir,"200,000 ֏ monthly",AMD,For rent2-storey mansion2 bedrooms1 bedroom 150 sq. M.Garage for a car.Big yard.Property equipment BAXSIThe house is fenced.Beautiful Yard.Call for detailsTranslated from Armenian,Dec-15-2022_21-43,,"Fridge, washing machine",https://list.am/en/item/18714967
House,Stone,100 sq.m.,1,2,1,,,Old Renovation,3000 sq.m.,,,,,,Armavir › Getashen,"40,000 ֏ monthly",AMD,"There is no large normal house, natural gas, water in front of the house, there is also land in front of the houseTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18404388
House,Stone,120 sq.m.,1,1,2,Available,1 spot,Cosmetic Renovation,80 sq.m.,8+,Yes,Yes,Not included,1 month,"Ջիվանու փողոց, Փարաքար","250,000 ֏ monthly",AMD,"OWNER • price not negotiable Own TunaThe fee for one month is 400,000 dinars + deposit // (100,000 (for the price, pleasedo not call))I work with agents unilaterallyIt is 5 kilometers to the center of Mičev•wifi 100 Mb 5 heret`s, (internet)Property:• baxi:• washing machine• 3 rooms• iron door• hot / cold / Water• tiled bathroom• bathroom cabin• internet wifi• Divan Hall•gas stove•refrigerator• renovated•Translated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner, swimming pool, sauna, fireplace, barbecue oven, alarm system","Fridge, stove, microwave, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18553041
Country House,Stone,100 sq.m.,2,3,1,Available,2 spots,Cosmetic Renovation,1000 sq.m.,8+,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"A house (summer house) is for rent in the village of Aygeshat in Etchmian, 25 km from Yerevan, for detailed information call:Translated from Armenian",Dec-15-2022_21-43,"Television, barbecue oven, gazebo","Fridge, microwave, coffee maker, water Heater",https://list.am/en/item/18664482
House,Stone,65 sq.m.,1,3,1,Available,Not available,Major Renovation,,4,Yes,Yes,Included,3 months,Armavir › Parakar,"350,000 ֏ monthly",AMD,"В стоимость включены все коммунальные платежи, есть вся необходимая техника",Dec-15-2022_21-43,,,https://list.am/en/item/18420599
House,Stone,90 sq.m.,1,4,1,Available,Not available,Major Renovation,300 sq.m.,5,Yes,Yes,Not included,By Agreement,"Գևորգ Էմինի փողոց 14, Փարաքար","20,000 ֏ monthly",AMD,"Newly built private house for rent in Parakar, with all amenities, furniture and appliances, for daily rentTranslated from Armenian",Dec-15-2022_21-43,"Television, internet","Fridge, stove, microwave, coffee maker, dishwasher, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18412539
House,Stone,200 sq.m.,1,2,1,Available,2 spots,Cosmetic Renovation,,3,Yes,No,Not included,2 months,Armavir › Echmiadzin,"160,000 ֏ monthly",AMD,A holiday home is available for rent. In EchmiadzinTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18616569
House,Stone,90 sq.m.,1,3,2,Available,1 spot,Euro Renovation,110 sq.m.,4,Yes,Yes,Not included,By Agreement,"Улица Месропа Маштоца, Вагаршапат","150,000 ֏ monthly",AMD,The house is in perfect condition. Call for details.Translated from Armenian,Dec-15-2022_21-43,"Television, internet","Fridge, stove, microwave, coffee maker, washing machine, iron",https://list.am/en/item/18428130
House,Stone,170 sq.m.,2,5,1,By agreement,1 spot,Major Renovation,800 sq.m.,5,Yes,No,Not included,2 months,Armavir › Parakar,"250,000 ֏ monthly",AMD,"It is in very good condition, it is newly built, it has hardly been inhabited, it has an individual heating system, permanent hot and cold water, gas... It has a yard, an outdoor kitchen. The house is located only 11-12 km from the center of Yerevan...Translated from Armenian",Dec-15-2022_21-43,,"Fridge, stove, washing machine",https://list.am/en/item/18566427
House,Stone,110 sq.m.,1,4,1,Available,2 spots,Euro Renovation,1200 sq.m.,5,Yes,Yes,Not included,By Agreement,Armavir › Arevashat,"180,000 ֏ monthly",AMD,"It is a clean, comfortable house. It has a basement of 80 square meters, a garage.It is located near the airport in the village of Arevashat.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18537712
House,Stone,190 sq.m.,2,2,1,Available,Not available,Major Renovation,4000 sq.m.,8+,Yes,No,Not included,2 months,Armavir › Aragats,"380,000 ֏ monthly",AMD,It has an orchard of 3600 square metersTranslated from Armenian,Dec-15-2022_21-43,"Television, internet, air conditioner","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18656366
House,Monolith,380 sq.m.,3,5,2,By agreement,2 spots,Designer Renovation,800 sq.m.,5,No,No,Not included,2 months,"Erkatgtsi 4th street 18, Yerevan","1,200,000 ֏ monthly",AMD,"Long-term private house for rent, 5th street of Argavand airportTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18394586
House,Stone,84 sq.m.,2,3,2,Available,Not available,Cosmetic Renovation,350 sq.m.,4,Yes,No,Included,By Agreement,Armavir › Tairov,"14,000 ֏ daily",AMD,"Վարձով է տրվում երկու հարկանի կոմպակտ տուն Փարաքարի գայի չհասած։ 2-րդ հարկում կա լոգախցիկ ու սանհանգույց, երկու ննջասենյակ՝ երկտեղ մահճակալով, յուրաքանչյուր սենյակում կոնդիցիոներ։ 1-ին հարկում կա սանհանգույց իսկ հյուրասենյակը ու խոհանոցը միասին են։ Առկա է սառնարան, գազօջախ, խոհանոցային կահույք, լվացքի մեքենա, կոնդիցիոներ, ջրատաքացուցիչ, բազմոց, բազկաթոռներ, սեղան ու աթոռներ։ Կա հեռուստացույց և ինտերնետ։ Տրվում է նաև ամսավարձով։Посуточно сдаётся трехкомнатный дом, с мебелью. Собственник.В зале и в двух спальнях присутствуют кондиционеры, телевизор, WIFI.На кухне присутствует все кухонные принадлежности.Во дворе присутствует, шашлычная. Еть горячая и холодная вода.Имеются полотенце, постельное белье, утюг. Гостям за пределами Армении встретим и проводим бесплатно. Сдаётся также ежемесячно для 4-6 людей. От Аэропорта 2-3 км, от центра 12 км (15 минут езды) Проживание будет стоить 1 сутка-38 $ включая комунальные рассходы. Торг уместен.Apartment to rent for 4-6 person near Aeroport.",Dec-15-2022_21-43,"Television, internet, air conditioner, barbecue oven","Fridge, stove, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18709967
House,Stone,150 sq.m.,1,4,1,Available,1 spot,Designer Renovation,430 sq.m.,5,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"$1,200 monthly",USD,"Behind the Aragats district of Etchmiadzin, a newly built, newly renovated, with new property and equipment and almost uninhabited private house is for rent. It has a cab, air conditioner, intercom, parking space, front and back yard, covered balcony with stained glass, 2 bathrooms, etc. Deposit and commission required.Code 7842Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18433598
House,Stone,200 sq.m.,2,4,2,Available,2 spots,Euro Renovation,600 sq.m.,5,Yes,No,Not included,2 months,Armavir › Musaler,"400,000 ֏ monthly",AMD,"A private house for rent in Musaler near the bus stop, the house has 3 bedrooms, a large kitchen, a living room, a bathroom, a large yard, a beautiful pavilion, 600 square meters of land. All utilities are available, there is a heating system. Capital renovated and furnished with property and equipment.Code 4512Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18421290
House,Stone,80 sq.m.,1,3,1,Available,1 spot,Euro Renovation,1000 sq.m.,4,Yes,Negotiable,Not included,By Agreement,Armavir › Baghramyan,"200,000 ֏ monthly",AMD,Call for more information. Without an intermediaryCall for all questions. Without an intermediary.Translated from Armenian,Dec-15-2022_21-43,"Television, internet, fireplace, barbecue oven, gazebo","Fridge, stove, coffee maker, water Heater, iron, hair dryer",https://list.am/en/item/18637790
House,Stone,100 sq.m.,1,3,1,Available,1 spot,Euro Renovation,120 sq.m.,3,No,No,Not included,2 months,"Abovyan street, Armavir","150,000 ֏ monthly",AMD,"Տունը եվրովերանորգված է, տեղադրված է ջեռուցման համակարգ։ Վարձով է տրվում ամբողջ գույքի և տեխնիկայի հետ միասին՝ լվացքի մեքենա, սառնարան, հեռուստացույցներ։ Առկա է ավտոտնակ և պտղատու այգի։Дом отремонтирован, установлена система отопления. Сдается со всем имуществом и техникой: Стиральная машина, холодильник, телевизоры. Есть гараж и фруктовый сад.",Dec-15-2022_21-43,,,https://list.am/en/item/18575595
House,Panels,210 sq.m.,2,4,2,,,Euro Renovation,124 sq.m.,6,Yes,Yes,By Agreement,By Agreement,"Orbeli Street, Parakar","400,000 ֏ monthly",AMD,"For rent, call for all detailsTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18450690
House,Stone,429 sq.m.,2,6,2,Available,2 spots,Euro Renovation,429 sq.m.,8+,Yes,Negotiable,Not included,2 months,Armavir › Echmiadzin,"$1,800 monthly",USD,A luxury two-story house with all its amenities.Translated from Armenian,Dec-15-2022_21-43,"Television, internet, air conditioner, swimming pool, barbecue oven, alarm system",,https://list.am/en/item/18657730
House,Stone,500 sq.m.,2,8+,2,Available,1 spot,Designer Renovation,3000 sq.m.,6,Yes,Yes,Not included,4 months,Armavir › Echmiadzin,"350,000 ֏ monthly",AMD,It is for long-term rent.Translated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18390793
House,Stone,46 sq.m.,1,1,1,Available,Not available,Major Renovation,20 sq.m.,2,No,Yes,Not included,2 months,"Проспект Адмирала Исакова, Ереван","250,000 ֏ monthly",AMD,Сдается 1-х комнатная красивая уютная квартира в одноэтажном доме с капитальным ремонтом. Сдается посуточно 17000 драм В квартире безупречная чистота. Кухонные принадлежности и постельное белье предоставляются. Можно с маленькой собачкой. Имеется интернет. Вышлю видео реальным клиентам,Dec-15-2022_21-43,"Television, internet, air conditioner, fireplace, barbecue oven, gazebo","Fridge, stove, microwave, coffee maker, washing machine, drying machine, water Heater, iron, hair dryer",https://list.am/en/item/16780082
Country House,Stone,600 sq.m.,2,5,1,Available,2 spots,Major Renovation,600 sq.m.,2,Yes,No,Not included,1 month,Armavir › Armavir,"200,000 ֏ monthly",AMD,Every question by callTranslated from Armenian,Dec-15-2022_21-43,"Television, internet, fireplace, barbecue oven, gazebo, alarm system","Fridge, stove, microwave, coffee maker, water Heater",https://list.am/en/item/18703061
House,Stone,200 sq.m.,1,3,2,Available,1 spot,Major Renovation,1000 sq.m.,4,Yes,No,By Agreement,By Agreement,"R. Gasparyan street, Parakar",$800 monthly,USD,"Single-family house for rent in Parakar, the house has 2-bedrooms, 1-waiting room, 1-living room, 1-kitchen, 1-bathroom, 1-bathroom, 1-balcony, fruit garden, the house is equipped with necessary property and appliances, available has all utilities, The house is located on the central road, call for detailsTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18464362
House,Panels,100 sq.m.,1,3,1,Available,1 spot,Cosmetic Renovation,200 sq.m.,3,Yes,Yes,Not included,By Agreement,Armavir › Artashar,"80,000 ֏ monthly",AMD,"The house is located in Artashar village of Armavir region, it has gas, constant hot and cold water, it is very convenient to go to Yerevan and Gyumri by train from the village, for details call ViberiTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18464140
House,Stone,540 sq.m.,2,5,3+,,,Major Renovation,700 sq.m.,8+,Yes,Yes,Not included,Without prepayment,"Տերյան փողոց, Վաղարշապատ","500,000 ֏ monthly",AMD,Fully renovated apartment for rent.Call for detailsTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18378178
House,Stone,100 sq.m.,2,4,1,Partial Furniture,Not available,Euro Renovation,,7,Yes,No,Not included,1 month,Armavir › Merdzavan,"$250,000 monthly",USD,"An apartment is for rent in the central part of Merdzavan, on the second floor of a two-story building, fully renovated solar heating system, metallakh tile, euro windows, furniture, appliancesTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/17491093
House,Stone,180 sq.m.,2,4,2,Available,Not available,Designer Renovation,780 sq.m.,6,Yes,No,Not included,By Agreement,Armavir › Parakar,"800,000 ֏ monthly",AMD,"We present to your attention this comfortable private house in Parakar, only 10 km from Yerevan. A great option for those who want to relax from the hustle and bustle of the city and have their own home at their disposal. The house has 4 rooms, 2 bathrooms, a living room and a beautiful garden.It will be furnished if necessary.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18445196
House,Stone,165 sq.m.,2,4,2,Available,3 or more spots,Euro Renovation,650 sq.m.,4,Negotiable,No,Not included,1 month,"Մայրաքաղաքային փողոց 4, Երևան","350,000 ֏ monthly",AMD,"The house is located near Argavandi intersection.It is close to the station.With all amenitiesThere is a kindergarten, a school, a 24-hour supermarket in the areaCall only viber WhatsAppov.Translated from Armenian",Dec-15-2022_21-43,"Television, air conditioner, barbecue oven, gazebo, alarm system","Fridge, stove, microwave, washing machine, water Heater, iron",https://list.am/en/item/18648901
House,Stone,120 sq.m.,1,3,1,Available,Not available,Euro Renovation,,5,Yes,Negotiable,By Agreement,By Agreement,"Maxim Gorki Street, Armavir","120,000 ֏ monthly",AMD,"A house is for rent in the city of Armavir, on Gorku street. The house is renovated in Euro, the bathroom, kitchen and hallway are tiled, there is property, there are all the amenities for living. The price is AMD 120,000.Translated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner","Fridge, stove, washing machine, water Heater",https://list.am/en/item/18696249
House,Stone,135 sq.m.,1,5,1,Available,Not available,Major Renovation,100 sq.m.,8+,Negotiable,Negotiable,Not included,1 month,Armavir › Parakar,"200,000 ֏ monthly",AMD,"Сдается 5-комнатный дом 130кв Паракаре. (рядом с аэропортом Звартноц) 200000драм.Постоянная горячая и холодная вода, газ.Кухня с гостиной студийного типа 50кв. М. , 4 спальня 17,18,12,15кв. М.В квартире сделан КАПИТАЛЬНЫЙ ремонт.Он обеспечен имуществом и оборудованием.С депозито",Dec-15-2022_21-43,Internet,"Fridge, stove, washing machine",https://list.am/en/item/18696226
House,Stone,70 sq.m.,1,2,1,Available,Not available,Euro Renovation,800 sq.m.,6,Yes,No,Included,By Agreement,Armavir › Echmiadzin,"180,000 ֏ monthly",AMD,"Нет телевизора есть WI FI, есть холадельник, стиральная машина, вода нагреватель.На фото не убрано на щас да всё чисто убрано, желательно с плитой если нету то можем дать.",Dec-15-2022_21-43,Internet,"Fridge, stove, washing machine, water Heater",https://list.am/en/item/18695510
House,Stone,300 sq.m.,2,5,1,,,Major Renovation,,,,,,,Armavir › Echmiadzin,"550,000 ֏ monthly",AMD,"A spacious 2-storey private house is for rent. It is equipped with all utilities, property, equipment. It has a large living room, kitchen, 2 storage rooms, 5 bedrooms, one bathroom, one car garage, and a toaster. The heating is individual, with a central heating system. For more details, you can call or write to WhatsApp.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18392920
House,Stone,300 sq.m.,1,3,1,Partial Furniture,Not available,Partial Renovation,,4,Negotiable,No,Not included,1 month,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"Дом со всеми коммуникациями, тепло бакси.",Dec-15-2022_21-43,,,https://list.am/en/item/18690501
House,Stone,120 sq.m.,1,4,1,,,Partial Renovation,,,,,,,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,Сдается 4 комнатный дом в 18 км от центра Еревана. Дом оснашен всеми необходимыми удобствами.,Dec-15-2022_21-43,,,https://list.am/en/item/18416122
House,Stone,150 sq.m.,1,3,2,,,Cosmetic Renovation,1000 sq.m.,,,,,,Armavir › Aratashen,"200,000 ֏ monthly",AMD,Own house for rent in Etchmiatsin. There is a fruit garden next to the house. For more information call:Translated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18387455
House,Stone,170 sq.m.,2,4,2,Available,1 spot,Major Renovation,,7,Yes,Yes,Included,By Agreement,"Ադմիրալ Իսակովի պողոտա 5, Թաիրով","$1,500 monthly",USD,"A private house is for sale on Isakov Avenue, on the road to the airport, newly built, fully renovated, equipped with a security system, it has all the household amenities, there are orthopedic mattresses and bedding in the bedrooms.Translated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner, barbecue oven, alarm system","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18647123
House,Stone,250 sq.m.,1,3,1,Available,1 spot,Major Renovation,150 sq.m.,5,Yes,Yes,Included,By Agreement,Armavir › Echmiadzin,"220,000 ֏ monthly",AMD,"AS086:K. A 3-room private house is for rent on Vazgen First Street, Etchmiadzin. The house is provided with all utilities, property and equipment are available. Utilities and wifi are included in the price. The cost is AMD 220,000 in case of renting for 6 months and paying at once.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner, barbecue oven","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18525191
House,Stone,130 sq.m.,1,3,1,,,Cosmetic Renovation,700 sq.m.,1,No,No,Not included,1 month,Armavir › Armavir,"300,000 ֏ monthly",AMD,"Есть все необходимое коммунальное удобвства, горячий холодний вода, кондиционер, холодильник, стиральная машина, газовая плита, крават, диван и кресло.Ունի բոլոր կոմունալ հարմարություններ, բաքսի ջեռուցման համակարգ, կոնդիցյոնեռ, սառնարան, ավտոմատ լվացքի մեքենա, գազօջախ, մահճակալ և բազմոցTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18504948
House,Stone,100 sq.m.,1,2,2,Available,1 spot,Major Renovation,400 sq.m.,6,Yes,Yes,Not included,By Agreement,"Արամ Ասատրյան փողոց 12Ա, Վաղարշապատ","250,000 ֏ monthly",AMD,Newly renovated unoccupied propertyTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18516894
House,Stone,350 sq.m.,1,2,1,Available,Not available,Euro Renovation,290 sq.m.,4,Yes,Yes,Not included,By Agreement,"Պատկանյան փողոց 24, Վաղարշապատ","170,000 ֏ monthly",AMD,"AS085:K. A 2-room private house is for rent in Etchmiadzin. The house is equipped with property, appliances, heating system, 2 air conditioners and has a beautiful yard. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18541640
House,Stone,200 sq.m.,2,3,1,Available,2 spots,Partial Renovation,100 sq.m.,5,Yes,Yes,Not included,By Agreement,"Բաղրամյան փողոց, Վաղարշապատ","300,000 ֏ monthly",AMD,"AS073:K. A private house is for rent in the very center of Etchmiadzin, which has a large yard, a garage, and a fireplace. The house is fully furnished and has heating. With system, air conditioner. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18442069
House,Stone,130 sq.m.,1,4,3+,Available,3 or more spots,Euro Renovation,2500 sq.m.,5,Yes,Yes,Not included,1 month,"Admiral Isakov street, Vagharshapat","$1,300 monthly",USD,"Сдаëтся два коттеджа на одном большом и ухоженном участке. Благоустроенный двор. Сад, беседка, мангал, тондыр. Места для парковки. Коттеджи с евроремонтом, всей необходимой мебелью и бытовой техникой.",Dec-15-2022_21-43,,,https://list.am/en/item/18455281
House,Stone,70 sq.m.,1,3,1,Available,Not available,Euro Renovation,300 sq.m.,4,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"Code 8049A 3-room detached house is for rent in Echmiadzin, Charents. There is a stove, air conditioner, property and equipment, gas stove.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18671628
House,Stone,260 sq.m.,2,6,1,Available,3 or more spots,Euro Renovation,400 sq.m.,8+,Yes,Yes,Included,2 months,Armavir › Echmiadzin,"$2,000 monthly",USD,"Owner rents a 2-storey private house in Araks village of Echmiadzin, 4 bedrooms, hall, kitchen, on the 1st floor, a large hall, heated with a wood stove, has a large yard, for rent for a minimum of 6 months.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18445909
House,Stone,150 sq.m.,2,4,1,Available,Not available,Partial Renovation,400 sq.m.,3,Yes,Yes,By Agreement,1 month,Armavir › Echmiadzin,$500 monthly,USD,Дом в Еснмиадзине,Dec-15-2022_21-43,"Television, internet, fireplace","Fridge, washing machine, water Heater",https://list.am/en/item/18379713
