Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,80 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,1 month,Not included,"Charents street, Yerevan","$1,600",USD,Commercial space for rent at Sayat Nova Charents intersection. Suitable for various activities. Provided with all utilities. Also for sale. Call for details.Translated from Armenian,Dec-15-2022_21-27,Outdoor parking,https://list.am/en/item/18564203
Office Space,25 sq.m.,,,,,,,,,"Noragavit 1st street, Yerevan","100,000 ֏",AMD,"Renovated area for sale, property will be given if needed. Internet connection, camera and alarm system availableTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18554310
Functioning Business,30 sq.m.,Available,Not available,Second Line,Common from the Courtyard,Direct Lease,6 months,By Agreement,Not included,Yerevan › Ajapnyak,"200,000 ֏",AMD,"A lavash workshop is for rent in Ajapnyak.It does not have the possibility of on-site sales, it is only suitable for baking lavashTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18598939
Industrial and Manufacturing,180 sq.m.,Not available,Not available,First Line,Common from the Courtyard,Direct Lease,1 month,1 month,Not included,"Sharuri street lane, Երևան","300,000 ֏",AMD,"Production or storage space for rent. The area has the possibility of approaching a ferry, three-phase.#пахест pahest artadrakan pahestayinTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18511692
Retail Space,60 sq.m.,,,,,,,,,"Arno Babajanian street, Yerevan","250,000 ֏",AMD,"60 square meters of space for rentIt has a basement of 60 square meters, permanent water, renovated, clean, sunny, suitable for a grocery store, close to schoolsTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18505733
Office Space,150 sq.m.,Available,Not available,First Line,Common from the Courtyard,Direct Lease,6 months,Without prepayment,Not included,Yerevan › Nor Nork,"500,000 ֏",AMD,150 sq/m space for rent. It has been repaired.Translated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18507270
Industrial and Manufacturing,25 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,6 months,1 month,Not included,"Khorenatsi street 114, Yerevan","150,000 ֏",AMD,"Production space for rent on M Khorenatsi streetPermanent water, gasThe price is not final, it depends on what you offerTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18499354
Office Space,40 sq.m.,By agreement,Available,First Line,Common from the Courtyard,Direct Lease,6 months,By Agreement,By Agreement,"Улица Никогайоса Адонца 6, Ереван","290,000 ֏",AMD,"Сдаются офисные помещения от 20м2 до 40м2. Офисы находятся в жилом комплексе Ераз, очень красивый вид из окна.Все офисы недавно отремонтированы, в каждом кабинете есть кондиционер, есть центральное отопление.Վարձով են տրվում օֆիսային տարածքներ սկսված 20քմ միչև 40քմ, գտնվում են Երազ բնակելի թաղամասում, պատուահնից բացվում է շատ գեղեցիկ տեսարան:Բոլոր օֆիսային տարածքները վերանորոգված են, բոլոր սենյակներում առկա են օդորակիչներ, տաքացվում է ընդհանուր ջեռուցման համակարգով:",Dec-15-2022_21-27,,https://list.am/en/item/18595958
Office Space,25 sq.m.,Not available,Available,First Line,Common from the Courtyard,Direct Lease,6 months,By Agreement,By Agreement,"Улица Никогайоса Адонца 6, Ереван","190,000 ֏",AMD,"Сдаются офисные помещения от 20м2 до 40м2. Офисы находятся в жилом комплексе Ераз, очень красивый вид из окна.Все офисы недавно отремонтированы, в каждом кабинете есть кондиционер, есть центральное отопление.Վարձով են տրվում օֆիսային տարածքներ սկսված 20քմ միչև 40քմ, գտնվում են Երազ բնակելի թաղամասում, պատուահնից բացվում է շատ գեղեցիկ տեսարան:Բոլոր օֆիսային տարածքները վերանորոգված են, բոլոր սենյակներում առկա են օդորակիչներ, տաքացվում է ընդհանուր ջեռուցման համակարգով:",Dec-15-2022_21-27,,https://list.am/en/item/18595957
Office Space,150 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Tigran Mets Avenue, Yerevan","500,000 ֏",AMD,"Կոդ 2563Սոլիդ Հաուսը առաջարկում է կոմերցիոն տարածքի վարձակալություն։ Տարածքը տրվում է վարձակալությամբ երկարաժամկետ տարբերակով, գազ, լույս, ջուր առկա է նաև, 2 սանհանգույց ունի երկարաժամկետ վարձակալության համար անհրաժեշտ բոլոր պայմանները։ Հարմար է յուրաքանչյուր գործունեություն ծավալելու համար ։Հարցերի դեպքում կարող եք զանգահարել նշված հեռախոսահամարին։Մենք առաջարկում ենք լավագույնը եվ մատչելին մեկ վայրում։Солид Хаус предлагает в аренду торговое помещение. Помещение сдается на длительный срок, газ, свет, вода имеются, 2 санузла, все необходимые условия для долгосрочной аренды. Он подходит для любого вида деятельности. В случае возникновения вопросов Вы можете позвонить по указанному номеру телефона.Мы предлагаем лучшее и самое доступное в одном местеSolid House offers commercial space for rent. The space is rented for a long term, gas, electricity, water are available, 2 bathrooms, all the necessary conditions for a long term rental. It is suitable for every activity. In case of questions, you can call the indicated phone number.We offer the best and the most affordable in one place.",Dec-15-2022_21-27,,https://list.am/en/item/18499508
Everything Else,30 sq.m.,,,,,,,,,"Մեսրոպ Մաշտոցի պողոտա 5Դ, Երևան","200,000 ֏",AMD,"A 30 square meter apartment is for rent on the 2nd line of Mashtots Avenue near the closed market.The apartment has constant water, electricity, bathroom, air conditionerTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18565749
Office Space,93 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,Sublease,3 months,By Agreement,Not included,"Հանրապետության փողոց , Yerevan","350,000 ֏",AMD,"Your Home առաջարկում է գրասենյակային տարածք 93 քմ մակերեսով Երևանի կենտրոնում։Տարածքը կապիտալ վերանորոգված է;Առաջին հարկ՝ 45 քմ, նկուղ՝ 48 քմ․Մանրամացն տեղեկությունների համար կարող եք գրել կամ զանգելYour Home предлагает помещение площадью 93 кв. М в центре Еревана.Территория полностью отремонтирована,Первый этаж 45 кв. М, подвал 48 кв. МДля подробной информации можете написать или позвонить.Your Home offers an office space of 93 sq m in the center of Erevan.The territory is completely renovated.The first floor is 45 sq. MThe basement is 48sq. MFor more information you can vrite or callKod B 13",Dec-15-2022_21-27,,https://list.am/en/item/18593549
Office Space,82 sq.m.,Not available,Not available,First Line,Common from the Street,Sublease,6 months,By Agreement,Not included,"Yervand Kochar street, Yerevan","$2,000",USD,"Your Home առաջարկում է գրասենյակային տարածք Երվանդ Քոչարի փողոցում լիովին վերանորոգված։Հարմար է ցանկացած գործունեության համար։մանրամասն տեղեկությունների համար կարող եք գրել կամ զանգել։Կոդ՝ B 14Your Home предлагает помещение на улице Ерванда Кочара полностью отремонтировано.Подходит для любой деятельностиДля подробной информации можете писать или звонить.Your Home offers an office space on street Ervand Kochar completely renovated:Suitable for any activityFor more information, you can write or call.Կոդ՝ B 14",Dec-15-2022_21-27,,https://list.am/en/item/18593475
Office Space,50 sq.m.,Not available,Not available,First Line,Common from the Street,Sublease,6 months,1 month,Not included,Yerevan › Kentron,"400,000 ֏",AMD,"Your Home առաջարկում է գրասենյակային տարածք Տիգրան Մեծի պողոտայում՝ լիովին վերանորոգված։Տարածքը ջեռուցվում է, առկա է օդորակիչՈւնի նաև սանհանգույց։մանրամասն տեղեկությունների համար կարող եք գրել կամ զանգել։կոդ B 15Your Home предлагает помещение на проспекте Тигран Меца полностью отремонтировано.Помещение отапливается, есть кондиционертакже есть ванная комната,Для подробной информации можете писать или звонить.B 15Your Home offers an office space on Tigran Mets Avenue completely renovated:The room is heated, there is air conditioning, and there is also bathroomFor more information, you can write or callcode`B 15",Dec-15-2022_21-27,,https://list.am/en/item/18593381
Everything Else,70 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Direct Lease,6 months,By Agreement,Not included,"Mazmanyan Street 16, Yerevan",$300,USD,"Semi-detached floorIt has water, electricity, sewerageGarage in front of the mallK. Yerevan, Ajapnyak community, 16 Mazmanyan street, building #32Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18501426
Restaurant,280 sq.m.,,,,,,,,,"Hanrapetutyun street 85a, Yerevan","$4,900",USD,"Хорошая кухня, мангал, духовой шкаф, высокие потолки. На первой линии",Dec-15-2022_21-27,,https://list.am/en/item/18536149
Functioning Business,70 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,6 months,1 month,Not included,"Gai avenue, Yerevan","300,000 ֏",AMD,"Сдается в аренду помещение под офис, есть все удобства, (зеркала и все лишнее должны убрать) Так же большим плюсом является шумоизоляция. Сдается на долгий срок, подробности по телефону.",Dec-15-2022_21-27,,https://list.am/en/item/18414837
Building,78 sq.m.,,,,,,,,,"Մոնթե Մելքոնյան պողոտա 50, Երևան","500,000 ֏",AMD,"Fully renovated apartment, kitchen furniture and appliances are available.Suitable for IT organizations.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18489746
Functioning Business,70 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,6 months,1 month,Not included,"Anastas Mikoyan street, Yerevan","550,000 ֏",AMD,"A development center is for rent in the newly built ""VAN"" district in Davtashen.The area is fully renovated, has functioned as a development center, is furnished with appropriate furniture and equipment, is very bright and spacious. The district has 24-hour security, all the buildings are three-storey maisonettes, the district is green and well-maintained.Code D0212Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/11981784
Retail Space,376 sq.m.,,,,,,,,,"Leningradyan street, Yerevan","$2,200",USD,"Сдается многофункциональное коммерческое помещение на улице Ленинградян, на первой линии.Площадь здания составляет 376 квадратных метров. , полностью отремонтирован, со всеми коммуникациями. На участке есть трехфазный ток и система отопления.Район находится в оживленном районе, есть витрины, просторный холл, парковка. Площади отдаются только долгосрочным, финансово-кредитным организациям, полиграфическим и дизайнерским фирмам, торговым сетям, ИТ-организациям и другой коммерческой, офисной деятельности. Помещение подходит для коворкинга.Կոդ SV796",Dec-15-2022_21-27,,https://list.am/en/item/18394749
Multifunctional Space,130 sq.m.,,,,,,,,,"Вильнюсская улица 41, Ереван","200,000 ֏",AMD,"Сдается в аренду под свободное назначение - двухэтажное здание, с проведенной канализацией и водой. Можно использовать, как торговое помещение, так и склад или открыть производство. Поддержим все ваши бизнес-идеи. Находится в доступном для людей месте, возле оживлённой дороги. При необходимости, предоставлю еще фотографии. Каждый этаж 65кв. М. На каждом этаже есть все необходимое: Вода/электричество/санузел. Фото сделаны при предыдущем арендаторе, помощение будет чистым и пустым при сдаче. Возможна аренда только одного этажа. Идеально подойдет для открытия любого бизнеса! Звоните! Цена указана за аренду 1 этажа.Рассмотрим все ваши идеи и предложения.Если АРМ номер недоступен, звоните на РФ номер по what’s app",Dec-15-2022_21-27,,https://list.am/en/item/18510545
Multifunctional Space,65 sq.m.,,,,,,,,,"Մելքումովի փողոց 37, Երևան","500,000 ֏",AMD,"The area is in perfect condition, there are 3 floors, each 65 square meters.It is the first line, suitable for banks, credit organizations and similar large institutions (there are none in the area)Long-term and contractual cooperation is planned.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18583452
Multifunctional Space,65 sq.m.,,,,,,,,,"Մելքումովի փողոց 37, Երևան","500,000 ֏",AMD,"The area is in perfect condition, there are 3 floors, each 65 square meters.It is the first line, suitable for banks, credit organizations and similar large institutions (there are none in the area)Long-term and contractual cooperation is planned.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18583384
Warehouse,70 sq.m.,,,,,,,,,"Buzand St, Yerevan","300,000 ֏",AMD,Space for sale as a warehouse in the heart of the city. Price negotiableTranslated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18404093
Office Space,40 sq.m.,,,,,,,,,"Տիգրան Մեծ պողոտա 18, Երևան","250,000 ֏",AMD,"The area in the center is semi-basement. It is separated, 2 rooms, renovated, has a bathroom.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/17997705
Office Space,300 sq.m.,,,,,,,,,Yerevan › Davitashen,"$1,500",USD,"Office space for rent in Davitashen, near City Supermarket, newly renovated, separate entrance empty.The price does not include other fees.Agency commission' 50% of the 1st month.Code 12791898Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/12791898
Everything Else,170 sq.m.,,,,,,,,,"Davit Bek street, Yerevan","650,000 ֏",AMD,"Commercial space for rent on Davit Dek Street,The area is located in the front,Ceiling height 4 m,Changes will be made as desired.Rear windows are installed, front will be installed as desired.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18502531
Building,100 sq.m.,,,,,,,,,"Yervand Kochar street, Yerevan","10,000,000 ֏",AMD,Commercial container for rentTranslated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18581350
Multifunctional Space,100 sq.m.,,,,,,,,,"Khorenatsi street, Yerevan","150,000 ֏",AMD,"VT410Commercial space for rent on Khorenatsi Street, on the first line. The total area is 100 square meters. The area is renovated. Stained glass windows are installed. There is also a basement. Suitable for office, shop, dental center and other activities.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18483880
Multifunctional Space,160 sq.m.,,,,,,,,,Yerevan › Kentron,"$2,600",USD,"A very nice area for rent in the city center.The area is on 2 levels, the ground floor is 70 square meters, and the basement is 90 square meters.The entire basement can be used as a commercial area.The space is located on the first floor of a newly built building, and the entire front is stained glass.It has a heating system and air conditioningThere is also a cabinet sectionThere is a parking lot opposite.Suitable for all kinds of activities.Agency commission: 2%Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18523124
Functioning Business,30 sq.m.,,,,,,,,,"Զորավար Անդրանիկի փողոց 26, Երևան","150,000 ֏",AMD,A functioning gaming hall is for rentIt is also possible to rent the empty spaceTranslated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18490409
Everything Else,20 sq.m.,,,,,,,,,"Улица Хахах Дони 1/1, Ереван","80,000 ֏",AMD,Сдается в аренду ателье,Dec-15-2022_21-27,,https://list.am/en/item/18467762
Office Space,20 sq.m.,,,,,,,,,"Sevani street, Yerevan","100,000 ֏",AMD,"Сдается в аренду студия звукозаписиВсе удобства доступны.Евро ремонт,Кресло,Кровать,Рабочий стол,Ванная комната, туалет,Высокопроизводительный компьютер последнего поколения.WI-FI,Игровая скамейкаПрофессиональные звуковые мониторы.Помещение сдается почасово или помесячноРядом есть метро через 100 мТорговый центр 100 м",Dec-15-2022_21-27,,https://list.am/en/item/18577571
Retail Space,25 sq.m.,,,,,,,,,"Bashinjaghyan street, Yerevan","320,000 ֏",AMD,You can work as a bakery or lahmajoy shopHas all the conditionsTranslated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18576784
Office Space,"10,000 sq.m.",,,,,,,,,"Արտաշիսյան փողոց 62/3, Երևան","90,000 ֏",AMD,"The area is located in Charbakh, it is on the 1st line of the road, it is currently offered without furniture, if you have any questions, call.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18549056
Multifunctional Space,400 sq.m.,,,,,,,,,"Fuchik street, Yerevan","$5,500",USD,Commercial space for rent in a quarter with partial property and equipment near Kaizer.Translated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18509285
Everything Else,350 sq.m.,,,,,,,,,"Teryan street, Yerevan","1,200,000 ֏",AMD,"Сдается комерческое помещение. ПолуподвальноеУдобно для офиса, коворкинга, винный бар, кафе, кофейняБез громкой музыки!Северный проспект, Терьяна ПушкинНа ТерьянаԿոմերցիոն տարածքՏերյան Պուշկին խաչմերուկ, Հյուսիսային Պողոտայի հարևանությամբԱռանց բարձր երաժշտությանՕֆիսԳինետունբժշկական կենտրոն",Dec-15-2022_21-27,,https://list.am/en/item/17710773
Retail Space,48 sq.m.,,,,,,,,,"Dro street 28, Yerevan","150,000 ֏",AMD,"Commercial space for rent or sale with cosmetic renovation, suitable for any activity. For details, call the indicated phone number.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18414144
Office Space,650 sq.m.,,,,,,,,,"Moskovyan street, Yerevan","$12,000",USD,"Code 0582A multifunctional property is for rent on Moskovyan Street.• The area has been completely renovated, European windows have been installed, there are also stained glass windows.• Consists of 3 floorsOn the 1st floor is the basement section, where there are 1 common hall, 3 separate halls, 2 of which can be connected to each other, and 1 bathroom.On the 2nd floor, 1 large common hall, 3 separate rooms with removable partitions and 4 bathrooms.On the 3rd floor: 6 private rooms, 2 open halls, 1 bathroom.• The floors are tiled, there is three-phase current.• Heating and cooling is carried out through a chiller system.• It is a profitable investment property, suitable for use as an office, commercial space and other business activities.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18572952
Multifunctional Space,85 sq.m.,,,,,,,,,Yerevan › Nor Nork,"400,000 ֏",AMD,"A multifunctional real estate is for rent on the 1st floor of a newly built building. The building is located in the 1st block of Nor Nork, on Lvovyan Street. Suitable for shops, pharmacies and other activities. It is provided with constant hot and cold water. An individual heating system is installed. The floor is heated. It will be delivered to the customer fully repaired.Code A10077Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18440759
Multifunctional Space,800 sq.m.,,,,,,,,,Yerevan › Shengavit,"1,000 ֏",AMD,"Areas of 200-800 square meters are for rent in Shengavit, Charbakh. Suitable for various activities. The cost of one square is Sk. 1000 Dr. The outdoor part is paved.Code 10081Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18485161
Warehouse,60 sq.m.,,,,,,,,,"Sasunci David Street 86/7, Yerevan","90,000 ֏",AMD,"Վարձով է տրվում սեփական տան նկուղային հարկը, որը հարմար է պահեստի կամ արտադրամասի համար: Գինը օրը 3000 դրամ",Dec-15-2022_21-27,,https://list.am/en/item/18514507
Office Space,90 sq.m.,Not available,Not available,First Line,Common from the Courtyard,Direct Lease,1 year,1 month,Not included,"Hanrapetutyun street, Yerevan","400,000 ֏",AMD,"Code KK1004Office space for rent in the Center, on the 1st floor of a 5-story stone Stalinist building on Hanrapetut Street. The total area of the area is 90 square meters. M. E, 15 sq m basement-storage room, 3 rooms, ceiling height: 3.2 m, Euro-renovated, gas boiler installed, heating with gas stove (turbo) The space is delivered empty, except for the kitchen furniture.It is located next to Khachik Dashtens school No. 114, Nor Zovk supermarket.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18513634
Multifunctional Space,75 sq.m.,,,,,,,,,"Artsakh avenue, Yerevan","150,000 ֏",AMD,The area is in a busy area.Suitable for a bistro.It occupies an area of 75 square meters.Translated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18537596
Office Space,30 sq.m.,,,,,,,,,"Arshakuniats Avenue, Yerevan","120,000 ֏",AMD,"Արշակունյաց պողոտայի սկզբնամաս։ 20-150ք/մ գրասենյակային տարածքներ։Վարձավճարի մեջ ներառված են• Ամենօրյա մաքրության ծառայություն,• Անվտանգություն,• Կոմունալ ծառայություններ։* 24/7 *Ցանկության դեպքում կտրամադրվի գրասենյակային գույք ։Начало проспекта Аршакуняц. Офисные помещения 20-150 кв/м.Включено в арендную плату:• Ежедневная уборка,• Безопасность,• Коммунальные услуги.* 24/7 *При желании будет предоставлен офисный мебель.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18491543
Automotive Service,32 sq.m.,,,,,,,,,Yerevan › Malatia-Sebastia,"80,000 ֏",AMD,Zoravar Andranik street. The space can be used in connection with the car. There is a gas station and a car wash in the area.Translated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18568203
Office Space,450 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,2 months,Not included,"Charents street 17, Yerevan","$10,000",USD,Office spaces on the 4th floor are for rentTranslated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18568143
Retail Space,35 sq.m.,,,,,,,,,"Mesrop Mashtots Avenue, Yerevan","400,000 ֏",AMD,"Area for rent in the yard of residential buildings, 1 hall, small kitchen, bathroom, heating, cooling, water, sewerage, glass facade, worked as a grocery store, also suitable for fruit and vegetable shopTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/14054869
Office Space,106 sq.m.,By agreement,Not available,Second Line,Common from the Street,Direct Lease,1 year,1 month,Not included,"Marshal Baghramyan avenue, Yerevan","$3,000",USD,"5/1 floor2nd lineNewly built building, 1st floorEquipped kitchenPlease contact for other picturesTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/13067502
Functioning Business,620 sq.m.,,,,,,,,,"Րաֆֆու փողոց 111/8, Երևան","$11,000",USD,"A functioning furniture workshop which has all the facilities for sale, not the premises, but the finished workshop, as a business. The area is 620 square meters. It is for rent. A functioning furniture workshop with all its facilities including machine tools and tools + office space. Suitable for various furniture activities. For details, call the indicated numbers. If you wish, I will provide pictures. NegotiableTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18504062
Office Space,45 sq.m.,,,,,,,,,"Улица Аветика Исаакяна 16, Ереван","280,000 ֏",AMD,"A two-room office space is for rent at 16 Isahakyan Street, near the University of Economics. The windows overlook the house of chamber music, it is sunny and renovated.It is in the most active student area, suitable for courses and any other type of office.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18073839
Office Space,50 sq.m.,Not available,Available,First Line,Separate from the Street,Direct Lease,6 months,1 month,Included,"Ձորափի փողոց 70/3, Երևան","14,000 ֏",AMD,"In the Business Center ""Park Plaza"" there is an office space for rent of 39-50 square meters. Metros:Office space 39-50 square meters is for rent in ""Park Plaza"" Business Center. Surface.The price of one square meter is AMD 14,000All services are included in the priceTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18516998
Office Space,15 sq.m.,,,,,,,,,"Derenik Demirchyan street 27/1, Yerevan","250,000 ֏",AMD,"Сдается помещение 15 кв. М, хороший район, первый цокольный этаж, отдельный вход. Сдается на долгий период, цена обсуждается.",Dec-15-2022_21-27,,https://list.am/en/item/18435907
Multifunctional Space,198 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,1 month,Not included,"Լեռ Կամսարի փողոց, Երևան","1,500,000 ֏",AMD,"In the center of Yerevan, on Ler Komsar Street, on the 1st floor of an 11-story building, a multifunctional commercial space is for rent.Total area: 198 sq/mCeiling height: 4mHeating is carried out through an individual system, provided by e. With energy, stained glass windows are installed, there are 2 bathrooms.Parking is available near the building.Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18565683
Everything Else,110 sq.m.,,,,,,,,,"Zakaria Sarkavag street, Yerevan","450,000 ֏",AMD,"For rent, 10 euro-renovated rooms with a total area of 110 square meters on the 1st floor of a private house near Yerevan City in Kanaker. There are 2 bathrooms, three-phase electricity. It is suitable for both office and residence. Urgent, without an intermediary.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18564527
Office Space,45 sq.m.,,,,,,,,,"Sayat Nova avenue, Yerevan","450,000 ֏",AMD,"Գրասենյակային տարածք Սայաթ-Նովա փողոցում, Չարենց խաչմերուկ, նորակառույց շենքի 2-րդ հարկ, կապիտալ վերանորոգված է, 1 սենյակ՝ դիրքը դեպի փողոց նայող։Գործակալության միջնորդավճար՝ 50%",Dec-15-2022_21-27,,https://list.am/en/item/14435468
Office Space,235 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,"Nalbandyan street, Yerevan","1,200,000 ֏",AMD,"Nalbandian Street, 1st line, 235 sq. M., 3 bath junction, has 3 exits, with all office equipment, hot and cold air systems, a few steps below 0 mine, has windows, kitchen, 8 rooms. Also for sale. Call for details. AGENCY.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18563527
Office Space,98 sq.m.,,,,,,,,,"Chaykovski street, Yerevan","420,000 ֏",AMD,"Renovated office space in the center is for rent. 1st floor, 5 halls. Heating system, air conditioner are installed. The space is offered empty, only with kitchen furniture.• Commission: 50% of the 1st month.• Code: 18517979Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18517979
Office Space,80 sq.m.,By agreement,Not available,First Line,Common from the Street,Direct Lease,1 year,1 month,By Agreement,"Byron street, Yerevan","$2,450",USD,"An office space is for rent in a small center, in the section of Moskovyan Byron streets.Porch from the street, two windows facing the street, entrance from the yard, parking lot.The apartment has been thoroughly modernized, it has not been operated.It is equipped with a heating system, constant water, kitchen utensils.The apartment is made up of 2 spacious rooms and one small one (prison)For long term lease, deposit + agency fee.Translated from Armenian",Dec-15-2022_21-27,Outdoor parking,https://list.am/en/item/18489972
Office Space,20 sq.m.,,,,,,,,,"Mesrop Mashtots Avenue 3, Yerevan","300,000 ֏",AMD,There is a two-story space inside the corridor on Mashtots Avenue. It is a working barber shop. Can serve as an office.Translated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18562619
Office Space,75 sq.m.,,,,,,,,,"Nar-Dos street, Yerevan","300,000 ֏",AMD,"Office space for rent, without an intermediary.The area is located on Nar-Dos street, on the 1st line, on the 1st floor of a 2-story building.• The area has been fully renovated and has not been used since the renovation.• It consists of 3 separate rooms, there is a kitchen area, 2 bathrooms and an open balcony.The kitchen area will be rented fully furnished.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18519914
Office Space,72 sq.m.,,,,,,,,,"Sebastia Street 78, Yerevan","300,000 ֏",AMD,"A space for rent at 78 Sebastia street. It is located on the sidewalk in front of VEGA, City, next to the gold market, post office building, 1st line. The space is newly renovated, has permanent water, baxi heating system, internet connection. It is suitable as office, programming center, fashion center, printing house, hair salon, cosmetology center, cafe, wine house, art school, fitness centerTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18545796
Multifunctional Space,100 sq.m.,,,,,,,,,Yerevan › Nor Nork,"700,000 ֏",AMD,A commercial space of public importance is for rent. It can also serve as a residence.Translated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18561744
Office Space,100 sq.m.,,,,,,,,,"Tigran Mets Avenue 63, Yerevan","1,200,000 ֏",AMD,"The apartment is renovated, has a heating system, air conditioning, internet connectionTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18456485
Office Space,26 sq.m.,,,,,,,,,"Vardanants Street 18, Yerevan","208,000 ֏",AMD,"Office space for rent in the Small Center, next to Vernissage.It is a quiet creative environment with all utilities, 24/7 security system.For more information call:Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18559314
Office Space,90 sq.m.,,,,,,,,,"Azatutyan Avenue 9, Yerevan","1,000,000 ֏",AMD,"The first line has all utilities (heating system, 2 air conditioners, 2 entrances)Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18388161
Multifunctional Space,47 sq.m.,,,,,,,,,"Zakian street, Yerevan","$500,000",USD,"A multifunctional property in the center of Yerevan is for rent.Worked as a cafe. Can work as office space, beauty salon.For details, you can call the indicated phone number and the same numberWhatsApp (+ 374)viber (+ 374)Code OPKE32Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18453453
Multifunctional Space,43 sq.m.,,,,,,,,,"Տիգրան Պետրոսյան փողոց 18, Երևան","200,000 ֏",AMD,"For rent, you can also rent as an apartment. With property and equipment. Entrance from the street.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18402035
