Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links
House,Monolith,300 sq.m.,2,8+,3+,Designer Renovation,1200 sq.m.,"Sayat Nova street 13/14, Sevan town","$450,000",USD,"Հայաստանի բնության ամենագեղատեսիլ վայրերից մեկում, Սևանա լճի ափամերձ հատվածում վաճառվում է երկհարկանի առանձնատուն։ Առանձնատունը գտնվում է ափից ընդամենը մի քանի հարյուր մետր հեռավորության վրա։Հողատարածքի մակերեսը կազմում է՝ 1200 ք/մ։ Այն ամբողջովին պարսպապատված է, տեղադրված են երկաթյա դարբնագործ դարպասներ։Առանձնատան ընդհանուր մակերեսը՝ 300 ք/մ։Ունի նկուղային հարկ, որը լիովին բարեկարգված է և պատրաստ օգտագործման։1-ին հարկը բաղկացած է լայն նախասրահից, ընդարձակ և լուսավոր հյուրասենյակից և հարմարավետ աշխատասենյակից։ Այս հարկում են գտնվում նաև խոհանոցը, լվացքասենյակը և հյուրերի համար նախատեսված սանհանգույցը։ Ընդհանուր առմամբ առանձնատանը կա 3 սանհանգույց։2-րդ հարկում են գտնվում 4 ննջասենյակները, որոնցից մեկն ունի իր առանձին լոգասենյակը։ 2-րդ հարկում առկա է նաև բաց պատշգամբ, որտեղից բացվում է հիանալի տեսարան դեպի կապուտակ Սևանա լիճը և նրա շուրջ իրենց ողջ վեհությամբ խոյացող Գեղամա լեռները։Առանձնատունը ամբողջովին նորոգված է, շինարարական աշխատանքները ավարտվել են 2015 թվականին, որից հետո գրեթե չի բնակեցվել։ Ունի գեղեցիկ ճարտարապետական տեսք։ Դրսից ամբողջությամբ երեսպատված է սպիտակ ֆելզիտով։ Արտաքին տեսքը զարդարում են սյուները, կիսակամարները և դրանց վրա եղած զարդաքանդակները։ Շինության տանիքի ճակատային մասում տեղադրված են արձաններ։Առանձնատան ինտերիերը նույնպես աչքի է ընկնում իր շքեղությամբ։ Հատակը պատված է բարձրակարգ սալիկներով և փայտե գեղեցիկ մանրահատակով, իր տեսքով հատկապես աչքի է զարնում հյուրասենյակի մանրահատակը։ Միջսենյակային բոլոր դռները փայտյա են։ Սենյակները կահավորված են բարձրակարգ կահույքով, առկա է անհրաժեշտ կենցաղային տեխնիկա։ Խոհանոցը և սանհանգույցները սալիկապատված են եվրոպական արտադրության սալիկներով և հագեցած անհրաժեշտ սանտեխնիկայով։Առանձնատանը կից կա փակ ավտոկայանատեղի՝ նախատեսված 2 և ավելի մեքենաների համար։Առանձնատունն ունի բարեկարգ և կանաչապատ բակ։ Տնկված են պտղատու, ինչպես նաև՝ դեկորատիվ ծառեր և թփեր։ Բակում կա բացօթյա տաղավար, իր մանղալով և այլ հարմարություններով, ինչը հնարավորություն է տալիս տարվա տաք եղանակներին ճաշկերույթներ, խնջույքներ կամ երեկույթներ կազմակերպելու և միաժամանակ վայելելու կապուտակ Սևանից փչող մաքուր օդը։Սևանա լիճը կամ, ինչպես հնում էին ասում՝ Գեղամա ծովը Հայաստանի բնության անկրկնելի մասնիկն է, միակը Հայաստանում, որ ունի լողափնյա հանգստավայրեր։ Այն նաև համաշխարհային բնության գոհարներից է, քանի որ քաղցրահամ ջուր ունեցող 2-րդ բարձրադիր լիճն է երկրագնդի վրա։ Սևանա լճի ավազանը աչքի է ընկնում նաև տարվա մեջ ունեցած իր արևային օրերի քանակով և այս կտրվածքով Սևանը գերազանցում է մի շարք Եվրոպական հռչակավոր արևաբուժական կենտրոնների, այդ իսկ պատճառով Սևանի լողափները սիրված են ոչ միայն տեղացի զբոսաշրջիկների կողմից, այլ նաև՝ արտասահմանից ժամանած։ Սևանա լճի ավազանը հայտնի է ոչ միայն իր լողափներով, այլ նաև իր պատմամշակութային ժառանգությամբ, բնության հուշարձաններով և տեսարժան վայրերով։ Իսկ ակտիվ հանգստի սիրահարների համար, տարվա բոլոր եղանակներին այստեղ առկա հանգիստը վայելելու գրեթե բոլոր հնարավորությունները։Շտապե՛ք օգտվել այս հիանալի հնարավորությունից։ Դիմե՛ք մեզ և ձեռք բերեք այս հիանալի առանձնատունը, որը գտնվում է ափից քիչ հեռու և վայելեք Սևանի ափին ապրելու հաճույքը։Սիրով՝ Asatryan ConsultingԿոդ 14972322",Nov-24-2022_23-36,,,,,,https://list.am/en/item/14972322
Country House,Stone,54 sq.m.,2,1,1,Major Renovation,26 sq.m.,Gegharkunik › Sevan,"$10,000",USD,Дача в центре города Севана от озера до дачи 10 минут пешком последняя цена 10000 доларов,Nov-24-2022_23-36,,,,,,https://list.am/en/item/17004705
House,Stone,110 sq.m.,1,5,1,Old Renovation,2300 sq.m.,"Yeghbayrutyan Street, Yerevan","$28,000",USD,"Orchard, stone garage, private house, also adjacent land and landsNegotiable:Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17205045
House,Stone,305 sq.m.,2,4,1,No Renovation,1500 sq.m.,Gegharkunik › Gavar,"2,058,911 ֏",AMD,"The property is the Bank's collateral, which is at auction at the ARCS.Gegharkunik region, residential house at 13 Gavar Saringulyan str. , 305 square meters, land plot: 1500 square meters. The basement of the building, the walls are made of stone, the mezzanine is covered with reinforced concrete, the roof is made of metal panels, the entrance door is made of metal, the inside doors are missing, the windows are partly metal-plastic, some are missing, the floor is made of concrete, the interior is missing. Electricity, water. There is a cattle building - 147-6 square meters, a bathroom - 2-9 square meters, a fence - 2․2 square meters (4.4 square meters)You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.! Attention!The property is encumbered with actual users, whose eviction բոլոր all necessary costs arising from the contract and will be borne by the successful bidder.Translated from Armenian",Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/17612600
House,Stone,3200 sq.m.,2,8+,2,Partial Renovation,,Gegharkunik › Gavar,"$48,000",USD,"Gegharkunik region Gavar region village * Gandzak *A two-storey private house is for sale near the village secondary school No. 2. The total area is 3200 square meters. It has a large cultivated land, fruit and fruit trees. It is provided with irrigation water.The house is provided with round-the-clock water supply, hot water, sewerage, heating system, equipped with gas and electricity.There is a basement in front of the house.The first floor has an entrance, a hall, a dining room, a rest room, a kitchen-pantry, a bathroom, a toilet, a sink. Built-in fireplace in the hall (used with both wood and electric fuel), which continues on the second floor. Built-in closet, storage.On the second floor there are 6 bedrooms, a bathroom, a spacious hall with 2 open balconies.The floor of the first and second floor halls is decorated with parquet.The private house can be used as a business center, medical center, workshop, for other purposes.The large plot of land provides a great opportunity to establish additional adjacent buildings.Price $ 48,000.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/16003022
House,Stone,135 sq.m.,1,5,1,Major Renovation,,Gegharkunik › Vardenis,"$20,000",USD,"The house has all the communal facilities, the doors and the windows are euro. The house is completely renovated.Land area 26 sota has storage storage room storage can be used as a barn has fruit trees half-built garage permanent water and gas in the house has a bathroom ոգ bathroom price for contract details call. The house is located in Shatjrek village of VardenisTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/10991972
House,Stone,271 sq.m.,2,7,1,Old Renovation,6537 sq.m.,Gegharkunik › Gavar,"$27,000",USD,"For sale or trade with residence. Located around the Central Square. The area of the house consists of: Bakery- (23.12 sq. M.), chicken house- (32.12 sq. M.), san junction- (4.87 sq. M.), garage- (17.39 sq. M.), fence- (24.61 sq. M., 36.92 sq. M), roof - (9.71 square meters), house - (159.36 square meters), roof repaired (zinc) Price: Negotiable.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17243907
House,Stone,258 sq.m.,1,3,1,Old Renovation,2700 sq.m.,Gegharkunik › Jil,"$10,000",USD,"Վաճառվում է սեփական տուն։ Տունը գտնվում է գյուղի կենտրոնում, ունի մշտական ջուր, մեծ հողատարացք 2700 ք․մ, պտղատու ծառեր՝ խնձորի, ընկույզի, դանբուլի, մամուխի, շլորի, թթի, տանձի, ծիրանի, բալի, մորի՝ մեծ տարածցքով: Կա նկուղ՝ անբողջ տան մակերեսով։ ՈՒնի նաև գոմ։ Տունը գտնվում է Սևանի ափից 1․5 կմ․ հեռավորուտյան վրա։ Նաև ունի հացի փուռ։",Nov-24-2022_23-36,,,,,,https://list.am/en/item/12093879
House,Stone,90 sq.m.,1,3,1,Old Renovation,,"Mamikonyan street, Martuni","$23,000",USD,"The house is in good condition, there is a plot of land, trees, all the amenities for living, there is a barn next to it.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17675234
House,Stone,150 sq.m.,1,4,1,Partial Renovation,,Gegharkunik › Sevan,"$37,000",USD,"Продается одноэтажный дом, рассмотрим обмен на квартиру",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18222146
Country House,Stone,47 sq.m.,1,3,1,Major Renovation,47 sq.m.,Gegharkunik › Sevan,"$50,000",USD,"47 sq. M. Cottage for sale in Sjan.Consist of,From 2 bedroomsfrom the living roomfrom the bathroomRenovated.For sale together with furniture.The sale price is 50,000 USDCode: GS-T372Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/13872671
House,Stone,430 sq.m.,2,8+,1,Major Renovation,,Gegharkunik › Martuni,"$120,000",USD,"The private house is located in Martuni, next to the 1st school. Each floor is 215 square meters. The 2nd floor is residential, the 1st floor is a basement (summer kitchen) Overhauled, about 200 fruit trees of different types. The price is negotiable. Call for details and photos.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17030050
Country House,Stone,100 sq.m.,1,3,1,Old Renovation,1700 sq.m.,"Ստեփան Շահումյանի փողոց 10, Սևան","8,500,000 ֏",AMD,"It is available with all utilities, there is a garden with fruit trees on the land, the area is fenced from all sides, there is a cattle yard of 98 square meters.It is located in front of the school in Gomadzor district of Sevan city.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18200227
House,Stone,196 sq.m.,1,6,1,Old Renovation,3200 sq.m.,Gegharkunik › Mets Masrik,"$35,000",USD,"6-room private house in Mets Masrik village of Vardenis region (2nd street, house 11) is for sale or exchange (also with surcharge) with an apartment or a house in Yerevan. The area of the house is 196 m. Q (14 m * 14 m) It has 3200 m. Land near the house, garage, 5 ton barn of concrete grain, storage room, bakery, barn without roof. The area has two gate entrances, from the garage to the main yard. The house has two metal entrance doors, gas, constant hot-cold water, irrigation water. We made the windows and interior doors, they are made of wood, beautiful and quality.If desired, 2.4 hectares of irrigated arable land near the village will be provided.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/16501610
House,Stone,130 sq.m.,2,5,2,Euro Renovation,150 sq.m.,"Կարմիր Բանակի փողոց 56, Սևան",€500,EUR,The apartment is sold together with the property. Please call for details. Can also be used for office space. The price is contractual.Translated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18197612
House,Stone,200 sq.m.,2,5,1,Partial Renovation,1200 sq.m.,"M-10 10, Tsovazard","$32,000",USD,"The house is located in the village of Tsovazard, 1 km from Lake Sevan. There is an orchard and arable land on the premises.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18047627
House,Stone,1470 sq.m.,1,2,1,Partial Renovation,,Gegharkunik › Chambarak,"7,000,000 ֏",AMD,"Private house and land for sale in Chambarak. Located in the immediate vicinity of the bus station. The total area is 1470 square meters, of which the building is 90 square meters.The roof of the house and the foundations, as well as part of the outside walls are fixed and repaired. The basement has been recently rebuilt with large stone tiles, cabinets, etc. , and is in excellent condition. There is a storage room next to the basement.The house has 1 residential floor: Bedroom, living room, kitchen, corridor, toilet-bathroom and open balcony. There is running water in the kitchen. The toilet-bathroom is tiled, fully furnished, with a toilet, a shower cabin, a mirror. There is also a 200 liter water tank with electric heating attached to the ceiling.The street is gasified, but there is no gas in the house.There is a well dug in the yard, which pumps water to the house, it is also suitable for irrigating the land.There is a small warehouse for agricultural tools on the plot. There are fruit trees of different ages: Apple, cherry, currant and raspberry bushes.Price is negotiable.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/13381731
House,Stone,63 sq.m.,2,3,1,Old Renovation,,Gegharkunik › Shoghakat,"$16,000",USD,"I am selling a 2-storey 4-room apartment near Lake Sevan, Shoghakat community (formerly Shorzha), has gas and water. They are also possible for rent, with partial property.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17293211
House,Monolith,140 sq.m.,1,4,1,Partial Renovation,1200 sq.m.,"Ազատության փողոց 16, Գավառ","$18,000",USD,"The house is suitable both as a summer house and as a place to live. There is water, light and gas in the house. The total area of the land is 1200 square meters, it has an auxiliary half-built building, a garage, there are fruit trees in the territory of the land. It is located in the middle of the Eagle Stone of Noradus, it has a very beautiful view. The inside of the house is plastered. Not repaired, visible in the pictures. It is privatized, there are all the documents. In case of other questions, call.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/14577324
House,Stone,100 sq.m.,1,4,1,Cosmetic Renovation,5000 sq.m.,Gegharkunik › Shoghakat,"$17,000",USD,"The house is in normal condition, there are 3 barns, it has a large area. There are fruit trees with detailed telephone. We have cattle. Large landTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17198053
House,Stone,1033 sq.m.,2,7,1,Cosmetic Renovation,1819 sq.m.,Gegharkunik › Chambarak,"$22,700",USD,"A two-story private stone house is for sale, it has permanent electricity, water, gas, there is a plot of land, arable garden next to the house, for price and questions, call the indicated numbersTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17899107
House,Stone,145 sq.m.,1,5,1,Partial Renovation,4500 sq.m.,Gegharkunik › Tsovazard,"$25,000",USD,"Negotiable: Has permanent gas. Light: Water. Has 500 sq / m arable land. Has an orchard. Bathroom and the bathroom is tiled. The kitchen is tiled. Has a building next to the house which can serve as a garage, shop.It has a basement, there is a barn at the back of the houseTranslated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/17292121
House,Stone,100 sq.m.,1,3,1,No Renovation,800 sq.m.,Gegharkunik › Martuni,"$32,000",USD,Has 790 square meters of land.Translated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/17067895
