Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Furniture,Window Views,Appliances,Links
Monolith,No,Not available,2,100 sq.m.,4,2,from 2.8 m,1,Multiple balconies,Old Renovation,"Ghandilyan street, Gyumri","$50,000",USD,"Reinforced concrete bunker-house. 1 high floor of 2. 2 open balconies, 4 rooms, 2 bathrooms. 60 square meters with a dry and bright basement.It is also available for rent, 150,000-200,000Translated from Armenian",Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/18436419
Stone,Yes,Not available,4,40 sq.m.,1,1,from 3 m,2,Not available,Euro Renovation,"Մուշ 2 թաղամաս 12, Գյումրի","$22,000",USD,"South facing, very clean dry warm flat, pool at rear of shopCode 4597296Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18108162
Stone,Yes,Not available,5,58 sq.m.,2,1,from 2.7 m,3,Open balcony,Major Renovation,"Մուշ 2 թաղամաս 6, Գյումրի","$28,000",USD,"Վաճառվում է բնակարան Գյումրու Մուշ թաղամասի նորակառույց շենքում, կապիտալ վերանորոգված, մասնակի կահույք, բաքսի համակարգ, տեսարան դեպի բակ, փողոց և այգի: Նորակառույց թաղամասում:Продается квартира в новостройке в Мушском районе в городе Гюмри, капитальный ремонт, частичная мебель, отопление, вид во двор, на улицу и в сад.",Dec-15-2022_22-59,Playground,Outdoor parking,Partial Furniture,"Yard view, street view, park view","Fridge, stove",https://list.am/en/item/18710907
Stone,No,Not available,4,49 sq.m.,2,1,from 2.7 m,4,Open balcony,Old Renovation,"Մեքենավարների փողոց, Գյումրի","$20,000",USD,"The house is located in the settlement of the railway line (behind the line), euro windows, iron exterior door, gas, water. It needs repair. The windows face the sun, it is a very warm house. Details on site.Translated from Armenian",Dec-15-2022_22-59,,Outdoor parking,Not available,Street view,,https://list.am/en/item/18418307
Monolith,No,Not available,4,80 sq.m.,3,1,from 3 m,2,Closed balcony,Old Renovation,Shirak › Gyumri,"$50,000",USD,"The apartment is in good condition with all utilities, in the neighborhood of Shirak Mu, 500m from the central square, the apartment is also for rent.Translated from Armenian",Dec-15-2022_22-59,Playground,Outdoor parking,Available,Street view,"Fridge, stove, washing machine",https://list.am/en/item/18679127
Stone,No,Not available,5,84 sq.m.,4,1,from 2.6 m,2,Multiple balconies,Major Renovation,"Улица С. Григоряна 10А, Гюмри","$60,000",USD,"Վաճառվում է 4 սենյականոց բնակարան Գյումրիում, Երկաթ գծի բանավան թաղամասի Սաշա Գրիգորյան 10ա հասցեում։ Գտնվում է երկաթուղային կայարանի անմիջապես հետևում։ Հենց շենքի հետևում կա մի քանի խանութ, դպրոց, մանկապարտեզ, դեղատուն, ֆուտբոլային դաշտ, հենց բակում կա երեխաների համար նախատեսված փոքր խաղադաշտ։ Շենքը սեյսմակայուն է, ամրացված է ""ԼինՍի"" հիմնադրամի միջոցներով։ Բնակարանը արևկող է, մշտապես տաք։ Ձմռանը չնչին միջոցների հաշվին տունը տաքացվում է շատ հեշտ։ Հյուսիսային և հարավային կողմերից ունի լուսամուտներ։ Բնակարանի բոլոր լուսամուտները ""Եվրո"" են։ Տունը ունի մեծ հյուրասենյակ, 3 սենյակ և երկու փակ պատշգամբ, 1 սանհանգույց - լոգասենյակ և մեծ խոհանոց։ Բոլոր կոմունալ պայմաններով կահավորված է, մշտական տաք և սառը ջուր։ Տունը տաքացվում է պարսկական գազի վառարանով։ Կապիտալ վերանորոգված է։ Գինը վերջնական չէ, ռեալ գնորդներին կսակարկեմ։ Այլ մանրամասների համար զանգահարեք կան գրեք նշված համարին Whatsapp - ով։Продаётся 4 - комнатная квартира в Гюмри, на улице Саша Григоряна 10а. Находится прямо за зданием Железнодорожного вокзала. За самим зданием есть несколько магазинов, школа, аптека, детский сад, футбольное поле, также перед зданием присутствует маленькая игровая площадка для детей. Здание сейсмоусточиво, усилено фондом ""ЛинСи"". В квартиру почти целый день падает солнце, сама по себе тёплая квартира. Зимой очень мало средств уходит на отопление. С северной и южной сторон есть окна. Все окна европейского стандарта. В квартире есть большая гостевая, 3 комнаты, 1 санузел с душевой, большая кухня. Все коммунальные услуги присутствуют на постоянной основе, тёплая и холодная вода постоянно. Дом отопляется газовой печкой, паровой системы нет, но все трубы на месте, при желании можно установить. Ремонт капитальный. Цена не окончательна, с реальными покупателями возможен торг. До лета работает и вариант приобретения под ипотеку. При возникновении других вопросов звонить или писать на Whatsapp по нижеуказанному номеру.",Dec-15-2022_22-59,,,By agreement,,,https://list.am/en/item/18677100
Stone,Yes,Not available,4,111 sq.m.,4,1,from 3.2 m,1,Not available,No Renovation,Shirak › Gyumri,"$9,000",USD,"A space on the first floor of the building is urgently for sale.The area is 111 square meters. M, address Sheram 1, 2 district 3 building (Mush 1)It needs renovation, it is possible to make it into a commercial area or a spacious apartment (4 rooms), the price is $9000 (negotiable)For more information call.Translated from Armenian",Dec-15-2022_22-59,Playground,Outdoor parking,Not available,"Yard view, street view",Air conditioner,https://list.am/en/item/18709875
Stone,No,Not available,5,80 sq.m.,3,2,from 3 m,2,Open balcony,Old Renovation,"Ղանդիլյանի փողոց 28Ա, Գյումրի","$25,900",USD,"The apartment is located not far from the center, the apartment can easily become 4 rooms (if desired), all facilities are nearby: Shops, supermarket, bistro, restaurant, school, kindergarten.The condition of the apartment is clearly visible in the pictures.You can call for details.AGENTS DO NOT CALL, I WORK WITH EVERYONE AT 2%, IF REAL BUYER CALLTranslated from Armenian",Dec-15-2022_22-59,,,Available,"Yard view, street view",Fridge,https://list.am/en/item/18689723
Monolith,No,Not available,4,99 sq.m.,4,1,from 2.7 m,2,Closed balcony,Partial Renovation,"Եղիշե Չարենցի փողոց, Գյումրի","$36,000",USD,"4-room apartment for sale, 99 sq. M. With a plot of land located in the neighborhood of Ani, next to the Danish Hospital. A wooden door is installed, euro windows, interior doors are made of wood. It is provided with round-the-clock water supply and gas supply. Outdoor parking spaces are allocated for cars. There is a closed balcony. Nearby are all necessary shops, playground, recreation and entertainment places, etc.Translated from Armenian",Dec-15-2022_22-59,,Outdoor parking,Not available,"Yard view, street view, city view, park view",,https://list.am/en/item/13968003
Stone,No,Not available,5,70 sq.m.,3,2,from 2.8 m,5,Open balcony,Partial Renovation,"Շիրակացու փողոց 7Բ, Գյումրի","$35,000",USD,"Sunny, sunny, dry and warm, with the heating system, I stayed with the phone number indicated.Translated from Armenian",Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/18387352
Panels,No,Not available,3,100 sq.m.,4,1,from 3 m,3,Multiple balconies,Designer Renovation,"Պարույր Սևակի փողոց 19, Գյումրի","$60,000",USD,"Completely renovated, with constant hot and cold water, with all utilities, an Ariston system is installed. There is a school, a kindergarten, a supermarket, a bus stop nearby.Translated from Armenian",Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/18515096
Stone,Yes,Not available,4,77 sq.m.,3,1,from 2.7 m,3,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"$48,000",USD,"Newly built apartment for sale and rentc. Gyumri, Tbilisi highway77 square meters. Total area4/3rd floor3 roomsStoneUtility with all amenitiesCosmetic repairLightSouth-WestNew constructionClosed balconyFirst lineSelling price: $48,000Rental price: AMD 100,000Translated from Armenian",Dec-15-2022_22-59,,,By agreement,,,https://list.am/en/item/18706847
Stone,No,Not available,4,105 sq.m.,4,1,from 2.7 m,3,Not available,Partial Renovation,"Garegin Njhdeh, Gyumri","$80,000",USD,"Apartment for salec. Gyumri, G. Nzhdeh street105 square meters. Living space4 rooms4/3rd floorStoneGarageCosmetically refurbishedUtility with all amenitiesWith hot and cold waterHeating SystemyardSelling price: $80,000Code 3537Translated from Armenian",Dec-15-2022_22-59,,,By agreement,,,https://list.am/en/item/18442058
Bricks,Yes,Not available,4,55 sq.m.,1,1,from 2.7 m,3,Open balcony,Cosmetic Renovation,"Մուշ 2 թաղամաս, Գյումրի","$24,000",USD,"1-room apartment for saleLocation: WestExterior door and windows replacedWith all utilities/gas, hot and cold water, electricity/Heating SystemTranslated from Armenian",Dec-15-2022_22-59,,Outdoor parking,By agreement,,,https://list.am/en/item/18594293
Stone,Yes,Not available,5,35 sq.m.,2,1,from 2.75 m,2,Not available,Euro Renovation,"Մանուշյան փողոց 6, Գյումրի","$33,000",USD,Apartment for sale in Manushyan districtTranslated from Armenian,Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/18539908
Stone,No,Not available,3,130 sq.m.,4,1,from 3.2 m,3,Multiple balconies,Partial Renovation,"Sayat Nova avenue, Gyumri","$130,000",USD,"URGENTLY FOR SALE, an apartment on Sayat Nova street. The apartment has all the utilities, 4 rooms. The area is 130 sq/m. Partially renovated. It has a balcony facing the yard and the street. It does not have an individual heating system.Translated from Armenian",Dec-15-2022_22-59,Playground,Outdoor parking,By agreement,,,https://list.am/en/item/18704064
Monolith,No,Not available,4,96 sq.m.,4,2,from 2.8 m,2,Closed balcony,Partial Renovation,"Ավետիսյան փողոց, Գյումրի","$36,500",USD,"The apartment is located on M. Avetisyan Street in Gyumri. It is a spacious and bright apartment, partially renovated. Call for details.Translated from Armenian",Dec-15-2022_22-59,,,Not available,"Yard view, street view",,https://list.am/en/item/18704063
Stone,No,Not available,3,55 sq.m.,2,1,from 2.75 m,1,Closed balcony,Partial Renovation,"Երևանյան խճուղի 117, Գյումրի","$16,900",USD,"Первый этаж, есть подвал, вход из кухни, газ, электричество, холодная и тёплая вода. Частичный ремонт.",Dec-15-2022_22-59,,,Not available,Yard view,,https://list.am/en/item/18449748
Stone,Yes,Not available,4,74 sq.m.,3,1,from 2.8 m,3,Open balcony,Euro Renovation,"Մուշ 2-2 թաղամաս 13, Գյումրի","$43,000",USD,A 3-room apartment is for sale. 74 square meters. C. Gyumri Mush 2 district. 7th str. 4 buildingsTranslated from Armenian,Dec-15-2022_22-59,Playground,Outdoor parking,Not available,,,https://list.am/en/item/18648641
Stone,No,Available,5,86 sq.m.,3,1,from 2.75 m,1,Open balcony,Major Renovation,"Ղանդիլյանի փողոց 28Դ, Գյումրի","$40,000",USD,"The house is renovated, everything has changedTranslated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18479230
Monolith,Yes,Not available,4,81 sq.m.,3,1,from 2.8 m,2,Closed balcony,Partial Renovation,"Շիրակացու փողոց, Գյումրի","$35,000",USD,"A 3-room apartment on the 2nd floor of a 4-story building is for sale. The apartment is located on Shirakatsi street, partially renovated. There is gas, electricity, water, sewage. All necessary infrastructures are located in the area.Translated from Armenian",Dec-15-2022_22-59,,,Not available,"Yard view, street view",,https://list.am/en/item/18695563
Stone,No,Not available,4,75 sq.m.,3,1,from 2.6 m,2,Multiple balconies,Old Renovation,"Ankakhutyan Street, Artik","$22,000",USD,The apartment is located in K. Close to Artikum Square. There are all utilities. Call for other details.Translated from Armenian,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18380851
Monolith,No,Not available,4,90 sq.m.,4,2,from 2.75 m,3,Open balcony,Cosmetic Renovation,"Եղիշե Չարենցի փողոց 15, Գյումրի","$45,000",USD,"This 4-room apartment is for sale in Shaat Shtaap Ani district, located on Charentsi Street, near Poghosyan Purak, on the 3rd and 4th floors of a 4-story building (duplex) It is provided with round-the-clock water supply and gas supply. The total area is 90 sq/m. Iron door, partial euro windows, bathroom on each floor, individual heating system is installed, there is an open balcony. Cable TV and internet are available in the building. All necessary shops, kindergarten, school are nearby.Translated from Armenian",Dec-15-2022_22-59,,Outdoor parking,By agreement,"Yard view, street view, city view",,https://list.am/en/item/18055169
Monolith,No,Not available,3,80 sq.m.,3,1,from 2.75 m,3,Multiple balconies,Cosmetic Renovation,"7-րդ փողոց 6, Գյումրի","$40,000",USD,"For details, call the given telephone number.Translated from Armenian",Dec-15-2022_22-59,,,By agreement,,,https://list.am/en/item/18505725
Stone,No,Not available,4,57 sq.m.,2,1,from 2.7 m,4,Closed balcony,Euro Renovation,"Վազգեն Սարգսյանի փողոց 15, Երևան","$50,000",USD,"Realty Consult ID` AG 11Վաճառվում է 2 սենյականոց բնակարան՝ 57 քմԳյումրի, Վ. Սարգսյան փողոց4/2 հարկ, քարե, ծածկ` Ե/բ, առաստաղ` 2.7մԳԻՆԸ ՝ 50 000 $Բնակարանը գազաֆիկացված է, առկա է ջեռուցման համակարգԱռկա է փակ պատշգամբՄուտքի դուռը՝ երկաթյա, ներքին դռները՝ փայտանյութ, պատուհանների շրջանակներ`Մետաղապլաստից:Բնակարանի ներքին հարդարանքը գտնվում է լավ վիճակում, ենթակա է արդիականացման:Realty Consult ID` AG 11Продается 2-х комнатная квартира площадью 57 кв. М.Г. Гюмри, ул. В. Саркисяна4 /2 этаж, каменный, перекрытия ж/б, высота потолка 2.7мЦЕНА: 50 000 $Квартира газифицирована, проведена система отопления.Имеется закрытый балкон.Входная дверь железная, межкомнатные двери деревянные, оконные рамы-металлопластик.Внутренняя отделка хорошо сохранена, требуется обновить ремонт.Realty Consult ID` AG 11Sell 2 bedrooms apartment` 57 sq. MGyumri, V. Sargsyan streetApartment is on the 2 of 4 storey building, stone, roof of the building is reinforced concrete, height of ceiling 2.7mPrice of apartment is 50 000 USDApartment is gasified, It has a heating systemThere is closed balconyThe entrance door is iron, interior doors are wooden, the windows are made of metal-plastic.The interior of the apartment is in a good condition, it needs to modernization",Dec-15-2022_22-59,,,By agreement,,,https://list.am/en/item/18689588
Stone,No,Not available,3,80 sq.m.,3,1,from 2.7 m,3,Open balcony,Major Renovation,"Շիրակացու փողոց 7, Գյումրի","$80,000",USD,"ALL PROPERTY ""TECHNICAL"" IS INCLUDED IN THE SALE PRICECAPITALLY RENOVATED 3-room apartment for sale 80 sq. M. Մ. Located on Shirakatsi street, on the 3-rd floor of a 3-storey residential building. Iron door is installed, interior doors are made of oak, euro windows are installed. It is provided with round-the-clock water and gas supply. Individual heating system is installed. The bathroom and the kitchen is tiled. It has a wardrobe. The apartment has 2 open economic balconies. The apartment has a security system. There is cable TV and internet. Outdoor parking spaces are provided for cars and 20 sq / m area in front of the building for rent. All the necessary shops are nearby.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/13470048
Monolith,No,Not available,2,82 sq.m.,3,1,from 3 m,2,Not available,Euro Renovation,"Մինաս Ավետիսյանի փողոց 7, Գյումրի","$37,000",USD,"This 3-room apartment of 82 square meters is for sale in Ani district, in the back of the Pedagogical Institute. With an area located on the 2nd floor of a 3-storey building. The entrance has an iron door, wooden windows. It is provided with round-the-clock water supply and gas supply. A water heater is installed. The apartment has several open balconies. The position is south-west, there is a storage room. There are outdoor parking spaces for cars. All necessary shops, recreation and entertainment places, etc. Are nearby.Translated from Armenian",Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/14591484
Panels,No,Not available,3,90 sq.m.,3,1,from 2.8 m,3,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"$40,000",USD,"Apartment in Gyumri, Ani district (58 district) Three rooms + two closed balconies. The apartment is on 3 floors. It is a very dry and bright apartment. House 8:Translated from Armenian",Dec-15-2022_22-59,,,By agreement,,,https://list.am/en/item/18409347
Monolith,Yes,Not available,3,80 sq.m.,3,1,from 2.8 m,2,Open balcony,Cosmetic Renovation,"Minas Avetisyan street 9, Gyumri","$46,000",USD,"A 3-room apartment is for sale, in the back of the Pedagogical Institute, the apartment is located on the 2nd floor of a 3-story building, it has 2 open balconies. The entrance door is iron, lined with wood, the floor is parquet, the kitchen and bathroom are tiled. The apartment has an individual heating system, the windows are of European manufacture.Translated from Armenian",Dec-15-2022_22-59,Playground,Outdoor parking,Not available,,,https://list.am/en/item/18687054
Stone,Yes,Not available,4,41 sq.m.,1,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,"Երևանյան խճուղի, Գյումրի","$30,000",USD,"It is a building of the Linsey Foundation, built of solid stone (year 2003) It is with Nisha. It has two balconies. It has an Ariston heating systemTranslated from Armenian",Dec-15-2022_22-59,Playground,Outdoor parking,Not available,"Street view, city view","Fridge, stove",https://list.am/en/item/18653498
Stone,No,Not available,5,100 sq.m.,4,1,from 2.7 m,3,Not available,Cosmetic Renovation,Shirak › Gyumri,"$50,000",USD,"Apartment for salec. Gyumri, Shirakatsi street100 square meters. Total area5/3rd floor4 roomsStoneUtility with all amenitiesCosmetic repairState conditionLightEast-WestEuro windowsOpen balconyGarageFirst lineSelling price: $50,000 (Without property)Selling price: $55,000 (with property)Translated from Armenian",Dec-15-2022_22-59,,,By agreement,"Street view, city view",,https://list.am/en/item/18683420
Stone,No,Not available,4,65 sq.m.,3,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,Shirak › Artik,"6,200,000 ֏",AMD,"For detailed information, call the indicated phone number.Translated from Armenian",Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/18402038
Monolith,No,Not available,3,50 sq.m.,2,1,from 2.7 m,3,Not available,Cosmetic Renovation,"Սեվյան փողոց 25/7, Գյումրի","$23,000",USD,1 + 1 apartment for sale in Sevyan street.1__there is a guik in the book.Is located near Nairi restaurant.Details by callTranslated from Armenian,Dec-15-2022_22-59,Playground,Outdoor parking,Available,"Yard view, street view","Fridge, washing machine",https://list.am/en/item/18679137
Stone,No,Not available,5,75 sq.m.,3,1,from 2.7 m,1,Closed balcony,Major Renovation,"Khrimyan Hayrik Highway, Gyumri","$38,000",USD,Всем приветствую продаеться дом со всеми удобствами продажа срочная! Обмен на спец технику jcb cat тор есть минимальный,Dec-15-2022_22-59,,,By agreement,,,https://list.am/en/item/18456486
Monolith,No,Not available,5,120 sq.m.,4,2,from 2.8 m,2,Open balcony,Partial Renovation,"Trdat Architector street 22, Gyumri","$90,000",USD,Apartment for sale in Ani district.Call or write for details.Translated from Armenian,Dec-15-2022_22-59,,Outdoor parking,By agreement,"Yard view, street view",,https://list.am/en/item/18613259
Stone,Yes,Not available,4,62 sq.m.,3,1,from 2.7 m,1,Not available,Cosmetic Renovation,Shirak › Gyumri,"$27,000",USD,Mush 2 district. Near the school. The heating boiler is not available. Tiled. With all utilitiesTranslated from Armenian,Dec-15-2022_22-59,,,Not available,Yard view,,https://list.am/en/item/18674730
Stone,No,Not available,5,76 sq.m.,3,1,from 2.5 m,1,Closed balcony,Partial Renovation,"Ghandilyan street, Gyumri","$31,000",USD,"The apartment has all the utilities. (gas, hot and cold water, electricity) The total area is 76 sq/m, it has a basement. The entrance door is from a separate building. It has two windows on the street side. The location of the apartment is south-west. It is partially renovated. The windows are wooden but strong, the door is also convenient. And for business purposes.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18279651
Stone,No,Not available,5,62 sq.m.,2,1,from 2.7 m,1,Open balcony,Major Renovation,Shirak › Artik,"8,900,000 ֏",AMD,Продаёться квартира в идеалном состояний,Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/15368646
Stone,No,Not available,4,68 sq.m.,3,1,from 2.7 m,4,Not available,No Renovation,"Վազգեն Սարգսյանի փողոց 8ա, Գյումրի","14,500,000 ֏",AMD,Vazgen Sargsyan Street near Charles Aznour Square. Rooms 3 + 1 need renovation.Translated from Armenian,Dec-15-2022_22-59,,,Not available,"Yard view, street view",,https://list.am/en/item/18659919
Monolith,Yes,Not available,4,150 sq.m.,5,1,from 3 m,1,Closed balcony,Major Renovation,Shirak › Maralik,"$49,500",USD,"Продаю квартиру с мебелю с кап ремонтом. Отделный вход от подезда свой огород. Гараж на 2 машины, 2 подвала, беседка, отопление. Система безопасности (Видеонаблюдение) Кап ремонт. Вложение не требует с документами все в порядке",Dec-15-2022_22-59,"Intercom entry, playground","Outdoor parking, garage",Available,"Yard view, street view, city view, park view","Fridge, stove, washing machine",https://list.am/en/item/18659884
Monolith,No,Not available,2,100 sq.m.,4,2,from 2.8 m,1,Open balcony,Old Renovation,"Ղանդիլյանի փողոց 12, Գյումրի","$50,000",USD,"2 open balconies, 2 bathrooms, basement, garage, 1 very high floorTranslated from Armenian",Dec-15-2022_22-59,Playground,Garage,By agreement,"Yard view, street view",,https://list.am/en/item/18657355
Stone,No,Not available,1,392 sq.m.,2,1,from 2.7 m,1,Open balcony,Partial Renovation,"Լևոն Մադոյան փողոց 30, Գյումրի","25,000,000 ֏",AMD,"Private apartment for sale. Utility with all amenities. Permanent gas water electricity. Covered parking for two cars. There is a yard, an orchardwith trees. There is also an outbuilding in the yard. The apartment has a basement. The kitchen and hallway are tiled. The bathroom is tiled. The living room and the bedroom have wooden lacquered floors.Translated from Armenian",Dec-15-2022_22-59,,Covered parking,Not available,"Yard view, street view",,https://list.am/en/item/18651157
Monolith,No,Not available,4,84 sq.m.,4,1,from 2.7 m,1,Open balcony,Old Renovation,Shirak › Gyumri,"$35,000",USD,"Квартира расположена по адресу г. Гюмри ул. Ширакаци Военный городок дом 12.В собственности около 30 лет.Никто не прописан.Документация готова к сделке.Квартира уютная, теплая, светлая. Высокий первый этаж.Подходит для комерческой деятельности. Звонить ТОЛЬКО по WhatsApp.",Dec-15-2022_22-59,Playground,Outdoor parking,Not available,Yard view,,https://list.am/en/item/18650410
Stone,Yes,Not available,4,48 sq.m.,2,1,from 2.7 m,1,Not available,Euro Renovation,"Մուշ 2 թաղամաս 15, Գյումրի","11,000,000 ֏",AMD,"Euro-renovated 2-room apartment of 48 square meters is for sale in Mush 2 district. M. With an area located on the 1st floor of a 4-storey residential building in Mush 2 district. A euro door is installed, interior doors are euro, euro windows are installed. It is provided with round-the-clock water supply and gas supply. An individual heating system is installed. The bathroom is tiled. There is cable TV and Internet. There are outdoor parking spaces for cars. All necessary shops are nearby.Translated from Armenian",Dec-15-2022_22-59,Playground,Outdoor parking,Available,"Yard view, street view, city view, park view",,https://list.am/en/item/18646588
Stone,Yes,Not available,4,56 sq.m.,2,1,from 2.7 m,2,Closed balcony,Euro Renovation,"Vazgen Sargsyan street, Gyumri","$50,000",USD,"Vazgen Sargsyan street, Linsi building, 2 + 1 room, renovated, heating, parquet floor. Property with all utilities. Close to Charles de Gaulle Square.Translated from Armenian",Dec-15-2022_22-59,,,Available,"Yard view, street view","Fridge, stove, washing machine",https://list.am/en/item/18646177
Stone,No,Not available,3,34 sq.m.,1,1,from 3 m,3,Open balcony,Cosmetic Renovation,"Улица Ширакацу 61, Gyumri","$27,000",USD,Продаю 1комнатную квартиру в городе Гюмри 34кв гараж 42кв сарай 6кв,Dec-15-2022_22-59,,Garage,Not available,"Yard view, street view",,https://list.am/en/item/18646137
Stone,No,Not available,4,106 sq.m.,4,1,from 2.8 m,3,Open balcony,Cosmetic Renovation,"Գարեգին Նժդեհի պողոտա, Գյումրի","$69,500",USD,"In the central part of Gyumri, an apartment is available for sale on the first line facing east and westThe apartment is very warm, partially renovated, euro windows, iron door, two open balconies.There is a basement and a garage of 40 square meters next to the buildingCode 2232Translated from Armenian",Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/18445281
Stone,No,Not available,5,45 sq.m.,2,1,from 2.8 m,1,Closed balcony,Cosmetic Renovation,"Անտառավան 4-րդ փողոց 1, Գյումրի","80,000 ֏",AMD,For more information call.Translated from Armenian,Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/18453536
Stone,Yes,Not available,4,54 sq.m.,2,1,from 2.75 m,4,Open balcony,Euro Renovation,"Կ. Հալաբյան փողոց 13, Գյումրի","$26,500",USD,"Վաճառվում է 2 սենյականոց բնակարան Գյումրու Մուշ 2 թաղամասում՝ Կ․Հալաբյան փողոցում։ Բնակարանը գտնվում է 4 հարկանի նորակառույց շենքի 4-րդ հարկում: Շենքի հանձնման օրվանից այն բնակեցված չի եղել։Բնակարանը եվրովերանորոգված է, բաղկացած է 1 հյուրասենյակից, 1 ննջարանից, խոհանոցից, միջանցքից և սանհանգույցից։Ունի ջեռուցման համակարգ (կաթսան տեղադրված չէ) ։Զանգահարել մինչև ժամը 19։00։Продается 2-комнатная квартира в районе Муш 2 города Гюмри, на улице К. Алабяна. Квартира расположена на 4-м этаже 4-х этажного дома. В квартире никто не проживал со дня сдачи в эксплуатацию.Квартира с евроремонтом, состоит из 1 гостиной, 1 спальни, кухни, коридора и ванной комнаты.Есть система отопления (котел не установлен)Звонить до 19:00․",Dec-15-2022_22-59,Playground,Outdoor parking,Not available,"Yard view, street view",,https://list.am/en/item/18641505
Panels,No,Not available,4,60 sq.m.,2,1,from 3 m,4,Open balcony,Old Renovation,"2-րդ թաղամաս, Արթիկ","$8,000",USD,"Apartment for sale in Artik, Lambat 2 district, price negotiableTranslated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18441004
Stone,No,Not available,4,75 sq.m.,2,1,from 2.7 m,2,Closed balcony,Partial Renovation,"Bulvarain street, Gyumri","$19,000",USD,2 + 1 room partially renovatedTranslated from Armenian,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18454611
Stone,No,Not available,5,79 sq.m.,3,1,from 2.8 m,5,Multiple balconies,Partial Renovation,"Երևանյան խճուղի 157Ա, Գյումրի","$31,000",USD,"An apartment is for sale on the 5th floor of a 5-story stone building. 3 + 1 room, bathroom, open balcony, cosmetic renovation.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18480973
Monolith,No,Available,9,65 sq.m.,2,1,from 3 m,7,Multiple balconies,Old Renovation,"Bulvarain street, Gyumri","$14,500",USD,In front of the water supply. There is gasTranslated from Armenian,Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/18519740
Bricks,No,Not available,5,72 sq.m.,3,1,from 2.5 m,1,Open balcony,Old Renovation,Shirak › Gyumri,"$32,000",USD,"Квартира просторная, хорошая.Ниже выставлю фотографии квартиры, (вся бытовая техника и мебель есть), система отопления тоже есть.При переезде сделали перестановку и часть бытовой техники и мебеля переместили в один из комнат (на это не обращайте внимание после приобретения все сделаете как вам удобно)Адрес шерам 2 (ибо муш) дом 1/3д",Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/18524965
Monolith,Yes,Not available,5,147 sq.m.,5,2,from 3 m,4,Multiple balconies,Euro Renovation,"Անի թաղամասի 3-րդ փողոց 4, Գյումրի","$55,000",USD,"Two floors, renovated, possible to exchange with another apartment for an additional fee on your partTranslated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18460463
Stone,No,Not available,5,108 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Old Renovation,Shirak › Gyumri,"$75,000",USD,"Ring with Bagratun to Victory Avenue. Large living room with carpeted parquet, two bedrooms, one open balcony, one closed balcony. Iron door. It has a basement. It has a garage which is not included in the price. The price is 75,000 USDTranslated from Armenian",Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/18476174
Stone,Yes,Not available,5,68 sq.m.,3,1,from 2.5 m,2,Open balcony,Major Renovation,"Kamo street, Gyumri","$50,000",USD,For more information callTranslated from Armenian,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18538904
Stone,No,Not available,5,84 sq.m.,3,1,from 2.7 m,5,Not available,No Renovation,"Ghandilyan street, Gyumri","$15,500",USD,"CODE 6982Apartment for salec. Gyumri, Ghandilyan street84 square meters. Total area5/5th floor3 roomsStoneUnrepairedSelling price: $15,500Translated from Armenian",Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/18592958
Stone,No,Not available,4,61 sq.m.,2,1,from 2.7 m,4,Open balcony,Old Renovation,"Արևելյան փողոց, Գյումրի","$22,000",USD,A 2-room apartment with a living room and a bedroom is for sale.Translated from Armenian,Dec-15-2022_22-59,,Outdoor parking,Not available,,,https://list.am/en/item/18598849
