Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,760 sq.m.,Ararat › Zorak,"$4,500",USD,"Residential street, gas and water, call for detailsTranslated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18531201
Agricultural,1650 sq.m.,Ararat › Arbat,"$5,500",USD,"The land is located in the village of Arbat, 5 km from Yerevan, near the villages of Geghanist and Argavand.Suitable for greenhouse operation, permanent irrigation water is available, as well as artesian water possibility. No problems with documents.Call or write for details.The price is negotiable!Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18534363
For Residential Development,800 sq.m.,"2-я улица, Масис","$8,000",USD,"Մասիսի Ռանչպար գյուղ։800քմ տնամերձ հող։ նաև փոխանսկեւմ մեքենաի հետ։։Масис, село Ранчпар. 800кв. 16.2м×50м. Ровное место в начале села, рядом супермаркета НУР. Можно и обмен с машином.",Dec-15-2022_22-11,"Electricity, water supply",https://list.am/en/item/18603951
Agricultural,"40,000 sq.m.","Yerevan-Meghri highway, Ararat Province","$120,000",USD,"40,000 to 17,000 working blackberry orchards, thornless blackberry type, high yieldTranslated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18542079
Agricultural,"25,200 sq.m.","Araz street, Artaxata (Artashat)","$120,000",USD,Rural land with 2500 sq m of double layered cellophane covered greenhouse with all irrigation facilities.Translated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18542052
For Public Buildings,2150 sq.m.,Ararat › Masis,"$180,000",USD,It is located near the main highway. It has 500 m of parking space. The building is newly built. It is ready for operation. It is also possible to sell without land.Translated from Armenian,Dec-15-2022_22-11,"Electricity, water supply, sewerage",https://list.am/en/item/18626173
For Residential Development,800 sq.m.,Ararat › Marmarashen,"$30,000",USD,"The land is located 50 meters from the highway, has frontage on both sides, 23 and 35 meters, and has all utilities. It is very suitable for building a residential house. Price @ contract.Translated from Armenian",Dec-15-2022_22-11,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18674027
Agricultural,"58,000 sq.m.","Ararat-Artashat Highway, Taperakan","$104,400",USD,"Vineyard 3.3 ha and 2.5 ha. Kangun, there is a 100 ton procurement contract with Pierno Ricard.Translated from Armenian",Dec-15-2022_22-11,Water supply,https://list.am/en/item/18708761
For General Purpose,500 sq.m.,Ararat › Ayntap,"$43,000",USD,"A plot of land is for sale in the village of Aintap, next to the north-south highway, on 12/1 street.It is sold completely and possibly partially. The land area is 500 square meters. M.In case of questions, you can call.Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18644376
Agricultural,3100 sq.m.,Ararat › Azatashen,"$50,000",USD,"It is located 3-4 km from Yerevan city. All amenities are available: Gas, electricity. Energy: The land can be sold for residential construction, which will be possible in 1 month, the price will be 90,000 USDTranslated from Armenian",Dec-15-2022_22-11,"Electricity, water supply, natural gas",https://list.am/en/item/18582148
Agricultural,"400,000 sq.m.","Yerevan-Meghri highway, Ararat Province","$600,000",USD,"Land area of Sayatnova village, Masisi region, 40 hectares Agricultural purpose, irrigation water available, possibility of 7800 square meters of production areaTranslated from Armenian",Dec-15-2022_22-11,"Electricity, water supply",https://list.am/en/item/18543547
For Residential Development,320 sq.m.,Ararat › Nor Kharberd,"$15,000",USD,It is located near the central street.The land is ready for building residential houses.The area is fenced and has a sewer.Translated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18421736
For Residential Development,800 sq.m.,Ararat › Sayat-Nova,"$10,000",USD,"800 square meters of land near the house is for rent in Sayat-Nova village of Ararat marz (Masis, 7 km from Nerkin Charbakh) It has water, electricity, gas connection. The price is $10,000 (negotiable)Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18464384
Agricultural,2200 sq.m.,Ararat › Ayntap,"$45,000",USD,The land is located directly on the first lane of the North-South highway. All communications are nearby. Call for details.Translated from Armenian,Dec-15-2022_22-11,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18707078
Agricultural,5170 sq.m.,Ararat › Artashat,"$8,000",USD,"The land is located in Artashat, arable land. All communications are nearby. Call for details.Translated from Armenian",Dec-15-2022_22-11,"Electricity, water supply, sewerage",https://list.am/en/item/18706828
Agricultural,1200 sq.m.,Ararat › Getapnya,"$6,000",USD,"The land is located in Getapnya community, rural land. Communications are nearby. For questions, callTranslated from Armenian",Dec-15-2022_22-11,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18706801
For Industrial Use,800 sq.m.,"Masis highway, Marmarashen","$20,000",USD,"A plot of land near the house is for sale. The area is 800 square meters. MeterIt has a full foundation on 15/11, 4 m garage, electricity, basement on 8/3, three-phase electricity, artisan, constant water Price-$20000Address - Masis community, Marmarashen village, 34 street, apartment 5Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18232753
For Residential Development,500 sq.m.,"15-րդ փողոց 40, Նոր Խարբերդ","$12,000",USD,"The land is for urgent sale, it has a cattle farm and fruit treesTranslated from Armenian",Dec-15-2022_22-11,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18614731
For Public Buildings,5650 sq.m.,Ararat › Masis,"$80,000",USD,A total of 5650 square meters of land is for sale. M. With an area of which 1650 sq. M. Is of public importance and 4000 sq. M. Of agricultural significance. The plot of land is located in Sayat Nova village of Masis community of Ararat marz (Masis-Ejmiadzin road 1st line) It is suitable for carrying out various types of activities.Translated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18706701
Agricultural,1500 sq.m.,Ararat › Geghanist,"$13,000",USD,200 meters from the emergency roadTranslated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18706536
For Residential Development,242 sq.m.,"7-րդ փողոց 45, Մասիս","$10,000",USD,Call for URGENT detailsTranslated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18397832
For Residential Development,640 sq.m.,"17-րդ փողոց, Այնթափ","$16,000",USD,"FOR URGENT SALE. The land area is 640 square meters, fenced, utilities are right next to the land. Located in a busy area. Negotiable. For more information callTranslated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18519126
For General Purpose,1000 sq.m.,"14-րդ փողոց 1, Նոր Խարբերդ","$28,000",USD,"Land for sale in New Kharberd.The area of the land is 1000 square meters and the area of the apartment is 80 square meters.There is no gas, but there is electricity.Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18654743
For Public Buildings,3500 sq.m.,"31-րդ փողոց , Մարմարաշեն","$1,000",USD,"A plot of land is for sale on the North-South road, in the Masis Marmarashen section, first line. It is suitable for building a hotel, restaurant, washing machine, gas station box, as well as a house.Translated from Armenian",Dec-15-2022_22-11,"Electricity, water supply",https://list.am/en/item/18625277
Agricultural,"10,000 sq.m.",Ararat › Ararat,"$40,000",USD,Apricot orchard is located in Ararat village next to the Yerevan honey highwayTranslated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18704872
Agricultural,4500 sq.m.,Ararat › Masis,"2,200,000 ֏",AMD,"The land is located in the administrative area of Masisi Nizami village, but it is closer to Darakert village.There are greenhouses nearby, along the length of the land there is a road for cars and a stream of irrigation water.Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18653178
Agricultural,4000 sq.m.,Ararat › Dashtakar,"$10,000",USD,"The land serves as an apricot orchard, there are 60 apricot trees and peach trees, which are in the period of active harvest, the age of the trees does not exceed 10 years. There is no problem with irrigation water.Negotiable for real buyers.Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18576759
For Residential Development,600 sq.m.,"Սպանդարյան փողոց 14, Արտաշատ","$17,000",USD,"Residential plot with 10.7 meters of frontage, 600 square meters, artesian water, also suitable for setting up a greenhouse in the garden, negotiableTranslated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18497782
For General Purpose,2000 sq.m.,Ararat › Artashat,"$50,000",USD,"Has the ability to draw gas, water and electricity (also THREE PHASE)It is located in the village of Shahumyan, on the 25th km of the Yerevan-Yeraskh highway, on the way to Yerevan.The price is NEGOTIABLE.CALL ONLY if you have any questions.Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18100622
Agricultural,500 sq.m.,"3-я улица, Арбат","3,500,000 ֏",AMD,A 500 square meter greenhouse is for sale14m wide33 m long6m high1 year old car heaterTranslated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18677734
For Residential Development,800 sq.m.,"41-րդ փողոց 8, Մարմարաշեն","$7,700",USD,"Ararat Marz c, Marmarashen, intended for residential building. Drinking water, irrigation water and electricity are available. The road is completely pavedTranslated from Armenian",Dec-15-2022_22-11,"Electricity, water supply, sewerage",https://list.am/en/item/18460415
Agricultural,3800 sq.m.,Ararat › Abovyan,"24,000,000 ֏",AMD,"The land is located in front of the 8th mik, has a stone fence, a 30 square meter house, a 10 square meter basement and irrigation water.Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18701436
For General Purpose,1106 sq.m.,Ararat › Argavand,"$105,000",USD,"Fenced flat plot of land 1106m in Argavand first line for sale. Quality gates are installed. Among the utilities, the water line is installed, gas and electricity lines are attached to the land.The location of the area is suitable for the construction of a residential house and the organization of a business. There are fruit trees on the land.The irrigation water pipe runs next to the plot. The street is paved. The stone walls are made of high quality and reinforced concrete pillars are left for later construction of the business area.The street is inhabited and there are kindergarten, school and shops nearby.Code VD221Translated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18427488
For Residential Development,1000 sq.m.,Ararat › Vanashen,"$16,000",USD,"A plot of land for sale at 24 Mashtots address.380v electricity is available. , water, gas, irrigation water.The street is asphalted.There is a building 4x10 mTranslated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18506620
Agricultural,1800 sq.m.,Ararat › Artashat,"1,000,000 ֏",AMD,Call for detailsTranslated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18454267
For Residential Development,600 sq.m.,Ararat › Ayntap,"$14,300",USD,Call in case of questionsTranslated from Armenian,Dec-15-2022_22-11,"Electricity, water supply, natural gas",https://list.am/en/item/18651292
For Residential Development,400 sq.m.,Ararat › Masis,"11,000,000 ֏",AMD,"Land for sale, 400 sq. M. Foundation filledIn the back there are the armatures of the roof with its fixtures and there are the boardsI am selling it with vacant landTranslated from Armenian",Dec-15-2022_22-11,,https://list.am/en/item/18683356
For Residential Development,660 sq.m.,Ararat › Nor Kharberd,"$20,000",USD,A plot of land near the house is for sale.For more information call.Translated from Armenian,Dec-15-2022_22-11,"Electricity, water supply, natural gas",https://list.am/en/item/18698574
For Residential Development,600 sq.m.,"16-я улица 16, Айнтап","$36,000",USD,The plot of land is located in a very convenient place near the central road in Aintap. The length of 24 meters and 25 meters is suitable for all utilities. Urgent.Translated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18519725
For Residential Development,1250 sq.m.,"Հովհաննես Շիրազի փողոց, Արաքսավան","$3,000",USD,The land area is 1250 square meters at the beginning of the villageTranslated from Armenian,Dec-15-2022_22-11,,https://list.am/en/item/18332456
For Public Buildings,5600 sq.m.,Ararat › Artashat,"$99,000",USD,"A plot of land is for sale in the Mrgavan village section of the Yerevan-Artashat highway, near the gas station. The area is 5,600 square meters.Exchange with a car is possible.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18697973
For General Purpose,310 sq.m.,"1st Street, Nor Kharberd","$4,000",USD,"I will buy a plot of land in Ayntap or Harput, do not offer it at a higher priceTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/17602788
For Residential Development,200 sq.m.,Ararat › Geghanist,"$14,000",USD,"A plot of land near the house is for sale in the village of Geghanist, 200 square meters, it is fenced with tuff stone on both sides, it is a corner plot on the 3rd street from the main road.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18697036
Agricultural,2100 sq.m.,"Հովհաննես Թումանյանի փողոց 6, Բերքանուշ","$7,000",USD,A plot of land near the Yerevan-Artashat highway is for saleTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18538102
Agricultural,1300 sq.m.,Ararat › Khachpar,"3,000,000 ֏",AMD,"1300 square meters of agricultural land for sale in Khachpar village of Ararat region, 7 km from Yerevan. The land is suitable for building a greenhouse (access to gas, water and electricity), there are already existing greenhouses nearby.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18387465
For Residential Development,700 sq.m.,"13-րդ փողոց 1, Այնթապ","$20,000",USD,"Homestead lot in a thriving and very active neighborhood. At Aintap 13th street, 18 lane. It is located near the Artashat highway of the North-South highway, at the corner of the intersection of the highway and the bridge going to Masis. There is gas, drinking and irrigation water in the area. It is suitable both for agricultural purposes and for the construction of a residential house.For more information call.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18522496
Agricultural,"17,000 sq.m.",Ararat › Artashat,"$140,000",USD,Agricultural land in Artashat.Write for details.Translated from Armenian,Dec-15-2022_22-12,"Electricity, water supply, sewerage",https://list.am/en/item/18695667
For Residential Development,880 sq.m.,"Վազգեն Սարգսյանի փողոց 16, Արևաբույր","$14,000",USD,"Land near the house, a garden in the village of Arevabyur, has the possibility of gas, light and water, there are 80 black plum trees, with an annual yield of 6-7 tons.Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18642645
Agricultural,8400 sq.m.,"Vedi street, Yerevan","4,000,000 ֏",AMD,"Urgently paid for a plot of land in the village of Fahelakar, Ararat region, 8400m, price under contractTranslated from Armenian",Dec-15-2022_22-12,Water supply,https://list.am/en/item/18592950
For Residential Development,1200 sq.m.,Ararat › Avshar,"$20,000",USD,"It has a 70 square meter semi-detached building, it is electrified, it has constant drinking water, a 4 ton water well, 30 different 2-year-old trees, 120 meters of vineyard, the whole plot is landscaped, the front part of the plot is fenced, the rest is fenced, the whole area is illuminated.Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply",https://list.am/en/item/18504995
For Residential Development,500 sq.m.,"16-րդ փողոց, Հայանիստ","$27,000",USD,"A newly built house for sale in Hayanist, close to the main road, 500 m land, 110 sq m house area, call for detailsTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18001172
For General Purpose,700 sq.m.,Ararat › Nor Kharberd,"$18,000",USD,"Land in Kharberd, 700 sq/m$18,000Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18437588
For Residential Development,450 sq.m.,Ararat › Getapnya,"$47,000",USD,"Riverside villageArarat region, Masisi region, near YerevanFor sale: 450 square meters, 20 m frontage.First line with 20m frontage directly in front of the village hall. The property has a very good position200 m below the aeration district.The land is divided into 2 parts, at different addresses, each with its own projects. The projects of both are available with permission, if desired, we can connect them together.I will exchange mine for a car with an additional fee from you, I will exchange it with a car, land front line exchange avto hoxTranslated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18631125
For Residential Development,700 sq.m.,Ararat › Getapnya,"$28,000",USD,A plot of land near the riverside village near the road is for saleTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18538897
For Residential Development,270 sq.m.,Ararat › Masis,"$13,500",USD,9m wide30 m longArtisanal waterTranslated from Armenian,Dec-15-2022_22-12,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18690964
Agricultural,"10,000 sq.m.","Yerevan-Artashat roadway, Arevabuyr","3,000 ֏",AMD,"Urgent sale of a plot of land with more than 1 hectare of water, it has a sunny sidea gently sloping slope, which is very suitable for building a vineyard, greenhouses, dryers, cattle sheds, slaughterhouses, public, industrial buildings, there is an irrigation canal in the immediate vicinity of the land, electricity, gas, 1 square meter = $8 AMD equivalent. Only real buyers will call every day from 10:00 to 23:00.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/13836082
Agricultural,5100 sq.m.,"Հայդուկների փողոց null, Դարակերտ","$8,500",USD,Arable land in Darakert urgentlyTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18665992
For Residential Development,650 sq.m.,Ararat › Ayntap,"10,000,000 ֏",AMD,The land is very suitable for business projects and residential buildingsTranslated from Armenian,Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18632980
For Residential Development,400 sq.m.,Ararat › Ayntap,"$35,000",USD,"It is not an agency. For sale is a plot of land near the house in the village of Aintap, 400 sq. M. The lot is located at the corner of 10th and 13th streets, the lot belongs to a residential house. The village hall, school, kindergarten and Haypost are nearby. For more information call: Price negotiable. Not an agency'Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18396839
For Residential Development,800 sq.m.,Ararat › Masis,"$35,000",USD,"A plot of land near the house is for sale, 800 sq. / m. There is access from 2 streets. Price negotiable, call for details.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18424206
For Residential Development,400 sq.m.,"Արամի փողոց 14, Ղուկասավան","$16,000",USD,"Продается земельный участок возле дома, в 3 км от Еревана. Имеется возможность для подключения электрификации, газификации и водоснабжения, район участок в 250 м от главной дороги. Не предлагать варианты частичной оплаты!Վաճառվում է տնամերձ հողատարածք՝ Երևանից 3կմ հեռավորության վրա։ Առկա են էլեկտրաֆիկացման, գազաֆիկացման և ջրամատակարարման հնարավորություններ, ինչպես նաև տարածքը գտնվում է գլխավոր չանապարհից 250 մ հեռավորթության վրա։ Մաս-մաս վճարման տարբերակներ չառաջարկել!",Dec-15-2022_22-12,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18641529
Agricultural,1000 sq.m.,Ararat › Geghanist,"$12,000",USD,Subsidiary plot in GeghanistTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18100323
For Residential Development,600 sq.m.,"7-րդ փողոց 20, Մասիս","9,000,000 ֏",AMD,"Land next to the house in Masis city, in the 1st district, one lane away from the Yerevan-Masis road.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18513187
Agricultural,2900 sq.m.,Ararat › Masis,"$17,000",USD,Agricultural land for sale in the city of Masisirrigation water is available.For more information callTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18514033
For General Purpose,1200 sq.m.,Ararat › Arbat,"$23,000",USD,Call for questionsTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18656414
Agricultural,2300 sq.m.,Ararat › Ararat,"$2,600",USD,"Arable land for sale in Vedi town, near Sisavan village, no water problem, urgent saleTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18634306
Agricultural,"20,200 sq.m.",Ararat › Ararat,"$30,000",USD,"Plots of land Apricot orchard Apple orchard and newly planted treesApricot-8700 square metersapple orchard - 3200 square metersnewly planted trees - 8300there is a small cottage for staying in the summer, approximately 20 square metersa barn for keeping animalsTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18509314
Agricultural,3150 sq.m.,Ararat › Ararat,"$15,000",USD,"A plot of land is for sale in the village of Surenavan, on the main road, near the Oil Base.Translated from Armenian",Dec-15-2022_22-12,Water supply,https://list.am/en/item/18687089
Agricultural,1500 sq.m.,Ararat › Ghukasavan,"2,500,000 ֏",AMD,"The land is subject to cultivation, it is fertile land, there is irrigation water, 3rd line from the central street.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18380381
Agricultural,1000 sq.m.,Ararat › Nor Kyurin,"$12,000",USD,Land for sale.Translated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18513458
For Residential Development,1490 sq.m.,Ararat › Hayanist,"$22,000",USD,"House plot 24 floors, 14 foundation and plot, all communications are close, electricity, water, gas, there are many newly built houses in the neighborhood, it is only 10-15 minutes drive from Yerevan. There is also 110 square meters. M. Basis.Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18637683
For Residential Development,"40,000 sq.m.",Ararat › Vedi,"$600,000",USD,"0300025A plot of land for sale, located on the road to the Khosrov Nature Reserve, along the Vedi River. There is a residential cottage, recreation area, pavilion, fish ponds, fruit trees - 1 ha, saffron plantations (3500 square meters) on the land. It is provided with drinking and irrigation water, has electricity, solar system - 10 kV, video surveillance devices, internet is available. It is possible to exchange with a private house in Yerevan, with an additional fee from the buyer.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/17400629
For Residential Development,1000 sq.m.,Ararat › Nor Kharberd,"$13,000",USD,"Urgent sale of a half-built building in Kharberd plots, 3 streets on the main street, 1 house, 110 sq. M. Basement, with garden plot, not owned, partial sale possible, 500 sq. M., $12,000 negotiable.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/13994969
For Residential Development,430 sq.m.,Ararat › Artashat,"$2,500",USD,"A plot of land near the house is for sale, call for detailed informationTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18682872
Agricultural,7000 sq.m.,Ararat › Artashat,"3,500,000 ֏",AMD,Call for detailsTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18541183
For General Purpose,"25,000 sq.m.","Шоссе Гая 1, Овташат","$40,000",USD,"Вачарвуме охатарацк Арарати марз, гюх овташат (Мемандар) арка э осанк, газ, коюхи",Dec-15-2022_22-12,,https://list.am/en/item/18413901
For Residential Development,840 sq.m.,"1-ին փողոց, Ազատաշեն","$31,000",USD,"I will exchange for a car, 840 square metersTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18472628
Agricultural,"10,000 sq.m.","Հայկ Բժշկյանց փողոց, Հայանիստ","$50,000",USD,"All the infrastructures are nearby, a change of purpose of the land is possible. I also have a plot of land of 5600 square meters.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18410268
For General Purpose,1500 sq.m.,Ararat › Nor Kharberd,"$31,000",USD,"Privatized land is for sale on Nor Kharberd 32, 19. The area is 1500 square meters, it is made of stone. There is a caravan on the land, which can be used for living - 2 rooms. There is a stone cattle building with divisions. It has fruit trees, water and electricity. It can also be suitable for production activities. Price is negotiable.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/16742634
Agricultural,"10,000 sq.m.","Լալայան փողոց 10, Բերքանուշ","$60,000",USD,"An orchard plot of 1 ha with 400 fruit trees is for sale in Yerkanush village of Ararat Marz. For questions, call the indicated phone number.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18421280
For Residential Development,1300 sq.m.,Ararat › Nor Kharberd,"$40,000",USD,"A plot of land near the house is for sale in Nor Kharberd.There is a foundation of a residential house, a floor plan with all permits.There are fruit trees in the area, the area is fenced.*Price is negotiable*Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply",https://list.am/en/item/18679154
Agricultural,4300 sq.m.,Ararat › Geghanist,"68,000,000 ֏",AMD,"Gas, water, electricityTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18541619
For Residential Development,410 sq.m.,Ararat › Arbat,"$11,500",USD,"KOD-63181In Arbat, a plot of land for residential buildings is for sale.^ Communications are very near^ Plot dimensions are 8x50Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18493585
For Residential Development,770 sq.m.,Ararat › Getapnya,"$40,000",USD,"KOD-63059Land for sale in Getapnya.^ It is fenced^ All communications available^ Located 1 km from Yerevan^ Orchard^ Swimming pool, garageTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/17461314
For Residential Development,1000 sq.m.,Ararat › Geghanist,"$27,000",USD,KOD-63195Land for sale in Geghanist.^ Communications are close at hand^ It is a vast land area to carry out activitiesTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18554581
For Residential Development,1000 sq.m.,Ararat › Zorak,"$10,000",USD,Call for questionsTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18674028
For Residential Development,450 sq.m.,Ararat › Artashat,"$6,000",USD,450 square meters of land for sale. HomelandTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18637453
Agricultural,4300 sq.m.,Ararat › Ayntap,"$115,000",USD,"The land is located on the first line of the Yerevan-Artashat highway, the area is 4300 square meters, it has a frontage of 75mTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18508566
For General Purpose,7000 sq.m.,Ararat › Jrashen,"$16,000",USD,"Land for sale, 7000 meters of fruit-bearing apricot trees, Jrashen village, Ararat regionTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18597474
Agricultural,6000 sq.m.,Ararat › Masis,"$30,000",USD,"For sale very urgently2nd plot of land from Masis-Sayat-Nova main road, there is gas, electricity, water nearby, call for details. Negotiable:Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/16213089
For Residential Development,400 sq.m.,"3-րդ փողոց 54, Մասիս","5,000,000 ֏",AMD,"Corner plot, has the possibility to add 200 square meters.Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18609005
Agricultural,6000 sq.m.,Ararat › Ararat,"8,000,000 ֏",AMD,"Apricot trees, apricot orchardTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18395751
For Residential Development,600 sq.m.,Ararat › Ayntap,"$12,000",USD,"A plot of land for residential buildings is for sale in Aintap, on a populated street, only real buyers should callTranslated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18669156
For Residential Development,600 sq.m.,Ararat › Vedi,"$3,500",USD,"600 sq. M. For sale. Meters of land in Vedi city, for details, call the given numberTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18669136
Agricultural,2000 sq.m.,"Yerevan Highway, Nshavan","$10,000",USD,"Apricot farm for sale in Nshavan village with fruitful apricot trees. There are 20 large trees in the garden, all the harvest is exported by fur. No problem with watering. 3 plots of land beyond, the residential houses were equipped with everything. You can call for details.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18568178
For Residential Development,460 sq.m.,Ararat › Artashat,"$12,000",USD,Земелный участок около трасы Ереван Арташат. Около ресторана АРМЕНИЯ. Звонить до 21:30 Նարեկացի փողոց,Dec-15-2022_22-12,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18667574
For Residential Development,525 sq.m.,Ararat › Khachpar,"$18,000",USD,The best conditions for building a house in the center of the villageTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18667350
Agricultural,4600 sq.m.,"Yerevan-Meghri highway, Mkhchyan","$6,200",USD,It is possible to exchange with an equivalent car.Translated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18521491
Agricultural,7000 sq.m.,Ararat › Ararat,"$5,000",USD,Մանրամասների համար զագահարել գտնվում է արարատ գյուղում,Dec-15-2022_22-12,,https://list.am/en/item/18377766
For Residential Development,650 sq.m.,"Yerevan-Meghri highway, Ayntap Border","$14,000",USD,"Residential buildingThere is water, electricity and gas near the houseTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/17007842
Agricultural,"30,000 sq.m.",Ararat › Vedi,"$55,000",USD,"3 hectares of productive orchard (apricot) for sale, the orchard is in very good condition.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18468803
For Residential Development,1000 sq.m.,Ararat › Nor Ughi,"2,000,000 ֏",AMD,"Inside it has a small building, an apricot orchard, grape vines, peach treesPrice negotiableTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18385961
For Residential Development,400 sq.m.,"3-րդ թաղամաս, Մասիս","$15,000",USD,C Masis new lands 6th district 3 street 66 land - Call for questionsTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18397829
For Residential Development,600 sq.m.,"Սարգիս Կասյանի փողոց, Արտաշատ","$21,000",USD,A plot of land near the house with an area of 600 square meters is for sale. It is located at the intersection of Nersisyan-Kasyan. It has access from 2 sides. Call for details.Translated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18585448
Agricultural,"85,000 sq.m.",Ararat › Aralez,"$8,000",USD,The land is close to the main road. Has productive trees. It is smooth. Irrigation water is bypassed. It is about 8.5 ha in total. The price per hectare is written. Sold as a whole.Code 202888Translated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18108732
