Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Automotive Service,Panels,95 sq.m.,Available,Not available,First Line,Common from the Street,Lorri › Alaverdi,"$60,000",USD,"A multifunctional building that can be used for different types of activities.It is equipped with all utilities, has three-phase electricity, is located in the area adjacent to the main road. It was used as a car box. There is a gas filling station and various car service stations nearby. It has a flat free space in the back. Sold with the property. Equipped with all the tools, devices and fixtures needed to blow up a car.A multifunctional building that can be used for different types of activities.It is equipped with all communications, has three-phase electricity, is located in the area adjacent to the main road. It was used as an automobile box. There is a gas station and various car service centers nearby. There is a flat free space behind him.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18704987
Agricultural Space,Panels,1400 sq.m.,Available,Not available,Other,Separate from the Courtyard,Lorri › Spitak,"$180,000",USD,"Продается ферма 60 длина 12 ширина 4 гектара земли один гектар сад яблоки груши вишна и другое, есть вода питьевая и для полива есть электричество удобно держать скот паздбище большое номер телефона и Вайбера одинаково",Dec-15-2022_21-17,,https://list.am/en/item/17466608
Retail Space,Stone,152 sq.m.,,,,,"Tumanyan street, Vanadzor","$115,000",USD,"Commercial/Office building in the center of Vanadzor city.It is provided with permanent water, sewage, three-phase electricity.Includes a stone-renovated building, an extended area and a grassy area.Suitable for promoting any type of business.Write or call for details.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18547246
Retail Space,Stone,47 sq.m.,Not available,Not available,Other,Common from the Street,"Սայաթ-Նովա փողոց 55/5, Ալավերդի","$33,000",USD,"Urgently, a commercial space is for sale on Sayatnova Street at 55/5 (Haypech district), total area is 47 sq/m.All documents are available, there is no problem.The price is $33,000Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18669302
Retail Space,Stone,170 sq.m.,Available,Not available,First Line,Common from the Street,"Tigran Mets Avenue 73, Vanadzor","210,000,000 ֏",AMD,"Operating business. Gas-fired, air-conditioned, heated, underfloor heating, furnished, with products, security (surveillance) equipment, computers, the entire range of products, current and seasonal.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18461279
Industrial and Manufacturing,Stone,3801 sq.m.,Not available,Not available,Other,Separate from the Street,"Սուրբ Վարդանի փողոց 39/2, Ստեփանավան","15,000,000 ֏",AMD,"Cattle barn 457.7 square meters for sale. There is water, it is gasified. It is fenced. NegotiableTranslated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18686749
Industrial and Manufacturing,Stone,3670 sq.m.,Not available,Not available,First Line,Separate from the Street,Lorri › Alaverdi,"10,000,000 ֏",AMD,"URGENT:K. Alaverdi Sanahin District 53, 2nd Street, land and building (former restaurant), land: 3500 square meters, building: 170 square meters, electricity (three-phase) and water availableBUILDING WITH LAND FOR URGENT SALEAlaverdi city, Sanahin districtThe space can be used for any business purpose.The final price is AMD 10 millionFor more information callTranslated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18484640
Retail Space,Stone,140 sq.m.,,,,,"Taterakan street, Vanadzor","$115,000",USD,"It is suitable for any type of activity.Completely renovated, heating, air conditioning, three-phase electricity, 2 bathrooms furnished with everything, kitchen, recreation room. The meaning is public. It has no problem with correspondence. It can also be given by Lease.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18421698
Functioning Business,Stone,55 sq.m.,Available,Not available,Other,Common from the Street,"Լազյան փողոց 37/36, Վանաձոր","$60,000",USD,A beauty salon with all utilities is for sale in the center of Vanadzor. For sale with partial ownership. Heated by BAXI system.Translated from Armenian,Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18679758
Multifunctional Space,Stone,130 sq.m.,Available,Not available,Other,Common from the Street,"Tigran Mets Avenue 59/1, Vanadzor","$240,000",USD,The space is renovated. Cameras and a security system are installed.Translated from Armenian,Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18679442
Functioning Business,Stone,3000 sq.m.,Available,Not available,First Line,Common from the Street,Lorri › Spitak,"$300,000",USD,"Gas stationThe gas station is operational, has all the necessary conditions for operation, the location is very convenient, the area is 3000 sq/m, there are 3 buildings, the compressor borec 3 devices GG, call for other detailsTranslated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18655021
Industrial and Manufacturing,Stone,86 sq.m.,Not available,Not available,Second Line,Common from the Street,"8-րդ փողոց 134/1, Գետափնյա","22,734,000 ֏",AMD,"The property is a Bank Collateral that is in BANKRUPTCY auction.Lori marz, c. Tashir, 8th district, Getapnya str. Buildings located at No. 134/1: Livestock building with an area of 44.7 square meters, summer kitchen with an area of 42 square meters, a pantry with an area of 39.6 square meters, a storage room with an area of 36 square meters, a garage with an area of 25 square meters, a utility room with an area of 86 square meters, a pantry with an area of 40.5 square meters, a pantry with an area of 22.42 square meters, 16.02 square meter pantry and 80 square meter roof. The buildings are one-story, stone, the foundations are strip, the inter-floor roof is wooden, perforated slabs or wood, the floors are concrete, the walls, there are communal facilities.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be carried out by the successful bidder.Translated from Armenian",Dec-15-2022_21-17,Garage,https://list.am/en/item/18654800
Everything Else,Stone,600 sq.m.,,,,,"Sankt Peterburg street, Vanadzor","$185,000",USD,"The building is 600 square meters more, 25x10 front part, the building has a balcony on three sides 25x2.5, 15x1.5 and 10x1.5. Gas supply, constant hot-cold water, three-phase, two-phase, the first floor is finished, operating shop-car service point, the second floor is half-built, well-furnished. For more information callTranslated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/17130830
Retail Space,Bricks,58 sq.m.,Not available,Not available,Other,Separate from the Courtyard,"Квартал Тарон-4 51В/6, Ванадзор","$15,000",USD,"Продается помещение свободного назначения. Помещение переведено из жилого под коммерческое назначение. Есть вход со двора. Пол-плитка. Ремонт сделан, однако есть места требующие ремонта. Можно рассмотреть вариант обмена на автомобиль.Первый этаж. Квартал Тарон 4, 51Б",Dec-15-2022_21-17,,https://list.am/en/item/18462063
Multifunctional Space,Stone,100 sq.m.,Not available,Not available,First Line,Separate from the Street,"Tigran Mets Avenue 16, Vanadzor","$100,000",USD,"Սակարկելի:Տիգրան Մեծի 16/33Կենտրոնական փոստային բաժանմունքի հարևանությամբ։ Երկու հարկ, ամեն մեկը 50մ։ Տարածքն ունի երկու մուտք։ Աստիճանավանդակը Տ. Մեծի պողոտայից։On sale. At a very good location and suitable for business or office space.Отличное расположение, на проспекте Тиграна Меца, многолюдный перекрёсток, два входа, вода, эл. -во.Многофункциональное помещение, очень удобно для любого офиса, ІТ, представительства, магазина и тд.",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18397430
Multifunctional Space,Stone,42 sq.m.,By agreement,Not available,First Line,Separate from the Street,"Tigran Mets Avenue 16, Vanadzor","$45,000",USD,"Սակարկելի:Տիգրան Մեծի 16/31Կենտրոնական փոստային բաժանմունքի հարևանությամբ։Երկու սենյակ։ Տարածքն ունի երկու մուտք։On sale. At a very good location and suitable for business or office space.Отличное расположение, на проспекте Тиграна Меца, многолюдный перекрёсток, два входа, газ, вода, эл. -во.Многофункциональное помещение, очень удобно для любого офиса, ІТ, представительства, магазина и тд.",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18397334
Multifunctional Space,Stone,40 sq.m.,,,,,"Sankt Peterburg street, Vanadzor","€30,000",EUR,The building also has a basement. The price is negotiable.Translated from Armenian,Dec-15-2022_21-17,,https://list.am/en/item/18396782
Functioning Business,Stone,2200 sq.m.,,,,,Lorri › Dsegh,"$220,000",USD,"Guest house for sale in Dsegh. Located on the road to the ""seas"".Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18500857
Hotel,Stone,200 sq.m.,,,,,"Բաղրամյան 1-ին փողոց, 1-ին նրբանցք, Վանաձոր","200,000 ֏",AMD,"Երկհարկանի շինություն Վանաձորում՝Բաղրամյան 61 Բ հասցեում։Երկհարկանի շինություն գլխավոր փողոցի վրա։Սենյակները գտնվում են 2 րդ հարկում։1 ին հարկը կարող է ծառայել որպես գրասենյակին տարածք։ Շինությունը կարող եք վարձակալել ամբողջությամբ։Վերեւի հարկում առկա է հյուրանոցային 3 սենյակներ, որը նույնպես կարող եք վարձակալելДвуэтажное здание в Ванадзоре по адресу Баграмяна 61Б. Двухэтажное здание прямо на главном трассе. Комнаты находятся на 2 этаже. 1 этаж можно использовать под офис.Верхний этаж, который также можно арендовать на длительный или короткий срок. В случае возникновения вопросов звоните. Цена договорная.",Dec-15-2022_21-17,,https://list.am/en/item/18480903
Multifunctional Space,Stone,800 sq.m.,,,,,"Chukhajyan street, Vanadzor","$170,000",USD,The building is suitable for any type of activity. It has a Bucks heating system. The building served as a banquet hall. Call for details.Translated from Armenian,Dec-15-2022_21-17,,https://list.am/en/item/18473668
Retail Space,Stone,45 sq.m.,,,,,Lorri › Karadzor,"4,000,000 ֏",AMD,"For sale: Business container, 45 square meter shop, 400 square meter plot, call for details.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18446633
Retail Space,Stone,40 sq.m.,,,,,"Tumanyan street, Vanadzor","$50,000",USD,"The area is located in the center of Vanadzor, next to the DOMUS store and round department store. Has a basement of 40 sq. M., bathroom. Three-phase.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/17948615
