Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,5,Open balcony,Not available,Old Renovation,Armavir › Metsamor,"$25,000",USD,"I am selling a 3-room apartment without an intermediary. This is larger than the usual 3-room apartments in 5-story Metsamor, measuring 5 square meters. It is a special project.Address: 29 building 13bn.View of Mount Ararat from the balcony.Dismal state of affairs.It needs major renovation.The roof is in normal condition. The apartment is on the south side.Mecamor:Apartment in Metsamore, 3 rooms.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/16725519
Stone,No,Not available,5,78 sq.m.,3,2,from 2.8 m,5,Closed balcony,By agreement,Old Renovation,Armavir › Armavir,"15,000,000 ֏",AMD,"The apartment is located in the city of Armavir, at 40 Hascen Silikyan district, second building, apartment 40. It has utilities: Gas, electricity, water, internet. The total area is 78 square meters, three rooms, the roof is repaired. The apartment is located in front of the railway, next to the Sadakhlo market and the former furniture factory. It is close to the hospital, banks, supermarkets, shops, bus station.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18473026
Stone,No,Not available,5,100 sq.m.,4,1,from 3.2 m,1,Multiple balconies,Not available,Old Renovation,"1district 3, Metsamor","14,000,000 ֏",AMD,"Обмен на Автомобиль г. МецаморКвартира 4-х комнатная на 1- этаже 5- этажном доме общая площадь 100 кв/м.Без ремонта. Квартира угловая, к квартире относится земельный участокпо строительству. Квартира находится вдоль трассы Ереван-Октемберянпри въезде г. Мецамора на первом ряду,Квартиру можно использовать и как дома! И как Бизнес!Так как на первом этаже угловой земельный участок и на первом рядунаходится торговый ряды, магазины аптеки, мед. Пункты, салон красоты,банки и много разных бизнесов,Я хозяин и собственник квартиры, все документы в порядке на руках.Все остальные интересующие вопросами звоните по телефону или WhatsApp",Dec-15-2022_22-57,,,,,https://list.am/en/item/18477220
Stone,No,Not available,5,72 sq.m.,3,1,from 2.8 m,5,Open balcony,,Major Renovation,Armavir › Armavir,"$45,000",USD,"UrgentThe entire apartment has a heating system, a laminate floor, the condition of the house can be seen in the picturesYerevanyan 38a apartment 44:Hayatna with a chapelTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18506165
Stone,No,Not available,5,30 sq.m.,1,1,from 2.75 m,2,Open balcony,Not available,Major Renovation,Armavir › Metsamor,"$12,000",USD,"One room apartment is for sale in Metsamor. The apartment is fully renovated, has an open balcony. The apartment is provided with all the communal amenities. For more information call: The building is a former administrative building. SiranushCode 0015Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/16293116
Panels,No,Not available,5,80 sq.m.,3,1,from 2.8 m,1,Closed balcony,,Old Renovation,Armavir › Metsamor,"$35,000",USD,"The apartment is located on the 1st floor, the apartment needs to be renovated, but they live comfortably.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18400609
Stone,No,Not available,3,150 sq.m.,6,2,from 2.8 m,3,Not available,,Cosmetic Renovation,Armavir › Armavir,"$67,000",USD,A 6-room apartment is for sale in the center of Armavir city on Republican street.Translated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18537008
Panels,No,Not available,5,75 sq.m.,3,2,from 2.7 m,5,Open balcony,Not available,Partial Renovation,"Ստեփան Շահումյանի փողոց 48, Վաղարշապատ","$49,000",USD,The price is negotiable.Call for details.Translated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18569942
Stone,No,Not available,5,96 sq.m.,4,1,from 2.7 m,5,Multiple balconies,Not available,Euro Renovation,Armavir › Echmiadzin,"$55,000",USD,"A clean 4-room apartment is for sale at the beginning of the Zvartnots district of Etchmiadzin. There is a balcony, a gas stove point, open and closed balconies, etcTranslated from Armenian",Dec-15-2022_22-57,,Stove,"Yard view, view of Ararat",,https://list.am/en/item/18717272
Stone,No,Not available,2,105 sq.m.,4,1,from 2.75 m,1,Closed balcony,Available,Major Renovation,Armavir › Merdzavan,"$57,000",USD,"Կոդ՝ B-23281Վաճառվում է 4 սենյականոց բնակարան Մերձավանում՝ 2 հարկանի քարե շենքի 1-ին հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկապատ։ Սանհանգույցը՝ առանձին, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, խոհանոցի կահույք, նկուղ (10քմ), բակ, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for sale in Merdzavan. The rooms' quantity is 4 (3 bedrooms and 1 hall) The apartment is newly renovated and is located on the ground and of the 2-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The bathroom is separate and tiled, the electric wires and pipes are newly changed. The apartment has a balcony, kitchen furniture, cellar (sq. M.), yard, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-15-2022_22-57,,,,,https://list.am/en/item/18487382
Bricks,No,Not available,4,65 sq.m.,3,1,from 2.7 m,4,Multiple balconies,Available,Designer Renovation,Armavir › Echmiadzin,"$64,000",USD,Newly renovated3 rooms made into 2Constant hot and cold waterelectricity just changedTranslated from Armenian,Dec-15-2022_22-57,Outdoor parking,"Fridge, stove, washing machine","Yard view, city view, park view, view of Ararat",,https://list.am/en/item/18593502
Stone,No,Not available,5,70 sq.m.,3,1,from 2.75 m,5,Open balcony,By agreement,Major Renovation,"Մեսրոպ Մաշտոցի փողոց 10, Արմավիր","$93,000",USD,"Code K161A 3-room apartment is for sale in Etchmiatsin. Capital renovated. There is a heating system, air conditioner. It has built-in wardrobes, kitchen furniture, open balcony, tiled floor, combined bathroom. The floor is covered with laminate and presgranite. Iron door and euro windows installed. The apartment is located in the center of Etchmiadzin. Price negotiable.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18484595
Panels,No,Not available,5,60 sq.m.,3,1,from 2.7 m,1,Open balcony,Available,Partial Renovation,Armavir › Echmiadzin,"$45,000",USD,3 rooms also has a garage and 2 basementsTranslated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18537645
Panels,No,Not available,5,141 sq.m.,3,1,from 2.75 m,5,Open balcony,Available,Major Renovation,"Վռամ Կոստանյան փողոց 6, Վաղարշապատ","$70,000",USD,It has permanent water. A heating boiler with a heating system is installed. It has a large balcony of 73 sq/m. Sold with furniture. You can call viber and what's up at any time.Translated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18001373
Panels,No,Not available,5,68 sq.m.,2,1,from 2.7 m,2,Open balcony,,Euro Renovation,Armavir › Echmiadzin,"$60,000",USD,"A 2-room apartment is for sale, it has been remodeled, it has 3 rooms, it has constant water, the power cables have been changed, it is hot, for more information, call...Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18575325
Stone,Yes,Not available,4,10 sq.m.,2,1,from 2.75 m,2,Closed balcony,,No Renovation,Armavir › Echmiadzin,"$40,000",USD,"The apartment is located near the fountains in the building behind Converse Banksecond floor, one room with niche + 1 not renovated,I don't know the dimensions, I wrote the contractTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18441149
Panels,No,Not available,5,105 sq.m.,3,1,from 2.7 m,4,Open balcony,By agreement,Cosmetic Renovation,"Արագած փողոց, Վաղարշապատ","$65,000",USD,The apartment is located in c. In Zvartnots district of Etchmiadzin. It has a large balcony of 30 square meters. The total apartment is 75 square meters + 30 square meters (balcony)Has all kinds of utilities. There are 2 closets in the hallway. The apartment is also sold with all the property and furniture. Call in case of questions.Translated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18580698
Panels,No,Not available,5,78 sq.m.,3,1,from 2.7 m,4,Open balcony,By agreement,Cosmetic Renovation,"Արագած փողոց, Վաղարշապատ","$65,000",USD,The apartment is located in c. In Zvartnots district of Etchmiadzin. It has a large balcony of 30 square meters. The total apartment is 75 square meters + 30 square meters (balcony)Has all kinds of utilities. There are 2 closets in the hallway. The apartment is also sold with all the property and furniture. Call in case of questions.Translated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18581326
Stone,No,Not available,2,40 sq.m.,2,1,from 3 m,1,Not available,Not available,Major Renovation,"Դվին թաղամաս 1, Մուսալեռ","$33,000",USD,"A fully renovated 40 sq. M. Apartment is for sale in the Musaler Dvin district. + front yard 5 m. Width 20 m. Length + separate 100 sq. Land near the house + a separate storage room is also available in exchange for a car, call for details.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18715149
Stone,No,Not available,4,31 sq.m.,1,1,from 3 m,2,Open balcony,Available,Old Renovation,"Erevanyan street 18, Armavir","$28,000",USD,"Продается очень срочно, подробности по указанному номеру телефона",Dec-15-2022_22-57,Outdoor parking,"Fridge, washing machine",Street view,,https://list.am/en/item/18471946
Panels,No,Not available,5,74 sq.m.,3,1,from 2.75 m,5,Open balcony,,No Renovation,"1district 3, Metsamor","10,200,000 ֏",AMD,"The apartment is in a corner state, the roof has been completely changed, the apartment is sunny. The apartment is close to the bus stop. Only those who want to buy real should call immediately, do not make a closed offer, in case of cash, the price is negotiable.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18421748
Panels,No,Not available,5,74 sq.m.,3,2,from 2.75 m,3,Open balcony,Not available,Partial Renovation,"Սայաթ Նովայի փողոց 5, Արմավիր","$35,000",USD,"It is a gasified, sunny, very warm apartment, and I will exchange it for my own house in Armavir city.Very urgent, NegotiableTranslated from Armenian",Dec-15-2022_22-57,Outdoor parking,,"Yard view, view of Ararat",Playground,https://list.am/en/item/18713043
Stone,No,Not available,5,60 sq.m.,2,1,from 2.8 m,5,Closed balcony,,Partial Renovation,"Vazgen Arajin street, Vagharshapat","$52,000",USD,"A 2-room apartment is for sale, there is an opportunity to convert it into 3 rooms. CALL for detailed information. URGENT SALE!Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18585596
Stone,No,Not available,5,95 sq.m.,4,1,from 2.8 m,1,Multiple balconies,By agreement,Major Renovation,"Վազգեն Առաջինի փողոց, Վաղարշապատ","$63,000",USD,"Code BE-2385 Price $63,500 Apartment for sale in the center of Echmiadzin (Kirov), 1st floor, 4 rooms, 100 square meters. Backyard, garage, basement, yard.Translated from Armenian",Dec-15-2022_22-57,Garage,Fridge,,Playground,https://list.am/en/item/18573570
Stone,No,Not available,5,38 sq.m.,1,1,from 2.8 m,4,Open balcony,By agreement,Old Renovation,"Mesrop Mashtots street 22, Vagharshapat","$37,000",USD,"Квартира расположена на 4/5-и этажного дома, по центральной улице М. Маштоца дом 22. В шаговой доступности вся инфраструктура. Школа, детский сад, остановка общественного транспорта, магазины и т. Квартира подходит для молодой семьи с ребенком, для студентов, а так же для сдачи. Соседи спокойные и доброжелательные, что не мало важно в наше время. В доме бесперебойно есть холодная и горячая вода. На российском номере есть вацап и войбер. Торг.",Dec-15-2022_22-57,,,"Street view, city view",,https://list.am/en/item/18430778
Stone,No,Not available,5,174 sq.m.,5,1,from 2.7 m,5,Not available,Not available,Partial Renovation,Armavir › Echmiadzin,"$140,000",USD,Code T474A fully renovated 5-room apartment is for sale in one of the central streets of Etchmiadzin.5th floor2 bathrooms2 warehousesBalconyGarageUtilitiesHeating SystemArea: 174.6 square meters LEGALCall TigranTranslated from Armenian,Dec-15-2022_22-57,,,"Yard view, street view",,https://list.am/en/item/13780789
Stone,No,Not available,3,42 sq.m.,2,1,from 3 m,1,Open balcony,Available,Cosmetic Renovation,"1-ին փողոց 10, Մոնթեավան","$28,000",USD,"It is located in Shahumyan village near Etchmiadzin, only furniture is soldTranslated from Armenian",Dec-15-2022_22-57,Outdoor parking,,"Park view, view of Ararat",,https://list.am/en/item/18709859
Panels,Yes,Not available,5,62 sq.m.,2,1,from 2.8 m,4,Closed balcony,By agreement,Major Renovation,Armavir › Metsamor,"$35,000",USD,"The apartment has constant hot and cold water, it is renovated, there is a storage room in the porch.Translated from Armenian",Dec-15-2022_22-57,,,"Yard view, view of Ararat",,https://list.am/en/item/18661807
Stone,No,Not available,5,94 sq.m.,4,2,from 3.2 m,2,Multiple balconies,Not available,Cosmetic Renovation,Armavir › Armavir,"$55,000",USD,"4 rooms for sale. Apartment 94m2 in Armavir city. The apartment is located near Baghramyan Street, on the 2nd floor of a stone building. It also has a basement, a garage and a plot of land. HURRY!Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18676661
Stone,No,Not available,2,92 sq.m.,3,1,from 2.8 m,1,Not available,Available,Major Renovation,"Երևանյան խճուղի, Մերձավան","$78,000",USD,"The apartment is located in the central part of Merdzavan, on the main street, in an asphalt-paved and lighted neighborhood.The apartment is completely renovated, constant hot and cold water, individual heating system, air conditioner.Fenced yard with an area of 120 sq/m.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18490559
Stone,No,Not available,4,60 sq.m.,2,1,from 3 m,4,Open balcony,Available,Cosmetic Renovation,"Մովսես Խորենացի փողոց 1, Վաղարշապատ","$47,000",USD,"Code BA-1055 Price $47,000 Apartment for sale near the center of Etchmiadzin, 2 rooms, 60 square meters, 4th floor. Baxi, open balcony.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18578452
Stone,No,Not available,5,97 sq.m.,4,1,from 2.75 m,2,Multiple balconies,Partial Furniture,Major Renovation,Armavir › Merdzavan,"$55,000",USD,"The apartment is equipped with gas, there is a BAXI heating system. Repairit is old, but completely sufficient for living.Translated from Armenian",Dec-15-2022_22-57,Outdoor parking,,,,https://list.am/en/item/18706802
Panels,No,Not available,5,50 sq.m.,2,1,from 2.5 m,4,Open balcony,By agreement,Partial Renovation,Armavir › Metsamor,"$35,000",USD,"Apartment for sale, 2 rooms, toilet, bathroom, completely renovated, the main part of the house, you have direct currents, quiet street, open balcony, there is a boiler, hot and cold, constant water.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18474159
Stone,No,Not available,4,86 sq.m.,4,1,from 2.75 m,1,Not available,,Major Renovation,Armavir › Echmiadzin,"$72,000",USD,"A 4-room apartment is for saleAlong with all its property appliancesin the city of EtchmiadzinThe area is 86 square meters of living space, 16 square meters of landFloor 1AshotFor more information callCode A018Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/17356101
Stone,No,Not available,5,39 sq.m.,1,1,from 2.7 m,4,Closed balcony,Not available,Partial Renovation,Armavir › Echmiadzin,"$31,500",USD,"Code H173The price is $31,500Apartment for saleAddress K. Etchmiadzin Mashtots StreetArea 38 square metersNumber of rooms 1 Floor 4 Has all utilitiesHro:Call for details#Echmiadzin#Vagharshapat#Real_Property:#Apartment_for_saleTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18236615
Panels,No,Not available,5,77 sq.m.,3,1,from 2.75 m,1,Multiple balconies,Available,Partial Renovation,"Երևանյան խճուղի 15, Մերձավան","$54,000",USD,Sold with the propertyTranslated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18526987
Stone,No,Not available,5,75 sq.m.,2,1,from 2.8 m,2,Open balcony,Partial Furniture,Old Renovation,"Mesrop Mashtots street, Vagharshapat","$52,000",USD,With all utilities. On facebook Real estate in Ejmiatsin - Ansharj guyq EjmiacnumCode BE-Translated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/17545519
Stone,No,Not available,5,120 sq.m.,4,1,from 2.8 m,1,Closed balcony,By agreement,Major Renovation,"Manushyan Street, Vagharshapat","$87,000",USD,"A 4-room apartment is for sale in Zvartnots district. Euro-made windows are installed, the floor is laminate, the bathroom is tiled, the entrance is renovated. It is provided with all utilities, heating system works.It also has a 120 square meter plot in the backalso has a garageFor details, you can call the mentioned phone numbers.Translated from Armenian",Dec-15-2022_22-57,Garage,,,,https://list.am/en/item/18665546
Stone,No,Not available,5,76 sq.m.,3,2,from 2.75 m,1,Not available,,Cosmetic Renovation,Armavir › Echmiadzin,"$60,000",USD,"3-room apartment for saleEtchmiadzin city, Charents districtFloor 1The area is 73 square metersAshotWindows changedThere are all utilitiesGaragePlot of landAuxiliary structureHeating SystemThere is a well in the garagePartial property with appliancesMercedes car for saleThe new cost is $13,000For more information callFor more information call:Code A00434Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/14522835
Stone,No,Not available,5,75 sq.m.,3,1,from 2.75 m,5,Not available,,Major Renovation,Armavir › Echmiadzin,"$63,000",USD,"3 BEDROOM HOUSE FOR SALE WITH FULL APPLIANCESIn Etchmiadzin City, on Mashtots StreetFloor 5The area is 75 square metersAshotHeating Systemair conditionerFor more information call:Code A091Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18446717
Stone,No,Not available,4,49 sq.m.,3,1,from 2.8 m,1,Not available,Not available,Partial Renovation,Armavir › Echmiadzin,"$32,000",USD,"️️ Area 46.6 square meters️Additional DataA 3-room apartment is for sale, partially renovated, it has all utilities, the windows are boarded up, it has a basement.For details:Translated from Armenian",Dec-15-2022_22-57,Outdoor parking,,,,https://list.am/en/item/13921673
Panels,No,Not available,5,72 sq.m.,3,1,from 2.75 m,3,Open balcony,Not available,No Renovation,"Vazgen Arajin street, Vagharshapat","$58,000",USD,"37 building, 1st entrance, apartment 8, next to Ester beauty salon, 3rd floor, windows changed, gasification, has permanent water, needs repair, price is negotiable, call real buyersTranslated from Armenian",Dec-15-2022_22-57,,,Street view,,https://list.am/en/item/18599645
Stone,No,Not available,5,49 sq.m.,1,1,from 2.75 m,1,Closed balcony,Not available,Old Renovation,Armavir › Armavir,"12,000,000 ֏",AMD,"K. Armavir Sayat-Nova str. 1a building.The apartment has 1 room, the niche and the closed balcony have been turned into a bedroom separated by a wall. It has a basement (entrance from the inside), European windows, an iron entrance door, gasification, hot and cold water (round the clock) There are schools, shops, bus stops, etc. Nearby.In case of questions, you can write or call on viber or whatsapp.For sale by owner.The apartment has been available since May.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18389714
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,2,Open balcony,Partial Furniture,Euro Renovation,"Վռամ Կոստանյան փողոց, Վաղարշապատ","$72,000",USD,"A 4-room apartment is for sale on Vram Kostanyan Street, next to the Nor Dar grocery store. It also has a garage, which is privatized (24 square meters) The apartment has all the utilities. For sale with a part of the property, call for details. The apartment is located on the 2nd floor.Code VD543Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18144213
Stone,No,Not available,5,59 sq.m.,3,1,from 2.8 m,4,Open balcony,By agreement,Old Renovation,Armavir › Echmiadzin,"$55,000",USD,2 rooms with floor plan and one room 7 sq. M. The 2-3 floors from the courtyard side have an increased area. There is an opportunity to move forward. The price is unchanged. It is a bright big house. Has a vault.Translated from Armenian,Dec-15-2022_22-57,,,View of Ararat,,https://list.am/en/item/18659007
Stone,No,Not available,5,78 sq.m.,3,1,from 2.8 m,5,Closed balcony,Not available,Old Renovation,Armavir › Armavir,"$37,000",USD,3 rooms for sale. Apartment c. On Armavir Baghramyan StreetTranslated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18695836
Stone,No,Not available,5,72 sq.m.,3,1,from 2.7 m,5,Not available,By agreement,Euro Renovation,"Baghramyan street, Vagharshapat","22,000,000 ֏",AMD,"A 3-room apartment on Baghramyan street is for sale.The roof has been changed, heating system, constant water.It is available at the entrance to the warehouse.The living room and the kitchen have been enlarged due to the balcony.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18477040
Stone,No,Not available,4,136 sq.m.,4,2,from 2.7 m,3,Open balcony,Not available,Major Renovation,Armavir › Echmiadzin,"$140,000",USD,"The apartment is located in Etchmiadzin, fully renovated, with all utilities, the ceiling height is 2.7m, it is located in a stone building, it has 2 air conditioners, 2 bathrooms, with a central heating system.Translated from Armenian",Dec-15-2022_22-57,,Air conditioner,,,https://list.am/en/item/18694527
Stone,No,Not available,5,83 sq.m.,3,1,from 2.75 m,5,Not available,Partial Furniture,Cosmetic Renovation,"Echmiatsin Highway 1, Khoronk","$50,000",USD,"Apartment in Aragats complex, the apartment has all utilities, 3 rooms have been converted into 4, has a basement, 2 storerooms and a garage, for sale with the whole property.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/15527661
Stone,Yes,Not available,5,80 sq.m.,3,1,from 2.8 m,3,Open balcony,By agreement,Major Renovation,Armavir › Echmiadzin,"$60,000",USD,The apartment is sunny and bright. Constant hot and cold water availability. Exchange is also possible for an additional fee.Call the phone number shown in the photo.Translated from Armenian,Dec-15-2022_22-57,Outdoor parking,,View of Ararat,Playground,https://list.am/en/item/18688689
Stone,No,Not available,5,63 sq.m.,3,1,from 2.7 m,5,Open balcony,Available,Major Renovation,Armavir › Echmiadzin,"$43,000",USD,"AS041:K. A 2 by 3 converted apartment on the 5th/5th floor is for sale URGENTLY on Vazgen First Street, Etchmiadzin. The apartment has been cosmetically renovated, the floor is tiled, the doors and windows have been changed. The area is 63 square meters. Is and is sold together with all property and equipment. The cost is $43,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18549217
Stone,No,Not available,5,40 sq.m.,2,1,from 2.7 m,5,Not available,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"$35,000",USD,"AS045:K. A 2-room apartment on the 5th/5th floor is for sale on Kamo Street in Etchmiadzin. The apartment has been cosmetically renovated, there is an air conditioner, the windows have been changed, the floor is generally tiled, and only the floor of the bathroom is tiled. The total area is 50 square meters. Is. The cost is $35,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18384623
Stone,No,Not available,5,47 sq.m.,2,1,from 2.6 m,5,Closed balcony,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"$40,000",USD,"A 2-room apartment with a closed balcony is for sale on the 5th floor of a stone building in the center of Etchmiadzin, which can also serve as a bedroomCode 16534Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/12809228
Stone,No,Not available,4,45 sq.m.,2,1,from 2.5 m,4,Open balcony,Available,Old Renovation,"1st Street 10, Argina","$12,000",USD,"A two-room apartment is for sale in Aragatsavan, Perlit district, it is a stone building with thick walls, it is a warm and dry apartment, but it is an old renovation.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18686564
Stone,No,Not available,3,37 sq.m.,1,1,from 2.5 m,3,Closed balcony,Available,Euro Renovation,"1 թաղամաս, Մեծամոր","$15,000",USD,For more information call. For details write:Translated from Armenian,Dec-15-2022_22-57,,,Street view,,https://list.am/en/item/14692545
Stone,No,Not available,2,106 sq.m.,4,1,from 3 m,1,Open balcony,Not available,Major Renovation,Armavir › Echmiadzin,"$73,000",USD,"The apartment is located in Etchmiadzin, in a stone building, it has all utilities, heating system, it is fully renovated, the ceiling height is 3m, it has an open balcony, it is sold together with the property.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18411688
Stone,No,Not available,5,52 sq.m.,2,1,from 2.7 m,4,Open balcony,Not available,Major Renovation,Armavir › Echmiadzin,"$60,000",USD,"The apartment is located in the center of Etchmiadzin, in a stone building, it has all utilities, a heating system, it is renovated, the ceiling height is 2.7m, it has an open balcony, a pantry.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18411397
Stone,No,Not available,1,700 sq.m.,6,1,from 3.5 m,1,Multiple balconies,Available,Partial Renovation,Armavir › Armavir,"40,000,000 ֏",AMD,Urgent saleTwo cattle sheds with large power conditioners with communal facilitiesTranslated from Armenian,Dec-15-2022_22-57,"Outdoor parking, covered parking, garage","Air conditioner, fridge, stove, washing machine","Yard view, street view, park view",,https://list.am/en/item/18634895
Stone,No,Not available,5,108 sq.m.,4,1,from 2.7 m,1,Closed balcony,Available,Major Renovation,Armavir › Echmiadzin,"$85,000",USD,"The apartment is located in Zvartnots district, fully renovated, with all utilities, the ceiling height is 2.7m, it is located in a stone building, it has air conditioning, a central heating system, a garage and a basement.Price: 85,000 without property 90,000 with propertyTranslated from Armenian",Dec-15-2022_22-57,,Air conditioner,,,https://list.am/en/item/18679843
Stone,No,Not available,2,99 sq.m.,4,1,from 2.8 m,2,Open balcony,Available,Major Renovation,Armavir › Merdzavan,"$77,000",USD,"A 4-room apartment in the center of Meradzavan is urgently for sale.The entrance door of the apartment is made of iron, the windows are of European manufacture, the interior doors are made of wood, the electric wires and water pipes have been changed, the bathroom is tile-metlakh, it has an individual heating system, the floor is laminate, an open economic balcony.There is a school, a kindergarten, a bus stop, a supermarket and various shops nearbyThe apartment is completely renovated, uninhabited and in perfect condition.For details, call the indicated numbers.CODE 017Translated from Armenian",Dec-15-2022_22-57,Outdoor parking,,"Yard view, street view",,https://list.am/en/item/18660970
Stone,No,Not available,2,108 sq.m.,4,1,from 2.8 m,1,Not available,Not available,Partial Renovation,Armavir › Merdzavan,"$57,000",USD,"CODE 015A 4-room apartment is urgently for sale in Merdzavan, on Mashtots street.The entrance door of the apartment is made of iron, the windows and interior doors are of European manufacture, the electric wires and water pipes have been changed, the bathroom is made of metallakh tiles, it is gasified and a gas boiler is installed, it is provided with constant hot and cold water.The apartment has one living room, spacious hall, three bedrooms.It also has a yard area of 30 square meters, a basement of 12 square meters, a storage room. Very close to main street and bus stop.Nearby are: School, kindergarten, pharmacies, various shops.The apartment is renovated and is in very good condition.For details, call the indicated numbers.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18489356
Stone,No,Not available,5,68 sq.m.,2,1,from 2.7 m,5,Open balcony,Not available,Old Renovation,Armavir › Echmiadzin,"$46,000",USD,"AS065:K. A 2-room apartment on the 5th/5th floor is for sale on Vram Kostanyan Street in Etchmiadzin. All utilities are available, the roof has been replaced, but needs repair. A bedroom is added to the entrance fee. The area of the apartment is 68 square meters. Is. The cost is $46,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18438710
Panels,No,Not available,5,85 sq.m.,3,1,from 2.8 m,3,Closed balcony,Not available,Old Renovation,"1 թաղամաս 9, Մեծամոր","$32,000",USD,"Located in the center, not inhabited, negotiable.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18676714
Stone,No,Not available,5,64 sq.m.,2,1,from 2.75 m,1,Not available,By agreement,Major Renovation,"Baghramyan street, Vagharshapat","$57,000",USD,"Code BE-5052 3 rooms converted into 2 in the center. Baxi, basement. Yard 30 square meters.Code BE-9190Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18125470
Stone,No,Not available,5,44 sq.m.,1,1,from 2.75 m,3,Multiple balconies,Not available,Major Renovation,"Улица Степана Шаумяна, Армавир","$30,000",USD,"Срочно!Дом находится на территории Коньячного завода. Рядом круглосуточный магазин; есть школа, дет. Сад и др. Учебные заведения.Квартира имеет центральное расположение, тёплая. Имеется два балкона -открытый и закрытый. Последный может выполнять роль спальни.Есть возможность пристройки (увеличение площади)",Dec-15-2022_22-57,,,,,https://list.am/en/item/17181994
