Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Monolith,Yes,Available,12,32 sq.m.,1,1,from 3 m,4,Open balcony,,Euro Renovation,,,,,,,,,"Khachik Muradyan Street 3, Tsaghkadzor","25,000 ֏ daily",AMD,"#сдаюквартиру #ЦахкадзорС 24 июля сдаю студию 32 кв. М. Со всеми удобствами на 4 этаже.Скоростной интернет! Свежий ремонт!Шикарный вид с открытого балкона!Цена за месяц 250000 драм + ку (только свет)Վարձով է տրվում 1 սենյականոց բնակարան Ծաղկաձորուն։Նորակառույց շենքում է, բնակարանը ապահովված է թե տեխնիկայով և թե կահույքով։",Nov-24-2022_16-45,,,https://list.am/en/item/18094957
Monolith,Yes,Available,9,42 sq.m.,1,1,from 2.75 m,3,Open balcony,,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"24,000 ֏ daily",AMD,"A 1-room apartment-studio is for daily rent. Located in the newly built Kechi house complex.The complex is located next to the Sports Base, 500m from the Kecharis Church.The apartment is fully renovated and furnished. It has an open balcony with a great view. All amenities are available: Internet connection, TV, parking, 1st floor: Operating grocery store, nearby restaurants and entertainment centers.Suitable for up to 4 people.1 day: 24,000 AMD2-10 days: 22,000 AMD per day10-30 days: 20,000 per dayTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17508767
Monolith,Yes,Available,9,42 sq.m.,1,1,from 2.7 m,3,Open balcony,,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"350,000 ֏ monthly",AMD,"The apartment is fully renovated and furnished with all amenities. It has an open balcony with a beautiful view. All the necessary services are available: Internet connection, Wi-Fi, TV, there is a food shop in the building. There are many food and entertainment points nearby. For details, call the mentioned phone number.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17504500
Monolith,Yes,Available,9,64 sq.m.,2,1,from 3 m,8,Open balcony,,Designer Renovation,,,,3,Yes,Yes,By Agreement,By Agreement,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,The apartment is located in the most picturesque view of Tsakhkadzor city. It is provided with heating and hot water. The apartment has panoramic windows to the Tsakhkadzor ropeway.The apartment is designed for a comfortable stay of 3 people.The apartment can be rented for at least 15 days overnight.Translated from Armenian,Nov-24-2022_16-45,,,https://list.am/en/item/17492346
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,2,Multiple balconies,,Designer Renovation,,,,,,,,,"Khachatur Kecharetsi Street 8, Tsaghkadzor","250,000 ֏ monthly",AMD,A fully renovated and furnished 3-room apartment on the 2nd floor of a 5-story stone building in the center of Tsaghkadzor is for long-term rent.I also have other apartments in Tsaghkadzor.Translated from Armenian,Nov-24-2022_16-45,,,https://list.am/en/item/18296246
Stone,Yes,Available,8,55 sq.m.,2,1,from 3 m,8,Closed balcony,,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"250,000 ֏ monthly",AMD,"A fully renovated and furnished apartment in Tsaghkadzor Mori Plaza newly built building is for long-term rent, I have other apartments in Tsaghkadzor.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18296240
Monolith,Yes,Available,9,49 sq.m.,2,1,from 3 m,4,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,"Apartment for rent, intended for 6-8 people, a wonderful picture opens from the window, bright apartmentThe apartment is for daily rent for 2 days and more for 20,000 AMD and $ 600 per monthWhat you need to live is available.* hot, cold water* heating* Household appliances (refrigerator, washing machine and all kitchen appliances)* TV, WiFiTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17554783
Monolith,Yes,Available,11,68 sq.m.,2,1,from 3 m,3,Open balcony,,Major Renovation,,,,2,Yes,No,Not included,1 month,"Kecharetsi St, Tsaghkadzor","250,000 ֏ monthly",AMD,"Uninhabited, new, baxi system, open balcony, elevator, furnishedTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17744316
Monolith,Yes,Available,11,65 sq.m.,2,1,from 3 m,7,Open balcony,,Major Renovation,,,,4,Yes,No,Included,Without prepayment,"Օլիմպիադիայի փողոց 8, Ծաղկաձոր","25,000 ֏ daily",AMD,"The private house is located in Tsakhkadzor Kechi House complex 191 apartments. It is fully renovated, has 2 rooms (bedroom, living room), kitchen (gas stove, kettle, refrigerator, dishes), bathroom (washing machine, bath accessories), large open balcony with forest view, the bedroom has a double bed with a closet. There is a sofa in the living room, which opens into a double bed. The room is designed for up to 4 people.1 day - 25,000 AMDMonthly AMD 400,000Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17448780
Panels,Yes,Available,11,62 sq.m.,2,1,from 3 m,7,Open balcony,,Euro Renovation,,,,4,Yes,Yes,By Agreement,1 month,"Օլիմպիադիայի փողոց 8, Ծաղկաձոր","400,000 ֏ monthly",AMD,"A 2-room apartment is for rent in the newly built Kechi House building in Tsakhdzor, which is located next to Mori Plaza. The apartment is fully renovated and equipped with appliances.There is also an apartment in the Alvina complex, which has 50 square meters. Flat, renovated and uninhabited.The monthly fee is AMD 400,000.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17484556
Monolith,Yes,Available,9,52 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,Without prepayment,Kotayk › Tsakhkadzor,"20,000 ֏ daily",AMD,"An apartment is for daily rent in the wonderful nature of Tsakhkadzor2-room apartment in a newly built complex (Kechi House)The complex is located near the Sports Base.Distance from the center - 800 m, from Kecharis church - 500 m, Shangri-La Casino - 300 m, ropeway - 2.5 km.The apartment has ․• Living room,• Bedroom,• Kitchen,• Bathroom,• Balcony,• Heating• 24-hour hot-cold water supply;• Refrigerator,• Washing machine,• Smart TV,• Fast internet,• Tableware• Bedding,• Bath accessories,• Household items,There is a double bed in the bedroom and a sofa in the living room.The apartment can accommodate up to 4 adults.There are also other 1 or 2-room apartments.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17326067
Monolith,Yes,Available,10,32 sq.m.,1,1,from 3 m,6,Open balcony,,Euro Renovation,,,,2,Yes,No,By Agreement,By Agreement,"Օլիմպիադիայի փողոց 8, Ծաղկաձոր","$1,000 monthly",USD,Apartment for rent in Tsakhkadzor. Distance from Yerevan 30-35 minutes by car. All the necessary items are available.Translated from Armenian,Nov-24-2022_16-45,,,https://list.am/en/item/17481381
Monolith,Yes,Available,12,80 sq.m.,3,1,from 3 m,8,Multiple balconies,,Euro Renovation,,,,4,Yes,No,Not included,1 month,Kotayk › Tsakhkadzor,"$1,200 monthly",USD,"‼️Сдаётся евротрешка (80 кв м) в новом комплексе Kechi House ЦахкадзорОТ СОБСТВЕННИКА️Светлая просторная квартира на солнечной сторонеБалконы с потрясающими видами на горы и оленеводческое хозяйствоВ большой комнате панорамныеОкна с живописным видомВ одной спальне большая кроватьво второй спальне двеОдноместные кроватиГостевой раскладывающийсяДиванПостельное белье и полотенцаОтопление, горячая вода (Baxi)Полностью оборудованная кухняСо всеми принадлежностямиТелевизорСтиральная машинавысокоскоростной интернетНа первом этаже продуктовыйМагазин5 минут езды до центра, где масса магазинов и отличных ресторанов️стоимость ️️При посуточной аренде -40000драммов️При долгосрочной аренде - 1000$ + коммуналка",Nov-24-2022_16-45,,,https://list.am/en/item/18322042
Monolith,Yes,Available,8,50 sq.m.,2,1,from 2.7 m,2,Open balcony,Available,Euro Renovation,,,,3,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,"A luxurious apartment is for daily rent in a newly built building, Mori Plaza.• 1 bedroom• living room,• Furniture, appliances• Tableware, bedding,• Playground• wi-fi internet,• 24 hour parking control;2 rooms - 50 m2 - 8/2 floorCan accommodate up to 3 peopleSpend your vacation in beautiful Tsakhkadzor.Call in advance to make a reservation.Daily fee 25000 AMDTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/15226056
Monolith,Yes,Available,12,62 sq.m.,2,1,from 2.8 m,3,Open balcony,,Euro Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,"Сдается двухкомнатная квартира 62квм в новостроенном жилом комплексе Kechi-Residence Tsaghkadzor 3/12 зтаж.В здании есть рецепция, охрана и круглосуточное видеонаблюдение.На первом этаже здания находится супермаркет.Комнаты:Гостиная: Диван - раскладнойСпальная: 1 двухместная кроватьОтдельная КухняПрихожаяВанная комнатаОткрытый балкон: Кофейный столикУдобства:Индивидуальная система отопленияХолодная и горячая водаWiFISmart TVСтиральная машинаХолодильникЭлектрическая плитаМикроволнавая печьУтюгФенСейфКухонные принадлежностиВанные принадлежностиПостельное бельеРядом:Zip Line и ресторан Panorama - 300мМонастырь Кечарис- 800мГорнолыжные подъемники - 2.5кмЦены в сезон: Июн, Июль, Август, Декабрь, Январь, Февраль,   Март.День - 30000 AMDНеделя - 25000 AMDМесяц и больше - 10000 AMDОстальные месяса: Апрель, Май, Сентябрт, Октябрь, Ноябрь:День - 25000 AMDНеделя - 20000 AMDМесяц и больше - 10000 AMD",Nov-24-2022_16-45,,,https://list.am/en/item/17724127
Stone,No,Not available,4,65 sq.m.,1,1,from 2.8 m,4,Closed balcony,,Major Renovation,,,,3,No,No,Not included,By Agreement,Kotayk › Kasagh,"200,000 ֏ monthly",AMD,"Տրվում է վարձով բնակարան Քասախում, կապիտալ վերանորոգումով, գույքով, որը ամբողջովին նոր է ։ Բնակարանը գտնվումէ քարե շենքի 4 րդ հարկում ։ Մանրամասների համար զանգահարել։Сдается квартира в Касахе, с капитальным ремонтом, в собственности, абсолютно новая. Квартира находится на 4 этаже. Для получения дополнительной информации позвоните.",Nov-24-2022_16-45,,,https://list.am/en/item/17937416
Stone,Yes,Not available,3,85 sq.m.,3,1,from 3.2 m,2,Closed balcony,Available,Major Renovation,,,,4,Negotiable,Negotiable,By Agreement,By Agreement,"2nd microdistrict, Abovyan","18,000 ֏ daily",AMD,"I provide an apartment for daily rent in Abovyan cityAt least three daysThree-room apartmentsEquipped with all amenitiesWith utilitiesWe provide the original in perfectly clean, technically correct condition.For questions or reservations, call the indicated numbersViber Whatsapp and live call at the same timeCall us 24/7It is advisable to call at least 2 days in advance to make a reservationTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18169864
Stone,Yes,Available,11,30 sq.m.,1,1,from 2.8 m,8,Open balcony,,Designer Renovation,,,,,,,,,"Antarayin 1st blok 10, Tsaghkadzor","15,000 ֏ daily",AMD,"Kechi Hause. The apartment is newly renovated and has all the amenities for rest. The beautiful view will ensure your complete rest. One day, in case of booking 20,000 AMD, in case of booking two or more days, 15,000 AMDTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17704078
Monolith,Yes,Available,11,31 sq.m.,1,1,from 3 m,8,Open balcony,Available,Designer Renovation,,"FRidge, stove, water heater, hair dryer",,3,Yes,No,By Agreement,By Agreement,"Օլիմպիադիայի փողոց 8, Ծաղկաձոր","15,000 ֏ daily",AMD,"Բնակարանը գտնվում է Ծաղկաձորի Կեչի հաուս նորակառույց շենքում, առկա է գեղեցիկ տեսարանով բաց պատշգամբ, սանհանգույց, ջեռուցում, տաք ջուր, ինտերնետ, սպասք, անկողնային պարագաներ և այլն: Բնակարանում առկա է երկտեղանոց մահճակալ, բացվող բազմոց, մինի խոհանոց: Նախատեսված է մինչեւ երեք անձի համար: Երկար ժամկետով մնալու դեպքում կլինեն զեղչեր:Շաբաթ, կիրակի օրերին` 20000 դրամ, աշխատանքային օրերին` 15000 դրամ:Квартира находится в новостройке Кечи Хаус, есть открытый балкон с прекрасным видом, санузел, отопление, горячая вода, посуда, постельное белье и т. Д. В квартире есть двухспальная кровать, раскладной диван, кухонный уголок. Рассчитан до трех человек. При длительном проживании будут скидки.В субботу и воскресенье 20000драм, в будние дни 15000 драм.Ծաղկաձոր Цахкадзор Tsaghkadzor",Nov-24-2022_16-45,,COvered parking,https://list.am/en/item/17494949
Monolith,Yes,Available,12,64 sq.m.,2,1,from 3 m,6,Open balcony,Available,Designer Renovation,,,,4,Yes,No,By Agreement,By Agreement,Kotayk › Tsakhkadzor,"30,000 ֏ daily",AMD,"2-room apartment is for rent in Tsakhkadzor, on the 6th floor of a new building. The apartment is euro-renovated, furnished, equipped with high-quality equipment. The apartment has an open balcony with a wonderful view. Long-term cooperation is also possible. The apartment is for rent without an intermediary.* 1 bedroom* living room* bathroom* kitchen* open balcony* Built-in cabinets* heating* hot առը cold water* double bed* opening sofa* bedding* smart TV, WI-FI:* tableware and equipmentIn the upper resort town of Tsakhkadzor there is an excellent 2-room apartment in a new home (64 sq. M, 6 floors) In the apartment there is absolutely everything necessary for a comfortable experience! More expensive rent -30,000 drams in coins, long-term rent-negotiable.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17545118
Stone,No,Not available,5,43 sq.m.,1,1,from 2.8 m,5,Closed balcony,Available,Major Renovation,"TElevision, internet","FRidge, stove, washing machine, drying machine, iron","YArd view, street view",3,Yes,Negotiable,Not included,1 month,"4th street 76, Hrazdan","180,000 ֏ monthly",AMD,"Сдается кв в гРаздан. Микрорайон 76.60. На центральной улице, возле астановки в Ереван. Мебель, бытовая техника, смарт тв, wifi, baxi. Цена180000др. В месяц. + 80тыс дипозит. 10 000 за сутки. 5 декабря освободиться",Nov-24-2022_16-45,,,https://list.am/en/item/17988644
Monolith,Yes,Available,12,36 sq.m.,1,1,from 3 m,2,Not available,,Designer Renovation,,,,2,Yes,No,Included,By Agreement,"Antarayin 1st blok 10, Tsaghkadzor","20,000 ֏ daily",AMD,"Ծաղկաձորի կենտրոնոում, Կեչի հաուս նորակառույց հյուրանոցային համալիրում օրավարձով է տրվում հարմարավետ սենյակ, որտեղ կան լիարժեք հանգստի բոլոր պայմանները.Տաք ջուր, ջեռուցում, երկտեղանոց մահճակալ և բացվող բազմոց,մինի խոհանոց, սառնարան, թեյնիկ, էլ սալօջախ, սպասք; լոգարան` Անհրաժեշտ պարագաներով; հեռուստացույց` 200 հեռուստաալիք, գերարագ ինտերնետ։Համալիրը գտնվում է սպորտբազայի, հարևանությամբ, Ծաղկաձորի կենտրոնից 3 րոպե հեռավորության վրա։Ֆրանսիական ոճի պատուհաններից գեղեցիկ տեսարան դեպի լեռները։Սենյակը նախատեսված է մինչև 4 անձի համար։Представляем к Вашему вниманию де люкс номер-комната N26, на 2-ом этаже, который находится в новом комплексе Kechi House. Комплекс расположен в 3 минутах езды до центра города и в 5 минутах езды от горнолыжных подъёмников. К услугам гостей бесплатная парковка, WiFi. В комнате могут жить до 4 человек. Есть двухместный кровать и диван, который открывается и предназначен для двоих. Комната оборудована всем необходимым:-телевизор-холодильник-электрическая плита с вытяжкой-электрический чайник-необходимая посуда-ванные принадлежности-постельное бельеСтоимость одного дня - 22 000др. Время заезда с 14:00, выезд в 12:00.Ծաղկաձոր Цахкадзор Tsaghkadzor hotels, отель",Nov-24-2022_16-45,,,https://list.am/en/item/17662175
Stone,No,Not available,4,30 sq.m.,1,1,from 2.6 m,1,Not available,,Old Renovation,,,,1,No,No,Not included,1 month,"Հրազդանի փողոց 1, Երևան","90,000 ֏ monthly",AMD,"Long-term, 60,000 per month, deposit of the last month of Hrazdan microdistrict is providedTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18053008
Stone,No,Not available,4,30 sq.m.,1,1,from 2.7 m,1,Not available,,Old Renovation,,,,1,No,No,Not included,1 month,"Հրազդանի փողոց 12/1, Երևան","90,000 ֏ monthly",AMD,"Hrazdan micro-district, one room, there is a gas tank, property, for long-term rent, with a deposit, it is the apartment in the picture, there is a tent in the yard, do not call poor people who lower the price, it is a bright apartment, micro-district 15Apartment not far from Yerevan for one hour - very good priceTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18042287
Monolith,Yes,Available,12,52 sq.m.,2,1,from 3 m,3,Open balcony,,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,"Տունը գտնվում է Հայաստանի ամենագեղեցիկ վայրերից մեկում՝ Ծաղկաձորում: Անկախ նրանից՝ դուք նախընրում եք ակտիվ կամ պասիվ հանգիստ, բնակարանը հարմարեցված է ձեր ապրելակերպին: Հիանալի տեսարանով այս հիասքանչ բնակարանը ներառում է 1 ննջասենյակ, հյուրասենյակ (հեռուստացույց, Amazon Fire TV Stick) կահավորված խոհանոց, լոգասենյակ և պատշգամբ: Բնակարանը նախատեսված է 1-4 հոգու համար: Նշված գինը գործում է 1-2 անձի համար, 3-4 անձի դեպքում գնին ավելանում է 20%: 1 շաբաթից մինչև 1 ամիս ժամկետով վերցնելու դեպքում գործում են զեղչեր: Գտնվում է Սպորտբազայի և Մորի պլազայի հարևանությամբ։Հեռավորությունը կենտրոնից - 800 մ, Կեչառիս եկեղեցուց - 500 մ, Շանգրի Լա Կազինոից - 300 մ, ճոպանուղուց - 2.5 կմ։2 սենյականոց բնակարան նորակառույց շենքում Ծաղկաձորում, 52 ք. Մ. , բարձր առաստաղներ, 3/12 հարկ25,000 օրական:* Ջեռուցում* Տաք և սառը մշտական ջուր* Սպասք, անկողնային պարագաներ* կենցաղային պարագաներ* Հեռուստացույց, wi-fi + TV Ucom* բաց պատժգամբ* բացվող բազմոցCheck in (մուտք) – 14:00Check out (ելք) – 12:00Апартаменты находятся в новом гостиничном комплексе Kechi House в Цахкадзоре- одном из самых живописных мест в Армении. Подходит для любителей как активного так и пассивного отдыха. Апартаменты включают в себя гостиную, спальню, балкон, оборудованную кухню, ванную комнату со всеми удобствами. Апартаменты предусмотрены для проживания 1-4 человек. Указанная цена действует на 1-2 человека, на 3-4 человека + 20% указанной цены. На долгосрочную аренду (от недели до месяца) действуют скидки.Ուրախ կլինենք ապահովել Ձեր հարմարավետ ու հաճելի հանգիստը:",Nov-24-2022_16-45,,,https://list.am/en/item/17502459
Stone,No,Not available,5,75 sq.m.,3,1,from 2.7 m,3,Open balcony,,Euro Renovation,,,,,,,,,Kotayk › Abovian,"100,000 ֏ monthly",AMD,Hurry Hurry Hurry Hurry!Translated from Armenian,Nov-24-2022_16-45,,,https://list.am/en/item/18172305
Stone,No,Not available,2,40 sq.m.,2,1,from 2.75 m,2,Not available,Available,Designer Renovation,TElevision,"FRidge, stove, washing machine",,4,Yes,No,Not included,1 month,"Улица Атиса 1/6, Абовян","200,000 ֏ monthly",AMD,"Со всеми удобствами, отдельным двором, возможно посутачно, указанная цена для долгосрочной аренды, минимум год. Վարձով բնակարան",Nov-24-2022_16-45,INtercom entry,,https://list.am/en/item/18053412
Panels,No,Available,9,54 sq.m.,2,1,from 2.7 m,6,Not available,,Major Renovation,,,,3,No,No,Not included,2 months,"Qochinyan street, Yerevan","250,000 ֏ monthly",AMD,1. Система отопления Baxi2. Стиральная машина3. Круглосуточная горячая и холодная вода4. Холодильник5. Телевизор6. Wi-Fi.Կոդ sv38,Nov-24-2022_16-45,,,https://list.am/en/item/17621930
Panels,No,Available,9,75 sq.m.,3,1,from 3.2 m,6,Multiple balconies,,Cosmetic Renovation,,,,3,Yes,No,Not included,Without prepayment,"Կենտրոն թաղամաս 44, Հրազդան","200,000 ֏ monthly",AMD,"Free from December 1The house is equipped with everything. It is located in Hrazdan, in the center of district 44, the apartment is sunny and bright. It has two balconies (closed and open)The rooms have beds and wardrobesThe kitchen, bathroom and hallway have been completely renovatedTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17820961
Panels,No,Available,9,78 sq.m.,3,1,from 2.75 m,8,Closed balcony,,Old Renovation,,,,,,,,,Kotayk › Hrazdan,"100,000 ֏ monthly",AMD,Здаётца квартира 3 комнотная,Nov-24-2022_16-45,,,https://list.am/en/item/18285490
Monolith,Yes,Available,16,35 sq.m.,1,1,from 2.8 m,11,Open balcony,,Designer Renovation,,,,4,Yes,Yes,Included,Without prepayment,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,"Ծաղկաձոր, նորաբաց Կեչի հաուս համալիր, 11-րդ հարկ, սենյակ N 300: Մեր գեղեցիկ և հարմարավետ դե-լյուքս համարը սիրով սպասում է իր հյուրերին։ Ձեզ սպասում են լիարժեք հանգստի համար նախատեսված բոլոր հարմարությունները, ինչպես նաև պատուհանից բացվող հրաշալի տեսարան։Ձեր տրամադրության տակ կլինի՝-հարմարավետ սենյակ, որտեղ մտածված է ամեն մի մանրուք-անվճար ավտոկայանատեղիWiFi200 անվճար հեռուստաալիքզեղչեր՝ ճոպանուղում և Պանորամա ռեստորանում։Մեկ օրվա արժեքը կազմում է 20 000 ՀՀ դրամ, իսկ 2 և ավելի օր ամրագրելու դեպքում՝ 18 000 դրամ։ Հնարավոր է նաև ամսով վարձակալություն, այդ դեպքում մեկ ամսվա արժեքը կլինի 300 000 դրամ։ Ամրագրելու համար գրեք նամակ կամ զանգահարեք։ Սիրով սպասում ենք Ձեզ։Дорогие гости! Представляем к Вашему вниманию де люкс номер-комната N300, на 11-ом этаже, который находится в новом комплексе Kechi House. Комплекс расположен в 3 минутах езды до центра города и в 5 минутах езды от горнолыжных подъёмников. К услугам гостей бесплатная парковка, WiFi и 20% скидка на ZipLine и ресторан Panorama В комнате могут жить до 4 человек. Есть двухместный кровать и диван, который открывается и предназначен для двоих. Комната оборудована всем необходимым:-телевизор-холодильник-электрическая плита с вытяжкой-электрический чайник-необходимая посуда-ванные принадлежности-постельное бельеПри необходимости делается ежедневная уборка за отдельную плату.Стоимость одного дня - 20 000др. (50 $) Время заезда с 14:00-18:00, выезд в 12:00. Если забронировать один месяц и больше, то цена за месяц 300 000 драм (700$), в данном варианте коммунальные услуги НЕ входят в сумму, оплачиваются отдельно в конце месяца.",Nov-24-2022_16-45,,,https://list.am/en/item/17473808
Stone,No,Not available,5,55 sq.m.,2,2,from 2.8 m,3,Closed balcony,,Cosmetic Renovation,,,,1,Yes,No,Not included,By Agreement,"4th street, Hrazdan","120,000 ֏ monthly",AMD,We can provide property. For more information callTranslated from Armenian,Nov-24-2022_16-45,,,https://list.am/en/item/18044070
Stone,Yes,Not available,1,80 sq.m.,3,1,from 3 m,1,Open balcony,,Cosmetic Renovation,,,,,,,,,"Գրիգոր Զոհրապի փողոց 25, Գառնի","12,000 ֏ daily",AMD,"The apartment is suitable for 6 guests. 12,000 drams per guest per night.Call if you have any questions.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17398644
Stone,No,Not available,5,70 sq.m.,3,1,from 2.7 m,3,Not available,Available,Designer Renovation,,,,5,Yes,Negotiable,Not included,By Agreement,Kotayk › Tsakhkadzor,"35,000 ֏ daily",AMD,"In the center of Tsakhkadzor, next to the Kecharis Hotel, on the 3rd floor of a 5-storey building with all amenities. There is also a garage for 2 cars. December 7-January 7 other price.Caxkadzor tsakhkadzor tsaxkadzor caxkadzorum ծաղկաձոր цахкадзор # цахкадзорTranslated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/16924226
Panels,No,Available,9,71 sq.m.,3,1,from 2.8 m,5,Closed balcony,,Cosmetic Renovation,,,,,,,,,"Hanrapetutian Avenue 1/5, Abovyan","500,000 ֏ monthly",AMD,"Сдаётся трехкомнатная квартира в городе Абовян.Имеется холодная и горячая вода, находится вблизи магазин, больницы, автобусной стоянки, церкви, лифт работает.Сдается меблированная трехкомнатная квартираСдам квартиру на длительный срок либо под Суб Аренду СДАЁТСЯ ВПЕРВЫЕ! Квартира расположена в центральном районе - район Г Абовян, Есть широкий балкон. Раздельные санузел. Район обеспечивает своих жильцов спортивными площадками, удобными дорожными развязками, развлекательными центрами, SPA-салонами и многими другими. В квартире есть все необходимое для вашего комфортного проживания, а именно: Диван, шкаф, телевизор, двуспальная кровать, кухонный гарнитур, обеденная группа, холодильник, электрическая плита/духовка, микроволновая печь, стиральная машина. Так же рассмотрю сдачу в посуточную аренду!",Nov-24-2022_16-45,,,https://list.am/en/item/18070702
Stone,Yes,Available,4,70 sq.m.,2,1,from 3 m,1,Closed balcony,Available,Major Renovation,,,,4,Yes,Yes,Included,By Agreement,"Hanrapetutian Avenue, Abovyan","18,000 ֏ daily",AMD,"You can also call the specified number through a direct callIn the city of Abovyan, right at the beginning of the cityMarket shops parks all transportation facilitiesUtility with all amenitiesThe apartment is provided in 2 daysTo make a reservation, call the specified number also by direct callInternet smart technology shelter for working in the kitchen with its facilitiesCode 17000Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18208079
Stone,Yes,Not available,3,83 sq.m.,3,1,from 3 m,3,Closed balcony,Available,Euro Renovation,"TElevision, air conditioner, internet, parking space","FRidge, stove, microwave, coffee maker, dishwasher, washing machine, drying machine, water heater, iron, hair dryer","YArd view, street view, city view, park view",4,Yes,Yes,Included,By Agreement,"Սևանի փողոց 2/1, Աբովյան","17,000 ֏ daily",AMD,"Apartments for daily rentin the city of AbovyanIn the areaFlea Market Shops Vehicles ParksIn a quiet environmentApartments with three roomsThe apartments are equipped with all utilitiesApartment is provided for at least 2 daysFor questions or to book a reservation, call the specified number also through a direct call.Translated from Armenian",Nov-24-2022_16-45,"INtercom entry, playground",OUtdoor parking,https://list.am/en/item/18169221
Stone,Yes,Available,8,68 sq.m.,3,1,from 2.75 m,7,Open balcony,,Euro Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"35,000 ֏ daily",AMD,"In Tsaghkadzor, a 3-room apartment is for rent in a newly built complex (Mori Plaza)The complex is located next to the Sports Base.The apartment has:• living room• 2 bedrooms• kitchen• bathroom• open balcony• heating• round-the-clock hot and cold water supply•refrigerator• washing machine• dishwasher• TV• fast internetdishes• bed• bathroom accessories• household itemsThe apartment is for long-term rent. The monthly payment is AMD 600,000.The building has 24-hour video surveillance.Have a beautiful vacationIn Tsaghkadzor.Call ahead to make a reservation.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18233134
Monolith,Yes,Available,9,48 sq.m.,2,1,from 3 m,7,Multiple balconies,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,"Բնակարանը գտնվում է ALVINA նորակառույց շենքի 7-րդ հարկում: Արևկող է, ունի հրաշալի տեսարան: Բնակարանը կապիտալ վերանորոգված և կահավորված է: Ունի բոլոր հարմարությունները Ձեր հանգիստը լիարժեք դարձնելու համար: Բնակարանն ունի կենտրոնացված օդափոխման համակարգ, WIFI, անկողնային, խոհանոցային և այլ պարագաներ: Շենքում առկա է 4 վերելակ, շենքը գտնվում է բարձունքի վրա, ոտքով մինչ քաղաքի կենտրոն 5 րոպեի ճանապարհ է, դեպի ճոպանուղի 10 րոպե: Մոտակայքում առկա է Զիփլայն և այլ ժամանցի վայրեր: Մանրամասների համար զանգահարեք:Недавно отремонтированные апартаменты в новом гостинично-жилом комплексе, есть все удобства и необходимые предметы: Постельное, кухонное и другие принадлежности. В здании 4 лифта, здание расположено на холме, до центра города 5 минут пешком, до канатной дороги 10 минут. Зиплайн и другие развлечения рядом. Доступен WI FI, центральное отопление и охлаждение. Звоните, чтобы узнать подробности.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18154533
Stone,No,Not available,5,65 sq.m.,2,1,from 2.8 m,2,Open balcony,Available,Major Renovation,,,,8+,Yes,No,Not included,By Agreement,"6 -րդ թաղամաս 6-9, Չարենցավան","130,000 ֏ monthly",AMD,"2-room apartment is for rent in Charentsavan city 6-9-5, in front of Vagas supermarket, with furniture and appliances, there is a heating system, in a capitally renovated condition. With the possibility of extension for 6 months.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17646962
