Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Condition
House,Stone,90 sq.m.,1,3,1,Old Renovation,2000 sq.m.,Aragatsotn › Karbi,"$60,000",USD,"0100345Own home in Carby communitythree rooms, toilet, bathroom, kitchen, solar system, gas, electricity, waterfruit gardenTranslated from Armenian",Dec-15-2022_21-59,By agreement,1 spot,,,,https://list.am/en/item/18384152,House is Finished
House,Stone,150 sq.m.,2,5,2,Designer Renovation,1500 sq.m.,Aragatsotn › Byurakan,"$150,000",USD,"Продаётся частный 2 этажный дом в Бюракане. Общая площадь дома 150 кв/м. На первом этаже кухня совмещенная с гостиной, 1 спальня и 1 санузел. Есть постоянная вода, электричество и газ.На втором этаже идёт ремонт. Есть 3 спальни и 1 санузел.Общая площадь участка 1500 кв/м. Плодовый сад с 70 деревьями. Есть беседка с летней кухней.",Dec-15-2022_21-59,Available,Not available,,,,https://list.am/en/item/18560684,House is Finished
House,Stone,350 sq.m.,2,4,1,No Renovation,1000 sq.m.,Aragatsotn › Oshakan,"$35,000",USD,"Urgent sale of a two-story half-built stone house, 350 sq. M. M.The total land area is 1000 square meters. M.Translated from Armenian",Dec-15-2022_21-59,Not available,Not available,,,,https://list.am/en/item/18488809,House is Unfinished
House,Monolith,300 sq.m.,3,6,3+,Major Renovation,2000 sq.m.,Aragatsotn › Ashtarak,"$235,000",USD,"Aragatsotn Marz c carpi 300/2000m completely renovated, 3 bathrooms, 6 rooms, 3 floors, stone, concrete, monolithic, permanent water, gas, electricity.Translated from Armenian",Dec-15-2022_21-59,Available,3 or more spots,,,,https://list.am/en/item/18554736,House is Finished
House,Stone,140 sq.m.,1,4,1,Major Renovation,3000 sq.m.,Aragatsotn › Aparan,"$75,000",USD,The mansion is located near Yernjatap villageTranslated from Armenian,Dec-15-2022_21-59,Available,3 or more spots,"Barbecue oven, gazebo","Air conditioner, fridge, stove, washing machine","Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18611225,House is Unfinished
House,Stone,160 sq.m.,2,5,1,Partial Renovation,3350 sq.m.,Aragatsotn › Aparan,"14,100,000 ֏",AMD,"The property is a Bank Collateral that is in BANKRUPTCY auction.Aragatsotn marz, c. Arai, 1 st. Residential house at No. 74: 159.98 sq. M., adjacent buildings and a plot of 3350 sq. M. The building is two-story, the foundation is reinforced concrete, the walls are rough stone, the roof is asbestos slate, the doors are wooden, the windows are metal-plastic and wooden, there is a garage of 19.32 square meters, a bakery of 10.35 square meters, a barn of 69.72 square meters and communications.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be carried out by the successful bidder.Translated from Armenian",Dec-15-2022_21-59,Not available,1 spot,,,"Electricity, water supply, natural gas",https://list.am/en/item/18716475,House is Finished
House,Stone,750 sq.m.,1,8+,1,Old Renovation,750 sq.m.,Aragatsotn › Oshakan,"160,000,000 ֏",AMD,"Есть подвал, дом находится по соседству с церковю. Есть магазин 80 (кв/м)доп. Инфо. По телефону",Dec-15-2022_21-59,Available,Not available,Gazebo,"Air conditioner, fridge, washing machine","Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18633505,House is Finished
House,Stone,300 sq.m.,2,3,3+,Euro Renovation,600 sq.m.,"Րաֆֆու փողոց 1, Աշտարակ","$135,000",USD,"It has a garage, the fence is made of stoneTranslated from Armenian",Dec-15-2022_21-59,Available,1 spot,,,,https://list.am/en/item/18558415,House is Finished
House,Stone,208 sq.m.,1,5,3+,Partial Renovation,1200 sq.m.,"1st Street, Bazmaghbyur","$104,000",USD,"Hello, there is an orchard on the land, gas, water, electricity, there is a bakery, a half-built garage, there are recreation areas in the village, as well as a hotel, for details, ONLY NANAKOV OR VATSAPOVTranslated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18476465,
Country House,Stone,332 sq.m.,3,6,3+,Partial Renovation,540 sq.m.,"Մուղնի գյուղ, Աշտարակ","45,000,000 ֏",AMD,"A two-story stone house is for sale in Mughni. The first floor is fully renovated and furnished. It has 2 bedrooms, 1 living room, 1 bathroom, 1 kitchen. It is provided with constant hot and cold water. The house was built very solid and high-quality (double-layer walls) The entrance door is iron, the windows are euro. In the yard there is a summer house with a fireplace. It has a large basement and a garage for 2 cars. The land is fenced. There are productive trees in the garden. It is equipped with all utilities (light, water, gas) The price is negotiable (it is possible to exchange with a 3-room apartment in Yerevan for an additional fee from you.) Call for details. The price is negotiable.Translated from Armenian",Dec-15-2022_21-59,Available,3 or more spots,"Fireplace, barbecue oven, gazebo","Fridge, stove, washing machine","Electricity, water supply, natural gas, sewerage",https://list.am/en/item/16984806,House is Unfinished
House,Stone,610 sq.m.,1,3,1,No Renovation,610 sq.m.,"Посёлок Мугни, Аштарак","$30,000",USD,"UrgentA one-story half-built house is for sale in Mughni district of Ashtarak city.The street is fully inhabited, there is gas, electricity, water, it is close to the Ashtarak-Apara road.Translated from Armenian",Dec-15-2022_21-59,Not available,Not available,,,,https://list.am/en/item/18714961,House is Under Construction
House,Stone,1521 sq.m.,2,4,3+,Designer Renovation,1305 sq.m.,"Մուղնի գյուղ, Աշտարակ","$250,000",USD,"A luxurious 2-storey private house for sale, residential house 110, 6th district of Mughni, c. A towerAbout the houseType:Stone mansionBuilding type:StoneCondition:ConstructedTotal area213.8 sq. M.Number of taxes2:Number of rooms3:Number of bathrooms3:FurnitureRepairThoroughly reconstructedInformation about the plot of landThe surface of the land1521 c. M.Description:We offer a two-story private houseSurfacesLiving area: 193.2 sq/m and 4.1 sq/m and 14.3plot area: 1305 sq/mStructure:Thermally insulated external wallsflat roofhigh quality exterior doors and windowsterrace with tiled and wooden solutionslandscaped yard areaIn the yard there is an open and closed swimming pool, a hot tubInterior designThe house has been fully renovated. Euro windows are installed,heating system, each floor has a tiled bathroom.Interior wallscoolleveled floorwiringinstallation of water, heating and sewage pipesCommunicationsGas:WaterelectricitysewerAll necessary shops and bus stop are nearby.FinancesCall for more informationTranslated from Armenian",Dec-15-2022_21-59,By agreement,Not available,"Swimming pool, sauna, barbecue oven, gazebo, alarm system",,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18697693,House is Finished
House,Stone,2402 sq.m.,2,7,2,Old Renovation,2402 sq.m.,Aragatsotn › Parpi,"$65,000",USD,2-storey house Old renovationHas a swimming poolOutdoor grillThe 339 square meter house is habitableThe land is near the housePrice NegotiableTranslated from Armenian,Dec-15-2022_21-59,Not available,1 spot,"Swimming pool, barbecue oven, gazebo",,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18713798,House is Finished
House,Stone,200 sq.m.,2,6,2,Cosmetic Renovation,2000 sq.m.,Aragatsotn › Oshakan,"$100,000",USD,"Продается дом в Ошакане:Земля - 2000 кв. М.Дом - 200 кв. М.Бассейн, Пекарня.На каждом этаже по одному санузлу, большая терраса с прекрасными видами.Высота потолков:1-й этаж - 2.8 м2-й этаж - 3.2 м.",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18430030,
House,Stone,2800 sq.m.,2,5,1,Old Renovation,2600 sq.m.,"Արագածի փողոց, Ոսկեվազ","$59,000",USD,"Two-story private house in Voskevaz village of Aragatsotn marz (only 25 km away from Yerevan) The total area is 2800 square meters. Permanent drinking and irrigation water, gas very close. There are many fruit trees. The walls of the mansion are double-layered. Two basements, large bedrooms. Beautiful yard, view of Arai, Aragats mountains, possible exchange with apartment or private house in Yerevan.Translated from Armenian",Dec-15-2022_21-59,By agreement,Not available,,,"Electricity, water supply",https://list.am/en/item/18674669,House is Finished
Country House,Stone,54 sq.m.,1,3,1,Old Renovation,700 sq.m.,Aragatsotn › Kosh,"$18,000",USD,"A plot of land is for sale near the village of Kosh, on the North-South highway, line 2. The area of the plot is 700 square meters, there are fruit trees. The area of the house is 54 square meters, corridor, living room, 2 bedrooms, kitchen, 2 floors lined with tuff stone, fenced. The entire surface of the house has a basement and an attic. Price $18,000, negotiable.Translated from Armenian",Dec-15-2022_21-59,By agreement,Not available,,,,https://list.am/en/item/18393343,House is Finished
House,Stone,150 sq.m.,1,3,1,Old Renovation,1000 sq.m.,"1-ին փողոց 1, Բյուրական","$50,000",USD,"Urgent sale of a house in Byurakan, with 1000 square meters of land, fruit trees, 2 bedrooms, 1 living room, 1 large balcony, garage, basement. The Observatory is 500 meters away. Urgent sale, price negotiable.Translated from Armenian",Dec-15-2022_21-59,Available,2 spots,,,Electricity,https://list.am/en/item/18680649,House is Finished
House,Monolith,120 sq.m.,2,4,3+,Major Renovation,1000 sq.m.,Aragatsotn › Agarak,"$90,000",USD,"Վաճարվումէ 2 հարկանի սեփական տուն Արագածոտնի մարզ, Ագարակ գյուղ. Հողի մակերեսը մոտ 1000 գ/մ, տան մակերեսը մի հարկը 60 գ/մ ընդհանուր 120 գ/մ. Արաջին հարկ ունի զուգարան, խոհանոց և հյուրասենյակ. 2րդ հարկ 2 ննջարան 2 զուգարան. Ունի ջուր, հոսանգ, գազ չկա 5 տարվա շինարարությունա. Կը լսեմ ձեր արաջարկը. Աւելի հարձերուն նամակ ուղարկեգ.Urgent! For sale 2 store house in Aragatsodni Marz, Agarak Village. Land around 1000 m2, house 120 m2, house 1st floor has a toilette, a kitchen & a living room. 2nd floor has 2 bedrooms & 2 toilets. It has a water & electricity but no gaz. House build 5 years ago. Ready for your questions, please send a message & ill get back to you.",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18424755,
Country House,Stone,4000 sq.m.,3,6,2,Partial Renovation,3500 sq.m.,"Աշտարակի խճուղի, Երևան","$210,000",USD,"Aragatsotn marz, Voskevaz village (immediately after Oshakan) 27.km from Yerevan... House- 330 sq. M. 3 floors: 1st floor -- a large garage, a large kitchen, a large storage room... 2nd floor -- 3 bedrooms, a large hall, where a fireplace can be installed if desired, 1 dining room, a large bathroom + toilet. 3rd floor -- 2 bedrooms, bathroom, large open balcony with amazing view. Euro windows are installed on 4 sides of the house... Hot and cold water, air conditioners, air conditioning and fan coil system, which allows living in all seasons of the year... The rooms need cosmetic renovation if desired.1.800 square meters garden with fruit trees (peach, variety of plums, apples, quinces, cherries, apricots, pears, cherries, almonds, grapes, figs.) + 2.000 square meters of land, directly behind the stone wall, where it is convenient to install a greenhouse for strawberries with the taste of Voskevaz and, if desired in the case of guest houses-cottages... Three-phase electricity, natural gas, drinking and artesian waters. Beautiful, equipped with a modern engine and filter, a pool containing 45 tons of water... A fountain pouring into the pool from elephant statues. The sides of the pool are completely lined with new and beautiful tomets... The Shakhverd river runs right through the garden, there is a water mill on it... In the yard there is a travertine toilet, storage areas... There are several gazebos in the yard... The whole house and yard are guarded by cameras... The yard is layered with mossy stones... There is another large fountain equipped with light effects in the yard...Price: $210,000Translated from Armenian",Dec-15-2022_21-59,Available,2 spots,"Swimming pool, barbecue oven, alarm system",Fridge,,https://list.am/en/item/18646776,House is Finished
House,Stone,1700 sq.m.,2,8+,2,Partial Renovation,1700 sq.m.,"Կենտրոնական փողոց 1, Ագարակ","$60,000",USD,A 2-story private house is for sale19 km away from Yerevanin Ashtarak Farm villageIt also has a plot of landHouse 48:There is gasTranslated from Armenian,Dec-15-2022_21-59,Not available,2 spots,,,,https://list.am/en/item/18674586,
House,Stone,234 sq.m.,2,5,2,Partial Renovation,3000 sq.m.,Aragatsotn › Karbi,"$120,000",USD,"On the central street, near the canal.Bus stop, shops, post office nearby.Fruit trees, flower garden, large building - about 70 square meters, serves as a refrigerator.Garage, big yard.For saleTranslated from Armenian",Dec-15-2022_21-59,By agreement,1 spot,,,,https://list.am/en/item/18550015,
Country House,Stone,63 sq.m.,1,3,1,Partial Renovation,800 sq.m.,Aragatsotn › Kosh,"$45,000",USD,It is located in the neighborhood of Kosh village. Call 1 week in advance to reserveTranslated from Armenian,Dec-15-2022_21-59,,,,,,https://list.am/en/item/18476488,
Country House,Stone,750 sq.m.,1,4,1,No Renovation,594 sq.m.,"10-րդ փողոց, Երևան","40,000,000 ֏",AMD,"Building with a solid foundation in Mughni. Double tuff structure based on concrete. Roof made of tin. It has 3 fireplaces, 1 tonir, a place to build a swimming pool, a place to build a sauna. It has a summer kitchen with stained glass windows, renovated, air conditioner.The total land area is 750 square metersPurpose of the land - settlementsOperational significance of the land or the type of land for residential constructionResidential building - 156 square meters, of which 128 square meters is a private house, 27.6 square meters is a summer kitchen.The purpose of the building is residentialCode 24606Translated from Armenian",Dec-15-2022_21-59,Not available,2 spots,"Fireplace, barbecue oven",,Electricity,https://list.am/en/item/17123822,House is Unfinished
House,Stone,128 sq.m.,2,4,1,Old Renovation,200 sq.m.,Aragatsotn › Kosh,"$22,000",USD,"The house is for sale with its plot of land. If you have any questions, call us for details.Translated from Armenian",Dec-15-2022_21-59,Available,Not available,,,"Electricity, water supply",https://list.am/en/item/18671743,House is Finished
House,Stone,210 sq.m.,2,4,2,Major Renovation,2100 sq.m.,Aragatsotn › Byurakan,"$150,000",USD,"An apartment house is for sale or rent in Byurakan. Fully renovated. Has hot and cold water, air conditioning system. Has summer kitchen, has fruit trees. Comes with all furniture.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18490252,
Country House,Stone,70 sq.m.,1,2,1,Designer Renovation,1200 sq.m.,Aragatsotn › Parpi,"$120,000",USD,The house was built with a very solid foundation and the best building materials on which 5 floors can be built. It has a nice yard and is available on a daily basis as well as providing income during the warm weather.Translated from Armenian,Dec-15-2022_21-59,,,,,,https://list.am/en/item/18407995,
House,Stone,230 sq.m.,3,4,3+,Major Renovation,690 sq.m.,Aragatsotn › Byurakan,"$196,000",USD,"A 3-storey private house for sale, living area 230 square meters. With an area of 870 square meters. With a plot of land located in Byurakan village of Ashtarak, 30 km from the center of Yerevan. It is fully renovated. On the 2nd floor there is a spacious and bright living room, kitchen and bathroom, and on the 3rd floor there are three bedrooms with open balconies and a bathroom. An iron entrance door is installed, the floor is covered with parquet. It is heated by a gas boiler, there is a fireplace in the living room. The bathrooms are tiled and equipped with the necessary plumbing equipment. It is fully fenced…URGENT…Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18378339,
House,Stone,150 sq.m.,1,3,1,Major Renovation,2600 sq.m.,Aragatsotn › Oshakan,"150,000 ֏",AMD,Сдаю собственый дом обеспечен всем. 3 комнатная большой гараж с отоплением с интернетом со всеми удобствами мобилирован. Находиться в отличном состоянии.,Dec-15-2022_21-59,,,,,,https://list.am/en/item/18499859,
House,Stone,300 sq.m.,2,8+,1,Old Renovation,860 sq.m.,"Sisakyan street, Ashtarak","$80,000",USD,"Two-story stone house in Ashtarak, 300 square meters of living space, 860 square meters of orchard, 2-car garage, natural gas, drinking and irrigation water. The house needs renovation.Translated from Armenian",Dec-15-2022_21-59,Partial Furniture,2 spots,,"Fridge, washing machine","Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18695320,House is Finished
House,Stone,245 sq.m.,2,8+,1,Old Renovation,717 sq.m.,Aragatsotn › Aparan,"15,000,000 ֏",AMD,A two-story residential house with an open balcony. It is located at 1 Spiridon Melikyan street in Aparan city. 317 square meters out of 717 square meters of the land area has the importance of residential development. Everything is clearly visible in the pictures. Call for more detailed information. The price is final.Translated from Armenian,Dec-15-2022_21-59,Not available,1 spot,,,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18694675,House is Finished
House,Stone,290 sq.m.,3,7,2,Euro Renovation,630 sq.m.,"Grigor Lusavorich street, Mughni","$130,000",USD,"Продаётся трех этажный дом в Мугни. На первом этаже находится одна спальня, гостиная комната, кухня, санузел вход в гараж. На втором этаже три спальни, и большой зал. Есть подвал 60 кв метров. Есть гараж. Под крышой есть свободное место 80кв метров, которое может служить как спортзал или игровая комната. Постоянная вода, газ и электричество. Дом и сад ограждены каменным забором. В саду есть молодые деревья.",Dec-15-2022_21-59,Available,2 spots,,,,https://list.am/en/item/18385450,House is Finished
House,Stone,280 sq.m.,2,8+,1,Partial Renovation,3000 sq.m.,Aragatsotn › Orgov,"$130,000",USD,"2-storey house in the center of Orgov. The second floor of the apartment is renovated. Bathroom and toilet on the second floor. Storage rooms on the first floor, garage for three cars. Adjacent orchard.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18547618,
House,Stone,2000 sq.m.,2,5,2,No Renovation,1800 sq.m.,Aragatsotn › Aghdzk,"$55,000",USD,"2 floors4 bedroomsmansardbasementfruit garden1 m above the groundThe land is 1,800 square metersCode SA-2081Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18000921,
House,Stone,200 sq.m.,2,3,2,No Renovation,700 sq.m.,Aragatsotn › Ashtarak,"$65,000",USD,"A 2-storey private house in Ashtarak is for saletotal land area: 700 sq. M.The area of the residential house is 200 square meters. (each floor is 100 square meters)partial renovation, tile bathroom, partial euro window, has 1 living room, 2 bedrooms, 2 bathrooms, yard, land, sewerage, permanent water and gasThe 1st floor is currently unusedFor details, call the indicated numbersTranslated from Armenian",Dec-15-2022_21-59,Not available,Not available,,,,https://list.am/en/item/17491208,House is Finished
House,Stone,300 sq.m.,4+,7,3+,Major Renovation,900 sq.m.,Aragatsotn › Ashtarak,"$300,000",USD,"K-23194Վաճառվում է 5 հարկանի 7 սենյականոց առանձնատուն Աշտարակում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկ։ Սանհանգույցները՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա (3), ավտոտնակ, ջեռուցման համակարգ, սաունա, այգի, բուխարի, ամառային խոհանոց, լողավազան, ավտոկայանատեղի, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։5-storey house for sale in Ashtarak. The rooms' quantity is 7. The house is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet and is tiled. The bathrooms are combined and tiled, the electric wires and pipes are newly changed. It has 3 balconies, garage, heating system, sauna, garden, fireplace, summer kitchen, pool, parking and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You",Dec-15-2022_21-59,By agreement,Not available,,,,https://list.am/en/item/18423930,House is Finished
House,Stone,180 sq.m.,2,4,1,Old Renovation,400 sq.m.,"Grigor Narekaci street, Ashtarak","$38,000",USD,"For sale, a house with two floors in Ashtarak.First floor bathroom, living room, bedrooms, garage...Second floor, two rooms, living room, kitchen...The house needs renovation, the plot is 400 meters, it has a separate parking space, the rest is available by calling. The house has not been inhabited for 15 years.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18450693,
House,Stone,2200 sq.m.,1,4,1,Partial Renovation,2000 sq.m.,Aragatsotn › Karbi,"$65,000",USD,"Urgent sale.For questions, call Viber.Translated from Armenian",Dec-15-2022_21-59,By agreement,1 spot,,"Fridge, washing machine","Electricity, water supply",https://list.am/en/item/18673484,House is Finished
House,Stone,150 sq.m.,2,5,2,Cosmetic Renovation,3000 sq.m.,Aragatsotn › Artashavan,"$90,000",USD,"I am selling a house (summer house) in Artashavan. The total area of the land is 3000 square meters. It has an orchard with apple, popok, blackberry, raspberry, etc. Trees.Translated from Armenian",Dec-15-2022_21-59,Not available,1 spot,,,,https://list.am/en/item/18515123,
House,Stone,200 sq.m.,2,7,1,Cosmetic Renovation,1000 sq.m.,Aragatsotn › Karbi,"$90,000",USD,"A two-storey house is for sale in Karbi. The house is located next to the Ashtarak Aparan highway. The heating system with constant hot and cold water is provided. For details, call the specified number.Translated from Armenian",Dec-15-2022_21-59,By agreement,1 spot,,,,https://list.am/en/item/18282137,
House,Stone,194 sq.m.,1,4,2,Major Renovation,1200 sq.m.,Aragatsotn › Parpi,"$135,000",USD,"Մեկ հարկանի քարե նորակառույց տուն Փարպիում։ Հիմնովին վերանորոգված է։ Ունի նախամուտք, մեծ հյուրասենյակ, 2 սանհանգույց, 3 ննջասենյակ, խոհանոց, աշխատասենյակ, հանդերձասենյակ, բաց պատշգամբ, խորդանոց, ավտոտնակի հատված։ Վաճառվում է խոհանոցի կահույքի հետ միասին, առկա է ներկառուցվող գազօջախ և օդաքարշ պահարան։Ապահովված է բոլոր կենցաղային պայմաններով (գազ, լույս, ջուր), ջեռուցման բարձրակարգ համակարգով (նաև հատակի ջեռուցում) ։Ընդհանուր հողատարածքը կազմում է 1200 քմ, որից 194․4 քմ-ը տան տարածքն է, մնացածը՝ պտղատու այգի է:Առկա է դարպաս, պարսպապատ է։Գինը՝ սակարկելի։Новый одноэтажный каменный дом в Парпи. Полностью отремонтирован. Имеет прихожую, большую гостиную, 2 ванные комнаты, 3 спальни, кухню, кабинет, гардеробную, открытый балкон, кладовую и место для гаража. Продается вместе с кухонной мебелью, есть встроенная газовая плита и вытяжка.Обеспечена всеми бытовыми условиями (газ, электричество, вода), качественной системой отопления (также теплый пол)Общая площадь земельного участка 1200 кв. М, из них 194,4 кв. М площадь дома, остальное фруктовый сад.Есть ворота, огорожен.Цена договорная.",Dec-15-2022_21-59,Available,Not available,,,"Electricity, water supply, natural gas",https://list.am/en/item/18643871,
House,Stone,120 sq.m.,1,1,1,No Renovation,1000 sq.m.,Aragatsotn › Aparan,"2,050,000 ֏",AMD,"Адрес село Мулки ул 7 дом 33; цена до нового года после нового года цена будет дороже продается срочно; на вопросы звоните ответим; в доме стены все построенны свет вода на границе участка и 8 соток земли имеется, дома в нашем районе от 20000 долларов продаём срочно вот и цена такая с документами все в порядке 1 собственник оформление за нас счёт",Dec-15-2022_21-59,Not available,Not available,,,,https://list.am/en/item/18286931,
House,Stone,1000 sq.m.,2,4,1,No Renovation,1000 sq.m.,Aragatsotn › Aparan,"4,000,000 ֏",AMD,Semi-detached with its own fruit treesTranslated from Armenian,Dec-15-2022_21-59,Not available,Not available,,,,https://list.am/en/item/18660103,
Country House,Stone,915 sq.m.,2,6,2,Major Renovation,365 sq.m.,Aragatsotn › Ashtarak,"$270,000",USD,"2-story stone house + basement under the whole house, completely renovated, located in Ashtarak, in the center, price 270,000 negotiable.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18385762,
House,Stone,360 sq.m.,2,8+,1,Old Renovation,2000 sq.m.,"Սարալանջ փողոց 1, Երևան","$43,000",USD,"Code-AK39Apartment for saleAparan, Saralanj street• 360/2000 square meters area• 8 + rooms• 2-storey/stone/_• old renovated• basement• YardTranslated from Armenian",Dec-15-2022_21-59,Not available,Not available,,,,https://list.am/en/item/18504036,
Country House,Stone,80 sq.m.,1,3,1,Major Renovation,1035 sq.m.,"Улица Месропа Маштоца 71, Аштарак","$55,000",USD,There is no problem with irrigation. Drinking water and gas are included. Gas pipe for heating at a distance of 1 meter from the fence. There is no sewer71 Mesrop Mashtots StreetTranslated from Armenian,Dec-15-2022_21-59,Available,1 spot,,"Fridge, stove, washing machine","Electricity, water supply, natural gas",https://list.am/en/item/18587566,House is Finished
House,Stone,700 sq.m.,2,4,1,Partial Renovation,570 sq.m.,"Նարեկացու թաղամաս 42, Երևան","$77,000",USD,Urgent saleTranslated from Armenian,Dec-15-2022_21-59,By agreement,Not available,,,,https://list.am/en/item/18427854,
House,Stone,320 sq.m.,2,8+,3+,Designer Renovation,600 sq.m.,Aragatsotn › Ashtarak,"$195,000",USD,"Private house for sale in Ashtarak cityIn the highest position, from where you can see the city, Aragats mountain, Masis mountain.In the center.For more information call.Translated from Armenian",Dec-15-2022_21-59,Not available,2 spots,"Swimming pool, fireplace, barbecue oven, gazebo",Air conditioner,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18652828,
House,Stone,240 sq.m.,2,8+,1,Cosmetic Renovation,1000 sq.m.,Aragatsotn › Oshakan,"$130,000",USD,"Two-story private house for sale in Oshakan. The area of the mansion is 240 square meters. Has a garage. It is equipped with all utilities: Drinking water, gas, electricity. There is also a plot of 1000 sq. M. It is fenced.Translated from Armenian",Dec-15-2022_21-59,Not available,2 spots,,,,https://list.am/en/item/18547682,
House,Stone,223 sq.m.,2,5,1,Major Renovation,1000 sq.m.,Aragatsotn › Aparan,"$106,000",USD,"The mansion is completely fenced, with a beautiful view of Mount Ara from the entrance. The yard is completely tiled. There is constant hot and cold water. It has a garden next to the house (1000 square meters), which is well-kept, there are fruit trees. The mansion is surrounded by beautiful poplar trees. The house is fully furnished, it is sold with furniture.Translated from Armenian",Dec-15-2022_21-59,Available,2 spots,,,,https://list.am/en/item/18471157,
Country House,Stone,1500 sq.m.,2,8+,2,Partial Renovation,1500 sq.m.,Aragatsotn › Ashtarak,"$70,000",USD,"Own house for sale with an area of 1500 mYervand Shahaziz street, Ashtarak, Aragatsotn marz2 floors, 8 rooms, the 1st floor is fully renovated, the 2nd floor is partially renovated.2 bathrooms, Baxi heating system works.Phone numberTranslated from Armenian",Dec-15-2022_21-59,By agreement,1 spot,,,"Electricity, water supply, natural gas",https://list.am/en/item/18646630,
House,Stone,200 sq.m.,2,7,1,Cosmetic Renovation,600 sq.m.,Aragatsotn › Voskevaz,"$73,000",USD,"The house is in a good condition, has an orchard, a barbecue, a large balcony, is located near a school, a shop, a bus stop.Translated from Armenian",Dec-15-2022_21-59,Available,Not available,Barbecue oven,"Air conditioner, fridge, stove, washing machine","Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18644748,
House,Stone,168 sq.m.,1,5,1,Cosmetic Renovation,1240 sq.m.,Aragatsotn › Ohanavan,"$70,000",USD,"Comfortable with all amenities. Gas, water and electricity. The street is paved with light. It has a large basement. A fruit garden with every tree.Translated from Armenian",Dec-15-2022_21-59,Not available,Not available,,,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18642506,
House,Stone,142 sq.m.,2,2,1,Old Renovation,350 sq.m.,Aragatsotn › Oshakan,"$40,000",USD,"A private house is for sale in the center of Oshakan, it has an old cellar with arched walls, 3 large wine vats that are more than 100 years old, it also has a bakery.Price: $40,000 negotiableTranslated from Armenian",Dec-15-2022_21-59,Not available,Not available,,,"Electricity, water supply",https://list.am/en/item/18606358,
House,Stone,220 sq.m.,2,8+,1,Old Renovation,1400 sq.m.,"Մայրուղի Աշտարակ - Փարպի, Աշտարակ","36,000,000 ֏",AMD,"Own house for sale in Ashtarak, next to Parpi Central Street. The house has electricity, three-phase electricity, sewage, drinking and irrigation water, gas.There is a 1400 square meter plot of land next to the house.The price is negotiable.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18264353,
Country House,Stone,650 sq.m.,3,8+,3+,Partial Renovation,3000 sq.m.,"1-ին փողոց, Բյուրական","125,000,000 ֏",AMD,"A house with its own garden, fenced, with two entrances is for sale. The main works have been completed. The internal walls are plastered, doors and European windows are installed. There is permanent drinking water, three-phase electricity, and a parking lot. There are many kinds of fruit trees in the garden. A beautiful view of Mount Ararat opens from the house. There is an opportunity to expand the plot at the expense of adjacent plots. Any option is possible.Translated from Armenian",Dec-15-2022_21-59,By agreement,Not available,,,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18589201,
House,Stone,131 sq.m.,1,2,1,No Renovation,131 sq.m.,Aragatsotn › Aparan,"$7,500",USD,"House for sale, price is negotiable. For more information call:Translated from Armenian",Dec-15-2022_21-59,Available,Not available,,,,https://list.am/en/item/18623006,House is Finished
House,Stone,1500 sq.m.,2,6,1,Old Renovation,1000 sq.m.,"Սմբատ Շահազիզի փողոց 1, Աշտարակ","150,000 ֏",AMD,"For rent, call for detailsTranslated from Armenian",Dec-15-2022_21-59,Not available,2 spots,,,,https://list.am/en/item/18412732,
