Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links
Country House,Stone,120 sq.m.,2,5,2,,,Cosmetic Renovation,"Տարոն-2 թաղամաս 20, Վանաձոր","$35,000",USD,"Summer house for sale in Vanadzor, Taron 2 district. On the 1st floor there is a kitchen, a dining room, a hall, a bathroom, 1 open balcony. 2 bedrooms on the 2nd floor, bathroom with 2 open balconies. If desired, it will be sold together with the furniture. The price will be bargained for the real buyer. URGENTTranslated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/15639653
House,Stone,200 sq.m.,3,5,1,,,Partial Renovation,"Խնձորուտ 1-ին փողոց 15Ա, Վանաձոր","$48,000",USD,"Urgent!2.5-storey stone private house.With communal amenities, euro windows, heating system, stone fence, iron bars, fruit trees.Translated from Armenian",Nov-25-2022_00-22,400 sq.m.,,,,https://list.am/en/item/17189600
House,Stone,800 sq.m.,1,3,1,,,Old Renovation,Lorri › Dsegh,"$27,000",USD,The house has a view and is located in the center of the museumTranslated from Armenian,Nov-25-2022_00-22,700 sq.m.,,,,https://list.am/en/item/18141713
House,Stone,800 sq.m.,2,5,2,,,Partial Renovation,Lorri › Stepanavan,"$55,000",USD,"Lori, city of StepanavanTwo-storey private house in the center of Stepanavan is for saleThe house was built in 1996. On the 1st floor there is a hall and a garage for 3 cars. The house has adjacent structures, the yard is tiled, the 2nd floor of the house is residential. The house is renovated and has an individual heating system.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/17368494
Country House,Stone,300 sq.m.,2,3,1,,,Partial Renovation,"Խնձորուտ 5-րդ փողոց 13, Վանաձոր","$4,500",USD,"The apartment is located in the village of Shahumyan, the price is negotiable, the size of the building is 8/4, call for detailsTranslated from Armenian",Nov-25-2022_00-22,150 sq.m.,,,,https://list.am/en/item/18319902
House,Stone,1234 sq.m.,1,3,1,,,Old Renovation,Lorri › Lermontovo,"$21,500",USD,Call for urgent sales questionsTranslated from Armenian,Nov-25-2022_00-22,2000 sq.m.,,,,https://list.am/en/item/17508228
House,Stone,"11,111 sq.m.",1,4,1,,,No Renovation,"Էրեբունի փողոց 6, Տաշիր","$7,000",USD,A half-built house is for urgent sale. It has a stone garage and a cattle shed. It also has a large plot of land. It is located in the center. Nalbandyan 6.Translated from Armenian,Nov-25-2022_00-22,222 sq.m.,,,,https://list.am/en/item/18030219
House,Stone,200 sq.m.,2,8+,1,,,Partial Renovation,Lorri › Aznvadzor,"$24,000",USD,"Ունի նաև նոր կառուցված, ամառային խոհանոցПродаётся частный двухэтажный дом в селе Азнвадзор Лорийская область. Земельный участок с плодовыми деревьями (орех, яблоко, груша, персик…) Площадь 3000 кв. М.Есть водаTranslated from Armenian",Nov-25-2022_00-22,3000 sq.m.,,,,https://list.am/en/item/18193443
House,Bricks,190 sq.m.,2,3,1,Available,1 spot,No Renovation,Lorri › Spitak,"$32,000",USD,"A capitally built house in a leather factory district is for sale.Three-storey (attic), basement monolithic, interior walls are plastered, uninhabited.It is provided with gas, water, electricity, sewerage,has a barn, garage, 3500 sq. M. Orchard.The area is completely fenced.In the same yard is the second house with all the amenities of 162 square meters.In the pictures you can get acquainted only with the layout of the brick house.Translated from Armenian",Nov-25-2022_00-22,3500 sq.m.,,,,https://list.am/en/item/12117014
House,Stone,200 sq.m.,2,5,1,,,Euro Renovation,"Տավրոսի 21-րդ փողոց 32, Վանաձոր","$95,000",USD,"A 2-storey private house with furniture and all utilities is for sale. The house is sunny, has a sunny terrace. Renovated 1 year ago. There is a heating system. It has 2 garages. The garden has fruit trees and a cattle shed.A solar panel is installed.Translated from Armenian",Nov-25-2022_00-22,1000 sq.m.,,,,https://list.am/en/item/16488482
House,Stone,355 sq.m.,3,8+,3+,,,No Renovation,"Երևանյան խճուղի, Վանաձոր","$50,000",USD,"The building is located on Vanadzor Dilijan road, it is suitable for building both a residential house and a guest house.Translated from Armenian",Nov-25-2022_00-22,841 sq.m.,,,,https://list.am/en/item/18037538
House,Stone,219 sq.m.,2,8+,1,,,Cosmetic Renovation,"Սարոյան փողոց 32, Վանաձոր","14,000,000 ֏",AMD,"For sale in front of a two-storey private house in the district, at 32 Saroyan street. 594 square meters, of which 219 square meters are residential houses. With all communal facilities, cosmetically repaired, the windows are euro. Urgent ️ ️‼ ️ price is negotiable. If you have any questions, callTranslated from Armenian",Nov-25-2022_00-22,594 sq.m.,,,,https://list.am/en/item/17891229
House,Stone,2500 sq.m.,1,2,1,,,No Renovation,Lorri › Vanadzor,"$3,000",USD,"The house is located in Aznvadzor village, it is very suitable for cattle breeding, it has cut trees and other lands, we will exchange it with a car, urgentlyTranslated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/17009762
House,Stone,1500 sq.m.,2,4,1,,Not available,No Renovation,Lorri › Gyulagarak,"$10,000",USD,It is in normal conditionTranslated from Armenian,Nov-25-2022_00-22,1500 sq.m.,,,,https://list.am/en/item/17659554
House,Stone,60 sq.m.,1,4,1,,,Old Renovation,Lorri › Spitak,"$7,500",USD,Գ. The inside of the water house has a renovated wooden barn with a semi-structure.Translated from Armenian,Nov-25-2022_00-22,2500 sq.m.,,,,https://list.am/en/item/17976421
House,Stone,160 sq.m.,2,3,2,,,Major Renovation,"Erkatughayinneri 2-nd street, Yerevan","80,000,000 ֏",AMD,"Private house for sale in AkhtalaLiving area 160 sq / m, close to the house - 2380 sq / m.The house has:-living room-3 bedrooms-2 lobby-kitchen-bathroom, bathroom-open balconyOutside available:-Summer kitchen-Bathroom-garage (112 sq / m) + adjacent area (160 sq / m)cellar (28 sq / m)More than 100 fruit treesThe house is fully renovated. For sale together with partial property.The area is suitable for turning into a guest house, restaurant, shop.The cost is 80 million drams.Translated from Armenian",Nov-25-2022_00-22,2380 sq.m.,,,,https://list.am/en/item/17808640
House,Stone,250 sq.m.,2,7,2,Not available,3 or more spots,No Renovation,Lorri › Gugark,"12,000,000 ֏",AMD,"2 этажный каменный дом, не дострой.",Nov-25-2022_00-22,800 sq.m.,,,,https://list.am/en/item/18308459
House,Stone,110 sq.m.,2,3,1,,,Partial Renovation,"Խնձորուտ 2-րդ փողոց 1, Վանաձոր","$27,500",USD,"The house is in good living condition, has a bathroom, a garage, an iron door, euro windows in the kitchen and bedrooms. It also has a plot of land.Translated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/17030254
House,Stone,300 sq.m.,2,5,1,,,No Renovation,Lorri › Stepanavan,"$25,000",USD,"На фото всё видно, остольные вопросы по телефону",Nov-25-2022_00-22,400 sq.m.,,,,https://list.am/en/item/17700155
House,Stone,407 sq.m.,1,3,1,,,Major Renovation,"Սայաթ-Նովա փողոց 5, Ստեփանավան","$60,000",USD,"A private house in the center of the city of Stepanavan with all utilities, renovated according to Euro standards, is for sale. The total area is 407 sq. M., the building area is 146.3 sq. M., there are 24 sq. M. M garage, spacious and large basement, windows are fully barred. There is a pavilion in the yard with its own fireplace. If desired, the house is also sold together with the property. The property is completely new.It is possible to exchange with an apartment in Yerevan. The price is negotiable.Translated from Armenian",Nov-25-2022_00-22,236 sq.m.,,,,https://list.am/en/item/17466712
House,Stone,45 sq.m.,1,3,1,,Not available,Partial Renovation,"Ռոմանոս Մելիքյան փողոց 16, Վանաձոր","$17,500",USD,"The house has all utilities (gas, water, electricity) Thick (80 cm) walls, solid foundation. It is located next to Kamoi Street. The price is final, not negotiable.Translated from Armenian",Nov-25-2022_00-22,200 sq.m.,,,,https://list.am/en/item/18304065
House,Stone,170 sq.m.,2,4,1,,,Euro Renovation,Lorri › Tashir,"6,500,000 ֏",AMD,"For sale in Tashir region of Lori region, about 2 km south of Tashir city, on the right bank of Tashir river, in Saratovka village, a two-storey private house of 170 sq. M.,with all utilities.Garage, auxiliary structure - 900 square meters, barn, land, which is suitable for greenhouse activities. There is a fertilizer factory next to it.Translated from Armenian",Nov-25-2022_00-22,900 sq.m.,,,,https://list.am/en/item/16758427
House,Stone,450 sq.m.,2,8+,2,By agreement,2 spots,Cosmetic Renovation,"Улица Агаян 8, Ванадзор","$43,000",USD,"ПРОДАЁТСЯ СОБСТВЕННЫЙ 2 ЭТАЖНЫЙ ДОМ, рядом с земельным участком, отдельная большая мастерская, вода постоянная, все трубы горячей- холодной воды всё поменяли всё новое, также поменяли все световые провода. ЕСТЬ плодовитые деревья яблоко, черешня, грецкий орех, абрикос И Т. Д. Остальное посмотрите на месте, есть ещё виноградные кусты можно сказать уже ВИНОГРА́ДНИК.Двухэтажный дом, но получается первый этаж большой подвал, после него начинается первый этаж и аналогично второй. Дом в хорошем состоянии есть все удобства можно зайти и жить, остальное на ваше усмотрение.Для первой необходимости есть все условия, горячая- холодная вода, кухня которая нормально отремонтирована и с аккуратной мебелью. Есть гараж куда можно поместить 2 машины.Дом находится в спокойном и центральном местоположение. Дом находится в спокойном и центральном местоположение.Всю остальную информацию можно узнать по телефонукоторый указан внизу, есть Viber и WhatsApp.",Nov-25-2022_00-22,,,,,https://list.am/en/item/16492957
House,Monolith,160 sq.m.,1,5,3+,,,Old Renovation,Lorri › Spitak,"$11,000",USD,"The house is located in the village of Saralanj, Spitak region. The village is gasified, has internet TV. The house is for sale in a closed version.Translated from Armenian",Nov-25-2022_00-22,1000 sq.m.,,,,https://list.am/en/item/17962337
Country House,Monolith,120 sq.m.,3,4,1,,,Cosmetic Renovation,Lorri › Pambak,"$40,000",USD,The house was built as a solid monolithic house after the earthquakeTranslated from Armenian,Nov-25-2022_00-22,1000 sq.m.,,,,https://list.am/en/item/17599620
House,Stone,152 sq.m.,1,4,1,,2 spots,Old Renovation,Lorri › Vanadzor,"6,000,000 ֏",AMD,"The house is in need of renovation, it has a barn, a large garage, a plot of land, the house is located in Ghshlagh, near the bridge, under the gate road, on the river bank. Buyers of the house can call, it is possible to exchange equipment with a carTranslated from Armenian",Nov-25-2022_00-22,800 sq.m.,,,,https://list.am/en/item/17483734
House,Stone,171 sq.m.,2,8+,1,By agreement,1 spot,Old Renovation,"Հակոբյան փողոց 56, Վանաձոր","$30,000",USD,"The house is located between the Lakes and the monument.It has a garage and a fruit plot. There is constant gas, electricity, hot and cold water.Translated from Armenian",Nov-25-2022_00-22,500 sq.m.,,,,https://list.am/en/item/18296247
House,Stone,86 sq.m.,1,2,1,Not available,Not available,No Renovation,"Квартал Тарон-2 27, Ванадзор","$15,000",USD,Cottage in Taron 2 district. In state. There is a possibility to add 2 rooms and 2nd floor. There is a small plot of land. The basement is the entire surface of the house and the same height.Translated from Armenian,Nov-25-2022_00-22,86 sq.m.,,,,https://list.am/en/item/18270274
House,Stone,250 sq.m.,3,5,1,Available,2 spots,Euro Renovation,"Zaqaryan street, Vanadzor","$60,000",USD,"Цена не окончательная!Продаётся 3-ес этажный частный дом с мебелью.1-вы этаж - два больших гаража для машин, в одном гараже есть кухня.2- ой этаж- хол, зал, кухня, туалет, лестница на второй этаж.3- из этаж- хол, спальни, большой балкон на весь диаметр дома.Комнаты большие, можно переделать и получить ещё больше комнат. Нет земельного участка.Также дом подлежит обмену на квартиру в Ереване. Звонить только реальным покупателям.",Nov-25-2022_00-22,,,,,https://list.am/en/item/17121984
House,Stone,228 sq.m.,3,5,2,,,No Renovation,Lorri › Spitak,"$13,500",USD,Grigor Lusavorich district. Negotiable:Translated from Armenian,Nov-25-2022_00-22,650 sq.m.,,,,https://list.am/en/item/17115465
House,Stone,500 sq.m.,3,8+,3+,By agreement,2 spots,Partial Renovation,Lorri › Vanadzor,"$65,000",USD,Only real buyers should call.Call for detailsLocated near the road in SovkhozTranslated from Armenian,Nov-25-2022_00-22,2000 sq.m.,,,,https://list.am/en/item/18035402
House,Panels,222 sq.m.,2,7,2,,,Cosmetic Renovation,"Meqenashinararneri district, Vanadzor","$100,000",USD,"Private house for sale, Vanadzor Taron 4 in Belarus there is a marrak barn has an orchard all for privatized details call price negotiableTranslated from Armenian",Nov-25-2022_00-22,1664 sq.m.,,,,https://list.am/en/item/17498493
House,Stone,400 sq.m.,2,5,3+,,,No Renovation,"Ռոմանոս Մելիքյան փողոց 1, Վանաձոր","$90,000",USD,"A new house R 5 Melikyan is for sale in Lager districtThe garden is fenced with a 60 cm wide monolith under the house. If you have any questions, please callTranslated from Armenian",Nov-25-2022_00-22,450 sq.m.,,,,https://list.am/en/item/17570474
House,Stone,350 sq.m.,1,2,1,,,Major Renovation,Lorri › Stepanavan,"$25,000",USD,"Own house for urgent sale, STEPANAVAN KURTAN VILLAGENEAR THE CHURCH57.1 square meter house. 104.6 square meters of landRenovated 2 bedroom houseIn addition to the house, he has another plot of land facing the valleyVery nice viewSuitable for living and daily wage businessKurtan village is 18 km from StepanavanTranslated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/18291657
House,Stone,300 sq.m.,2,7,2,,,Partial Renovation,Lorri › Arevashogh,"$35,000",USD,Վաճառվում է երկհարկանի տուն կամ ամառանոց Սպիտակում Արևաշող։Հնարավոր է փոխանակում,Nov-25-2022_00-22,1300 sq.m.,,,,https://list.am/en/item/17558676
House,Stone,44 sq.m.,1,4,1,,Not available,Old Renovation,Lorri › Stepanavan,"$10,500",USD,"The house is located in Vardablur village of Lori region, the house has gas, light, water, a bakery, a plot of land, there is a barnTranslated from Armenian",Nov-25-2022_00-22,699 sq.m.,,,,https://list.am/en/item/16056267
House,Stone,100 sq.m.,1,4,2,By agreement,1 spot,Cosmetic Renovation,Lorri › Spitak,"$40,000",USD,"Q. Spitak Opyan str. A stone house is for sale near the Ega market, near the school, kindergarten, municipality. It has all the communal facilities - permanent water, individual heating, cosmetic repairs, laminate flooring, euro windows, has a barn, 8 m. Wagon hut (Can be used as a garage), basement, fruit trees. Area size (ha) -0.088NEGOTIABLETranslated from Armenian",Nov-25-2022_00-22,69 sq.m.,,,,https://list.am/en/item/17580562
House,Stone,86 sq.m.,1,4,1,,,Cosmetic Renovation,Lorri › Vanadzor,"$21,500",USD,"The house is in good condition. 3 bedrooms, kitchen, living room, toilet is outside. It is equipped with all utilities. It has an auxiliary area (bathroom), fruit trees. There is no driveway, that's why the price is high. Address: Chernishevsky lane 15:00Translated from Armenian",Nov-25-2022_00-22,420 sq.m.,,,,https://list.am/en/item/10794163
House,Stone,200 sq.m.,2,4,1,,,Cosmetic Renovation,Lorri › Tumanyan,"$25,000",USD,"A house for sale, which is also very suitable as a summer house, in the picturesque location of Lorva. It has a garden of 50 and 20 square meters. , intended for pigs and chickens.Sold with the entire property. It also has a sewing workshop. For details, call the indicated phone number.Translated from Armenian",Nov-25-2022_00-22,100 sq.m.,,,,https://list.am/en/item/18019452
House,Stone,280 sq.m.,2,4,1,,,Partial Renovation,"Սուրբ Վարդանի փողոց 1, Ստեփանավան","$18,000",USD,"For details, call the indicated phone numberTranslated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/18007077
House,Stone,1500 sq.m.,2,3,1,,,Cosmetic Renovation,"Erevanyan street, Tashir","1,500,000 ₽",RUB,Продается дом.Первый этаж -каменьВторой этаж - камень/деревоДом находится на центральой дорогиНа территории имеется 2 гаражаЛетняя кухняСарайИмеется подвал под домомПо вопросам звонить по номеру телефонаРеальному покупателю торг!,Nov-25-2022_00-22,160 sq.m.,,,,https://list.am/en/item/16511266
House,Stone,289 sq.m.,2,5,2,,,Old Renovation,Lorri › Vanadzor,"$65,000",USD,"A 2-story stone house with all utilities is for sale at Lorva 6, Vanadzor. The house is in good condition, the area is 289 square meters. It has 2 garages, boiler room, basement, 2 balconies. There is 1 more parking space in the yard.It has 2 entrances. It has 9 rooms.For details, call the indicated phone number.The price is negotiable.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/16992917
House,Panels,100 sq.m.,2,3,2,By agreement,Not available,Old Renovation,Lorri › Spitak,"8,000,000 ֏",AMD,"I am selling a two-story house in the Swiss district of Spitak, it has two bathrooms: A sink and a toilet on the first floor, a sink, a toilet, a bath on the second floor, there is one bedroom on the second floor, a kitchen on the first floor, closedA balcony that can serve as a room, a dining room with a niche, according to the house plan, the house has a basement / basement, it also has a 300 square meter private plot in the area adjacent to the house.There is no registered person, the documents of the house are clean. You can find me on Facebook: Hasmik Ajamyan. My email address is: hasmik09@mail.ru. The sale price of the house is eight million drams in Armenian drams. Negotiable.Translated from Armenian",Nov-25-2022_00-22,300 sq.m.,"FRidge, stove",,,https://list.am/en/item/14398771
House,Monolith,120 sq.m.,2,4,1,Not available,Not available,Old Renovation,"Yerevan highway, Vanadzor","$18,000",USD,"Продаётся дом монолитный, на первом этаже кухня, туалет, ванная, котельная, на втором этаже 4 комнаты, дом находится в селе Курсалы",Nov-25-2022_00-22,3500 sq.m.,,,,https://list.am/en/item/18216346
House,Stone,100 sq.m.,1,3,1,,Not available,Old Renovation,"Սայաթ-Նովա փողոց 36, Ստեփանավան","$13,000",USD,It is in good condition and has a basement. It will be negotiated at real pricesTranslated from Armenian,Nov-25-2022_00-22,509 sq.m.,,,,https://list.am/en/item/18202744
House,Stone,150 sq.m.,2,8+,1,,,No Renovation,"Erevanyan street, Tashir","$10,000",USD,"Առաջին հարկում առկա է ավտոտնակ, կից առկա է հողամաս, գինը սակարկելի։ Ք. Տաշիր փ. Երևանյան Թաղ. 14",Nov-25-2022_00-22,,,,,https://list.am/en/item/14848420
House,Bricks,200 sq.m.,2,5,1,,,Partial Renovation,Lorri › Hobardzi,"15,000,000 ֏",AMD,"2 large basement 2 garages adjacent barn, orchard, built after the earthquake, aluminum roof, 200 square meters 2 floors, 3000 sq. M. OrchardTranslated from Armenian",Nov-25-2022_00-22,3000 sq.m.,,,,https://list.am/en/item/16782951
House,Stone,1200 sq.m.,2,3,1,,,No Renovation,"Խնձորուտ 5-րդ փողոց 1-ին փակուղի 19, Վանաձոր","$4,000",USD,The house is not livable as shown in the pictures. Has land with productive trees. (call only viber urgent) I will also exchange for a car or equal to the price or more extra (suitable for livestock)Translated from Armenian,Nov-25-2022_00-22,1200 sq.m.,,,,https://list.am/en/item/17620315
House,Stone,321 sq.m.,2,8+,2,,,Partial Renovation,Lorri › Vanadzor,"$42,000",USD,"The residential house is located in Tavros district, built around 2001, has a basement, self-built buildings, secured by k. B. With H's, the roof is made of tin.Translated from Armenian",Nov-25-2022_00-22,1170 sq.m.,,,,https://list.am/en/item/18273271
House,Stone,159 sq.m.,2,5,1,,,Old Renovation,"Erevanyan street, Tashir","14,000,000 ֏",AMD,"The house is in normal condition, has a cattle barn, a basement is located on the main street of the city. 1 floor is not habitable.Translated from Armenian",Nov-25-2022_00-22,86 sq.m.,,,,https://list.am/en/item/17531645
House,Stone,80 sq.m.,1,3,1,,1 spot,Old Renovation,Lorri › Spitak,"$16,000",USD,"The apartment has all the communal facilities: Gas, electricity, water. There are other buildings in the area: Garage, livestock, separate kitchen, bakery, basement, fruit trees. The price is negotiable.Translated from Armenian",Nov-25-2022_00-22,1400 sq.m.,,,,https://list.am/en/item/17798039
House,Stone,120 sq.m.,3,4,2,By agreement,1 spot,Old Renovation,Lorri › Spitak,"8,800,000 ֏",AMD,"Three-story detached house, adjacent plot of 660 square meters, with fruit trees. Basement and garage on the first floor, living room and kitchen and bathroom on the second floor, 3 bedrooms and bathroom on the third floor, can be sold together with the property, water, electricity, internet is provided, the neighborhood is provided with gas, the price is negotiableTranslated from Armenian",Nov-25-2022_00-22,660 sq.m.,,,,https://list.am/en/item/17962805
House,Stone,200 sq.m.,2,6,2,,,Euro Renovation,"29-րդ փողոց 4, Արջուտ","$35,000",USD,"Վաճառվում է երկհարկանի քարե քարե առանձնատուն Լոռու մարզի Արջուտ գյուղում, տունը կառուցված է երկրաշարժից հետո, ունի 1400 մետր տնամերձ հողամաս բերքատու այգով:Продается двухэтажный каменный дом в селе Арджут Лорийской области, дом построен после землетрясения, рядом с домом есть участок земли площадью 1400 метров с фруктовым садом.",Nov-25-2022_00-22,1400 sq.m.,,,,https://list.am/en/item/15679283
House,Monolith,190 sq.m.,3,3,2,By agreement,1 spot,Partial Renovation,"Սուրեն Ավետիսյանի փողոց 6/33, Սպիտակ","$30,000",USD,"Urgently, a large, elegant house, 3 floors. Each floor has 2 large rooms, a large hallway, a bathroom, 65 square meters x 3. I will sell or exchange for a 2, 3, 4-room apartment in the center with an additional fee from me.The apartment is located in the city of Spitak, in the district in Estonian. It is a three-story solid building.Permanent water, electricity, gas. It has a garage and a garage. All windows euro.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/13977714
House,Stone,140 sq.m.,2,7,1,,,Partial Renovation,Lorri › Stepanavan,"$25,000",USD,"Новостройный дом, есть газотруба без потключение, постаянное водоснобжение. 4 и микрораен улица Эребуни дом 14",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/18020380
House,Stone,750 sq.m.,1,5,1,,,No Renovation,Lorri › Alaverdi,"$20,000",USD,"Առկա է ընդարձակ այգի, բերքառատ պտղատու ծառերով։",Nov-25-2022_00-22,,,,,https://list.am/en/item/13128321
House,Stone,265 sq.m.,2,8+,2,,,Partial Renovation,"Մատրոսովի փողոց 21, Ստեփանավան","$60,000",USD,"Two-storey private house with all communal amenities is for sale.Floor 1 Kitchen, bathroom, toilet, living room, 2 bedrooms.Floor 2 Kitchen, bathroom, toilet, 3 bedrooms, 1 living room, entrance hall, balcony.It has a large land, fruit trees, a basement, a barn, a poultry house, the land has a separate entrance. Price is negotiable.Translated from Armenian",Nov-25-2022_00-22,1000 sq.m.,,,,https://list.am/en/item/17977939
House,Stone,250 sq.m.,2,5,2,,,Euro Renovation,"Գարեգին Նժդեհ 6, 1-ին նրբանցք","$230,000",USD,With all amenitiesTranslated from Armenian,Nov-25-2022_00-22,440 sq.m.,,,,https://list.am/en/item/15843808
House,Stone,80 sq.m.,1,3,1,,,Old Renovation,Lorri › Pushkino,"$37,000",USD,"Connected to three adjacent plots, it is also possible to exchange it with a 4x4 car, the price is negotiableTranslated from Armenian",Nov-25-2022_00-22,3700 sq.m.,,,,https://list.am/en/item/17360282
House,Stone,40 sq.m.,2,2,1,,,Old Renovation,Lorri › Yeghegnut,"$9,000",USD,"The house is located on the outskirts of Yeghegnut village. The price is nominalTo see the house, write to my viber, I will send the pictures.Translated from Armenian",Nov-25-2022_00-22,1800 sq.m.,,,,https://list.am/en/item/18106856
House,Stone,100 sq.m.,1,3,1,Available,1 spot,Partial Renovation,"22-րդ փողոց 4, Օձուն","$15,000",USD,"Վաճառվում է մեկ հարկանի սեփական տուֆից տուն Լոռվա մարզի Այգեհատ գյուղում (Օձունի հարակից գյուղն է) ։Բնակելին 100 մ/ք 3 սենյակ, ծածկը երկաթ բետոնե' 1500 մ/ք մրգատու այգիով, այգու պարիսպը քարե, այգում առկա է 10մ/ք ջրավազան և 9մ/ք սալիկապատ սանհանգույց։ Տունը նաև փոխանկվում է ՕՁՈՒՆՈՒՄ գտնվոխ տան կամ բնակարանի հետ։",Nov-25-2022_00-22,,,,,https://list.am/en/item/11959319
House,Stone,160 sq.m.,2,6,1,,,Euro Renovation,Lorri › Tashir,"$17,000",USD,Urgently for sale. The apartment is located in the village of Mikhaylovka.Translated from Armenian,Nov-25-2022_00-22,15 sq.m.,,,,https://list.am/en/item/17990825
House,Stone,240 sq.m.,2,8+,2,,,Old Renovation,Lorri › Vardablur,"24,000,000 ֏",AMD,"The house is suitable for living, as he used it as a guest house, he always has: Water, gas, sewerage. Large garden, garage, barn with separate gate.Translated from Armenian",Nov-25-2022_00-22,1720 sq.m.,,,,https://list.am/en/item/17934753
House,Stone,80 sq.m.,2,2,1,,,Designer Renovation,"Tigran Mets Avenue 12, Vanadzor","$20,000",USD,"Very urgent. It has a garage in the back. The price starts at $20,000. I can send you a phone number. Very urgent. I will rent it out. 40,000 drams per month.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/16903420
House,Stone,140 sq.m.,1,5,1,,,Euro Renovation,"Խնկոյան փողոց 10, Սպիտակ","$38,000",USD,"The house is located next to the first school, it is provided with hot and cold water, gas, electricity, it has a basement. There is a small plot of land at the back of the house. , iron front door, euro windows. Price is negotiable.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/17586303
House,Stone,268 sq.m.,2,5,2,,,Partial Renovation,"Դուրյանի փողոց 39, Ստեփանավան","$60,000",USD,"Տունը կառուցվել է երկրաշարժից հետո, 1996թ-ին, կենտրոնական փողոցին կից։ Առաջին հարկում կա դահլիճ և ավտոտնակ նախատեսված՝ 3 ավտոմեքենայի համար։ Բակը սալիկապատված է, ունի կոմունալ լրիվ հարմարությունները և կա ջեռուցման համակարգ… Գինը սակարկելի է։",Nov-25-2022_00-22,800 sq.m.,,,,https://list.am/en/item/17917069
Country House,Stone,150 sq.m.,2,7,2,,,Old Renovation,"Մովսես Խորենացի փողոց 41, Ստեփանավան","$22,000",USD,The house needs a complete renovation…Translated from Armenian,Nov-25-2022_00-22,,,,,https://list.am/en/item/11947406
Country House,Monolith,90 sq.m.,4+,4,1,By agreement,Not available,Old Renovation,Lorri › Alaverdi,"$30,000",USD,"Summer house with 2600 square meters of land on the bank of the Debed River is for sale. The house is monolithic, 4 rooms, there is a fireplace. There is no gas. Call for details. I do not talk on the phone, idle people should not call.Translated from Armenian",Nov-25-2022_00-22,2600 sq.m.,,,,https://list.am/en/item/18065028
House,Stone,120 sq.m.,1,3,1,,,Designer Renovation,"Ծատուրյան փողոց 16-2, Վանաձոր","$45,000",USD,"The house is located in the Dimats district, next to the 10th school, in the back, the roof is 80% replaced with thick galvanized sheets, it has a garage for 2 cars, the house has the possibility of adding rooms next to it, the walls and roof are present, there is a large basement under the house: With several rooms, the door is of very high quality iron, the windows are European, only one window remains to be changed, the walls and ceiling are thermally insulated, the floors in the bedrooms are parquet from the horseshoe, the living room is laminate, the kitchen floor is heated, there is central heating, installed is also a stove/wood, coal, etc. /, connected to central heating, gasified, constant water, pipes have been changed since the central water pipe, interior doors are made of natural wood, cosmetically repaired.Translated from Armenian",Nov-25-2022_00-22,150 sq.m.,,,,https://list.am/en/item/17835102
House,Stone,122 sq.m.,1,6,1,,,Old Renovation,Lorri › Stepanavan,"$25,000",USD,An apartment is for sale in Gargar village of Lori marz.Translated from Armenian,Nov-25-2022_00-22,1340 sq.m.,,,,https://list.am/en/item/18170688
House,Stone,214 sq.m.,2,6,1,,,Partial Renovation,"Սունդուկյան փողոց 2, Վանաձոր","$22,000",USD,Opposite districttwo-story private houseopen balconygaswaterelectricityTwo garagesTranslated from Armenian,Nov-25-2022_00-22,,,,,https://list.am/en/item/16984492
House,Stone,434 sq.m.,2,4,2,,,Old Renovation,"Zoravar Andranik street, Alaverdi","$20,000",USD,"No exchange, no shutter, price is not final, call for any questionsTranslated from Armenian",Nov-25-2022_00-22,434 sq.m.,,,,https://list.am/en/item/17997355
House,Stone,327 sq.m.,2,3,1,,,No Renovation,"Forest Street, Stepanavan","$30,000",USD,"PRICE NEGOTIABLESemi-detached house with its own plot of land on Antara Street, Stepanavan, near Vahagn boarding house, next to Allea.The price is negotiableCall AshotTranslated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/18209965
